"LINEAGE_AT1PERCENT","DATE_NUM_AT1PERCENT","DATE_AT1PERCENT","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","p.value"
"Alpha",18602,2020-12-06,"Beta - Omicron (BA.5)",0.189027414027502,0.012125507347608,NA,0.165261856331915,0.21279297172309,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Gamma - Delta",0.0121607209028861,0.0047699869764178,NA,0.00281171822238214,0.0215097235833901,0.286607392270182
"Alpha",18602,2020-12-06,"Gamma - Omicron (BA.2)",-0.0940915515950773,0.00865627596019435,NA,-0.111057540717298,-0.0771255624728565,7.23865412055602e-14
"Alpha",18602,2020-12-06,"Gamma - Omicron (BA.3)",0.153993149227505,0.00532349463291365,NA,0.143559291475102,0.164427006979908,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Gamma - Omicron (BA.1.1, with S:R346K)",0.0545035807492823,0.0343395974032314,NA,-0.0128007934046563,0.121807954903221,0.884945183086182
"Alpha",18602,2020-12-06,"Gamma - Omicron (BA.4)",0.210518507940856,0.00605236728706343,NA,0.198656086037003,0.222380929844709,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Gamma - Omicron (BA.5)",0.223390459865763,0.011846362005587,NA,0.200172016986989,0.246608902744538,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Delta - Omicron (BA.2)",-0.106252272497963,0.00798799430978985,NA,-0.121908453653862,-0.0905960913420645,3.77475828372553e-15
"Alpha",18602,2020-12-06,"Delta - Omicron (BA.3)",0.141832428324619,0.00415052451572642,NA,0.133697549756844,0.149967306892393,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Delta - Omicron (BA.1.1, with S:R346K)",0.0423428598463962,0.0341794498600431,NA,-0.0246476308906808,0.109333350583473,0.976697412484511
"Alpha",18602,2020-12-06,"Delta - Omicron (BA.4)",0.19835778703797,0.00505152832825841,NA,0.1884569734477,0.20825860062824,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Delta - Omicron (BA.5)",0.211229738962877,0.0113678688248181,NA,0.188949125485258,0.233510352440496,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Omicron (BA.2) - Omicron (BA.3)",0.248084700822582,0.00758230245246202,NA,0.233223661095867,0.262945740549297,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Omicron (BA.2) - Omicron (BA.1.1, with S:R346K)",0.14859513234436,0.0411332481572984,NA,0.0679754473889063,0.229214817299813,0.0180750517425499
"Alpha",18602,2020-12-06,"Omicron (BA.2) - Omicron (BA.4)",0.304610059535933,0.00816625037906309,NA,0.288604502904233,0.320615616167634,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Omicron (BA.2) - Omicron (BA.5)",0.317482011460841,0.0131488925926532,NA,0.291710655542655,0.343253367379026,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Omicron (BA.3) - Omicron (BA.1.1, with S:R346K)",-0.0994895684782224,0.0339149574332481,NA,-0.165961663584598,-0.0330174733718472,0.124133962984205
"Alpha",18602,2020-12-06,"Omicron (BA.3) - Omicron (BA.4)",0.0565253587133514,0.0041290039241176,NA,0.0484326597300563,0.0646180576966464,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Omicron (BA.3) - Omicron (BA.5)",0.0693973106382586,0.0109907856141877,NA,0.0478557666726498,0.0909388546038674,2.153046120279e-07
"Alpha",18602,2020-12-06,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.4)",0.156014927191574,0.0339885657604514,NA,0.0893985624149178,0.22263129196823,0.000517910770632457
"Alpha",18602,2020-12-06,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.5)",0.168886879116481,0.0354917510184981,NA,0.099324325371962,0.238449432861,0.000260990977767217
"Alpha",18602,2020-12-06,"Omicron (BA.4) - Omicron (BA.5)",0.0128719519249072,0.0113528462283077,NA,-0.00937921780459719,0.0351231216544116,0.987849769080463
"Beta",18623,2020-12-27,"Omicron (BA.1) - Other",-0.0110910813848952,0.00270711034675863,NA,-0.0163969201667179,-0.00578524260307254,0.00343133665953621
"Beta",18623,2020-12-27,"Omicron (BA.1) - Alpha",-0.0894669369879644,0.00297467104804325,NA,-0.0952971851079832,-0.0836366888679456,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Beta",-0.0871297285950109,0.00481019771631994,NA,-0.0965575428775148,-0.077701914312507,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Gamma",-0.121904122610887,0.00442638303878941,NA,-0.130579673948693,-0.11322857127308,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Delta",-0.118562265884731,0.0034121832558717,NA,-0.12525002217489,-0.111874509594572,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Omicron (BA.2)",-0.230514279570721,0.0069831775889572,NA,-0.244201056142724,-0.216827502998718,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Omicron (BA.3)",0.00983843148763968,0.00158942783886329,NA,0.0067232101674423,0.0129536528078371,3.96084760878601e-07
"Beta",18623,2020-12-27,"Omicron (BA.1) - Omicron (BA.1.1, with S:R346K)",-0.0847281548295341,0.032524682245689,NA,-0.148475360639694,-0.0209809490193743,0.257167008336177
"Beta",18623,2020-12-27,"Omicron (BA.1) - Omicron (BA.4)",0.0585835974241823,0.00278783685414664,NA,0.0531195375952814,0.0640476572530831,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.1) - Omicron (BA.5)",0.0689171028022235,0.00845143449147437,NA,0.0523525955812342,0.0854816100232128,1.42774680966795e-11
"Beta",18623,2020-12-27,"Other - Alpha",-0.0783758556030692,0.00121042894299404,NA,-0.0807482527371824,-0.076003458468956,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Beta",-0.0760386472101157,0.00397139692196734,NA,-0.0838224421454849,-0.0682548522747465,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Gamma",-0.110813041225991,0.00349277619298721,NA,-0.117658756770305,-0.103967325681678,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Delta",-0.107471184499836,0.00217203909486365,NA,-0.111728302898782,-0.10321406610089,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Omicron (BA.2)",-0.219423198185826,0.00741675542882034,NA,-0.233959771708456,-0.204886624663196,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Omicron (BA.3)",0.0209295128725349,0.00314220144131869,NA,0.0147709112153804,0.0270881145296894,3.80626101748049e-08
"Beta",18623,2020-12-27,"Other - Omicron (BA.1.1, with S:R346K)",-0.0736370734446389,0.0327130312980469,NA,-0.137753436613942,-0.00952071027533533,0.473680899689178
"Beta",18623,2020-12-27,"Other - Omicron (BA.4)",0.0696746788090775,0.0038899834508832,NA,0.0620504513448896,0.0772989062732654,3.5527136788005e-15
"Beta",18623,2020-12-27,"Other - Omicron (BA.5)",0.0800081841871187,0.00887475603124937,NA,0.0626139819942903,0.0974023863799471,2.26707541628457e-13
"Beta",18623,2020-12-27,"Alpha - Beta",0.00233720839295357,0.00396674905061404,NA,-0.00543747688195839,0.0101118936678655,0.999955809625998
"Beta",18623,2020-12-27,"Alpha - Gamma",-0.0324371856229221,0.00342510994777248,NA,-0.0391502777636461,-0.0257240934821982,1.14575016141316e-13
"Beta",18623,2020-12-27,"Alpha - Delta",-0.0290953288967667,0.00272344052742853,NA,-0.0344331742445634,-0.0237574835489701,8.30446822419617e-14
"Beta",18623,2020-12-27,"Alpha - Omicron (BA.2)",-0.141047342582757,0.00751858529023261,NA,-0.155783498966305,-0.126311186199208,3.5527136788005e-15
"Beta",18623,2020-12-27,"Alpha - Omicron (BA.3)",0.0993053684756041,0.00337559804669697,NA,0.0926893178777943,0.105921419073414,3.5527136788005e-15
"Beta",18623,2020-12-27,"Alpha - Omicron (BA.1.1, with S:R346K)",0.00473878215843036,0.0327360337866111,NA,-0.0594226650600137,0.0689002293768744,0.999999999950251
"Beta",18623,2020-12-27,"Alpha - Omicron (BA.4)",0.148050534412147,0.00408084766837234,NA,0.140052219955743,0.156048848868551,3.5527136788005e-15
"Beta",18623,2020-12-27,"Alpha - Omicron (BA.5)",0.158384039790188,0.00895999386660234,NA,0.140822774509948,0.175945305070428,3.5527136788005e-15
"Beta",18623,2020-12-27,"Beta - Gamma",-0.0347743940158757,0.0051867519544518,NA,-0.044940241043344,-0.0246085469884074,3.05002216816064e-08
"Beta",18623,2020-12-27,"Beta - Delta",-0.0314325372897203,0.00461036701596762,NA,-0.0404686905965282,-0.0223963839829124,1.71160443596108e-08
"Beta",18623,2020-12-27,"Beta - Omicron (BA.2)",-0.14338455097571,0.00841439253558963,NA,-0.159876457297249,-0.126892644654172,3.5527136788005e-15
"Beta",18623,2020-12-27,"Beta - Omicron (BA.3)",0.0969681600826505,0.00506843952857072,NA,0.0870342011488328,0.106902119016468,3.5527136788005e-15
"Beta",18623,2020-12-27,"Beta - Omicron (BA.1.1, with S:R346K)",0.00240157376547679,0.0329535933988682,NA,-0.0621862824574817,0.0669894299884353,1
"Beta",18623,2020-12-27,"Beta - Omicron (BA.4)",0.145713326019193,0.00556312900551482,NA,0.134809793527034,0.156616858511352,3.5527136788005e-15
"Beta",18623,2020-12-27,"Beta - Omicron (BA.5)",0.156046831397234,0.00972475040375592,NA,0.136986670847231,0.175106991947237,3.5527136788005e-15
"Beta",18623,2020-12-27,"Gamma - Delta",0.00334185672615539,0.0042855122375815,NA,-0.00505759291481001,0.0117413063671208,0.999441364720566
"Beta",18623,2020-12-27,"Gamma - Omicron (BA.2)",-0.108610156959835,0.00820156531216963,NA,-0.12468492958854,-0.0925353843311291,3.99680288865056e-15
"Beta",18623,2020-12-27,"Gamma - Omicron (BA.3)",0.131742554098526,0.0047056435414719,NA,0.122519662233158,0.140965445963895,3.5527136788005e-15
"Beta",18623,2020-12-27,"Gamma - Omicron (BA.1.1, with S:R346K)",0.0371759677813525,0.0328996644695929,NA,-0.0273061896825017,0.101658125245207,0.988156520097662
"Beta",18623,2020-12-27,"Gamma - Omicron (BA.4)",0.180487720035069,0.00523471688813872,NA,0.170227863465053,0.190747576605084,3.5527136788005e-15
"Beta",18623,2020-12-27,"Gamma - Omicron (BA.5)",0.19082122541311,0.0095407370587444,NA,0.172121724392004,0.209520726434216,3.5527136788005e-15
"Beta",18623,2020-12-27,"Delta - Omicron (BA.2)",-0.11195201368599,0.00770075281640557,NA,-0.12704521185999,-0.0968588155119897,3.5527136788005e-15
"Beta",18623,2020-12-27,"Delta - Omicron (BA.3)",0.128400697372371,0.00376688240117328,NA,0.121017743532073,0.135783651212668,3.5527136788005e-15
"Beta",18623,2020-12-27,"Delta - Omicron (BA.1.1, with S:R346K)",0.0338341110551971,0.032780470238508,NA,-0.0304144300085656,0.0980826521189598,0.994132669922901
"Beta",18623,2020-12-27,"Delta - Omicron (BA.4)",0.177145863308913,0.00441000982672157,NA,0.168502402877071,0.185789323740755,3.5527136788005e-15
"Beta",18623,2020-12-27,"Delta - Omicron (BA.5)",0.187479368686955,0.00911460559879298,NA,0.169615069980033,0.205343667393876,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.2) - Omicron (BA.3)",0.240352711058361,0.00718678615654461,NA,0.226266869026942,0.254438553089779,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.2) - Omicron (BA.1.1, with S:R346K)",0.145786124741187,0.0395051061212628,NA,0.0683575395380791,0.223214709944295,0.0140461286862651
"Beta",18623,2020-12-27,"Omicron (BA.2) - Omicron (BA.4)",0.289097876994903,0.00759535375731395,NA,0.274211257180727,0.30398449680908,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.2) - Omicron (BA.5)",0.299431382372945,0.0110996272634764,NA,0.277676512694712,0.321186252051177,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.3) - Omicron (BA.1.1, with S:R346K)",-0.0945665863171738,0.032536971679843,NA,-0.158337878975666,-0.0307952936586819,0.132536276160453
"Beta",18623,2020-12-27,"Omicron (BA.3) - Omicron (BA.4)",0.0487451659365426,0.00320430853813685,NA,0.0424648366064402,0.055025495266645,3.5527136788005e-15
"Beta",18623,2020-12-27,"Omicron (BA.3) - Omicron (BA.5)",0.0590786713145838,0.00859808471441867,NA,0.0422267349382989,0.0759306076908688,1.30209991677788e-08
"Beta",18623,2020-12-27,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.4)",0.143311752253716,0.0325733301487759,NA,0.079469198305583,0.20715430620185,0.00109889564792331
"Beta",18623,2020-12-27,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.5)",0.153645257631758,0.0335437636044757,NA,0.0879006890610597,0.219389826202455,0.000538628245321915
"Beta",18623,2020-12-27,"Omicron (BA.4) - Omicron (BA.5)",0.0103335053780412,0.00889162666887841,NA,-0.00709376265693633,0.0277607734130187,0.985377566621006
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Other",-0.00151423306515977,0.00247245279766012,NA,-0.00636015150204891,0.00333168537172936,0.999936777456918
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Alpha",-0.0593821182396799,0.00263729881303584,NA,-0.0645511289297004,-0.0542131075496594,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Beta",-0.0504594308655756,0.00360198956712649,NA,-0.0575192006898326,-0.0433996610413187,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Gamma",-0.0859803624840598,0.00362333182970612,NA,-0.0930819623743214,-0.0788787625937982,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Delta",-0.0986434720577912,0.00311966454822428,NA,-0.104757902216157,-0.0925290418994252,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Omicron (BA.2)",-0.220939693773778,0.00651799718363433,NA,-0.233714733505035,-0.208164654042522,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Omicron (BA.3)",0.0053805712543947,0.000679716534438271,NA,0.00404835132719931,0.00671279118159009,5.2065907141241e-11
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Omicron (BA.1.1, with S:R346K)",-0.0802515126139869,0.0300336348378486,NA,-0.139116355220997,-0.0213866700069762,0.224351154391097
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Omicron (BA.4)",0.0400058096465233,0.0013868368188994,NA,0.0372876594290464,0.0427239598640002,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.1) - Omicron (BA.5)",0.0457324007301072,0.00420755202932211,NA,0.0374857502895575,0.053979051170657,7.21644966006352e-14
"Gamma",18658,2021-01-31,"Other - Alpha",-0.0578678851745201,0.000907596064329489,NA,-0.0596467407731162,-0.056089029575924,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Beta",-0.0489451978004158,0.00261680371566679,NA,-0.0540740388377334,-0.0438163567630983,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Gamma",-0.0844661294189,0.00264441587741405,NA,-0.0896490892987774,-0.0792831695390226,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Delta",-0.0971292389926314,0.00194159945358082,NA,-0.100934703994052,-0.0933237739912104,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Omicron (BA.2)",-0.219425460708619,0.00692729507743628,NA,-0.233002709570675,-0.205848211846562,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Omicron (BA.3)",0.00689480431955447,0.00256672154015142,NA,0.00186412254251451,0.0119254860965944,0.217787288726298
"Gamma",18658,2021-01-31,"Other - Omicron (BA.1.1, with S:R346K)",-0.0787372795488271,0.0301807410850026,NA,-0.137890445102161,-0.0195841139954937,0.255219346351233
"Gamma",18658,2021-01-31,"Other - Omicron (BA.4)",0.0415200427116831,0.00283839667087222,NA,0.0359568874629351,0.047083197960431,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Other - Omicron (BA.5)",0.047246633795267,0.00488033579317148,NA,0.0376813514081892,0.0568119161823448,1.07469588783715e-13
"Gamma",18658,2021-01-31,"Alpha - Beta",0.00892268737410427,0.00260889845886836,NA,0.00380934035540024,0.0140360343928083,0.0328647591383735
"Gamma",18658,2021-01-31,"Alpha - Gamma",-0.0265982442443799,0.00258551938920363,NA,-0.031665769128549,-0.0215307193602108,9.81437153768638e-14
"Gamma",18658,2021-01-31,"Alpha - Delta",-0.0392613538181113,0.00233071999116972,NA,-0.0438294810588515,-0.0346932265773712,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Alpha - Omicron (BA.2)",-0.161557575534098,0.00698786742938919,NA,-0.175253544024442,-0.147861607043755,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Alpha - Omicron (BA.3)",0.0647626894940746,0.00272600319878688,NA,0.0594198214027113,0.0701055575854378,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Alpha - Omicron (BA.1.1, with S:R346K)",-0.020869394374307,0.0301945217229892,NA,-0.080049569481778,0.0383107807331641,0.999809256042206
"Gamma",18658,2021-01-31,"Alpha - Omicron (BA.4)",0.0993879278862032,0.00298322208151652,NA,0.0935409200485462,0.10523493572386,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Alpha - Omicron (BA.5)",0.105114518969787,0.00496588310194284,NA,0.0953815669385431,0.114847471001031,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Beta - Gamma",-0.0355209316184842,0.00362982051717609,NA,-0.0426352491024939,-0.0284066141344745,1.09245945623115e-13
"Gamma",18658,2021-01-31,"Beta - Delta",-0.0481840411922156,0.00334354916054743,NA,-0.0547372771274277,-0.0416308052570035,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Beta - Omicron (BA.2)",-0.170480262908203,0.00740538705489704,NA,-0.18499455482738,-0.155965970989025,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Beta - Omicron (BA.3)",0.0558400021199703,0.00366785416253519,NA,0.048651140060856,0.0630288641790846,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Beta - Omicron (BA.1.1, with S:R346K)",-0.0297920817484112,0.0302940508337379,NA,-0.089167330328363,0.0295831668315405,0.996019064073487
"Gamma",18658,2021-01-31,"Beta - Omicron (BA.4)",0.0904652405120989,0.00386291406263068,NA,0.0828940680739695,0.0980364129502284,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Beta - Omicron (BA.5)",0.0961918315956828,0.00553886032220309,NA,0.0853358648487669,0.107047798342599,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Gamma - Delta",-0.0126631095737314,0.00342810740615461,NA,-0.0193820766249295,-0.00594414252253336,0.0138813476030512
"Gamma",18658,2021-01-31,"Gamma - Omicron (BA.2)",-0.134959331289719,0.00741607949720095,NA,-0.149494580010718,-0.120424082568719,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Gamma - Omicron (BA.3)",0.0913609337384545,0.00368879974006335,NA,0.0841310191017496,0.0985908483751594,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Gamma - Omicron (BA.1.1, with S:R346K)",0.00572884987007294,0.0302965239329513,NA,-0.0536512458952674,0.0651089456354133,0.999999999291128
"Gamma",18658,2021-01-31,"Gamma - Omicron (BA.4)",0.125986172130583,0.00388280201086211,NA,0.118376020030194,0.133596324230973,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Gamma - Omicron (BA.5)",0.131712763214167,0.00555276366962099,NA,0.120829546407047,0.142595980021287,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Delta - Omicron (BA.2)",-0.122296221715987,0.00718254622297222,NA,-0.136373753630307,-0.108218689801667,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Delta - Omicron (BA.3)",0.104024043312186,0.0031950623573469,NA,0.0977618361634263,0.110286250460945,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Delta - Omicron (BA.1.1, with S:R346K)",0.0183919594438043,0.0302420394292365,NA,-0.0408813486565395,0.0776652675441481,0.999940744713803
"Gamma",18658,2021-01-31,"Delta - Omicron (BA.4)",0.138649281704315,0.00341717218279592,NA,0.131951747297062,0.145346816111567,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Delta - Omicron (BA.5)",0.144375872787898,0.00523803685954628,NA,0.134109509193494,0.154642236382302,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.2) - Omicron (BA.3)",0.226320265028173,0.00654223273361223,NA,0.213497724491814,0.239142805564532,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.2) - Omicron (BA.1.1, with S:R346K)",0.140688181159792,0.0365503682308219,NA,0.0690507758057035,0.212325586513879,0.008243921370789
"Gamma",18658,2021-01-31,"Omicron (BA.2) - Omicron (BA.4)",0.260945503420302,0.00669567265729865,NA,0.247822226159727,0.274068780680877,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.2) - Omicron (BA.5)",0.266672094503886,0.00784070195162992,NA,0.251304601065178,0.282039587942593,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.3) - Omicron (BA.1.1, with S:R346K)",-0.0856320838683816,0.0300526702808089,NA,-0.144534235258024,-0.0267299324787389,0.151675584096788
"Gamma",18658,2021-01-31,"Omicron (BA.3) - Omicron (BA.4)",0.0346252383921286,0.00154334528549918,NA,0.0316003372168405,0.0376501395674167,3.5527136788005e-15
"Gamma",18658,2021-01-31,"Omicron (BA.3) - Omicron (BA.5)",0.0403518294757125,0.00426189342745908,NA,0.0319986718519447,0.0487049870994803,1.14686038443779e-13
"Gamma",18658,2021-01-31,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.4)",0.12025732226051,0.0300401342152437,NA,0.0613797411078832,0.179134903413137,0.00481080855955784
"Gamma",18658,2021-01-31,"Omicron (BA.1.1, with S:R346K) - Omicron (BA.5)",0.125983913344094,0.0303048365707061,NA,0.0665875251081377,0.18538030158005,0.00275170398847557
"Gamma",18658,2021-01-31,"Omicron (BA.4) - Omicron (BA.5)",0.0057265910835839,0.00442709175752141,NA,-0.00295034931741219,0.01440353148458,0.968429330386161
"Delta",18749,2021-05-02,"Omicron (BA.1) - Other",0.0279601665732887,0.00183004838893284,NA,0.0243733376410148,0.0315469955055626,3.5527136788005e-15
"Delta",18749,2021-05-02,"Omicron (BA.1) - Alpha",0.0332090914393626,0.00187257525068932,NA,0.0295389113896705,0.0368792714890547,3.5527136788005e-15
"Delta",18749,2021-05-02,"Omicron (BA.1) - Beta",0.0623997242607265,0.00297037915038488,NA,0.0565778881055434,0.0682215604159095,3.5527136788005e-15
"Delta",18749,2021-05-02,"Omicron (BA.1) - Gamma",0.024581194631923,0.00202223851406629,NA,0.0206176799762033,0.0285447092876428,1.31006316905768e-14
"Delta",18749,2021-05-02,"Omicron (BA.1) - Delta",-0.0373399544526457,0.00227462738358418,NA,-0.0417981422027193,-0.0328817667025721,3.5527136788005e-15
"Delta",18749,2021-05-02,"Omicron (BA.1) - Omicron (BA.2)",-0.191472257438875,0.00509612727909398,NA,-0.201460483366531,-0.181484031511219,3.5527136788005e-15
"Delta",18749,2021-05-02,"Omicron (BA.1) - Omicron (BA.3)",-0.00833926116440059,0.00227042337808334,NA,-0.0127892092151017,-0.00388931311369948,0.0148646725085887
"Delta",18749,2021-05-02,"Omicron (BA.1) - Omicron (BA.1.1, with S:R346K)",-0.0664738754108202,0.0223679645485389,NA,-0.110314280333425,-0.0226334704882152,0.112955760454671
"Delta",18749,2021-05-02,"Omicron (BA.1) - Omicron (BA.4)",-0.0171705309485823,0.00297032228579579,NA,-0.0229922556512187,-0.0113488062459458,2.81633674448223e-06
"Delta",18749,2021-05-02,"Omicron (BA.1) - Omicron (BA.5)",-0.0256225118211894,0.00886291661935606,NA,-0.0429935091931087,-0.00825151444927,0.137528158998936
"Delta",18749,2021-05-02,"Other - Alpha",0.00524892486607394,0.000375885999586285,NA,0.00451220184459198,0.00598564788755589,3.5527136788005e-15
"Delta",18749,2021-05-02,"Other - Beta",0.0344395576874378,0.00233782245767087,NA,0.029857509868154,0.0390216055067216,3.5527136788005e-15
"Delta",18749,2021-05-02,"Other - Gamma",-0.00337897194136565,0.000851798415010242,NA,-0.00504846615687403,-0.00170947772585727,0.00547301181147031
"Delta",18749,2021-05-02,"Other - Delta",-0.0653001210259344,0.00123840754922621,NA,-0.0677273552206003,-0.0628728868312685,3.5527136788005e-15
"Delta",18749,2021-05-02,"Other - Omicron (BA.2)",-0.219432424012164,0.00545950404315466,NA,-0.230132855310198,-0.20873199271413,3.5527136788005e-15
"Delta",18749,2021-05-02,"Other - Omicron (BA.3)",-0.0362994277376893,0.00291949052320928,NA,-0.0420215240163855,-0.0305773314589931,8.88178419700125e-15
"Delta",18749,2021-05-02,"Other - Omicron (BA.1.1, with S:R346K)",-0.0944340419841089,0.0223943306019244,NA,-0.138326123421764,-0.050541960546454,0.00220477401097741
"Delta",18749,2021-05-02,"Other - Omicron (BA.4)",-0.045130697521871,0.00349113255610054,NA,-0.0519731915970833,-0.0382882034466586,4.66293670342566e-15
"Delta",18749,2021-05-02,"Other - Omicron (BA.5)",-0.053582678394478,0.00905041404703945,NA,-0.0713211639718508,-0.0358441928171053,1.45333155432414e-06
"Delta",18749,2021-05-02,"Alpha - Beta",0.0291906328213639,0.00231346366443809,NA,0.0246563273595232,0.0337249382832046,6.21724893790088e-15
"Delta",18749,2021-05-02,"Alpha - Gamma",-0.00862789680743958,0.00083395211127351,NA,-0.0102624129103668,-0.00699338070451237,9.45910016980633e-14
"Delta",18749,2021-05-02,"Alpha - Delta",-0.0705490458920083,0.00130727919619674,NA,-0.0731112660342924,-0.0679868257497243,3.5527136788005e-15
"Delta",18749,2021-05-02,"Alpha - Omicron (BA.2)",-0.224681348878238,0.00547392932881272,NA,-0.235410053216628,-0.213952644539847,3.5527136788005e-15
"Delta",18749,2021-05-02,"Alpha - Omicron (BA.3)",-0.0415483526037632,0.00294632982929175,NA,-0.0473230529557511,-0.0357736522517753,3.5527136788005e-15
"Delta",18749,2021-05-02,"Alpha - Omicron (BA.1.1, with S:R346K)",-0.0996829668501829,0.0223978426743685,NA,-0.143581931823339,-0.0557840018770262,0.000901176833343675
"Delta",18749,2021-05-02,"Alpha - Omicron (BA.4)",-0.0503796223879449,0.00351360759066401,NA,-0.0572661667214529,-0.0434930780544369,3.5527136788005e-15
"Delta",18749,2021-05-02,"Alpha - Omicron (BA.5)",-0.058831603260552,0.00905910813487963,NA,-0.0765871289369699,-0.0410760775841341,8.80234323208384e-08
"Delta",18749,2021-05-02,"Beta - Gamma",-0.0378185296288035,0.00244340366276578,NA,-0.0426075128075177,-0.0330295464500893,3.5527136788005e-15
"Delta",18749,2021-05-02,"Beta - Delta",-0.0997396787133722,0.00267264034923777,NA,-0.104977957541507,-0.0945013998852376,3.5527136788005e-15
"Delta",18749,2021-05-02,"Beta - Omicron (BA.2)",-0.253871981699602,0.00594025119174244,NA,-0.265514660094538,-0.242229303304665,3.5527136788005e-15
"Delta",18749,2021-05-02,"Beta - Omicron (BA.3)",-0.0707389854251271,0.00374112278734964,NA,-0.0780714513500745,-0.0634065195001797,3.5527136788005e-15
"Delta",18749,2021-05-02,"Beta - Omicron (BA.1.1, with S:R346K)",-0.128873599671547,0.0225162114135201,NA,-0.173004563110336,-0.0847426362327576,3.68067960854201e-06
"Delta",18749,2021-05-02,"Beta - Omicron (BA.4)",-0.0795702552093088,0.00420241439118588,NA,-0.0878068360641459,-0.0713336743544716,3.5527136788005e-15
"Delta",18749,2021-05-02,"Beta - Omicron (BA.5)",-0.0880222360819159,0.00934794027252446,NA,-0.106343862345695,-0.0697006098181364,1.19237952844742e-13
"Delta",18749,2021-05-02,"Gamma - Delta",-0.0619211490845687,0.00151896405705326,NA,-0.064898263930204,-0.0589440342389335,3.5527136788005e-15
