"LINEAGE_AT1PERCENT","DATE_NUM_AT1PERCENT","DATE_AT1PERCENT","contrast","estimate","SE","df","asymp.LCL","asymp.UCL","p.value"
"Alpha",18602,2020-12-06,"Other - Omicron (BA.2)",-0.219421951517703,0.0076883125549176,NA,-0.234490767227228,-0.204353135808177,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Other - Omicron (BA.3)",0.0286627493048792,0.00353610719065848,NA,0.0217321065657155,0.0355933920440429,1.86077819819275e-11
"Alpha",18602,2020-12-06,"Other - Omicron (BA.1.1, with S:R346K)",-0.0708268191733432,0.0341086629884625,NA,-0.137678570191544,-0.00397506815514229,0.596017168702376
"Alpha",18602,2020-12-06,"Other - Omicron (BA.4)",0.0851881080182306,0.0045601398922341,NA,0.0762503980649874,0.0941258179714738,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Other - Omicron (BA.5)",0.0980600599431378,0.0111582707338589,NA,0.0761902511750271,0.119929868711248,5.37681010825963e-13
"Alpha",18602,2020-12-06,"Alpha - Beta",-0.00129144308842413,0.00473573715732953,NA,-0.0105733173570381,0.00799043118018985,0.999999973514944
"Alpha",18602,2020-12-06,"Alpha - Gamma",-0.0356544889266853,0.0038938173276702,NA,-0.0432862306512968,-0.0280227472020737,1.60316204755873e-13
"Alpha",18602,2020-12-06,"Alpha - Delta",-0.0234937680237991,0.00294503965086918,NA,-0.0292659396725451,-0.0177215963750531,3.73232555972436e-11
"Alpha",18602,2020-12-06,"Alpha - Omicron (BA.2)",-0.129746040521763,0.00781665078177655,NA,-0.145066394533771,-0.114425686509754,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Alpha - Omicron (BA.3)",0.118338660300819,0.00380715520485749,NA,0.110876773215745,0.125800547385894,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Alpha - Omicron (BA.1.1, with S:R346K)",0.018849091822597,0.0341375552983237,NA,-0.0480592870823618,0.0857574707275559,0.999975888384061
"Alpha",18602,2020-12-06,"Alpha - Omicron (BA.4)",0.174864019014171,0.00477340375858802,NA,0.16550831956367,0.184219718464671,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Alpha - Omicron (BA.5)",0.187735970939078,0.0112470507937054,NA,0.165692156451123,0.209779785427033,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Beta - Gamma",-0.0343630458382611,0.00607060325718455,NA,-0.0462612095867744,-0.0224648820897479,4.93667111323148e-06
"Alpha",18602,2020-12-06,"Beta - Delta",-0.022202324935375,0.00535205318461483,NA,-0.032692156420563,-0.011712493450187,0.00284294067181412
"Alpha",18602,2020-12-06,"Beta - Omicron (BA.2)",-0.128454597433338,0.00903389325664908,NA,-0.14616070285655,-0.110748492010127,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Beta - Omicron (BA.3)",0.119630103389244,0.0059188344723255,NA,0.108029400993031,0.131230805785456,3.5527136788005e-15
"Alpha",18602,2020-12-06,"Beta - Omicron (BA.1.1, with S:R346K)",0.0201405349110212,0.0344370010742579,NA,-0.0473547469300914,0.0876358167521337,0.99995874837416
"Alpha",18602,2020-12-06,"Beta - Omicron (BA.4)",0.176155462102595,0.00658212401260008,NA,0.163254736096123,0.189056188109067,3.5527136788005e-15
