"LINEAGE2","count","total","collection_date","collection_date_num","prop"
"other",196,1701,2021-07-08,18816,0.11522633744856
"other",199,1822,2021-07-15,18823,0.109220636663008
"other",142,1717,2021-07-22,18830,0.0827023878858474
"other",66,1184,2021-07-29,18837,0.0557432432432432
"other",107,2025,2021-08-05,18844,0.0528395061728395
"other",134,2028,2021-08-12,18851,0.0660749506903353
"other",128,1948,2021-08-19,18858,0.0657084188911704
"other",101,2011,2021-08-26,18865,0.0502237692690204
"other",89,2149,2021-09-02,18872,0.0414146114471847
"other",59,1496,2021-09-09,18879,0.0394385026737968
"other",40,1330,2021-09-16,18886,0.0300751879699248
"other",44,1301,2021-09-23,18893,0.0338201383551115
"other",42,1467,2021-09-30,18900,0.0286298568507157
"other",36,1282,2021-10-07,18907,0.0280811232449298
"other",24,679,2021-10-14,18914,0.0353460972017673
"other",5,204,2021-10-21,18921,0.0245098039215686
