"LINEAGE2","count","total","collection_date","collection_date_num","prop"
"B.1.214.2",41,770,2021-02-18,18676,0.0532467532467532
"B.1.214.2",61,860,2021-02-25,18683,0.0709302325581395
"B.1.214.2",34,735,2021-03-04,18690,0.0462585034013605
"B.1.214.2",41,939,2021-03-11,18697,0.0436634717784878
"B.1.214.2",29,860,2021-03-18,18704,0.0337209302325581
"B.1.214.2",44,1039,2021-03-25,18711,0.0423484119345525
"B.1.214.2",22,855,2021-04-01,18718,0.0257309941520468
"B.1.214.2",11,723,2021-04-08,18725,0.0152143845089903
"B.1.214.2",11,830,2021-04-15,18732,0.0132530120481928
"B.1.214.2",23,823,2021-04-22,18739,0.0279465370595383
"B.1.214.2",27,943,2021-04-29,18746,0.0286320254506893
"B.1.214.2",8,800,2021-05-06,18753,0.01
"B.1.214.2",13,810,2021-05-13,18760,0.0160493827160494
"B.1.214.2",4,787,2021-05-20,18767,0.00508259212198221
"B.1.214.2",1,257,2021-05-27,18774,0.00389105058365759
"B.1.351",32,702,2021-02-04,18662,0.0455840455840456
"B.1.351",50,500,2021-02-11,18669,0.1
"B.1.351",42,770,2021-02-18,18676,0.0545454545454545
"B.1.351",43,860,2021-02-25,18683,0.05
"B.1.351",86,735,2021-03-04,18690,0.117006802721088
"B.1.351",70,939,2021-03-11,18697,0.0745473908413206
"B.1.351",47,860,2021-03-18,18704,0.0546511627906977
"B.1.351",27,1039,2021-03-25,18711,0.0259865255052935
"B.1.351",20,855,2021-04-01,18718,0.0233918128654971
"B.1.351",23,723,2021-04-08,18725,0.0318118948824343
"B.1.351",12,830,2021-04-15,18732,0.0144578313253012
"B.1.351",17,823,2021-04-22,18739,0.0206561360874848
"B.1.351",9,943,2021-04-29,18746,0.0095440084835631
"B.1.351",6,800,2021-05-06,18753,0.0075
"B.1.351",9,810,2021-05-13,18760,0.0111111111111111
"B.1.351",2,787,2021-05-20,18767,0.00254129606099111
"B.1.351",3,257,2021-05-27,18774,0.0116731517509728
"B.1.620",0,702,2021-02-04,18662,0
"B.1.620",0,500,2021-02-11,18669,0
"B.1.620",0,770,2021-02-18,18676,0
"B.1.620",0,860,2021-02-25,18683,0
"B.1.620",1,735,2021-03-04,18690,0.00136054421768707
"B.1.620",1,939,2021-03-11,18697,0.00106496272630458
"B.1.620",1,860,2021-03-18,18704,0.00116279069767442
"B.1.620",2,1039,2021-03-25,18711,0.00192492781520693
"B.1.620",1,855,2021-04-01,18718,0.00116959064327485
"B.1.620",1,723,2021-04-08,18725,0.00138312586445367
"B.1.620",1,830,2021-04-15,18732,0.00120481927710843
"B.1.620",4,823,2021-04-22,18739,0.00486026731470231
"B.1.620",0,943,2021-04-29,18746,0
"B.1.620",0,800,2021-05-06,18753,0
"B.1.620",0,810,2021-05-13,18760,0
"B.1.620",0,787,2021-05-20,18767,0
"B.1.620",0,257,2021-05-27,18774,0
"P.1",5,702,2021-02-04,18662,0.00712250712250712
"P.1",14,500,2021-02-11,18669,0.028
"P.1",21,770,2021-02-18,18676,0.0272727272727273
"P.1",28,860,2021-02-25,18683,0.0325581395348837
"P.1",26,735,2021-03-04,18690,0.0353741496598639
"P.1",35,939,2021-03-11,18697,0.0372736954206603
"P.1",43,860,2021-03-18,18704,0.05
"P.1",39,1039,2021-03-25,18711,0.0375360923965351
"P.1",50,855,2021-04-01,18718,0.0584795321637427
"P.1",63,723,2021-04-08,18725,0.0871369294605809
"P.1",80,830,2021-04-15,18732,0.0963855421686747
"P.1",61,823,2021-04-22,18739,0.0741190765492102
"P.1",37,943,2021-04-29,18746,0.039236479321315
"P.1",58,800,2021-05-06,18753,0.0725
"P.1",60,810,2021-05-13,18760,0.0740740740740741
"P.1",63,787,2021-05-20,18767,0.0800508259212198
"P.1",19,257,2021-05-27,18774,0.0739299610894942
"B.1.617.1",0,702,2021-02-04,18662,0
"B.1.617.1",0,500,2021-02-11,18669,0
"B.1.617.1",0,770,2021-02-18,18676,0
"B.1.617.1",0,860,2021-02-25,18683,0
"B.1.617.1",0,735,2021-03-04,18690,0
"B.1.617.1",0,939,2021-03-11,18697,0
"B.1.617.1",0,860,2021-03-18,18704,0
"B.1.617.1",1,1039,2021-03-25,18711,0.000962463907603465
"B.1.617.1",0,855,2021-04-01,18718,0
"B.1.617.1",0,723,2021-04-08,18725,0
"B.1.617.1",0,830,2021-04-15,18732,0
"B.1.617.1",0,823,2021-04-22,18739,0
"B.1.617.1",0,943,2021-04-29,18746,0
"B.1.617.1",0,800,2021-05-06,18753,0
"B.1.617.1",0,810,2021-05-13,18760,0
"B.1.617.1",0,787,2021-05-20,18767,0
"B.1.617.1",0,257,2021-05-27,18774,0
"B.1.617.2",0,702,2021-02-04,18662,0
"B.1.617.2",0,500,2021-02-11,18669,0
"B.1.617.2",0,770,2021-02-18,18676,0
"B.1.617.2",0,860,2021-02-25,18683,0
"B.1.617.2",0,735,2021-03-04,18690,0
"B.1.617.2",0,939,2021-03-11,18697,0
"B.1.617.2",0,860,2021-03-18,18704,0
"B.1.617.2",0,1039,2021-03-25,18711,0
"B.1.617.2",0,855,2021-04-01,18718,0
"B.1.617.2",1,723,2021-04-08,18725,0.00138312586445367
"B.1.617.2",1,830,2021-04-15,18732,0.00120481927710843
"B.1.617.2",2,823,2021-04-22,18739,0.00243013365735115
"B.1.617.2",11,943,2021-04-29,18746,0.0116648992576882
"B.1.617.2",5,800,2021-05-06,18753,0.00625
"B.1.617.2",7,810,2021-05-13,18760,0.00864197530864197
"B.1.617.2",10,787,2021-05-20,18767,0.0127064803049555
"B.1.617.2",6,257,2021-05-27,18774,0.0233463035019455
"other",62,702,2021-02-04,18662,0.0883190883190883
"other",41,500,2021-02-11,18669,0.082
"other",50,770,2021-02-18,18676,0.0649350649350649
"other",59,860,2021-02-25,18683,0.0686046511627907
"other",40,735,2021-03-04,18690,0.054421768707483
"other",28,939,2021-03-11,18697,0.0298189563365282
"other",18,860,2021-03-18,18704,0.0209302325581395
"other",23,1039,2021-03-25,18711,0.0221366698748797
"other",25,855,2021-04-01,18718,0.0292397660818713
"other",26,723,2021-04-08,18725,0.0359612724757953
"other",25,830,2021-04-15,18732,0.0301204819277108
"other",28,823,2021-04-22,18739,0.0340218712029162
"other",28,943,2021-04-29,18746,0.0296924708377519
"other",29,800,2021-05-06,18753,0.03625
"other",34,810,2021-05-13,18760,0.0419753086419753
"other",33,787,2021-05-20,18767,0.0419313850063532
"other",8,257,2021-05-27,18774,0.0311284046692607
