"LINEAGE2","count","total","collection_date","collection_date_num","prop"
"B.1.1.7",298,702,2021-02-04,18662,0.424501424501425
"B.1.1.7",203,500,2021-02-11,18669,0.406
"B.1.1.7",418,769,2021-02-18,18676,0.543563068920676
"B.1.1.7",524,859,2021-02-25,18683,0.610011641443539
"B.1.1.7",469,748,2021-03-04,18690,0.627005347593583
"B.1.1.7",807,1074,2021-03-11,18697,0.751396648044693
"B.1.1.7",870,1099,2021-03-18,18704,0.791628753412193
"B.1.1.7",1124,1317,2021-03-25,18711,0.853454821564161
"B.1.1.7",992,1181,2021-04-01,18718,0.839966130397968
"B.1.1.7",841,1033,2021-04-08,18725,0.814133591481123
"B.1.1.7",847,1006,2021-04-15,18732,0.841948310139165
"B.1.1.7",767,946,2021-04-22,18739,0.810782241014799
"B.1.1.7",831,948,2021-04-29,18746,0.876582278481013
"B.1.1.7",711,827,2021-05-06,18753,0.859733978234583
"B.1.1.7",722,853,2021-05-13,18760,0.846424384525205
"B.1.1.7",857,1009,2021-05-20,18767,0.849355797819623
"B.1.1.7",692,833,2021-05-27,18774,0.830732292917167
"B.1.1.7",564,684,2021-06-03,18781,0.824561403508772
"B.1.1.7",126,198,2021-06-10,18788,0.636363636363636
"B.1.1.7",16,16,2021-06-17,18795,1
"B.1",11,702,2021-02-04,18662,0.0156695156695157
"B.1",7,500,2021-02-11,18669,0.014
"B.1",6,769,2021-02-18,18676,0.00780234070221066
"B.1",5,859,2021-02-25,18683,0.00582072176949942
"B.1",6,748,2021-03-04,18690,0.00802139037433155
"B.1",10,1074,2021-03-11,18697,0.00931098696461825
"B.1",3,1099,2021-03-18,18704,0.00272975432211101
"B.1",2,1317,2021-03-25,18711,0.00151860288534548
"B.1",1,1181,2021-04-01,18718,0.000846740050804403
"B.1",1,1033,2021-04-08,18725,0.000968054211035818
"B.1",2,1006,2021-04-15,18732,0.00198807157057654
"B.1",2,946,2021-04-22,18739,0.00211416490486258
"B.1",0,948,2021-04-29,18746,0
"B.1",0,827,2021-05-06,18753,0
"B.1",0,853,2021-05-13,18760,0
"B.1",1,1009,2021-05-20,18767,0.000991080277502478
"B.1",0,833,2021-05-27,18774,0
"B.1",0,684,2021-06-03,18781,0
"B.1",0,198,2021-06-10,18788,0
"B.1",0,16,2021-06-17,18795,0
"B.1.1",7,702,2021-02-04,18662,0.00997150997150997
"B.1.1",4,500,2021-02-11,18669,0.008
"B.1.1",4,769,2021-02-18,18676,0.00520156046814044
"B.1.1",3,859,2021-02-25,18683,0.00349243306169965
"B.1.1",4,748,2021-03-04,18690,0.0053475935828877
"B.1.1",1,1074,2021-03-11,18697,0.000931098696461825
"B.1.1",5,1099,2021-03-18,18704,0.00454959053685168
"B.1.1",4,1317,2021-03-25,18711,0.00303720577069096
"B.1.1",2,1181,2021-04-01,18718,0.00169348010160881
"B.1.1",0,1033,2021-04-08,18725,0
"B.1.1",0,1006,2021-04-15,18732,0
"B.1.1",0,946,2021-04-22,18739,0
"B.1.1",0,948,2021-04-29,18746,0
"B.1.1",0,827,2021-05-06,18753,0
"B.1.1",0,853,2021-05-13,18760,0
"B.1.1",0,1009,2021-05-20,18767,0
"B.1.1",0,833,2021-05-27,18774,0
"B.1.1",0,684,2021-06-03,18781,0
"B.1.1",0,198,2021-06-10,18788,0
"B.1.1",0,16,2021-06-17,18795,0
"B.1.221",84,702,2021-02-04,18662,0.11965811965812
"B.1.221",38,500,2021-02-11,18669,0.076
"B.1.221",70,769,2021-02-18,18676,0.0910273081924577
"B.1.221",31,859,2021-02-25,18683,0.0360884749708964
"B.1.221",34,748,2021-03-04,18690,0.0454545454545455
"B.1.221",20,1074,2021-03-11,18697,0.0186219739292365
"B.1.221",11,1099,2021-03-18,18704,0.0100090991810737
"B.1.221",5,1317,2021-03-25,18711,0.00379650721336371
"B.1.221",5,1181,2021-04-01,18718,0.00423370025402202
"B.1.221",3,1033,2021-04-08,18725,0.00290416263310745
"B.1.221",0,1006,2021-04-15,18732,0
"B.1.221",1,946,2021-04-22,18739,0.00105708245243129
"B.1.221",0,948,2021-04-29,18746,0
"B.1.221",0,827,2021-05-06,18753,0
"B.1.221",1,853,2021-05-13,18760,0.00117233294255569
"B.1.221",2,1009,2021-05-20,18767,0.00198216055500496
"B.1.221",0,833,2021-05-27,18774,0
"B.1.221",0,684,2021-06-03,18781,0
"B.1.221",0,198,2021-06-10,18788,0
"B.1.221",0,16,2021-06-17,18795,0
"B.1.258",13,702,2021-02-04,18662,0.0185185185185185
"B.1.258",7,500,2021-02-11,18669,0.014
"B.1.258",3,769,2021-02-18,18676,0.00390117035110533
"B.1.258",3,859,2021-02-25,18683,0.00349243306169965
"B.1.258",0,748,2021-03-04,18690,0
"B.1.258",0,1074,2021-03-11,18697,0
"B.1.258",0,1099,2021-03-18,18704,0
"B.1.258",0,1317,2021-03-25,18711,0
"B.1.258",0,1181,2021-04-01,18718,0
"B.1.258",0,1033,2021-04-08,18725,0
"B.1.258",0,1006,2021-04-15,18732,0
"B.1.258",0,946,2021-04-22,18739,0
"B.1.258",0,948,2021-04-29,18746,0
"B.1.258",0,827,2021-05-06,18753,0
"B.1.258",0,853,2021-05-13,18760,0
"B.1.258",0,1009,2021-05-20,18767,0
"B.1.258",0,833,2021-05-27,18774,0
"B.1.258",0,684,2021-06-03,18781,0
"B.1.258",0,198,2021-06-10,18788,0
"B.1.258",0,16,2021-06-17,18795,0
"B.1.160",0,702,2021-02-04,18662,0
"B.1.160",0,500,2021-02-11,18669,0
"B.1.160",0,769,2021-02-18,18676,0
"B.1.160",0,859,2021-02-25,18683,0
"B.1.160",0,748,2021-03-04,18690,0
"B.1.160",0,1074,2021-03-11,18697,0
"B.1.160",0,1099,2021-03-18,18704,0
"B.1.160",0,1317,2021-03-25,18711,0
"B.1.160",0,1181,2021-04-01,18718,0
"B.1.160",0,1033,2021-04-08,18725,0
"B.1.160",0,1006,2021-04-15,18732,0
"B.1.160",0,946,2021-04-22,18739,0
"B.1.160",0,948,2021-04-29,18746,0
"B.1.160",0,827,2021-05-06,18753,0
"B.1.160",0,853,2021-05-13,18760,0
"B.1.160",0,1009,2021-05-20,18767,0
"B.1.160",0,833,2021-05-27,18774,0
"B.1.160",0,684,2021-06-03,18781,0
"B.1.160",0,198,2021-06-10,18788,0
"B.1.160",0,16,2021-06-17,18795,0
"B.1.177+",101,702,2021-02-04,18662,0.143874643874644
"B.1.177+",62,500,2021-02-11,18669,0.124
"B.1.177+",70,769,2021-02-18,18676,0.0910273081924577
"B.1.177+",54,859,2021-02-25,18683,0.0628637951105937
"B.1.177+",28,748,2021-03-04,18690,0.0374331550802139
