"LINEAGE","count","total","collection_date","collection_date_num","prop"
"Omicron (BA.2)",0,39,2020-04-23,18375,0
"Omicron (BA.2)",0,66,2020-04-30,18382,0
"Omicron (BA.2)",0,60,2020-05-07,18389,0
"Omicron (BA.2)",0,44,2020-05-14,18396,0
"Omicron (BA.2)",0,21,2020-05-21,18403,0
"Omicron (BA.2)",0,6,2020-05-28,18410,0
"Omicron (BA.2)",0,8,2020-06-04,18417,0
"Omicron (BA.2)",0,7,2020-06-11,18424,0
"Omicron (BA.2)",0,31,2020-06-18,18431,0
"Omicron (BA.2)",0,11,2020-06-25,18438,0
"Omicron (BA.2)",0,28,2020-07-02,18445,0
"Omicron (BA.2)",0,19,2020-07-09,18452,0
"Omicron (BA.2)",0,20,2020-07-16,18459,0
"Omicron (BA.2)",0,65,2020-07-23,18466,0
"Omicron (BA.2)",0,82,2020-07-30,18473,0
"Omicron (BA.2)",0,97,2020-08-06,18480,0
"Omicron (BA.2)",0,33,2020-08-13,18487,0
"Omicron (BA.2)",0,29,2020-08-20,18494,0
"Omicron (BA.2)",0,25,2020-08-27,18501,0
"Omicron (BA.2)",0,34,2020-09-03,18508,0
"Omicron (BA.2)",0,54,2020-09-10,18515,0
"Omicron (BA.2)",0,145,2020-09-17,18522,0
"Omicron (BA.2)",0,101,2020-09-24,18529,0
"Omicron (BA.2)",0,18,2020-10-01,18536,0
"Omicron (BA.2)",0,112,2020-10-08,18543,0
"Omicron (BA.2)",0,103,2020-10-15,18550,0
"Omicron (BA.2)",0,246,2020-10-22,18557,0
"Omicron (BA.2)",0,158,2020-10-29,18564,0
"Omicron (BA.2)",0,55,2020-11-05,18571,0
"Omicron (BA.2)",0,150,2020-11-12,18578,0
"Omicron (BA.2)",0,97,2020-11-19,18585,0
"Omicron (BA.2)",0,82,2020-11-26,18592,0
"Omicron (BA.2)",0,66,2020-12-03,18599,0
"Omicron (BA.2)",0,104,2020-12-10,18606,0
"Omicron (BA.2)",0,239,2020-12-17,18613,0
"Omicron (BA.2)",0,60,2020-12-24,18620,0
"Omicron (BA.2)",0,181,2020-12-31,18627,0
"Omicron (BA.2)",0,288,2021-01-07,18634,0
"Omicron (BA.2)",0,488,2021-01-14,18641,0
"Omicron (BA.2)",0,872,2021-01-21,18648,0
"Omicron (BA.2)",0,881,2021-01-28,18655,0
"Omicron (BA.2)",0,947,2021-02-04,18662,0
"Omicron (BA.2)",0,762,2021-02-11,18669,0
"Omicron (BA.2)",0,1030,2021-02-18,18676,0
"Omicron (BA.2)",0,1169,2021-02-25,18683,0
"Omicron (BA.2)",0,1050,2021-03-04,18690,0
"Omicron (BA.2)",0,1416,2021-03-11,18697,0
"Omicron (BA.2)",0,1503,2021-03-18,18704,0
"Omicron (BA.2)",0,1699,2021-03-25,18711,0
"Omicron (BA.2)",0,1590,2021-04-01,18718,0
"Omicron (BA.2)",0,1289,2021-04-08,18725,0
"Omicron (BA.2)",0,1299,2021-04-15,18732,0
"Omicron (BA.2)",0,1292,2021-04-22,18739,0
"Omicron (BA.2)",0,1308,2021-04-29,18746,0
"Omicron (BA.2)",0,1425,2021-05-06,18753,0
"Omicron (BA.2)",0,1430,2021-05-13,18760,0
"Omicron (BA.2)",0,1356,2021-05-20,18767,0
"Omicron (BA.2)",0,979,2021-05-27,18774,0
"Omicron (BA.2)",0,879,2021-06-03,18781,0
"Omicron (BA.2)",0,608,2021-06-10,18788,0
"Omicron (BA.2)",0,448,2021-06-17,18795,0
"Omicron (BA.2)",0,227,2021-06-24,18802,0
"Omicron (BA.2)",0,275,2021-07-01,18809,0
"Omicron (BA.2)",0,809,2021-07-08,18816,0
"Omicron (BA.2)",0,1150,2021-07-15,18823,0
"Omicron (BA.2)",0,1325,2021-07-22,18830,0
"Omicron (BA.2)",0,1638,2021-07-29,18837,0
"Omicron (BA.2)",0,2332,2021-08-05,18844,0
"Omicron (BA.2)",0,2276,2021-08-12,18851,0
"Omicron (BA.2)",0,2267,2021-08-19,18858,0
"Omicron (BA.2)",0,2204,2021-08-26,18865,0
"Omicron (BA.2)",0,2294,2021-09-02,18872,0
"Omicron (BA.2)",0,1614,2021-09-09,18879,0
"Omicron (BA.2)",0,1499,2021-09-16,18886,0
"Omicron (BA.2)",0,1418,2021-09-23,18893,0
"Omicron (BA.2)",0,1508,2021-09-30,18900,0
"Omicron (BA.2)",0,1583,2021-10-07,18907,0
"Omicron (BA.2)",0,1767,2021-10-14,18914,0
"Omicron (BA.2)",0,2136,2021-10-21,18921,0
"Omicron (BA.2)",0,1751,2021-10-28,18928,0
"Omicron (BA.2)",0,1319,2021-11-04,18935,0
"Omicron (BA.2)",0,1711,2021-11-11,18942,0
"Omicron (BA.2)",0,2143,2021-11-18,18949,0
"Omicron (BA.2)",0,1607,2021-11-25,18956,0
"Omicron (BA.2)",0,1721,2021-12-02,18963,0
"Omicron (BA.2)",0,2363,2021-12-09,18970,0
"Omicron (BA.2)",0,1936,2021-12-16,18977,0
"Omicron (BA.2)",1,1367,2021-12-23,18984,0.000731528895391368
"Omicron (BA.2)",3,1723,2021-12-30,18991,0.00174114915844457
"Omicron (BA.2)",12,1919,2022-01-06,18998,0.00625325690463783
"Omicron (BA.2)",76,2113,2022-01-13,19005,0.0359678182678656
"Omicron (BA.2)",78,2190,2022-01-20,19012,0.0356164383561644
"Omicron (BA.2)",139,2011,2022-01-27,19019,0.0691198408751865
"Omicron (BA.2)",246,1968,2022-02-03,19026,0.125
"Omicron (BA.2)",418,1707,2022-02-10,19033,0.244874048037493
"Omicron (BA.2)",485,1538,2022-02-17,19040,0.315344603381014
"Omicron (BA.2)",575,1258,2022-02-24,19047,0.457074721780604
"Omicron (BA.2)",797,1283,2022-03-03,19054,0.621200311769291
"Omicron (BA.2)",1232,1530,2022-03-10,19061,0.805228758169935
"Omicron (BA.2)",1180,1348,2022-03-17,19068,0.875370919881306
"Omicron (BA.2)",1143,1243,2022-03-24,19075,0.919549477071601
"Omicron (BA.2)",1097,1175,2022-03-31,19082,0.933617021276596
"Omicron (BA.2)",402,414,2022-04-07,19089,0.971014492753623
"Other",2,2,2020-02-06,18298,1
"Other",1,1,2020-02-13,18305,1
"Other",7,7,2020-02-27,18319,1
"Other",104,104,2020-03-05,18326,1
"Other",54,54,2020-03-12,18333,1
"Other",113,113,2020-03-19,18340,1
"Other",279,279,2020-03-26,18347,1
"Other",185,185,2020-04-02,18354,1
"Other",186,186,2020-04-09,18361,1
"Other",119,119,2020-04-16,18368,1
"Other",39,39,2020-04-23,18375,1
"Other",66,66,2020-04-30,18382,1
"Other",60,60,2020-05-07,18389,1
"Other",44,44,2020-05-14,18396,1
"Other",21,21,2020-05-21,18403,1
"Other",6,6,2020-05-28,18410,1
"Other",8,8,2020-06-04,18417,1
"Other",7,7,2020-06-11,18424,1
"Other",31,31,2020-06-18,18431,1
"Other",11,11,2020-06-25,18438,1
"Other",28,28,2020-07-02,18445,1
"Other",19,19,2020-07-09,18452,1
"Other",20,20,2020-07-16,18459,1
"Other",65,65,2020-07-23,18466,1
"Other",82,82,2020-07-30,18473,1
"Other",97,97,2020-08-06,18480,1
"Other",33,33,2020-08-13,18487,1
"Other",29,29,2020-08-20,18494,1
"Other",25,25,2020-08-27,18501,1
"Other",34,34,2020-09-03,18508,1
"Other",54,54,2020-09-10,18515,1
"Other",145,145,2020-09-17,18522,1
"Other",101,101,2020-09-24,18529,1
"Other",18,18,2020-10-01,18536,1
"Other",111,112,2020-10-08,18543,0.991071428571429
"Other",103,103,2020-10-15,18550,1
"Other",243,246,2020-10-22,18557,0.98780487804878
"Other",158,158,2020-10-29,18564,1
"Other",55,55,2020-11-05,18571,1
"Other",149,150,2020-11-12,18578,0.993333333333333
"Other",95,97,2020-11-19,18585,0.979381443298969
"Other",79,82,2020-11-26,18592,0.963414634146341
"Other",63,66,2020-12-03,18599,0.954545454545455
"Other",104,104,2020-12-10,18606,1
"Other",237,239,2020-12-17,18613,0.99163179916318
"Other",44,60,2020-12-24,18620,0.733333333333333
"Other",140,181,2020-12-31,18627,0.773480662983425
"Other",212,288,2021-01-07,18634,0.736111111111111
"Other",279,488,2021-01-14,18641,0.57172131147541
"Other",480,872,2021-01-21,18648,0.55045871559633
"Other",509,881,2021-01-28,18655,0.577752553916005
"Other",499,947,2021-02-04,18662,0.526927138331573
"Other",335,762,2021-02-11,18669,0.439632545931759
"Other",421,1030,2021-02-18,18676,0.40873786407767
"Other",351,1169,2021-02-25,18683,0.300256629597947
"Other",247,1050,2021-03-04,18690,0.235238095238095
"Other",234,1416,2021-03-11,18697,0.165254237288136
"Other",160,1503,2021-03-18,18704,0.10645375914837
"Other",162,1699,2021-03-25,18711,0.0953502060035315
"Other",148,1590,2021-04-01,18718,0.0930817610062893
"Other",78,1289,2021-04-08,18725,0.0605120248254461
"Other",90,1299,2021-04-15,18732,0.069284064665127
"Other",106,1292,2021-04-22,18739,0.0820433436532508
"Other",84,1308,2021-04-29,18746,0.0642201834862385
"Other",63,1425,2021-05-06,18753,0.0442105263157895
"Other",80,1430,2021-05-13,18760,0.0559440559440559
"Other",68,1356,2021-05-20,18767,0.0501474926253687
"Other",42,979,2021-05-27,18774,0.0429009193054137
"Other",28,879,2021-06-03,18781,0.0318543799772469
"Other",23,608,2021-06-10,18788,0.0378289473684211
"Other",17,448,2021-06-17,18795,0.0379464285714286
"Other",3,227,2021-06-24,18802,0.013215859030837
"Other",4,275,2021-07-01,18809,0.0145454545454545
"Other",11,809,2021-07-08,18816,0.0135970333745365
"Other",10,1150,2021-07-15,18823,0.00869565217391304
"Other",8,1325,2021-07-22,18830,0.0060377358490566
"Other",7,1638,2021-07-29,18837,0.00427350427350427
"Other",5,2332,2021-08-05,18844,0.00214408233276158
"Other",4,2276,2021-08-12,18851,0.00175746924428822
"Other",2,2267,2021-08-19,18858,0.000882223202470225
"Other",8,2204,2021-08-26,18865,0.00362976406533575
"Other",6,2294,2021-09-02,18872,0.002615518744551
"Other",0,1614,2021-09-09,18879,0
"Other",1,1499,2021-09-16,18886,0.00066711140760507
"Other",1,1418,2021-09-23,18893,0.000705218617771509
"Other",0,1508,2021-09-30,18900,0
"Other",2,1583,2021-10-07,18907,0.00126342387871131
"Other",2,1767,2021-10-14,18914,0.00113186191284663
"Other",7,2136,2021-10-21,18921,0.00327715355805243
"Other",2,1751,2021-10-28,18928,0.00114220445459737
"Other",0,1319,2021-11-04,18935,0
"Other",0,1711,2021-11-11,18942,0
"Other",2,2143,2021-11-18,18949,0.000933271115258983
"Other",1,1607,2021-11-25,18956,0.000622277535780958
"Other",3,1721,2021-12-02,18963,0.00174317257408483
"Other",9,2363,2021-12-09,18970,0.003808717731697
"Other",9,1936,2021-12-16,18977,0.00464876033057851
"Other",3,1367,2021-12-23,18984,0.0021945866861741
"Other",2,1723,2021-12-30,18991,0.00116076610562972
"Other",17,1919,2022-01-06,18998,0.0088587806149036
"Other",1,2113,2022-01-13,19005,0.000473260766682442
"Other",1,2190,2022-01-20,19012,0.00045662100456621
"Other",3,2011,2022-01-27,19019,0.00149179512680259
"Other",2,1968,2022-02-03,19026,0.00101626016260163
"Other",6,1707,2022-02-10,19033,0.00351493848857645
"Other",5,1538,2022-02-17,19040,0.00325097529258778
"Other",4,1258,2022-02-24,19047,0.00317965023847377
"Other",11,1283,2022-03-03,19054,0.00857365549493375
"Other",16,1530,2022-03-10,19061,0.0104575163398693
"Other",3,1348,2022-03-17,19068,0.00222551928783383
"Other",3,1243,2022-03-24,19075,0.00241351568785197
"Other",5,1175,2022-03-31,19082,0.00425531914893617
"Other",1,414,2022-04-07,19089,0.00241545893719807
