"collection_date","LABORATORY","outcome","count","collection_date_num"
2021-01-01,"Saint LUC - UCL","n_b117",0,18628
2021-01-01,"ULB","n_b117",1,18628
2021-01-01,"UMons - Jolimont","n_b117",0,18628
2021-01-01,"UZ Gent","n_b117",0,18628
2021-01-01,"UZ leuven","n_b117",2,18628
2021-01-01,"UZA","n_b117",1,18628
2021-01-02,"Namur","n_b117",1,18629
2021-01-02,"Saint LUC - UCL","n_b117",3,18629
2021-01-02,"ULB","n_b117",2,18629
2021-01-02,"UMons - Jolimont","n_b117",1,18629
2021-01-02,"UZ Gent","n_b117",0,18629
2021-01-02,"UZ leuven","n_b117",0,18629
2021-01-02,"UZA","n_b117",3,18629
2021-01-03,"Namur","n_b117",0,18630
2021-01-03,"Saint LUC - UCL","n_b117",2,18630
2021-01-03,"ULB","n_b117",4,18630
2021-01-03,"UMons - Jolimont","n_b117",0,18630
2021-01-03,"UZ Gent","n_b117",0,18630
2021-01-03,"UZ leuven","n_b117",2,18630
2021-01-03,"UZA","n_b117",2,18630
2021-01-04,"Namur","n_b117",2,18631
2021-01-04,"Saint LUC - UCL","n_b117",5,18631
2021-01-04,"ULB","n_b117",6,18631
2021-01-04,"UMons - Jolimont","n_b117",2,18631
2021-01-04,"UZ Gent","n_b117",1,18631
2021-01-04,"UZ leuven","n_b117",1,18631
2021-01-04,"UZA","n_b117",1,18631
2021-01-05,"Namur","n_b117",0,18632
2021-01-05,"Saint LUC - UCL","n_b117",9,18632
2021-01-05,"ULB","n_b117",4,18632
2021-01-05,"UMons - Jolimont","n_b117",1,18632
2021-01-05,"UZ Gent","n_b117",1,18632
2021-01-05,"UZ leuven","n_b117",1,18632
2021-01-05,"UZA","n_b117",2,18632
2021-01-06,"Namur","n_b117",2,18633
2021-01-06,"Saint LUC - UCL","n_b117",8,18633
2021-01-06,"ULB","n_b117",1,18633
2021-01-06,"UMons - Jolimont","n_b117",0,18633
2021-01-06,"UZ Gent","n_b117",4,18633
2021-01-06,"UZ leuven","n_b117",0,18633
2021-01-06,"UZA","n_b117",3,18633
2021-01-07,"Namur","n_b117",0,18634
2021-01-07,"Saint LUC - UCL","n_b117",3,18634
2021-01-07,"ULB","n_b117",5,18634
2021-01-07,"UMons - Jolimont","n_b117",0,18634
2021-01-07,"UZ Gent","n_b117",0,18634
2021-01-07,"UZ leuven","n_b117",2,18634
2021-01-07,"UZA","n_b117",1,18634
2021-01-08,"Namur","n_b117",1,18635
2021-01-08,"Saint LUC - UCL","n_b117",9,18635
2021-01-08,"ULB","n_b117",3,18635
2021-01-08,"UMons - Jolimont","n_b117",0,18635
2021-01-08,"UZ Gent","n_b117",2,18635
2021-01-08,"UZ leuven","n_b117",0,18635
2021-01-08,"UZA","n_b117",2,18635
2021-01-09,"Namur","n_b117",9,18636
2021-01-09,"Saint LUC - UCL","n_b117",0,18636
2021-01-09,"ULB","n_b117",4,18636
2021-01-09,"UMons - Jolimont","n_b117",0,18636
2021-01-09,"UZ Gent","n_b117",0,18636
2021-01-09,"UZ leuven","n_b117",2,18636
2021-01-09,"UZA","n_b117",3,18636
2021-01-10,"Namur","n_b117",2,18637
2021-01-10,"Saint LUC - UCL","n_b117",7,18637
2021-01-10,"ULB","n_b117",6,18637
2021-01-10,"UMons - Jolimont","n_b117",0,18637
2021-01-10,"UZ Gent","n_b117",0,18637
2021-01-10,"UZ leuven","n_b117",3,18637
2021-01-10,"UZA","n_b117",2,18637
2021-01-11,"Namur","n_b117",1,18638
2021-01-11,"Saint LUC - UCL","n_b117",5,18638
2021-01-11,"ULB","n_b117",4,18638
2021-01-11,"UMons - Jolimont","n_b117",2,18638
2021-01-11,"UZ Gent","n_b117",0,18638
2021-01-11,"UZ leuven","n_b117",0,18638
2021-01-11,"UZA","n_b117",5,18638
2021-01-12,"Namur","n_b117",0,18639
2021-01-12,"Saint LUC - UCL","n_b117",12,18639
2021-01-12,"ULB","n_b117",2,18639
2021-01-12,"UMons - Jolimont","n_b117",0,18639
2021-01-12,"UZ Gent","n_b117",2,18639
2021-01-12,"UZ leuven","n_b117",7,18639
2021-01-12,"UZA","n_b117",6,18639
2021-01-13,"Namur","n_b117",0,18640
2021-01-13,"Saint LUC - UCL","n_b117",15,18640
2021-01-13,"ULB","n_b117",10,18640
2021-01-13,"UMons - Jolimont","n_b117",0,18640
2021-01-13,"UZ Gent","n_b117",0,18640
2021-01-13,"UZ leuven","n_b117",2,18640
2021-01-13,"UZA","n_b117",21,18640
2021-01-14,"Namur","n_b117",0,18641
2021-01-14,"Saint LUC - UCL","n_b117",8,18641
2021-01-14,"ULB","n_b117",8,18641
2021-01-14,"UMons - Jolimont","n_b117",0,18641
2021-01-14,"UZ Gent","n_b117",2,18641
2021-01-14,"UZ leuven","n_b117",12,18641
2021-01-14,"UZA","n_b117",7,18641
2021-01-15,"Namur","n_b117",25,18642
2021-01-15,"Saint LUC - UCL","n_b117",19,18642
2021-01-15,"ULB","n_b117",7,18642
2021-01-15,"UMons - Jolimont","n_b117",0,18642
2021-01-15,"UZ Gent","n_b117",0,18642
2021-01-15,"UZ leuven","n_b117",2,18642
2021-01-15,"UZA","n_b117",24,18642
2021-01-16,"Namur","n_b117",3,18643
2021-01-16,"Saint LUC - UCL","n_b117",14,18643
2021-01-16,"ULB","n_b117",26,18643
2021-01-16,"UMons - Jolimont","n_b117",2,18643
2021-01-16,"UZ Gent","n_b117",19,18643
2021-01-16,"UZ leuven","n_b117",5,18643
2021-01-16,"UZA","n_b117",14,18643
2021-01-17,"Namur","n_b117",3,18644
2021-01-17,"Saint LUC - UCL","n_b117",19,18644
2021-01-17,"ULB","n_b117",16,18644
2021-01-17,"UMons - Jolimont","n_b117",0,18644
2021-01-17,"UZ Gent","n_b117",0,18644
2021-01-17,"UZ leuven","n_b117",12,18644
2021-01-17,"UZA","n_b117",9,18644
2021-01-18,"Namur","n_b117",4,18645
2021-01-18,"Saint LUC - UCL","n_b117",18,18645
2021-01-18,"ULB","n_b117",23,18645
2021-01-18,"UMons - Jolimont","n_b117",18,18645
2021-01-18,"UZ Gent","n_b117",39,18645
2021-01-18,"UZ leuven","n_b117",5,18645
2021-01-18,"UZA","n_b117",12,18645
2021-01-19,"Namur","n_b117",5,18646
2021-01-19,"Saint LUC - UCL","n_b117",5,18646
2021-01-19,"ULB","n_b117",5,18646
2021-01-19,"UMons - Jolimont","n_b117",4,18646
2021-01-19,"UZ Gent","n_b117",100,18646
2021-01-19,"UZ leuven","n_b117",34,18646
2021-01-19,"UZA","n_b117",13,18646
2021-01-20,"Namur","n_b117",34,18647
2021-01-20,"Saint LUC - UCL","n_b117",40,18647
2021-01-20,"ULB","n_b117",25,18647
2021-01-20,"UMons - Jolimont","n_b117",2,18647
2021-01-20,"UZ Gent","n_b117",99,18647
2021-01-20,"UZ leuven","n_b117",13,18647
2021-01-20,"UZA","n_b117",47,18647
2021-01-21,"Namur","n_b117",9,18648
2021-01-21,"Saint LUC - UCL","n_b117",33,18648
2021-01-21,"ULB","n_b117",15,18648
2021-01-21,"UMons - Jolimont","n_b117",7,18648
2021-01-21,"UZ Gent","n_b117",71,18648
2021-01-21,"UZ leuven","n_b117",40,18648
2021-01-21,"UZA","n_b117",55,18648
2021-01-22,"Namur","n_b117",4,18649
2021-01-22,"Saint LUC - UCL","n_b117",22,18649
2021-01-22,"ULB","n_b117",53,18649
2021-01-22,"UMons - Jolimont","n_b117",6,18649
2021-01-22,"UZ Gent","n_b117",98,18649
2021-01-22,"UZ leuven","n_b117",18,18649
2021-01-22,"UZA","n_b117",57,18649
2021-01-23,"Namur","n_b117",2,18650
2021-01-23,"Saint LUC - UCL","n_b117",28,18650
2021-01-23,"ULB","n_b117",32,18650
2021-01-23,"UMons - Jolimont","n_b117",0,18650
2021-01-23,"UZ Gent","n_b117",7,18650
2021-01-23,"UZ leuven","n_b117",26,18650
2021-01-23,"UZA","n_b117",59,18650
2021-01-24,"Namur","n_b117",9,18651
2021-01-24,"Saint LUC - UCL","n_b117",47,18651
2021-01-24,"ULB","n_b117",26,18651
2021-01-24,"UMons - Jolimont","n_b117",7,18651
2021-01-24,"UZ Gent","n_b117",28,18651
2021-01-24,"UZ leuven","n_b117",17,18651
2021-01-24,"UZA","n_b117",15,18651
2021-01-25,"Namur","n_b117",9,18652
2021-01-25,"Saint LUC - UCL","n_b117",36,18652
2021-01-25,"ULB","n_b117",38,18652
2021-01-25,"UMons - Jolimont","n_b117",13,18652
2021-01-25,"UZ Gent","n_b117",85,18652
2021-01-25,"UZ leuven","n_b117",23,18652
2021-01-25,"UZA","n_b117",81,18652
2021-01-26,"Namur","n_b117",27,18653
2021-01-26,"Saint LUC - UCL","n_b117",32,18653
2021-01-26,"ULB","n_b117",27,18653
2021-01-26,"UMons - Jolimont","n_b117",2,18653
2021-01-26,"UZ Gent","n_b117",127,18653
2021-01-26,"UZ leuven","n_b117",45,18653
2021-01-26,"UZA","n_b117",64,18653
2021-01-27,"Namur","n_b117",11,18654
2021-01-27,"Saint LUC - UCL","n_b117",32,18654
2021-01-27,"ULB","n_b117",29,18654
2021-01-27,"UMons - Jolimont","n_b117",8,18654
2021-01-27,"UZ Gent","n_b117",139,18654
2021-01-27,"UZ leuven","n_b117",76,18654
2021-01-27,"UZA","n_b117",116,18654
2021-01-28,"Namur","n_b117",13,18655
2021-01-28,"Saint LUC - UCL","n_b117",54,18655
2021-01-28,"ULB","n_b117",44,18655
2021-01-28,"UMons - Jolimont","n_b117",13,18655
2021-01-28,"UZ Gent","n_b117",161,18655
2021-01-28,"UZ leuven","n_b117",40,18655
2021-01-28,"UZA","n_b117",56,18655
2021-01-29,"Namur","n_b117",12,18656
2021-01-29,"Saint LUC - UCL","n_b117",23,18656
2021-01-29,"ULB","n_b117",104,18656
2021-01-29,"UMons - Jolimont","n_b117",40,18656
2021-01-29,"UZ Gent","n_b117",58,18656
2021-01-29,"UZ leuven","n_b117",153,18656
2021-01-29,"UZA","n_b117",52,18656
2021-01-30,"Namur","n_b117",29,18657
2021-01-30,"Saint LUC - UCL","n_b117",107,18657
2021-01-30,"ULB","n_b117",67,18657
2021-01-30,"UMons - Jolimont","n_b117",23,18657
2021-01-30,"UZ Gent","n_b117",52,18657
2021-01-30,"UZ leuven","n_b117",72,18657
2021-01-30,"UZA","n_b117",78,18657
2021-01-31,"Namur","n_b117",6,18658
2021-01-31,"Saint LUC - UCL","n_b117",46,18658
2021-01-31,"ULB","n_b117",32,18658
2021-01-31,"UMons - Jolimont","n_b117",4,18658
2021-01-31,"UZ Gent","n_b117",15,18658
2021-01-31,"UZ leuven","n_b117",21,18658
2021-01-31,"UZA","n_b117",18,18658
2021-02-01,"Namur","n_b117",11,18659
2021-02-01,"Saint LUC - UCL","n_b117",39,18659
2021-02-01,"ULB","n_b117",43,18659
2021-02-01,"UMons - Jolimont","n_b117",13,18659
2021-02-01,"UZ Gent","n_b117",34,18659
2021-02-01,"UZ leuven","n_b117",22,18659
2021-02-01,"UZA","n_b117",31,18659
2021-02-02,"Namur","n_b117",10,18660
2021-02-02,"Saint LUC - UCL","n_b117",33,18660
2021-02-02,"ULB","n_b117",25,18660
2021-02-02,"UMons - Jolimont","n_b117",15,18660
2021-02-02,"UZ Gent","n_b117",19,18660
2021-02-02,"UZ leuven","n_b117",13,18660
2021-02-02,"UZA","n_b117",26,18660
2021-02-03,"Namur","n_b117",14,18661
2021-02-03,"Saint LUC - UCL","n_b117",33,18661
2021-02-03,"ULB","n_b117",29,18661
2021-02-03,"UMons - Jolimont","n_b117",9,18661
2021-02-03,"UZ Gent","n_b117",37,18661
2021-02-03,"UZ leuven","n_b117",22,18661
2021-02-03,"UZA","n_b117",35,18661
2021-02-04,"Namur","n_b117",16,18662
2021-02-04,"Saint LUC - UCL","n_b117",25,18662
2021-02-04,"ULB","n_b117",32,18662
2021-02-04,"UMons - Jolimont","n_b117",10,18662
2021-02-04,"UZ Gent","n_b117",82,18662
2021-02-04,"UZ leuven","n_b117",22,18662
2021-02-04,"UZA","n_b117",20,18662
2021-02-05,"Namur","n_b117",16,18663
2021-02-05,"Saint LUC - UCL","n_b117",19,18663
2021-02-05,"ULB","n_b117",38,18663
2021-02-05,"UMons - Jolimont","n_b117",4,18663
2021-02-05,"UZ Gent","n_b117",24,18663
2021-02-05,"UZ leuven","n_b117",10,18663
2021-02-05,"UZA","n_b117",40,18663
2021-02-06,"Namur","n_b117",11,18664
2021-02-06,"Saint LUC - UCL","n_b117",15,18664
2021-02-06,"ULB","n_b117",14,18664
2021-02-06,"UMons - Jolimont","n_b117",11,18664
2021-02-06,"UZ Gent","n_b117",2,18664
2021-02-06,"UZ leuven","n_b117",7,18664
2021-02-06,"UZA","n_b117",37,18664
2021-02-07,"Namur","n_b117",15,18665
2021-02-07,"Saint LUC - UCL","n_b117",34,18665
2021-02-07,"ULB","n_b117",29,18665
2021-02-07,"UMons - Jolimont","n_b117",5,18665
2021-02-07,"UZ Gent","n_b117",1,18665
2021-02-07,"UZ leuven","n_b117",9,18665
2021-02-07,"UZA","n_b117",23,18665
