group,date,vlo,vmd,vhi,mlo,mmd,mhi,rlo,rmd,rhi,sgtfv,fplo,fpmd,fphi,rfplo,rfpmd,rfphi
Midlands,2020-09-01,2.15990388745733e-06,3.62939753670234e-06,5.97073860773001e-06,0.0116679946000559,0.0140866096058468,0.0166194013217469,0.00444620380554415,0.0178870069972061,0.0454651706375553,0.00026887512699762,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-02,2.41982654582321e-06,4.04929174889056e-06,6.6334816729399e-06,0.0116686135135102,0.0140869141521039,0.0166198662426269,0.00471147314051999,0.0178908479141283,0.0452643986340759,0.000299800449401272,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-03,2.71104272782492e-06,4.51844303423181e-06,7.36978768610334e-06,0.0116693017821233,0.014087254935015,0.0166203843208573,0.0045312051158272,0.0178724129373744,0.0446674031514781,0.000334283178942493,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-04,3.03732352508017e-06,5.0414814353731e-06,8.18476371106535e-06,0.0116700671776893,0.0140876362661947,0.016620961634189,0.00466617587868585,0.017954946181489,0.0454688478365792,0.000372732423636926,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-05,3.40410162232226e-06,5.62360809215542e-06,9.09363869214213e-06,0.0116709183428661,0.0140880629702669,0.0166216049552571,0.00461958583902308,0.0176928150205613,0.045036600519191,0.000415604288246808,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-06,3.81612058466428e-06,6.27213582511401e-06,1.01034384424674e-05,0.011671864888754,0.0140885404459026,0.0166223218310247,0.00448966755466538,0.0177035793916457,0.0451517651057162,0.000463407257738436,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-07,4.2780085180671e-06,6.99629093171546e-06,1.12253697749132e-05,0.0116729175034045,0.0140892774647934,0.0166231206713092,0.0045714839538427,0.0178414002463824,0.0456390499517977,0.000516708193357154,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-08,4.79587650023234e-06,7.8045112089562e-06,1.24718838648691e-05,0.0116740880724868,0.0140903388092397,0.0166240108474267,0.00471549115412379,0.0178086308263561,0.0456456901247511,0.000576139010009666,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-09,5.37645216600922e-06,8.70654402157456e-06,1.38568144064591e-05,0.0116753898134709,0.0140915196509438,0.0166250028021139,0.00467701668145383,0.0177900020727239,0.0454347343528771,0.000642404111090867,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-10,6.02731030937464e-06,9.71503239357889e-06,1.53955163847678e-05,0.0116768374248424,0.0140928334438204,0.0166261081720143,0.00488143679557617,0.0177435118827343,0.0447800809354144,0.000716288665084035,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-11,6.75695897493299e-06,1.08403337936577e-05,1.71050748833288e-05,0.0116784472520319,0.0140942470373665,0.0166273399241642,0.00467627043688228,0.0177031648432964,0.0453519449082343,0.000798667817257094,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-12,7.57388176749932e-06,1.20951383177323e-05,1.90045051054157e-05,0.0116802374719295,0.0140953250422009,0.0166287125080802,0.00478540690783948,0.0178248172319343,0.0457160685850086,0.000890516939632307,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-13,8.48860134929499e-06,1.34958635891421e-05,2.11148527898917e-05,0.0116822282980675,0.0140966618471965,0.0166302390239719,0.00467890404570686,0.0176779607626701,0.0455383815543851,0.000992923033179014,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-14,9.51379324045497e-06,1.50592129965502e-05,2.34595376930457e-05,0.0116844422087819,0.0140985701877322,0.0166315936039576,0.00462594876068597,0.0175652771812538,0.0454426552197934,0.00110709740792246,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-15,1.06627717049706e-05,1.68022512380046e-05,2.60645797985679e-05,0.0116869042009275,0.0141004516085027,0.016633106323137,0.00450872356063151,0.0179984146990283,0.0458508695395857,0.00123438977942375,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-16,1.19504060273005e-05,1.87480108580846e-05,2.89588879558612e-05,0.011689642072004,0.014101950870876,0.0166347956430045,0.00456579947417581,0.0179223535908907,0.0454937026272208,0.00137630393390391,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-17,1.33935793569813e-05,2.09161268321375e-05,3.21745805452071e-05,0.0116916578020201,0.0141036277415404,0.0166366821801742,0.00472046961295112,0.0178198219357689,0.0457256379520331,0.00153451512918281,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-18,1.50110066707651e-05,2.33368615433649e-05,3.57458386703117e-05,0.0116938457120435,0.0141056692398239,0.016638788957928,0.00453460430872758,0.0178839177907149,0.0459007292182812,0.00171088941458329,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-19,1.68237534755471e-05,2.60361190964469e-05,3.97067160039317e-05,0.0116962897022106,0.0141080805075298,0.0166411416871167,0.00461075849465441,0.0178026399664297,0.0452869147347597,0.00190750506998893,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-20,1.88554055869194e-05,2.90503070507563e-05,4.41139843301247e-05,0.0116990197434812,0.0141112728122055,0.0166437690798361,0.00473053398829784,0.0178550464653666,0.044598247787382,0.00212667638227722,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-21,2.1132396711365e-05,3.24175026642699e-05,4.90104158036246e-05,0.011702069314168,0.0141149929314607,0.0166467031997009,0.00460874794493504,0.0178821836289045,0.0449503704772795,0.00237097999626862,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-22,2.36843522622503e-05,3.61677538404048e-05,5.44504229131679e-05,0.0117051764021013,0.0141197349990064,0.0166499798529829,0.00457969150723211,0.017879569053991,0.0454619470785621,0.00264328409696004,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-23,2.65443882220453e-05,4.03526432295961e-05,6.05048341695096e-05,0.0117086294447863,0.0141243744085074,0.0166536390253755,0.00462594367412776,0.0181838479283728,0.0460687054252394,0.00294678069989274,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-24,2.97497074262545e-05,4.50246796511005e-05,6.72323978246159e-05,0.0117124886102149,0.0141290615700935,0.0166577253697037,0.0047187153800762,0.0181122427218482,0.0453124670447809,0.00328502134667618,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-25,3.33420662444821e-05,5.02278874473205e-05,7.47056932262336e-05,0.0117168016599521,0.0141346279769308,0.01666260103457,0.00457027664577406,0.0178552513534916,0.0462128142608576,0.00366195652245722,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-26,3.73681960867937e-05,5.60414392039534e-05,8.30008437182679e-05,0.0117216219715681,0.0141410915105779,0.0166683590750375,0.00475317203672841,0.0180710235456825,0.0456754176218219,0.00408197913082719,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-27,4.18804698978308e-05,6.25417555656695e-05,9.22169839345595e-05,0.0117270091987586,0.0141486153650852,0.0166747788877031,0.00478854947197351,0.0181887790791324,0.0455888330889572,0.00454997237843025,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-28,4.69375830005435e-05,6.97537902766827e-05,0.000102456349139897,0.0117352302431488,0.0141563750296899,0.0166819365199846,0.00468471544786208,0.0182286277995361,0.0464453784397707,0.00507136243525168,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-29,5.26053160514682e-05,7.78225699211558e-05,0.000113832518646458,0.0117435178868835,0.014165150435795,0.0166899167558031,0.00476177985669808,0.0178963640947361,0.0463716997493026,0.00565217624578916,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-09-30,5.89550580007068e-05,8.68250053087018e-05,0.000126471673457857,0.0117517545594868,0.0141747039048769,0.016698814118652,0.00472495397953641,0.0178541903605657,0.0459672126721842,0.00629910486922457,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-01,6.60537280688115e-05,9.68684028723573e-05,0.000140513993083914,0.0117609392629879,0.0141861632028254,0.0167086593837032,0.0046191930053283,0.0178288088279314,0.0458040189947984,0.00701957272104209,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-02,7.40070726913868e-05,0.000108074170206261,0.000156115206866641,0.0117711992579271,0.0141978600042752,0.0167196020947603,0.00470093094053082,0.0180492855121347,0.0454092884548292,0.00782181307145014,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-03,8.29188186107055e-05,0.00012061268179729,0.000173448316834719,0.0117827072484135,0.0142114539287401,0.0167318036946334,0.00479176154293656,0.0180896926169748,0.0454507891738747,0.00871495012397866,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-04,9.29061339138454e-05,0.000134581643133705,0.000192705510960557,0.0117955959752444,0.0142257979001081,0.0167416635340231,0.00479207711884933,0.0177565621351108,0.0458593385123483,0.00970908794649096,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-05,0.00010419978397636,0.000150175502881119,0.000214100287749309,0.0118123336318267,0.0142415035091191,0.0167576711703819,0.00443860088549279,0.0178771644637361,0.0460756840657633,0.010815406451435,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-06,0.000116840775780946,0.00016756467992211,0.000237869815363207,0.0118340496218683,0.0142594535625114,0.016776416081272,0.00475403305791889,0.018105039388099,0.0459680284965742,0.0120462645163174,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
Midlands,2020-10-07,0.00013094797633372,0.000186949256095224,0.000264277550999429,0.0118582210914791,0.0142782311460859,0.0167973159449857,0.00488505549435732,0.0180275631110329,0.046434912779396,0.0134153101918359,0.0116645080518265,0.0140830191877274,0.0166153350860777,0.00469920291823959,0.0178015982452315,0.0450990516725496
