DATE,LTLA,TRAVEL_INDICATOR,LINEAGE,COUNT,SOURCE
2021-01-12,E09000033,Not travel-associated,B.1.1.7,31,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000001,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000002,Not travel-associated,B.1.1.7,63,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000003,Not travel-associated,B.1.1.7,39,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000004,Not travel-associated,B.1.1.7,57,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000005,Not travel-associated,B.1.1.7,23,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000006,Not travel-associated,B.1.1.7,74,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000007,Not travel-associated,B.1.1.7,108,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000008,Not travel-associated,B.1.1.7,84,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000009,Not travel-associated,B.1.1.7,31,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000010,Not travel-associated,B.1.1.7,23,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000011,Not travel-associated,B.1.1.7,27,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000012,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000013,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000014,Not travel-associated,B.1.1.7,42,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000015,Not travel-associated,B.1.1.7,33,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000016,Not travel-associated,B.1.1.7,22,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000017,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000018,Not travel-associated,B.1.1.7,22,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000019,Not travel-associated,B.1.1.7,29,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000020,Not travel-associated,B.1.1.7,41,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000021,Not travel-associated,B.1.1.7,66,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000022,Not travel-associated,B.1.1.7,7,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000023,Not travel-associated,B.1.1.7,37,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000024,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000025,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000026,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000027,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000030,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000031,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000032,Not travel-associated,B.1.1.7,29,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000033,Not travel-associated,B.1.1.7,17,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000034,Not travel-associated,B.1.1.7,19,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000035,Not travel-associated,B.1.1.7,109,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000036,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000037,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000038,Not travel-associated,B.1.1.7,27,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000039,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000040,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000041,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000042,Not travel-associated,B.1.1.7,33,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000043,Not travel-associated,B.1.1.7,15,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000044,Not travel-associated,B.1.1.7,15,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000045,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000046,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000047,Not travel-associated,B.1.1.7,150,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000049,Not travel-associated,B.1.1.7,65,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000050,Not travel-associated,B.1.1.7,78,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000051,Not travel-associated,B.1.1.7,52,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000052,Not travel-associated,B.1.1.7,25,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000054,Not travel-associated,B.1.1.7,23,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000055,Not travel-associated,B.1.1.7,24,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000056,Not travel-associated,B.1.1.7,30,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000057,Not travel-associated,B.1.1.7,38,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000058,Not travel-associated,B.1.1.7,21,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E06000059,Not travel-associated,B.1.1.7,14,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000004,Not travel-associated,B.1.1.7,22,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000005,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000006,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000007,Not travel-associated,B.1.1.7,24,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000008,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000009,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000010,Not travel-associated,B.1.1.7,9,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000011,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000012,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000026,Not travel-associated,B.1.1.7,22,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000027,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000028,Not travel-associated,B.1.1.7,38,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000029,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000030,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000031,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000032,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000033,Not travel-associated,B.1.1.7,7,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000034,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000035,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000036,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000037,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000038,Not travel-associated,B.1.1.7,9,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000039,Not travel-associated,B.1.1.7,13,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000041,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000042,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000045,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000046,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000047,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000061,Not travel-associated,B.1.1.7,9,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000062,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000063,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000064,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000065,Not travel-associated,B.1.1.7,17,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000066,Not travel-associated,B.1.1.7,52,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000067,Not travel-associated,B.1.1.7,34,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000068,Not travel-associated,B.1.1.7,13,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000069,Not travel-associated,B.1.1.7,19,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000070,Not travel-associated,B.1.1.7,46,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000071,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000072,Not travel-associated,B.1.1.7,24,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000073,Not travel-associated,B.1.1.7,14,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000074,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000075,Not travel-associated,B.1.1.7,15,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000076,Not travel-associated,B.1.1.7,25,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000077,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000078,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000079,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000080,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000081,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000082,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000083,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000084,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000085,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000086,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000087,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000088,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000089,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000090,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000091,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000092,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000093,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000094,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000095,Not travel-associated,B.1.1.7,48,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000096,Not travel-associated,B.1.1.7,9,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000098,Not travel-associated,B.1.1.7,15,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000099,Not travel-associated,B.1.1.7,13,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000102,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000103,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000105,Not travel-associated,B.1.1.7,35,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000106,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000107,Not travel-associated,B.1.1.7,35,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000108,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000109,Not travel-associated,B.1.1.7,51,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000110,Not travel-associated,B.1.1.7,53,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000111,Not travel-associated,B.1.1.7,30,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000112,Not travel-associated,B.1.1.7,16,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000113,Not travel-associated,B.1.1.7,17,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000114,Not travel-associated,B.1.1.7,34,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000115,Not travel-associated,B.1.1.7,21,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000116,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000117,Not travel-associated,B.1.1.7,46,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000118,Not travel-associated,B.1.1.7,41,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000119,Not travel-associated,B.1.1.7,29,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000120,Not travel-associated,B.1.1.7,20,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000121,Not travel-associated,B.1.1.7,48,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000122,Not travel-associated,B.1.1.7,28,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000123,Not travel-associated,B.1.1.7,58,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000124,Not travel-associated,B.1.1.7,15,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000125,Not travel-associated,B.1.1.7,37,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000126,Not travel-associated,B.1.1.7,61,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000127,Not travel-associated,B.1.1.7,45,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000128,Not travel-associated,B.1.1.7,69,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000129,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000130,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000131,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000133,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000134,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000135,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000137,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000138,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000139,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000140,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000141,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000142,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000143,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000144,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000145,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000146,Not travel-associated,B.1.1.7,11,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000147,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000148,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000150,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000151,Not travel-associated,B.1.1.7,2,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000152,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000153,Not travel-associated,B.1.1.7,18,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000154,Not travel-associated,B.1.1.7,38,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000155,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000156,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000163,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000164,Not travel-associated,B.1.1.7,26,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000165,Not travel-associated,B.1.1.7,17,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000166,Not travel-associated,B.1.1.7,9,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000167,Not travel-associated,B.1.1.7,8,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000168,Not travel-associated,B.1.1.7,4,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000169,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000170,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000171,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000172,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000173,Not travel-associated,B.1.1.7,5,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000174,Not travel-associated,B.1.1.7,6,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000175,Not travel-associated,B.1.1.7,3,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000176,Not travel-associated,B.1.1.7,1,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000177,Not travel-associated,B.1.1.7,13,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000178,Not travel-associated,B.1.1.7,10,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000179,Not travel-associated,B.1.1.7,12,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
2021-01-19,E07000180,Not travel-associated,B.1.1.7,7,https://covid-surveillance-data.cog.sanger.ac.uk/lineages_by_ltla_and_week.tsv
