"row","lat","lng"
549,-23.0221928,32.7181375
550,-23.8662153,35.3826756
551,-23.8662153,35.3826756
552,-18.9438274,32.8648538
553,-25.969248,32.5731746
554,-25.969248,32.5731746
555,-25.2569876,32.5372741
556,-25.2569876,32.5372741
557,-25.739376,32.6743638
558,-18.665695,35.529562
559,-15.1266347,39.2687161
560,-12.7826202,36.6093926
561,-12.7826202,36.6093926
562,-17.8502636,36.9218584
563,-25.4433372,31.9923555
564,-19.2039073,34.8624166
565,-16.1328104,33.6063855
566,-17.97391,35.7133849
567,-22.2565682,15.4068079
568,-24.533333,17.933333
569,-18.271048,18.4276047
570,-22.6377854,17.1011931
571,-19.4086317,13.914399
572,-17.5979291,16.8178377
573,-18.4070294,14.8454619
574,-18.4305064,15.6881788
575,16.9741689,7.986535
576,13.5009779,7.1036396
577,13.5115963,2.1253854
578,13.8018124,8.98527
579,5.4527354,7.5248414
580,9.0764785,7.398574
581,9.3264751,12.3983853
582,4.9057371,7.8536675
583,4.9057371,7.8536675
584,4.9057371,7.8536675
585,10.3059966,9.8403959
586,7.3369024,8.7403687
587,8.0016184,8.9933832
588,11.8846356,13.1519665
589,11.8846356,13.1519665
590,4.9757165,8.3417006
591,12.0052643,8.5007116
592,5.7040308,5.9339181
593,5.7040308,5.9339181
594,6.2649232,8.0137302
595,6.2649232,8.0137302
596,6.6341831,5.9304056
597,6.6341831,5.9304056
598,7.7189862,5.3109505
599,7.7189862,5.3109505
600,6.4482701,7.5138947
601,12.015578,8.5336525
602,8.8940691,7.1860402
603,8.8940691,7.1860402
604,11.9829645,8.4897345
605,5.5720122,7.0588219
606,10.5015183,7.4408397
607,10.3764006,7.7094537
608,12.0021794,8.5919561
609,11.9600036,8.5007116
610,11.7470698,8.5247107
611,12.3796707,7.6305748
612,7.7337325,6.6905836
613,11.9284828,8.5144352
614,8.9668961,4.3874051
615,8.9668961,4.3874051
616,6.5243793,3.3792057
617,6.5227044,3.6217802
618,11.8310981,13.1509672
619,9.081999,8.675277
620,8.5474692,7.7118003
621,8.4997908,8.1996937
622,8.5474692,7.7118003
623,9.9309224,5.598321
624,6.9979747,3.4737378
625,6.9979747,3.4737378
626,7.1000051,4.8416936
627,6.9148682,5.1478144
628,7.5628964,4.5199593
629,7.5628964,4.5199593
630,7.8429579,3.9368439
631,8.1573809,3.6146534
632,9.2182093,9.5179488
633,4.8396414,6.9112378
634,4.8396414,6.9112378
635,13.0058731,5.2475518
636,9.081999,8.675277
637,12.1221805,6.2235819
638,-20.9377229,55.2908355
639,-21.115141,55.536384
640,-21.0341062,55.7135727
641,-20.8906596,55.4550536
642,-21.2866039,55.4078708
643,-21.0098822,55.269867
644,-21.3402085,55.4754607
645,-21.3788371,55.618982
646,-21.3788371,55.618982
647,-20.8955374,55.4955309
648,-2.231532,30.112735
649,-1.4877669,29.8352303
650,-1.6924232,29.742604
651,-1.8897617,30.112735
652,-1.6139609,30.3896651
653,-1.6350283,30.1358346
654,-2.6005173,29.7419201
655,-2.029889,29.9277947
656,-2.1769816,29.464359
657,-1.7785733,30.6199895
658,-2.0085703,30.1358346
659,-1.9440727,30.0618851
660,-2.2632727,30.6415611
661,-2.3118635,30.842508
662,-1.4918885,29.5571677
663,-1.940278,29.873888
664,-1.8637655,29.6252858
665,-1.6955422,29.5571677
666,-2.3844568,29.464359
667,-2.3909755,29.1855785
668,-2.3496095,29.7512903
669,-1.9567157,30.0636349
670,-1.7555339,30.0202964
671,-2.5302697,29.1855785
672,-2.3823487,30.7832649
673,-1.9535133,30.4386437
674,14.716677,-17.4676861
675,14.6891704,-17.4375728
676,14.6561238,-16.2345633
677,14.3390167,-16.4111425
678,14.7462949,-17.509364
679,14.7462949,-17.509364
680,14.105202,-15.5415755
681,14.1652083,-16.0757749
682,12.5604607,-12.1747077
683,14.786368,-17.311941
684,12.9107495,-14.9505671
685,15.6141768,-16.22868
686,15.6600225,-13.2576906
687,14.497401,-14.452362
688,14.7589446,-17.3937536
689,16.0326307,-16.4818167
690,12.8836881,-15.5943388
691,16.0326307,-16.4818167
692,14.7910052,-16.9358604
693,12.5641479,-16.2639825
694,-4.679574,55.491977
695,8.460555,-11.779889
696,10.6334285,43.329466
697,2.1187375,45.3369459
698,2.1187375,45.3369459
699,9.542374,44.0960311
700,6.5656726,47.7637565
701,-33.9248685,18.4240553
702,-33.9248685,18.4240553
703,-32.2968402,26.419389
704,-32.2968402,26.419389
705,-28.4541105,26.7967849
706,-28.4541105,26.7967849
707,-26.2707593,28.1122679
708,-26.2707593,28.1122679
709,-28.5305539,30.8958242
710,-28.5305539,30.8958242
711,-28.5305539,30.8958242
712,-28.5305539,30.8958242
713,-28.5305539,30.8958242
714,-28.5305539,30.8958242
715,-23.4012946,29.4179324
716,-23.4012946,29.4179324
717,-25.565336,30.5279096
718,-25.565336,30.5279096
719,-30.559482,22.937506
720,-26.6638599,25.2837585
721,-26.6638599,25.2837585
722,-29.0466808,21.8568586
723,-29.0466808,21.8568586
724,-29.0466808,21.8568586
725,-33.2277918,21.8568586
726,-33.2277918,21.8568586
727,-33.2277918,21.8568586
728,-33.2277918,21.8568586
729,6.8769919,31.3069788
730,NA,NA
731,12.862807,30.217636
732,15.5006544,32.5598994
733,19.5903471,37.1901616
734,11.1990192,29.4179324
735,17.1142529,33.7964613
736,-6.369028,34.888822
737,6.1256261,1.2254183
738,6.1256261,1.2254183
739,6.1256261,1.2254183
740,6.1256261,1.2254183
741,6.1256261,1.2254183
742,6.4913504,1.2891036
743,8.619543,0.824782
744,7.6101378,1.0586135
745,7.6101378,1.0586135
746,8.9228106,1.135302
747,36.8665367,10.1647233
748,36.7435003,10.2319757
749,37.2767579,9.8641609
750,33.8075978,10.8451467
751,34.4311398,8.7756556
752,35.6711663,10.1005469
753,35.6452612,10.8733712
754,36.8093284,10.0863269
755,35.7642515,10.8112885
756,33.886917,9.537499
757,36.4512893,10.7356634
758,34.739822,10.7600196
759,35.0354386,9.4839392
760,36.0887208,9.3645335
761,36.6966213,10.4930564
762,35.8245029,10.634584
763,36.8064948,10.1815316
764,36.8064948,10.1815316
765,0.2540775,31.9928078
766,0.2540775,31.9928078
767,1.373333,32.290275
768,2.8780034,32.7181375
769,2.8780034,32.7181375
770,-13.133897,27.849332
771,-14.3112263,28.299435
772,-13.0570073,27.5495846
773,-13.8056187,31.9928078
774,-11.564831,29.0459927
775,-15.3875259,28.3228165
776,-11.066667,32.05
777,-13.133897,27.849332
778,-13.0050258,24.9042208
779,-9.7670177,30.8958242
780,-16.9620634,26.419389
781,-15.9454906,23.3823545
782,-20.1457125,28.5873388
783,-17.8216288,31.0492259
784,-17.8216288,31.0492259
785,-18.9216386,32.174605
786,-18.5871642,31.2626366
787,-16.7644295,31.0793705
788,-18.5871642,31.2626366
789,-17.4851029,29.7889248
790,-20.0719916,30.8343285
791,-19.0552009,29.6035495
792,-19.015438,29.154857
793,33.93911,67.709953
794,40.069099,45.038189
795,26.2235305,50.5875935
796,26.0667,50.5577
797,22.6602436,89.7895478
798,23.7619353,90.433141
799,22.7010021,90.3534511
800,22.7010021,90.3534511
801,22.1785315,90.7101023
802,24.848078,89.3729633
803,23.9675393,91.1119148
804,23.2320991,90.663075
805,24.7413111,88.2912069
806,22.356851,91.7831819
807,22.356851,91.7831819
808,22.356851,91.7831819
809,23.6160512,88.8263006
810,23.6160512,88.8263006
811,21.4272283,92.0058074
812,21.4272283,92.0058074
813,21.4272283,92.0058074
814,21.7619053,92.0775512
815,23.4606574,91.1809065
816,23.810332,90.4125181
817,23.7982638,90.3875631
818,23.8758547,90.3795438
819,23.8758547,90.3795438
820,25.6279123,88.6331758
821,23.0159132,91.3975831
822,25.3296928,89.5429652
823,23.9999405,90.4202724
824,24.3840055,91.4168974
825,23.1634014,89.2181664
826,25.0947349,89.0944937
827,22.57208,90.1869644
828,23.5449873,89.1726031
829,25.0947349,89.0944937
830,23.1321751,91.949021
831,22.845641,89.5403279
832,24.4260457,90.9820668
833,23.8906995,89.1099368
834,22.9446744,90.8281907
835,25.9923398,89.2847251
836,22.9446744,90.8281907
837,22.9446744,90.8281907
838,23.2393346,90.1869644
839,23.8051991,88.6723578
840,23.4980931,90.4126621
841,24.7471492,90.4202734
842,24.7471492,90.4202734
843,23.684994,90.356331
844,24.7936071,88.9318082
845,23.6237764,90.5000404
846,24.134378,90.7860057
847,23.9192671,90.7176492
848,24.410243,89.0076177
849,25.8482798,88.9414134
850,22.8246384,91.1017334
851,24.0128563,89.2590572
852,23.715134,89.5874819
853,24.3745146,88.604166
854,22.6533198,92.1788581
855,25.7438916,89.275227
856,22.7184852,89.0704766
857,23.2423214,90.4347711
858,25.0194045,90.0137328
859,24.3141115,89.5699615
860,24.3141115,89.5699615
861,24.8949294,91.8687063
862,24.3917427,89.9948257
863,23.8896758,90.3404248
864,4.535277,114.727669
865,12.565679,104.990963
866,11.5563738,104.9282099
867,10.6267867,103.5115545
868,31.8615699,117.28565
869,39.904211,116.407395
870,29.0315799,111.69854
871,29.5656843,106.5511838
872,26.0998199,119.2965899
873,36.0594199,103.82634
874,23.1317099,113.26627
875,22.8152099,108.32754
876,23.1290799,113.26436
877,30.2741499,120.15515
878,45.7567307,126.6424173
879,38.0359899,114.46979
880,45.7420799,126.66285
881,34.7657099,113.75322
882,30.5453899,114.34234
883,28.1142216,112.9833341
884,41.0841399,107.07466
885,32.0607099,118.76295
886,28.6741699,115.91004
887,43.8961599,125.3268
888,35.4145899,116.58724
889,41.8357099,123.42925
890,31.7348799,116.5232399
891,35.86166,104.195397
892,28.6820199,115.8579399
893,36.6682599,117.02076
894,31.230416,121.473701
895,30.6508899,104.07572
896,15.488092,114.404754
897,39.085099,117.199369
898,30.5927599,114.30525
899,43.7934299,87.6271
900,29.3055799,120.0746799
901,25.0452999,102.7097299
902,30.2655499,120.1536
903,41.6434293,42.9934449
904,41.6167547,41.6367455
905,41.9854144,44.108411
906,42.230108,42.9008664
907,42.2662428,42.7180019
908,42.315407,43.356892
909,41.7151377,44.827096
910,41.918509,45.4776909
911,42.5091391,41.866992
912,22.3193039,114.1693611
913,11.7400867,92.6586401
914,15.9128998,79.7399875
915,15.9128998,79.7399875
916,28.2179994,94.7277528
917,26.2006043,92.9375739
918,23.7422619,91.1591837
919,25.0960742,85.3131194
920,30.7333148,76.7794179
921,21.2786567,81.8661442
922,21.2786567,81.8661442
923,20.1808672,73.0169135
924,20.1808672,73.0169135
925,20.2269847,73.0169135
926,28.7040592,77.1024902
927,15.2993265,74.123996
928,22.258652,71.1923805
929,22.258652,71.1923805
930,22.258652,71.1923805
931,29.0587757,76.085601
932,29.0587757,76.085601
933,31.1048294,77.1733901
934,26.9124336,75.7872709
935,32.7266016,74.8570259
936,32.7266016,74.8570259
937,33.277839,75.3412179
938,33.277839,75.3412179
939,23.6101808,85.2799354
940,15.3172775,75.7138884
941,10.8505159,76.2710833
942,34.2268475,77.5619419
943,10.5593204,72.6358134
944,22.9734229,78.6568942
945,19.7514798,75.7138884
946,19.7514798,75.7138884
947,19.7514798,75.7138884
948,24.6637173,93.9062688
949,25.4670308,91.366216
950,23.164543,92.9375739
951,20.593684,78.96288
952,26.1584354,94.5624426
953,22.6839095,72.8755478
954,28.6139391,77.2090212
955,20.9516658,85.0985236
956,11.9415915,79.8083133
957,11.9415915,79.8083133
958,31.1471305,75.3412179
959,27.0238036,74.2179326
960,27.5329718,88.5122178
961,11.1271225,78.6568942
962,11.1271225,78.6568942
963,18.1124372,79.0192997
964,23.9408482,91.9881527
965,28.6223011,77.2393724
966,26.8467088,80.9461592
967,30.066753,79.0192997
968,22.9867569,87.8549755
969,4.695135,96.7493993
970,-8.4095178,115.188916
971,-2.7410513,106.4405872
972,-6.4058172,106.0640179
973,-3.7928451,102.2607641
974,-6.8797041,109.1255917
975,-6.8797041,109.1255917
976,-1.6814878,113.3823545
977,-1.4300254,121.4456179
978,-6.2087634,106.845599
979,-7.5360639,112.2384017
980,0.5386586,116.419389
981,-8.6573819,121.0793705
982,0.5435442,123.0567693
983,-6.2087634,106.845599
984,-1.6101229,103.6131203
985,-7.090911,107.668887
986,-7.150975,110.1402594
