"rowid","type","group","term","contrast","dydx","std.error","statistic","p.value","conf.low","conf.high","predicted","predicted_hi","predicted_lo","region"
3,"link","Omicron (BR.2.1*)","date_num","mean(dY/dX)",-0.0587310471585123,0.00122350466002291,-48.0023076964928,0,-0.0611290722270741,-0.0563330220899505,-714.045683914972,-714.052878468248,-714.045683914972,"Oceania"
4,"link","Omicron (BR.2.1*)","date_num","mean(dY/dX)",-0.0434385345336207,0.00145118919716649,-29.9330608430908,7.3106316322715e-197,-0.0462828130948206,-0.0405942559724208,-542.526711077578,-542.532032298058,-542.526711077578,"North America"
5,"link","Omicron (BR.2.1*)","date_num","mean(dY/dX)",-0.0434318081446765,0.00273644503177822,-15.8716172407283,9.96399944211303e-57,-0.0487951418526353,-0.0380684744367176,-976.500676280919,-976.505996677416,-976.500676280919,"Africa"
6,"link","Omicron (BR.2.1*)","date_num","mean(dY/dX)",-0.00105038506800917,0.00176881229742,-0.59383636666325,0.552621562929629,-0.00451719346636393,0.00241642333034559,-1005.21630212296,-1005.21643079513,-1005.21630212296,"South America"
1,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.0379534495643421,0.000819983705367464,-46.2856143553899,0,-0.039560588094772,-0.0363463110339122,-429.609989437824,-429.614638735395,-429.609989437824,"Asia"
2,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.0408260448961885,0.000282263365159606,-144.638128554527,0,-0.0413792709260564,-0.0402728188663206,-3.4400773349855,-3.44507852548529,-3.4400773349855,"Europe"
3,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.0294737000321944,0.00118108326617791,-24.9548028290791,1.89384387809426e-137,-0.031788580696646,-0.0271588193677428,-853.937841567558,-853.941452095812,-853.937841567558,"Oceania"
4,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.022232877322216,0.000523114254009846,-42.5009969653734,0,-0.0232581624198749,-0.0212075922245572,-593.437467264914,-593.440190792386,-593.437467264914,"North America"
5,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.0413160732278459,0.00344231128483318,-12.0024221545229,3.4504834243701e-33,-0.0480628793696947,-0.034569267085997,-502.513183643273,-502.518244862244,-502.513183643273,"Africa"
6,"link","Omicron (CH.1.1*)","date_num","mean(dY/dX)",-0.049356336068499,0.00484644045555476,-10.1840384754814,2.33658304135921e-24,-0.0588551848146043,-0.0398574873223938,-374.137281053321,-374.14332720449,-374.137281053321,"South America"
1,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.0515589501994364,0.0056903827451381,-9.06071744356542,1.29595312594616e-19,-0.0627118954381553,-0.0404060049607176,-560.426756710808,-560.433072682207,-560.426756710808,"Asia"
2,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.0464895684243003,0.00112171789146275,-41.44497362316,0,-0.0486880950923815,-0.0442910417562191,-8.23324288374658,-8.23893785587856,-8.23324288374658,"Europe"
3,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.0543356709868578,0.00648842423292638,-8.37424758867094,5.55778049382285e-17,-0.0670527487998104,-0.0416185931739052,-1061.07036814842,-1061.07702426811,-1061.07036814842,"Oceania"
4,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.0140405513933246,0.01324684573609,-1.05991657735337,0.289182553243379,-0.040003891944819,0.0119227891581698,-960.463038882859,-960.464758850404,-960.463038882859,"North America"
5,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.133207024772469,0.0133092266559441,-10.0086224553834,1.39683922548508e-23,-0.1592926296802,-0.107121419864738,-558.843844978151,-558.860162838686,-558.843844978151,"Africa"
6,"link","Deltacron (XAY.2*)","date_num","mean(dY/dX)",-0.701937668090792,0.00569077629379776,-123.346557982927,0,-0.71309138467071,-0.690783951510874,-829.812031143479,-829.89801850782,-829.812031143479,"South America"
1,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0436402260480203,0.00146171844734573,-29.8554253914389,7.46472711397531e-196,-0.0465051415603558,-0.0407753105356849,-175.88130557016,-175.886651497851,-175.88130557016,"Asia"
2,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0358117449965847,0.000551635116262379,-64.9192626445327,0,-0.0368929299570665,-0.0347305600361029,-5.18674175037162,-5.1911286891337,-5.18674175037162,"Europe"
3,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0517307437636488,0.00119276315936625,-43.3705076799446,0,-0.0540685165980929,-0.0493929709292047,-492.669424297722,-492.675761313833,-492.669424297722,"Oceania"
4,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0177891545922184,0.0011371578874842,-15.64352214236,3.67809134990796e-55,-0.0200179430964231,-0.0155603660880137,-612.041223309423,-612.04340248086,-612.041223309423,"North America"
5,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0566699825589128,0.00835849975579576,-6.77992273907982,1.202401666116e-11,-0.0730523410450593,-0.0402876240727663,-808.456992692207,-808.46393476507,-808.456992692207,"Africa"
6,"link","Omicron (XBF*)","date_num","mean(dY/dX)",-0.0243975026227863,0.0148714515642116,-1.64055959954167,0.100888867166517,-0.0535450120864729,0.00475000684090032,-917.133147409029,-917.1361361031,-917.133147409029,"South America"
1,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.0455234165373236,0.000737193487696194,-61.7523313717664,0,-0.0469682892228456,-0.0440785438518016,-402.244891236647,-402.250467855173,-402.244891236647,"Asia"
2,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.0619512504758349,0.000354465225845911,-174.773845101425,0,-0.0626459895522647,-0.061256511399405,-6.80021124016223,-6.80780026834552,-6.80021124016223,"Europe"
3,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.033182521173683,0.00126905733957159,-26.1473773792482,1.05558429219308e-150,-0.0356698278535595,-0.0306952144938064,-1084.67764400271,-1084.68170886156,-1084.67764400271,"Oceania"
4,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.0398247121953615,0.000337170668835334,-118.114402812455,0,-0.040485554562922,-0.039163869827801,-492.915909741243,-492.920788268487,-492.915909741243,"North America"
5,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.0692387633618488,0.00290855935197182,-23.8051746528429,2.95209544750208e-125,-0.0749394349386108,-0.0635380917850869,-546.737227093869,-546.745708842381,-546.737227093869,"Africa"
6,"link","Omicron (XBB*)","date_num","mean(dY/dX)",-0.0422356743966906,0.00197808691128266,-21.3517789111215,3.7537490105792e-101,-0.0461126535010947,-0.0383586952922865,-665.523509316535,-665.528683186648,-665.523509316535,"South America"
1,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.00981407657231362,0.00123637051057336,7.93781191672258,2.05779060534968e-15,0.00739083490004243,0.0122373182445848,468.703096495035,468.704298719415,468.703096495035,"Asia"
2,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.0187892004489919,0.000517145956909394,36.3324902727293,4.96745335851463e-289,0.017775612998699,0.0198027878992848,-0.480740550206278,-0.478438873151276,-0.480740550206278,"Europe"
3,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.0208598157094141,0.0021316152252433,9.78591983317873,1.29413149363751e-22,0.01668192663904,0.0250377047797882,-249.566531048361,-249.563975720937,-249.566531048361,"Oceania"
4,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.0576627380139273,0.00132643461298602,43.4719792814508,0,0.0550629739446274,0.0602625020832273,-740.097002682156,-740.089938996749,-740.097002682156,"North America"
5,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.0471417088229661,0.0061804503398417,7.62755240003651,2.39252571556476e-14,0.035028248748638,0.0592551688972941,-611.545961253034,-611.540186393703,-611.545961253034,"Africa"
6,"link","Omicron (XBB.1.9.1/2*)","date_num","mean(dY/dX)",0.010592050355914,0.0020455487153896,5.17809733702509,2.2416027462996e-07,0.00658284854512818,0.0146012521666998,-27.6283256458863,-27.6270281197177,-27.6283256458863,"South America"
1,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.0521828941373315,0.00247857495707086,21.0535872592695,2.12010390019184e-98,0.0473249764884897,0.0570408117861732,-349.045038104353,-349.038645699821,-349.045038104353,"Asia"
2,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.0475398881554397,0.00605098833464773,7.85654929843909,3.94860497557063e-15,0.0356801689486582,0.0593996073622213,-4.54957177187333,-4.54374813557429,-4.54957177187333,"Europe"
3,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.0822802485595739,0.0083071763359129,9.9047191527483,3.97084120170279e-23,0.0659984821279612,0.0985620149911866,-832.963784956831,-832.953705626382,-832.963784956831,"Oceania"
4,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.118026763482481,0.00422658918963276,27.9248250035712,1.33314315645428e-171,0.109742800893354,0.126310726071607,-540.864588717243,-540.850130438716,-540.864588717243,"North America"
5,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.0844540739595983,0.00263396724843831,32.0634487804173,1.42588640998387e-225,0.0792915930162012,0.0896165549029955,-393.286802217596,-393.276456593536,-393.286802217596,"Africa"
6,"link","Omicron (XBB.1.16*)","date_num","mean(dY/dX)",0.0604004903143319,0.00388720169547249,15.5382959378418,1.90994769588985e-54,0.0527817149905628,0.068019265638101,-144.920254364622,-144.912855304558,-144.920254364622,"South America"
