"variant","date","count","total","prop","date_num"
"Omicron (BA.2.76*)",2020-08-03,1,9829,0.000101739749720216,18477
"Omicron (BA.2.76*)",2022-01-03,1,321024,3.11503189792663e-06,18995
"Omicron (BA.2.76*)",2022-01-24,1,262433,3.81049639336516e-06,19016
"Omicron (BA.2.76*)",2022-02-07,1,249775,4.00360324291863e-06,19030
"Omicron (BA.2.76*)",2022-04-11,3,124132,2.41678213514646e-05,19093
"Omicron (BA.2.76*)",2022-04-18,11,125250,8.78243512974052e-05,19100
"Omicron (BA.2.76*)",2022-04-25,17,111844,0.0001519974249848,19107
"Omicron (BA.2.76*)",2022-05-02,27,108572,0.000248682901668939,19114
"Omicron (BA.2.76*)",2022-05-09,34,112018,0.000303522648145834,19121
"Omicron (BA.2.76*)",2022-05-16,46,102839,0.000447301121169984,19128
"Omicron (BA.2.76*)",2022-05-23,71,95873,0.000740563036517059,19135
"Omicron (BA.2.76*)",2022-05-30,128,98452,0.00130012594970138,19142
"Omicron (BA.2.76*)",2022-06-06,398,110025,0.00361735969097932,19149
"Omicron (BA.2.76*)",2022-06-13,786,110220,0.00713119216113228,19156
"Omicron (BA.2.76*)",2022-06-20,964,121955,0.00790455495879628,19163
"Omicron (BA.2.76*)",2022-06-27,1178,133135,0.00884816164044015,19170
"Omicron (BA.2.76*)",2022-07-04,857,137438,0.00623553893391929,19177
"Omicron (BA.2.76*)",2022-07-11,626,137649,0.00454779911223474,19184
"Omicron (BA.2.76*)",2022-07-18,527,125907,0.00418562907542869,19191
"Omicron (BA.2.76*)",2022-07-25,281,108724,0.00258452595563077,19198
"Omicron (BA.2.76*)",2022-08-01,148,98144,0.00150798826214542,19205
"Omicron (BA.2.76*)",2022-08-08,99,87596,0.00113018859308644,19212
"Omicron (BA.2.76*)",2022-08-15,77,85206,0.000903692228246837,19219
"Omicron (BA.2.76*)",2022-08-22,54,80120,0.000673989016475287,19226
"Omicron (BA.2.76*)",2022-08-29,34,74655,0.000455428303529569,19233
"Omicron (BA.2.76*)",2022-09-05,46,69152,0.000665201295696437,19240
"Omicron (BA.2.76*)",2022-09-12,10,73854,0.000135402280174398,19247
"Omicron (BA.2.76*)",2022-09-19,22,71098,0.000309432051534502,19254
"Omicron (BA.2.76*)",2022-09-26,9,66428,0.000135485036430421,19261
"Omicron (BA.2.76*)",2022-10-03,1,68657,1.45651572308723e-05,19268
"Omicron (BA.2.76*)",2022-10-10,2,69431,2.88055767596607e-05,19275
"Omicron (BA.2.76*)",2022-10-17,1,64384,1.55318091451292e-05,19282
"Omicron (BA.2.76*)",2022-10-24,6,63670,9.4235903879378e-05,19289
"Omicron (BA.2.76*)",2022-10-31,2,60771,3.291043425318e-05,19296
"Omicron (BA.2.76*)",2022-11-07,1,65974,1.51574862824749e-05,19303
"Omicron (BA.2.76*)",2022-11-14,2,65869,3.03632968467716e-05,19310
"Omicron (BA.2.76*)",2022-11-21,1,69371,1.44152455637082e-05,19317
"Omicron (BA.2.76*)",2022-11-28,1,78154,1.27952504030504e-05,19324
"Omicron (BA.2.76*)",2022-12-26,1,64501,1.55036356025488e-05,19352
"Omicron (BA.2.76*)",2023-01-02,1,62696,1.5949980860023e-05,19359
"Omicron (BA.2.76*)",2023-01-23,2,41142,4.86121238636916e-05,19380
"Omicron (BA.2.76*)",2023-01-30,4,40211,9.94752679615031e-05,19387
"Omicron (BA.2.76*)",2023-02-13,1,37418,2.6725105564167e-05,19401
"Omicron (BA.2.75*)",2022-04-04,1,128588,7.77677543783246e-06,19086
"Omicron (BA.2.75*)",2022-05-02,1,108572,9.21047783959032e-06,19114
"Omicron (BA.2.75*)",2022-05-09,1,112018,8.92713671017158e-06,19121
"Omicron (BA.2.75*)",2022-05-16,1,102839,9.72393741673879e-06,19128
"Omicron (BA.2.75*)",2022-05-23,2,95873,2.08609306061143e-05,19135
"Omicron (BA.2.75*)",2022-05-30,13,98452,0.000132044041766546,19142
"Omicron (BA.2.75*)",2022-06-06,54,110025,0.00049079754601227,19149
"Omicron (BA.2.75*)",2022-06-13,168,110220,0.0015242242787153,19156
"Omicron (BA.2.75*)",2022-06-20,315,121955,0.00258291992948219,19163
"Omicron (BA.2.75*)",2022-06-27,540,133135,0.00405603334960754,19170
"Omicron (BA.2.75*)",2022-07-04,671,137438,0.00488220142900799,19177
"Omicron (BA.2.75*)",2022-07-11,851,137649,0.00618239144490697,19184
"Omicron (BA.2.75*)",2022-07-18,999,125907,0.00793442779194167,19191
"Omicron (BA.2.75*)",2022-07-25,1071,108724,0.00985063095544682,19198
"Omicron (BA.2.75*)",2022-08-01,1263,98144,0.0128688457776329,19205
"Omicron (BA.2.75*)",2022-08-08,1117,87596,0.0127517238230056,19212
"Omicron (BA.2.75*)",2022-08-15,980,85206,0.0115015374504143,19219
"Omicron (BA.2.75*)",2022-08-22,933,80120,0.011645032451323,19226
"Omicron (BA.2.75*)",2022-08-29,812,74655,0.0108766994842944,19233
"Omicron (BA.2.75*)",2022-09-05,882,69152,0.0127545118000925,19240
"Omicron (BA.2.75*)",2022-09-12,807,73854,0.0109269640100739,19247
"Omicron (BA.2.75*)",2022-09-19,810,71098,0.0113927255337703,19254
"Omicron (BA.2.75*)",2022-09-26,715,66428,0.0107635334497501,19261
"Omicron (BA.2.75*)",2022-10-03,689,68657,0.010035393332071,19268
"Omicron (BA.2.75*)",2022-10-10,627,69431,0.00903054831415362,19275
"Omicron (BA.2.75*)",2022-10-17,507,64384,0.00787462723658052,19282
"Omicron (BA.2.75*)",2022-10-24,436,63670,0.0068478090152348,19289
"Omicron (BA.2.75*)",2022-10-31,340,60771,0.00559477382304059,19296
"Omicron (BA.2.75*)",2022-11-07,347,65974,0.0052596477400188,19303
"Omicron (BA.2.75*)",2022-11-14,294,65869,0.00446340463647543,19310
"Omicron (BA.2.75*)",2022-11-21,241,69371,0.00347407418085367,19317
"Omicron (BA.2.75*)",2022-11-28,195,78154,0.00249507382859483,19324
"Omicron (BA.2.75*)",2022-12-05,137,79356,0.00172639749987399,19331
"Omicron (BA.2.75*)",2022-12-12,128,79614,0.00160775742959781,19338
"Omicron (BA.2.75*)",2022-12-19,97,69932,0.00138706171709661,19345
"Omicron (BA.2.75*)",2022-12-26,57,64501,0.000883707229345281,19352
"Omicron (BA.2.75*)",2023-01-02,45,62696,0.000717749138701034,19359
"Omicron (BA.2.75*)",2023-01-09,42,51401,0.000817104725588996,19366
"Omicron (BA.2.75*)",2023-01-16,32,43897,0.000728979201312163,19373
"Omicron (BA.2.75*)",2023-01-23,25,41142,0.000607651548296145,19380
"Omicron (BA.2.75*)",2023-01-30,17,40211,0.000422769888836388,19387
"Omicron (BA.2.75*)",2023-02-06,12,39590,0.00030310684516292,19394
"Omicron (BA.2.75*)",2023-02-13,14,37418,0.000374151477898338,19401
"Omicron (BA.2.75*)",2023-02-20,17,33089,0.000513765904076884,19408
"Omicron (BA.2.75*)",2023-02-27,7,25437,0.000275189684318119,19415
"Omicron (BA.2.75*)",2023-03-06,4,11427,0.000350048131618097,19422
"Omicron (BQ.1.1*)",2022-01-31,1,270901,3.69138541385968e-06,19023
"Omicron (BQ.1.1*)",2022-02-07,1,249775,4.00360324291863e-06,19030
"Omicron (BQ.1.1*)",2022-02-14,2,223059,8.96623763219597e-06,19037
"Omicron (BQ.1.1*)",2022-02-28,3,172790,1.73621158631865e-05,19051
"Omicron (BQ.1.1*)",2022-03-07,2,182733,1.09449305817778e-05,19058
"Omicron (BQ.1.1*)",2022-04-18,1,125250,7.98403193612775e-06,19100
"Omicron (BQ.1.1*)",2022-05-02,3,108572,2.7631433518771e-05,19114
"Omicron (BQ.1.1*)",2022-05-09,2,112018,1.78542734203432e-05,19121
"Omicron (BQ.1.1*)",2022-06-06,1,110025,9.08884344467166e-06,19149
"Omicron (BQ.1.1*)",2022-06-13,1,110220,9.07276356378153e-06,19156
"Omicron (BQ.1.1*)",2022-06-20,1,121955,8.19974580787996e-06,19163
"Omicron (BQ.1.1*)",2022-07-04,1,137438,7.276008090921e-06,19177
"Omicron (BQ.1.1*)",2022-07-11,1,137649,7.26485481187658e-06,19184
"Omicron (BQ.1.1*)",2022-07-25,40,108724,0.000367904050623597,19198
"Omicron (BQ.1.1*)",2022-08-01,61,98144,0.000621535702641017,19205
"Omicron (BQ.1.1*)",2022-08-08,13,87596,0.000148408603132563,19212
"Omicron (BQ.1.1*)",2022-08-15,6,85206,7.04175762270263e-05,19219
"Omicron (BQ.1.1*)",2022-08-22,20,80120,0.000249625561657514,19226
"Omicron (BQ.1.1*)",2022-08-29,49,74655,0.000656352555086732,19233
"Omicron (BQ.1.1*)",2022-09-05,161,69152,0.00232820453493753,19240
"Omicron (BQ.1.1*)",2022-09-12,335,73854,0.00453597638584234,19247
"Omicron (BQ.1.1*)",2022-09-19,808,71098,0.0113645953472672,19254
"Omicron (BQ.1.1*)",2022-09-26,1509,66428,0.0227163244415006,19261
"Omicron (BQ.1.1*)",2022-10-03,2600,68657,0.037869408800268,19268
"Omicron (BQ.1.1*)",2022-10-10,3955,69431,0.056963028042229,19275
"Omicron (BQ.1.1*)",2022-10-17,5356,64384,0.0831883697813121,19282
"Omicron (BQ.1.1*)",2022-10-24,6961,63670,0.109329354484058,19289
"Omicron (BQ.1.1*)",2022-10-31,8521,60771,0.140214905135673,19296
"Omicron (BQ.1.1*)",2022-11-07,12168,65974,0.184436293085155,19303
"Omicron (BQ.1.1*)",2022-11-14,14205,65869,0.215655315854195,19310
"Omicron (BQ.1.1*)",2022-11-21,17841,69371,0.257182396102118,19317
"Omicron (BQ.1.1*)",2022-11-28,22393,78154,0.286524042275507,19324
"Omicron (BQ.1.1*)",2022-12-05,24877,79356,0.313486062805585,19331
"Omicron (BQ.1.1*)",2022-12-12,26999,79614,0.339123772200869,19338
"Omicron (BQ.1.1*)",2022-12-19,23285,69932,0.33296631012984,19345
"Omicron (BQ.1.1*)",2022-12-26,21237,64501,0.329250709291329,19352
"Omicron (BQ.1.1*)",2023-01-02,19538,62696,0.311630726043129,19359
"Omicron (BQ.1.1*)",2023-01-09,15027,51401,0.292348397891092,19366
"Omicron (BQ.1.1*)",2023-01-16,11765,43897,0.268013759482425,19373
"Omicron (BQ.1.1*)",2023-01-23,9899,41142,0.240605707063342,19380
"Omicron (BQ.1.1*)",2023-01-30,8319,40211,0.206883688542936,19387
"Omicron (BQ.1.1*)",2023-02-06,6900,39590,0.174286435968679,19394
"Omicron (BQ.1.1*)",2023-02-13,5335,37418,0.142578438184831,19401
"Omicron (BQ.1.1*)",2023-02-20,3681,33089,0.11124542899453,19408
"Omicron (BQ.1.1*)",2023-02-27,2080,25437,0.0817706490545269,19415
"Omicron (BQ.1.1*)",2023-03-06,770,11427,0.0673842653364838,19422
"Omicron (BQ.1.1*)",2023-03-13,58,925,0.0627027027027027,19429
"Omicron (BQ.1*)",2022-02-07,5,249775,2.00180162145931e-05,19030
"Omicron (BQ.1*)",2022-03-07,2,182733,1.09449305817778e-05,19058
"Omicron (BQ.1*)",2022-04-04,1,128588,7.77677543783246e-06,19086
"Omicron (BQ.1*)",2022-04-11,1,124132,8.05594045048819e-06,19093
"Omicron (BQ.1*)",2022-06-20,1,121955,8.19974580787996e-06,19163
"Omicron (BQ.1*)",2022-07-11,5,137649,3.63242740593829e-05,19184
"Omicron (BQ.1*)",2022-07-25,14,108724,0.000128766417718259,19198
"Omicron (BQ.1*)",2022-08-01,17,98144,0.000173214867949136,19205
"Omicron (BQ.1*)",2022-08-08,6,87596,6.84962783688753e-05,19212
"Omicron (BQ.1*)",2022-08-15,24,85206,0.000281670304908105,19219
"Omicron (BQ.1*)",2022-08-22,42,80120,0.000524213679480779,19226
"Omicron (BQ.1*)",2022-08-29,71,74655,0.000951041457370571,19233
"Omicron (BQ.1*)",2022-09-05,158,69152,0.00228482184173994,19240
"Omicron (BQ.1*)",2022-09-12,361,73854,0.00488802231429577,19247
"Omicron (BQ.1*)",2022-09-19,628,71098,0.00883287856198487,19254
"Omicron (BQ.1*)",2022-09-26,1109,66428,0.0166947672668152,19261
"Omicron (BQ.1*)",2022-10-03,1798,68657,0.0261881527011084,19268
"Omicron (BQ.1*)",2022-10-10,2863,69431,0.0412351831314543,19275
"Omicron (BQ.1*)",2022-10-17,3480,64384,0.0540506958250497,19282
"Omicron (BQ.1*)",2022-10-24,4671,63670,0.0733626511700958,19289
"Omicron (BQ.1*)",2022-10-31,5711,60771,0.0939757450099554,19296
"Omicron (BQ.1*)",2022-11-07,6921,65974,0.104904962561009,19303
"Omicron (BQ.1*)",2022-11-14,8235,65869,0.125020874766582,19310
"Omicron (BQ.1*)",2022-11-21,9526,69371,0.137319629239884,19317
"Omicron (BQ.1*)",2022-11-28,12126,78154,0.155155206387389,19324
"Omicron (BQ.1*)",2022-12-05,12202,79356,0.153762790463229,19331
"Omicron (BQ.1*)",2022-12-12,11598,79614,0.145677895847464,19338
"Omicron (BQ.1*)",2022-12-19,10004,69932,0.143053251730252,19345
"Omicron (BQ.1*)",2022-12-26,9485,64501,0.147051983690175,19352
"Omicron (BQ.1*)",2023-01-02,8422,62696,0.134330738803113,19359
"Omicron (BQ.1*)",2023-01-09,5955,51401,0.115853777163868,19366
"Omicron (BQ.1*)",2023-01-16,4388,43897,0.0999612729799303,19373
"Omicron (BQ.1*)",2023-01-23,3385,41142,0.082276019639298,19380
"Omicron (BQ.1*)",2023-01-30,2806,40211,0.0697819004749944,19387
"Omicron (BQ.1*)",2023-02-06,2136,39590,0.0539530184389997,19394
"Omicron (BQ.1*)",2023-02-13,1669,37418,0.0446042011865947,19401
"Omicron (BQ.1*)",2023-02-20,1140,33089,0.0344525370969204,19408
"Omicron (BQ.1*)",2023-02-27,657,25437,0.0258285175138578,19415
"Omicron (BQ.1*)",2023-03-06,197,11427,0.0172398704821913,19422
"Omicron (BQ.1*)",2023-03-13,9,925,0.00972972972972973,19429
"Omicron (BR.2.1*)",2021-12-27,1,291892,3.42592465706494e-06,18988
"Omicron (BR.2.1*)",2022-01-10,1,296184,3.37627960997218e-06,19002
"Omicron (BR.2.1*)",2022-07-25,1,108724,9.19760126558993e-06,19198
"Omicron (BR.2.1*)",2022-10-03,3,68657,4.36954716926169e-05,19268
"Omicron (BR.2.1*)",2022-10-10,26,69431,0.000374472497875589,19275
"Omicron (BR.2.1*)",2022-10-17,43,64384,0.000667867793240557,19282
"Omicron (BR.2.1*)",2022-10-24,83,63670,0.0013035966703314,19289
"Omicron (BR.2.1*)",2022-10-31,156,60771,0.00256701387174804,19296
"Omicron (BR.2.1*)",2022-11-07,250,65974,0.00378937157061873,19303
"Omicron (BR.2.1*)",2022-11-14,303,65869,0.0046000394722859,19310
"Omicron (BR.2.1*)",2022-11-21,382,69371,0.00550662380533652,19317
"Omicron (BR.2.1*)",2022-11-28,436,78154,0.00557872917572997,19324
"Omicron (BR.2.1*)",2022-12-05,569,79356,0.00717022027319925,19331
"Omicron (BR.2.1*)",2022-12-12,589,79614,0.00739819629713367,19338
"Omicron (BR.2.1*)",2022-12-19,366,69932,0.00523365555110679,19345
"Omicron (BR.2.1*)",2022-12-26,348,64501,0.00539526518968698,19352
"Omicron (BR.2.1*)",2023-01-02,454,62696,0.00724129131045043,19359
"Omicron (BR.2.1*)",2023-01-09,352,51401,0.00684811579541254,19366
"Omicron (BR.2.1*)",2023-01-16,262,43897,0.00596851721074333,19373
"Omicron (BR.2.1*)",2023-01-23,211,41142,0.00512857906761946,19380
"Omicron (BR.2.1*)",2023-01-30,184,40211,0.00457586232622914,19387
"Omicron (BR.2.1*)",2023-02-06,150,39590,0.0037888355645365,19394
"Omicron (BR.2.1*)",2023-02-13,121,37418,0.0032337377732642,19401
"Omicron (BR.2.1*)",2023-02-20,128,33089,0.00386835504246124,19408
"Omicron (BR.2.1*)",2023-02-27,73,25437,0.00286983527931753,19415
"Omicron (BR.2.1*)",2023-03-06,36,11427,0.00315043318456288,19422
"Omicron (BR.2.1*)",2023-03-13,5,925,0.00540540540540541,19429
"Omicron (CH.1.1*)",2022-01-03,1,321024,3.11503189792663e-06,18995
"Omicron (CH.1.1*)",2022-02-07,2,249775,8.00720648583725e-06,19030
"Omicron (CH.1.1*)",2022-02-28,1,172790,5.78737195439551e-06,19051
"Omicron (CH.1.1*)",2022-07-25,4,108724,3.67904050623597e-05,19198
"Omicron (CH.1.1*)",2022-08-01,10,98144,0.000101891098793609,19205
"Omicron (CH.1.1*)",2022-09-05,1,69152,1.44608977325312e-05,19240
"Omicron (CH.1.1*)",2022-09-12,1,73854,1.35402280174398e-05,19247
"Omicron (CH.1.1*)",2022-09-19,6,71098,8.43905595094095e-05,19254
"Omicron (CH.1.1*)",2022-09-26,7,66428,0.000105377250556994,19261
"Omicron (CH.1.1*)",2022-10-03,24,68657,0.000349563773540935,19268
"Omicron (CH.1.1*)",2022-10-10,38,69431,0.000547305958433553,19275
"Omicron (CH.1.1*)",2022-10-17,73,64384,0.00113382206759443,19282
"Omicron (CH.1.1*)",2022-10-24,140,63670,0.00219883775718549,19289
"Omicron (CH.1.1*)",2022-10-31,214,60771,0.00352141646509026,19296
"Omicron (CH.1.1*)",2022-11-07,322,65974,0.00488071058295692,19303
"Omicron (CH.1.1*)",2022-11-14,466,65869,0.00707464816529779,19310
"Omicron (CH.1.1*)",2022-11-21,763,69371,0.0109988323651093,19317
"Omicron (CH.1.1*)",2022-11-28,1157,78154,0.0148041047163293,19324
"Omicron (CH.1.1*)",2022-12-05,1601,79356,0.0201749080094763,19331
"Omicron (CH.1.1*)",2022-12-12,2268,79614,0.0284874519556862,19338
"Omicron (CH.1.1*)",2022-12-19,2309,69932,0.0330177887090316,19345
"Omicron (CH.1.1*)",2022-12-26,2937,64501,0.0455341777646858,19352
"Omicron (CH.1.1*)",2023-01-02,3408,62696,0.0543575347709583,19359
"Omicron (CH.1.1*)",2023-01-09,2718,51401,0.0528783486702593,19366
"Omicron (CH.1.1*)",2023-01-16,2440,43897,0.0555846641000524,19373
"Omicron (CH.1.1*)",2023-01-23,2744,41142,0.0666958339409849,19380
"Omicron (CH.1.1*)",2023-01-30,3085,40211,0.0767203004153093,19387
"Omicron (CH.1.1*)",2023-02-06,3149,39590,0.0795402879515029,19394
"Omicron (CH.1.1*)",2023-02-13,3076,37418,0.0822064247153776,19401
"Omicron (CH.1.1*)",2023-02-20,2701,33089,0.081628335700686,19408
"Omicron (CH.1.1*)",2023-02-27,2052,25437,0.0806698903172544,19415
"Omicron (CH.1.1*)",2023-03-06,922,11427,0.0806860943379715,19422
"Omicron (CH.1.1*)",2023-03-13,87,925,0.0940540540540541,19429
"Deltacron (XAY.2*)",2022-08-29,1,74655,1.33949501038109e-05,19233
"Deltacron (XAY.2*)",2022-09-19,2,71098,2.81301865031365e-05,19254
"Deltacron (XAY.2*)",2022-09-26,1,66428,1.50538929367134e-05,19261
"Deltacron (XAY.2*)",2022-10-03,3,68657,4.36954716926169e-05,19268
"Deltacron (XAY.2*)",2022-10-10,7,69431,0.000100819518658812,19275
"Deltacron (XAY.2*)",2022-10-17,1,64384,1.55318091451292e-05,19282
"Deltacron (XAY.2*)",2022-10-24,9,63670,0.000141353855819067,19289
"Deltacron (XAY.2*)",2022-10-31,5,60771,8.22760856329499e-05,19296
"Deltacron (XAY.2*)",2022-11-07,13,65974,0.000197047321672174,19303
"Deltacron (XAY.2*)",2022-11-14,19,65869,0.00028845132004433,19310
"Deltacron (XAY.2*)",2022-11-21,33,69371,0.00047570310360237,19317
"Deltacron (XAY.2*)",2022-11-28,38,78154,0.000486219515315915,19324
"Deltacron (XAY.2*)",2022-12-05,74,79356,0.000932506678764051,19331
"Deltacron (XAY.2*)",2022-12-12,72,79614,0.000904363554148768,19338
"Deltacron (XAY.2*)",2022-12-19,63,69932,0.000900875135846251,19345
"Deltacron (XAY.2*)",2022-12-26,83,64501,0.00128680175501155,19352
"Deltacron (XAY.2*)",2023-01-02,46,62696,0.000733699119561057,19359
"Deltacron (XAY.2*)",2023-01-09,35,51401,0.000680920604657497,19366
"Deltacron (XAY.2*)",2023-01-16,37,43897,0.000842882201517188,19373
"Deltacron (XAY.2*)",2023-01-23,42,41142,0.00102085460113752,19380
"Deltacron (XAY.2*)",2023-01-30,39,40211,0.000969883862624655,19387
"Deltacron (XAY.2*)",2023-02-06,37,39590,0.000934579439252336,19394
"Deltacron (XAY.2*)",2023-02-13,38,37418,0.00101555401143835,19401
"Deltacron (XAY.2*)",2023-02-20,9,33089,0.000271993713923056,19408
"Deltacron (XAY.2*)",2023-02-27,14,25437,0.000550379368636239,19415
"Deltacron (XAY.2*)",2023-03-06,11,11427,0.000962632361949768,19422
"Deltacron (XAY.2*)",2023-03-13,4,925,0.00432432432432432,19429
"Omicron (XBF*)",2022-07-04,1,137438,7.276008090921e-06,19177
"Omicron (XBF*)",2022-07-25,4,108724,3.67904050623597e-05,19198
"Omicron (XBF*)",2022-08-01,8,98144,8.15128790348875e-05,19205
"Omicron (XBF*)",2022-08-08,1,87596,1.14160463948125e-05,19212
"Omicron (XBF*)",2022-08-22,1,80120,1.24812780828757e-05,19226
"Omicron (XBF*)",2022-09-05,3,69152,4.33826931975937e-05,19240
"Omicron (XBF*)",2022-09-12,3,73854,4.06206840523194e-05,19247
"Omicron (XBF*)",2022-10-03,1,68657,1.45651572308723e-05,19268
"Omicron (XBF*)",2022-10-10,4,69431,5.76111535193213e-05,19275
"Omicron (XBF*)",2022-10-17,15,64384,0.000232977137176938,19282
"Omicron (XBF*)",2022-10-24,45,63670,0.000706769279095335,19289
"Omicron (XBF*)",2022-10-31,100,60771,0.001645521712659,19296
"Omicron (XBF*)",2022-11-07,191,65974,0.00289507987995271,19303
"Omicron (XBF*)",2022-11-14,212,65869,0.00321850946575779,19310
"Omicron (XBF*)",2022-11-21,332,69371,0.00478586152715112,19317
"Omicron (XBF*)",2022-11-28,365,78154,0.00467026639711339,19324
"Omicron (XBF*)",2022-12-05,437,79356,0.00550682998134987,19331
"Omicron (XBF*)",2022-12-12,568,79614,0.00713442359384028,19338
"Omicron (XBF*)",2022-12-19,488,69932,0.00697820740147572,19345
"Omicron (XBF*)",2022-12-26,629,64501,0.00975178679400319,19352
"Omicron (XBF*)",2023-01-02,707,62696,0.0112766364680362,19359
"Omicron (XBF*)",2023-01-09,763,51401,0.0148440691815334,19366
"Omicron (XBF*)",2023-01-16,698,43897,0.0159008588286215,19373
"Omicron (XBF*)",2023-01-23,649,41142,0.0157746341937679,19380
"Omicron (XBF*)",2023-01-30,703,40211,0.0174827783442342,19387
"Omicron (XBF*)",2023-02-06,643,39590,0.0162414751199798,19394
"Omicron (XBF*)",2023-02-13,627,37418,0.0167566411887327,19401
"Omicron (XBF*)",2023-02-20,525,33089,0.0158662999788449,19408
"Omicron (XBF*)",2023-02-27,394,25437,0.0154892479459056,19415
"Omicron (XBF*)",2023-03-06,205,11427,0.0179399667454275,19422
"Omicron (XBF*)",2023-03-13,2,925,0.00216216216216216,19429
"Omicron (XBB*)",2021-12-27,1,291892,3.42592465706494e-06,18988
"Omicron (XBB*)",2022-01-03,3,321024,9.3450956937799e-06,18995
"Omicron (XBB*)",2022-01-10,3,296184,1.01288388299165e-05,19002
"Omicron (XBB*)",2022-01-24,2,262433,7.62099278673033e-06,19016
"Omicron (XBB*)",2022-01-31,1,270901,3.69138541385968e-06,19023
"Omicron (XBB*)",2022-02-07,1,249775,4.00360324291863e-06,19030
"Omicron (XBB*)",2022-04-04,1,128588,7.77677543783246e-06,19086
"Omicron (XBB*)",2022-05-30,1,98452,1.0157233982042e-05,19142
"Omicron (XBB*)",2022-06-06,1,110025,9.08884344467166e-06,19149
"Omicron (XBB*)",2022-06-27,2,133135,1.50223457392872e-05,19170
"Omicron (XBB*)",2022-07-25,4,108724,3.67904050623597e-05,19198
"Omicron (XBB*)",2022-08-01,2,98144,2.03782197587219e-05,19205
"Omicron (XBB*)",2022-08-08,2,87596,2.28320927896251e-05,19212
"Omicron (XBB*)",2022-08-15,2,85206,2.34725254090088e-05,19219
"Omicron (XBB*)",2022-08-22,16,80120,0.000199700449326011,19226
"Omicron (XBB*)",2022-08-29,25,74655,0.000334873752595272,19233
"Omicron (XBB*)",2022-09-05,80,69152,0.0011568718186025,19240
"Omicron (XBB*)",2022-09-12,156,73854,0.00211227557072061,19247
"Omicron (XBB*)",2022-09-19,315,71098,0.004430504374244,19254
"Omicron (XBB*)",2022-09-26,518,66428,0.00779791654121756,19261
"Omicron (XBB*)",2022-10-03,916,68657,0.013341684023479,19268
"Omicron (XBB*)",2022-10-10,1127,69431,0.0162319425040688,19275
"Omicron (XBB*)",2022-10-17,1323,64384,0.020548583499006,19282
"Omicron (XBB*)",2022-10-24,1452,63670,0.0228050887388095,19289
"Omicron (XBB*)",2022-10-31,2082,60771,0.0342597620575604,19296
"Omicron (XBB*)",2022-11-07,2705,65974,0.0410010003940946,19303
"Omicron (XBB*)",2022-11-14,2724,65869,0.0413548103053029,19310
"Omicron (XBB*)",2022-11-21,2914,69371,0.0420060255726456,19317
"Omicron (XBB*)",2022-11-28,3421,78154,0.0437725516288354,19324
"Omicron (XBB*)",2022-12-05,3225,79356,0.0406396491758657,19331
"Omicron (XBB*)",2022-12-12,3168,79614,0.0397919963825458,19338
"Omicron (XBB*)",2022-12-19,2550,69932,0.0364639935937768,19345
"Omicron (XBB*)",2022-12-26,2172,64501,0.033673896528736,19352
"Omicron (XBB*)",2023-01-02,2027,62696,0.0323306112032666,19359
"Omicron (XBB*)",2023-01-09,1932,51401,0.0375868173770938,19366
"Omicron (XBB*)",2023-01-16,1527,43897,0.0347859762626148,19373
"Omicron (XBB*)",2023-01-23,1311,41142,0.0318652471926498,19380
"Omicron (XBB*)",2023-01-30,1190,40211,0.0295938922185472,19387
"Omicron (XBB*)",2023-02-06,1008,39590,0.0254609749936853,19394
"Omicron (XBB*)",2023-02-13,982,37418,0.026244053664012,19401
"Omicron (XBB*)",2023-02-20,796,33089,0.0240563329203058,19408
"Omicron (XBB*)",2023-02-27,739,25437,0.0290521681015843,19415
"Omicron (XBB*)",2023-03-06,347,11427,0.03036667541787,19422
"Omicron (XBB*)",2023-03-13,20,925,0.0216216216216216,19429
"Omicron (XBB.1.5*)",2021-10-04,1,150561,6.641826236542e-06,18904
"Omicron (XBB.1.5*)",2022-01-03,4,321024,1.24601275917065e-05,18995
"Omicron (XBB.1.5*)",2022-01-17,1,299462,3.3393218505186e-06,19009
"Omicron (XBB.1.5*)",2022-01-24,2,262433,7.62099278673033e-06,19016
"Omicron (XBB.1.5*)",2022-02-07,2,249775,8.00720648583725e-06,19030
"Omicron (XBB.1.5*)",2022-02-14,2,223059,8.96623763219597e-06,19037
"Omicron (XBB.1.5*)",2022-02-21,1,183683,5.44416195292978e-06,19044
"Omicron (XBB.1.5*)",2022-02-28,3,172790,1.73621158631865e-05,19051
"Omicron (XBB.1.5*)",2022-03-07,2,182733,1.09449305817778e-05,19058
"Omicron (XBB.1.5*)",2022-07-25,1,108724,9.19760126558993e-06,19198
"Omicron (XBB.1.5*)",2022-08-01,3,98144,3.05673296380828e-05,19205
"Omicron (XBB.1.5*)",2022-10-17,3,64384,4.65954274353877e-05,19282
"Omicron (XBB.1.5*)",2022-10-24,5,63670,7.85299198994817e-05,19289
"Omicron (XBB.1.5*)",2022-10-31,18,60771,0.00029619390827862,19296
"Omicron (XBB.1.5*)",2022-11-07,35,65974,0.000530512019886622,19303
"Omicron (XBB.1.5*)",2022-11-14,98,65869,0.00148780154549181,19310
"Omicron (XBB.1.5*)",2022-11-21,218,69371,0.00314252353288838,19317
"Omicron (XBB.1.5*)",2022-11-28,626,78154,0.00800982675230954,19324
"Omicron (XBB.1.5*)",2022-12-05,1162,79356,0.0146428751449166,19331
