"DATE_NUM","r","SE","df","r_LOWER","r_UPPER","DATE","Re","Re_LOWER","Re_UPPER"
18322,0.239202589028924,0.0112546264888805,328.152911452217,0.217062269101091,0.261342908956758,2020-03-01,2.54935582893967,2.36775212769893,2.73934271942708
18323,0.238713407014997,0.0111927182865107,328.152911452217,0.21669487410586,0.260731939924135,2020-03-02,2.54525333466686,2.36480848868465,2.73398621307261
18324,0.237509569027476,0.0110405657937815,328.152911452217,0.21579035345865,0.259228784596302,2020-03-03,2.53517484097021,2.35757095769125,2.72083532852049
18325,0.235591075066357,0.0107986968373897,328.152911452217,0.214347668808521,0.256834481324193,2020-03-04,2.51916441438645,2.34605571879424,2.69996894790214
18326,0.232957925131645,0.0104680315034856,328.152911452217,0.212365010144124,0.253550840119165,2020-03-05,2.49729213753619,2.33028743246615,2.67151356637801
18327,0.229610119223337,0.0100500108755044,328.152911452217,0.209839542538121,0.249380695908553,2020-03-06,2.46965391110443,2.31029740716086,2.63564464377836
18328,0.225547657341433,0.00954681981995708,328.152911452217,0.206766967878654,0.244328346804212,2020-03-07,2.43637118137472,2.28612046875796,2.59258907888263
18329,0.220770539485934,0.00896176986388789,328.152911452217,0.203140771665373,0.238400307306495,2020-03-08,2.39759059266466,2.25778964154074,2.54262969084332
18330,0.215278765656839,0.00829997170433621,328.152911452217,0.198950900035751,0.231606631277926,2020-03-09,2.35348356382047,2.22532691021981,2.48611343588552
18331,0.209072335854148,0.00756955995071368,328.152911452217,0.194181350428084,0.223963321280213,2020-03-10,2.30424578772816,2.18872657723632,2.42346684212042
18332,0.202151250077861,0.00678402185038118,328.152911452217,0.188805590467278,0.215496909688444,2020-03-11,2.2500966525869,2.14792395894161,2.35522591533765
18333,0.194515508327979,0.00596681321928707,328.152911452217,0.18277747741641,0.206253539239548,2020-03-12,2.19127858346242,2.10273409058824,2.2820958416379
18334,0.186179879115575,0.00516640645757198,328.152911452217,0.176016423939085,0.196343334292064,2020-03-13,2.12816710666559,2.05275575924275,2.20527052840031
18335,0.177369921846463,0.00451799553626829,328.152911452217,0.168482033234226,0.1862578104587,2020-03-14,2.06270137058209,1.99793526707622,2.12875186430963
18336,0.168171821920167,0.00405259248960474,328.152911452217,0.160199483224997,0.176144160615337,2020-03-15,1.99569783266164,1.93872785647466,2.05369310663682
18337,0.158585579336685,0.003743819493158,328.152911452217,0.151220664880175,0.165950493793195,2020-03-16,1.92731912960609,1.87578444062233,1.97972158305341
18338,0.148611194096019,0.00354908441240913,328.152911452217,0.141629366274433,0.155593021917606,2020-03-17,1.85773227426091,1.80996268593956,1.90627488966319
18339,0.138248666198169,0.00341812127969076,328.152911452217,0.131524471596131,0.144972860800208,2020-03-18,1.78710832779208,1.74218440086592,1.83274268483357
18340,0.127497995643133,0.00330368914314829,328.152911452217,0.120998914163736,0.13399707712253,2020-03-19,1.71562205409291,1.67327992606845,1.75862140874072
18341,0.116359182430913,0.00316841671977307,328.152911452217,0.110126211491382,0.122592153370444,2020-03-20,1.64345155570654,1.60390202150532,1.68359943067618
18342,0.104832226561508,0.00298704157942241,328.152911452217,0.09895606032254,0.110708392800476,2020-03-21,1.57077789047597,1.53451102545831,1.60757084614394
18343,0.0929171280349178,0.00274687025234316,328.152911452217,0.0875134314975681,0.0983208245722674,2020-03-22,1.49778466805057,1.46538737829425,1.53062182775083
