specimen_date,ereg_code,sgtf,non_sgtf,ereg_name
2020-04-06,x,0,0,West Midlands
2020-04-06,x,0,0,East of England
2020-04-06,x,0,0,East Midlands
2020-04-06,x,0,0,South West
2020-04-06,x,0,0,North West
2020-04-06,x,0,0,Yorkshire and The Humber
2020-04-06,x,0,0,North East
2020-04-07,x,0,0,London
2020-04-07,x,0,0,South East
2020-04-07,x,0,0,Yorkshire and The Humber
2020-04-07,x,0,0,East of England
2020-04-07,x,0,0,West Midlands
2020-04-07,x,0,0,East Midlands
2020-04-07,x,0,0,North East
2020-04-07,x,0,0,South West
2020-04-07,x,0,0,North West
2020-04-08,x,0,0,London
2020-04-08,x,0,0,South East
2020-04-08,x,0,0,West Midlands
2020-04-08,x,0,0,East of England
2020-04-08,x,0,0,North East
2020-04-08,x,0,0,Yorkshire and The Humber
2020-04-08,x,0,0,North West
2020-04-08,x,0,0,South West
2020-04-08,x,0,0,East Midlands
2020-04-09,x,0,0,Yorkshire and The Humber
2020-04-09,x,0,0,London
2020-04-09,x,0,0,East Midlands
2020-04-09,x,0,0,South East
2020-04-09,x,0,0,East of England
2020-04-09,x,0,0,West Midlands
2020-04-09,x,0,0,North East
2020-04-09,x,0,0,South West
2020-04-09,x,0,0,North West
2020-04-10,x,0,0,South East
2020-04-10,x,0,0,London
2020-04-10,x,0,0,East of England
2020-04-10,x,0,0,West Midlands
2020-04-10,x,0,0,Yorkshire and The Humber
2020-04-10,x,0,0,North East
2020-04-10,x,0,0,South West
2020-04-10,x,0,0,North West
2020-04-10,x,0,0,East Midlands
2020-04-11,x,0,0,West Midlands
2020-04-11,x,0,0,London
2020-04-11,x,0,0,South East
2020-04-11,x,0,0,Yorkshire and The Humber
2020-04-11,x,0,0,East Midlands
2020-04-11,x,0,0,East of England
2020-04-11,x,0,0,North East
2020-04-11,x,0,0,South West
2020-04-11,x,0,0,North West
2020-04-12,x,0,0,South East
2020-04-12,x,0,0,North West
2020-04-12,x,0,0,London
2020-04-12,x,0,0,East of England
2020-04-12,x,0,0,Yorkshire and The Humber
2020-04-12,x,0,0,East Midlands
2020-04-12,x,0,0,West Midlands
2020-04-12,x,0,0,South West
2020-04-12,x,0,0,North East
2020-04-13,x,0,0,South West
2020-04-13,x,0,0,East Midlands
2020-04-13,x,0,0,London
2020-04-13,x,0,0,South East
2020-04-13,x,0,0,Yorkshire and The Humber
2020-04-13,x,0,0,East of England
2020-04-13,x,0,0,West Midlands
2020-04-13,x,0,0,North West
2020-04-13,x,0,0,North East
2020-04-14,x,0,0,South East
2020-04-14,x,0,0,London
2020-04-14,x,0,0,Yorkshire and The Humber
2020-04-14,x,0,0,West Midlands
2020-04-14,x,0,0,East Midlands
2020-04-14,x,0,0,East of England
2020-04-14,x,0,0,South West
2020-04-14,x,0,0,North West
2020-04-14,x,0,0,North East
2020-04-15,x,0,0,West Midlands
2020-04-15,x,0,0,London
2020-04-15,x,0,0,North West
2020-04-15,x,0,0,Yorkshire and The Humber
2020-04-15,x,0,0,South East
2020-04-15,x,0,0,South West
2020-04-15,x,0,0,East of England
2020-04-15,x,0,0,East Midlands
2020-04-15,x,0,0,North East
2020-04-16,x,0,0,London
2020-04-16,x,0,0,South West
2020-04-16,x,0,0,West Midlands
2020-04-16,x,0,0,East of England
2020-04-16,x,0,0,Yorkshire and The Humber
2020-04-16,x,0,0,North East
2020-04-16,x,0,0,South East
2020-04-16,x,0,0,East Midlands
2020-04-16,x,0,0,North West
2020-04-17,x,0,0,London
2020-04-17,x,0,0,East of England
2020-04-17,x,0,0,South East
2020-04-17,x,0,0,Yorkshire and The Humber
2020-04-17,x,0,0,East Midlands
2020-04-17,x,0,0,North West
2020-04-17,x,0,0,South West
2020-04-17,x,0,0,West Midlands
2020-04-17,x,0,0,North East
2020-04-18,x,0,0,North West
2020-04-18,x,0,0,North East
2020-04-18,x,0,0,West Midlands
2020-04-18,x,0,0,London
2020-04-18,x,0,0,East Midlands
2020-04-18,x,0,0,South East
2020-04-18,x,0,0,Yorkshire and The Humber
2020-04-18,x,0,0,South West
2020-04-18,x,0,0,East of England
2020-04-19,x,0,0,London
2020-04-19,x,0,0,South West
2020-04-19,x,0,0,North West
2020-04-19,x,0,0,North East
2020-04-19,x,0,0,East Midlands
2020-04-19,x,0,0,South East
2020-04-19,x,0,0,East of England
2020-04-19,x,0,0,Yorkshire and The Humber
2020-04-19,x,0,0,West Midlands
2020-04-20,x,0,0,South West
2020-04-20,x,0,0,London
2020-04-20,x,0,0,South East
2020-04-20,x,0,0,Yorkshire and The Humber
2020-04-20,x,0,0,West Midlands
2020-04-20,x,0,0,North West
2020-04-20,x,0,0,East Midlands
2020-04-20,x,0,0,East of England
2020-04-20,x,0,0,North East
2020-04-21,x,0,0,South East
2020-04-21,x,0,0,East Midlands
2020-04-21,x,0,0,East of England
2020-04-21,x,0,0,South West
2020-04-21,x,0,0,West Midlands
2020-04-21,x,0,0,London
2020-04-21,x,0,0,Yorkshire and The Humber
2020-04-21,x,0,0,North West
2020-04-21,x,0,0,North East
2020-04-22,x,0,0,North East
2020-04-22,x,0,0,North West
2020-04-22,x,0,0,South East
2020-04-22,x,0,0,London
2020-04-22,x,0,0,West Midlands
2020-04-22,x,0,0,Yorkshire and The Humber
2020-04-22,x,0,0,South West
2020-04-22,x,0,0,East Midlands
2020-04-22,x,0,0,East of England
2020-04-23,x,0,0,South East
2020-04-23,x,0,0,West Midlands
2020-04-23,x,0,0,North West
2020-04-23,x,0,0,East of England
2020-04-23,x,0,0,North East
2020-04-23,x,0,0,Yorkshire and The Humber
2020-04-23,x,0,0,East Midlands
2020-04-23,x,0,0,London
2020-04-23,x,0,0,South West
2020-04-24,x,0,0,Yorkshire and The Humber
2020-04-24,x,0,0,South East
2020-04-24,x,0,0,North West
2020-04-24,x,0,0,East of England
2020-04-24,x,0,0,West Midlands
2020-04-24,x,0,0,London
2020-04-24,x,0,0,North East
2020-04-24,x,0,0,East Midlands
2020-04-24,x,0,0,South West
2020-04-25,x,0,0,East of England
2020-04-25,x,0,0,North West
2020-04-25,x,0,0,West Midlands
2020-04-25,x,0,0,North East
2020-04-25,x,0,0,South East
2020-04-25,x,0,0,Yorkshire and The Humber
2020-04-25,x,0,0,London
2020-04-25,x,0,0,East Midlands
2020-04-25,x,0,0,South West
2020-04-26,x,0,0,West Midlands
2020-04-26,x,0,0,North East
2020-04-26,x,0,0,South West
2020-04-26,x,0,0,East of England
2020-04-26,x,0,0,London
2020-04-26,x,0,0,South East
2020-04-26,x,0,0,North West
2020-04-26,x,0,0,Yorkshire and The Humber
2020-04-26,x,0,0,East Midlands
2020-04-27,x,0,0,East of England
2020-04-27,x,0,0,South West
2020-04-27,x,0,0,South East
2020-04-27,x,0,0,East Midlands
2020-04-27,x,0,0,West Midlands
2020-04-27,x,0,0,London
2020-04-27,x,0,0,North East
2020-04-27,x,0,0,North West
2020-04-27,x,0,0,Yorkshire and The Humber
2020-04-28,x,0,0,North West
2020-04-28,x,0,0,East Midlands
2020-04-28,x,0,0,South East
2020-04-28,x,0,0,London
2020-04-28,x,0,0,Yorkshire and The Humber
2020-04-28,x,0,0,East of England
2020-04-28,x,0,0,North East
2020-04-28,x,0,0,West Midlands
2020-04-28,x,0,0,South West
2020-04-29,x,0,0,East Midlands
2020-04-29,x,0,0,South East
2020-04-29,x,0,0,North West
2020-04-29,x,0,0,East of England
2020-04-29,x,0,0,West Midlands
2020-04-29,x,0,0,North East
2020-04-29,x,0,0,Yorkshire and The Humber
2020-04-29,x,0,0,South West
2020-04-29,x,0,0,London
2020-04-30,x,0,0,East Midlands
2020-04-30,x,0,0,North West
2020-04-30,x,0,0,West Midlands
2020-04-30,x,0,0,South East
2020-04-30,x,0,0,East of England
2020-04-30,x,0,0,Yorkshire and The Humber
2020-04-30,x,0,0,South West
2020-04-30,x,0,0,North East
2020-04-30,x,0,0,London
2020-05-01,x,0,0,North West
2020-05-01,x,0,0,Yorkshire and The Humber
2020-05-01,x,0,0,West Midlands
2020-05-01,x,0,0,South East
2020-05-01,x,0,0,London
2020-05-01,x,0,0,East Midlands
2020-05-01,x,0,0,South West
2020-05-01,x,0,0,East of England
2020-05-01,x,0,0,North East
2020-05-02,x,0,0,West Midlands
2020-05-02,x,0,0,South West
2020-05-02,x,0,0,East Midlands
2020-05-02,x,0,0,North West
2020-05-02,x,0,0,Yorkshire and The Humber
2020-05-02,x,0,0,South East
2020-05-02,x,0,0,London
2020-05-02,x,0,0,North East
2020-05-02,x,0,0,East of England
2020-05-03,x,0,0,East Midlands
2020-05-03,x,0,0,South West
2020-05-03,x,0,0,North West
2020-05-03,x,0,0,East of England
2020-05-03,x,0,0,North East
2020-05-03,x,0,0,South East
2020-05-03,x,0,0,Yorkshire and The Humber
2020-05-03,x,0,0,West Midlands
2020-05-03,x,0,0,London
2020-05-04,x,0,0,South East
2020-05-04,x,0,0,East Midlands
2020-05-04,x,0,0,South West
2020-05-04,x,0,0,Yorkshire and The Humber
2020-05-04,x,0,0,East of England
2020-05-04,x,0,0,North East
2020-05-04,x,0,0,North West
2020-05-04,x,0,0,West Midlands
2020-05-04,x,0,0,London
2020-05-05,x,0,0,North West
2020-05-05,x,0,0,South East
2020-05-05,x,0,0,North East
2020-05-05,x,0,0,London
2020-05-05,x,0,0,Yorkshire and The Humber
2020-05-05,x,0,0,East Midlands
2020-05-05,x,0,0,East of England
2020-05-05,x,0,0,West Midlands
2020-05-05,x,0,0,South West
2020-05-06,x,0,0,West Midlands
2020-05-06,x,0,0,North West
2020-05-06,x,0,0,East of England
2020-05-06,x,0,0,East Midlands
2020-05-06,x,0,0,South West
2020-05-06,x,0,0,London
2020-05-06,x,0,0,South East
2020-05-06,x,0,0,Yorkshire and The Humber
2020-05-06,x,0,0,North East
2020-05-07,x,0,0,South East
2020-05-07,x,0,0,North West
2020-05-07,x,0,0,North East
2020-05-07,x,0,0,Yorkshire and The Humber
2020-05-07,x,0,0,East Midlands
2020-05-07,x,0,0,East of England
2020-05-07,x,0,0,West Midlands
2020-05-07,x,0,0,London
2020-05-07,x,0,0,South West
2020-05-08,x,0,0,Yorkshire and The Humber
2020-05-08,x,0,0,South East
2020-05-08,x,0,0,East of England
2020-05-08,x,0,0,East Midlands
2020-05-08,x,0,0,North West
2020-05-08,x,0,0,North East
2020-05-08,x,0,0,West Midlands
2020-05-08,x,0,0,South West
2020-05-08,x,0,0,London
2020-05-09,x,0,0,West Midlands
2020-05-09,x,0,0,East Midlands
2020-05-09,x,0,0,South East
2020-05-09,x,0,0,North West
2020-05-09,x,0,0,East of England
2020-05-09,x,0,0,Yorkshire and The Humber
2020-05-09,x,0,0,London
2020-05-09,x,0,0,South West
2020-05-09,x,0,0,North East
2020-05-10,x,0,0,North West
2020-05-10,x,0,0,London
2020-05-10,x,0,0,East of England
2020-05-10,x,0,0,South East
2020-05-10,x,0,0,West Midlands
2020-05-10,x,0,0,South West
2020-05-10,x,0,0,North East
2020-05-10,x,0,0,East Midlands
2020-05-10,x,0,0,Yorkshire and The Humber
2020-05-11,x,0,0,West Midlands
2020-05-11,x,0,0,Yorkshire and The Humber
2020-05-11,x,0,0,London
2020-05-11,x,0,0,North East
2020-05-11,x,0,0,South West
2020-05-11,x,0,0,North West
2020-05-11,x,0,0,East of England
2020-05-11,x,0,0,South East
2020-05-11,x,0,0,East Midlands
2020-05-12,x,0,0,East Midlands
2020-05-12,x,0,0,East of England
2020-05-12,x,0,0,West Midlands
2020-05-12,x,0,0,Yorkshire and The Humber
2020-05-12,x,0,0,South West
2020-05-12,x,0,0,North West
2020-05-12,x,0,0,South East
2020-05-12,x,0,0,North East
2020-05-12,x,0,0,London
2020-05-13,x,0,0,North East
2020-05-13,x,0,0,South East
2020-05-13,x,0,0,East Midlands
2020-05-13,x,0,0,North West
2020-05-13,x,0,0,Yorkshire and The Humber
2020-05-13,x,0,0,East of England
2020-05-13,x,0,0,London
2020-05-13,x,0,0,South West
2020-05-13,x,0,0,West Midlands
2020-05-14,x,0,0,East of England
2020-05-14,x,0,0,South East
2020-05-14,x,0,0,Yorkshire and The Humber
2020-05-14,x,0,0,North West
2020-05-14,x,0,0,East Midlands
2020-05-14,x,0,0,West Midlands
2020-05-14,x,0,0,London
2020-05-14,x,0,0,North East
2020-05-14,x,0,0,South West
2020-05-15,x,0,0,North East
2020-05-15,x,0,0,South East
2020-05-15,x,0,0,North West
2020-05-15,x,0,0,London
2020-05-15,x,0,0,Yorkshire and The Humber
2020-05-15,x,0,0,West Midlands
2020-05-15,x,0,0,East Midlands
2020-05-15,x,0,0,South West
2020-05-15,x,0,0,East of England
2020-05-16,x,0,0,East of England
2020-05-16,x,0,0,East Midlands
2020-05-16,x,0,0,South East
2020-05-16,x,0,0,North West
2020-05-16,x,0,0,London
2020-05-16,x,0,0,Yorkshire and The Humber
2020-05-16,x,0,0,North East
2020-05-16,x,0,0,West Midlands
2020-05-16,x,0,0,South West
2020-05-17,x,0,0,East Midlands
2020-05-17,x,0,0,South East
2020-05-17,x,0,0,South West
2020-05-17,x,0,0,East of England
2020-05-17,x,0,0,North East
2020-05-17,x,0,0,London
2020-05-17,x,0,0,North West
2020-05-17,x,0,0,West Midlands
2020-05-17,x,0,0,Yorkshire and The Humber
2020-05-18,x,0,0,North West
2020-05-18,x,0,0,South East
2020-05-18,x,0,0,West Midlands
2020-05-18,x,0,0,East of England
2020-05-18,x,0,0,London
2020-05-18,x,0,0,North East
2020-05-18,x,0,0,East Midlands
2020-05-18,x,0,0,Yorkshire and The Humber
2020-05-18,x,0,0,South West
2020-05-19,x,0,0,East Midlands
2020-05-19,x,0,0,North West
2020-05-19,x,0,0,North East
2020-05-19,x,0,0,South East
2020-05-19,x,0,0,Yorkshire and The Humber
2020-05-19,x,0,0,East of England
2020-05-19,x,0,0,South West
2020-05-19,x,0,0,London
2020-05-19,x,0,0,West Midlands
2020-05-20,x,0,0,London
2020-05-20,x,0,0,East Midlands
2020-05-20,x,0,0,West Midlands
2020-05-20,x,0,0,North West
2020-05-20,x,0,0,East of England
2020-05-20,x,0,0,South East
2020-05-20,x,0,0,Yorkshire and The Humber
2020-05-20,x,0,0,South West
2020-05-20,x,0,0,North East
2020-05-21,x,0,0,Yorkshire and The Humber
2020-05-21,x,0,0,North East
2020-05-21,x,0,0,East Midlands
2020-05-21,x,0,0,North West
2020-05-21,x,0,0,West Midlands
2020-05-21,x,0,0,London
2020-05-21,x,0,0,East of England
2020-05-21,x,0,0,South West
2020-05-21,x,0,0,South East
2020-05-22,x,0,0,East of England
2020-05-22,x,0,0,Yorkshire and The Humber
2020-05-22,x,0,0,North West
2020-05-22,x,0,0,London
2020-05-22,x,0,0,East Midlands
2020-05-22,x,0,0,South East
2020-05-22,x,0,0,South West
2020-05-22,x,0,0,North East
2020-05-22,x,0,0,West Midlands
2020-05-23,x,0,0,Yorkshire and The Humber
2020-05-23,x,0,0,West Midlands
2020-05-23,x,0,0,North West
2020-05-23,x,0,0,East Midlands
2020-05-23,x,0,0,South East
2020-05-23,x,0,0,East of England
2020-05-23,x,0,0,South West
2020-05-23,x,0,0,London
2020-05-23,x,0,0,North East
2020-05-24,x,0,0,North West
2020-05-24,x,0,0,Yorkshire and The Humber
2020-05-24,x,0,0,West Midlands
2020-05-24,x,0,0,South East
2020-05-24,x,0,0,South West
2020-05-24,x,0,0,East Midlands
2020-05-24,x,0,0,London
2020-05-24,x,0,0,North East
2020-05-24,x,0,0,East of England
2020-05-25,x,0,0,North East
2020-05-25,x,0,0,East Midlands
2020-05-25,x,0,0,South East
2020-05-25,x,0,0,West Midlands
2020-05-25,x,0,0,North West
2020-05-25,x,0,0,Yorkshire and The Humber
2020-05-25,x,0,0,East of England
2020-05-25,x,0,0,London
2020-05-25,x,0,0,South West
2020-05-26,x,0,0,North West
2020-05-26,x,0,0,South East
2020-05-26,x,0,0,East of England
2020-05-26,x,0,0,North East
2020-05-26,x,0,0,Yorkshire and The Humber
2020-05-26,x,0,0,East Midlands
2020-05-26,x,0,0,South West
2020-05-26,x,0,0,West Midlands
2020-05-26,x,0,0,London
2020-05-27,x,0,0,East of England
2020-05-27,x,0,0,West Midlands
2020-05-27,x,0,0,South East
2020-05-27,x,0,0,North West
2020-05-27,x,0,0,London
2020-05-27,x,0,0,Yorkshire and The Humber
2020-05-27,x,0,0,South West
2020-05-27,x,0,0,East Midlands
2020-05-27,x,0,0,North East
2020-05-28,x,0,0,South East
2020-05-28,x,0,0,North West
2020-05-28,x,0,0,Yorkshire and The Humber
2020-05-28,x,0,0,South West
2020-05-28,x,0,0,London
2020-05-28,x,0,0,East of England
2020-05-28,x,0,0,East Midlands
2020-05-28,x,0,0,West Midlands
2020-05-28,x,0,0,North East
2020-05-29,x,0,0,South East
2020-05-29,x,0,0,South West
2020-05-29,x,0,0,North West
2020-05-29,x,0,0,Yorkshire and The Humber
2020-05-29,x,0,0,East Midlands
2020-05-29,x,0,0,East of England
2020-05-29,x,0,0,West Midlands
2020-05-29,x,0,0,London
2020-05-29,x,0,0,North East
2020-05-30,x,0,0,North East
2020-05-30,x,0,0,East of England
2020-05-30,x,0,0,London
2020-05-30,x,0,0,North West
2020-05-30,x,0,0,South West
2020-05-30,x,0,0,Yorkshire and The Humber
2020-05-30,x,0,0,South East
2020-05-30,x,0,0,East Midlands
2020-05-30,x,0,0,West Midlands
2020-05-31,x,0,0,South West
2020-05-31,x,0,0,South East
2020-05-31,x,0,0,Yorkshire and The Humber
2020-05-31,x,0,0,North West
2020-05-31,x,0,0,West Midlands
2020-05-31,x,0,0,East Midlands
2020-05-31,x,0,0,North East
2020-05-31,x,0,0,London
2020-05-31,x,0,0,East of England
2020-06-01,x,0,0,West Midlands
2020-06-01,x,0,0,South East
2020-06-01,x,0,0,East Midlands
2020-06-01,x,0,0,East of England
2020-06-01,x,0,0,North East
2020-06-01,x,0,0,North West
2020-06-01,x,0,0,London
2020-06-01,x,0,0,Yorkshire and The Humber
2020-06-01,x,0,0,South West
2020-06-02,x,0,0,North West
2020-06-02,x,0,0,Yorkshire and The Humber
2020-06-02,x,0,0,East Midlands
2020-06-02,x,0,0,South West
2020-06-02,x,0,0,North East
2020-06-02,x,0,0,East of England
2020-06-02,x,0,0,South East
2020-06-02,x,0,0,West Midlands
2020-06-02,x,0,0,London
2020-06-03,x,0,0,South East
2020-06-03,x,0,0,East Midlands
2020-06-03,x,0,0,Yorkshire and The Humber
2020-06-03,x,0,0,North West
2020-06-03,x,0,0,West Midlands
2020-06-03,x,0,0,North East
2020-06-03,x,0,0,South West
2020-06-03,x,0,0,East of England
2020-06-03,x,0,0,London
2020-06-04,x,0,0,North West
2020-06-04,x,0,0,North East
2020-06-04,x,0,0,Yorkshire and The Humber
2020-06-04,x,0,0,South East
2020-06-04,x,0,0,West Midlands
2020-06-04,x,0,0,East Midlands
2020-06-04,x,0,0,London
2020-06-04,x,0,0,East of England
2020-06-04,x,0,0,South West
2020-06-05,x,0,0,Yorkshire and The Humber
2020-06-05,x,0,0,North West
2020-06-05,x,0,0,South East
2020-06-05,x,0,0,West Midlands
2020-06-05,x,0,0,East Midlands
2020-06-05,x,0,0,London
2020-06-05,x,0,0,South West
2020-06-05,x,0,0,East of England
2020-06-05,x,0,0,North East
2020-06-06,x,0,0,South East
2020-06-06,x,0,0,East Midlands
2020-06-06,x,0,0,West Midlands
2020-06-06,x,0,0,Yorkshire and The Humber
2020-06-06,x,0,0,South West
2020-06-06,x,0,0,East of England
2020-06-06,x,0,0,North West
2020-06-06,x,0,0,London
2020-06-06,x,0,0,North East
2020-06-07,x,0,0,South East
2020-06-07,x,0,0,North West
2020-06-07,x,0,0,Yorkshire and The Humber
2020-06-07,x,0,0,East Midlands
2020-06-07,x,0,0,East of England
2020-06-07,x,0,0,North East
2020-06-07,x,0,0,West Midlands
2020-06-07,x,0,0,London
2020-06-07,x,0,0,South West
2020-06-08,x,0,0,Yorkshire and The Humber
2020-06-08,x,0,0,East of England
2020-06-08,x,0,0,East Midlands
2020-06-08,x,0,0,West Midlands
2020-06-08,x,0,0,North West
2020-06-08,x,0,0,London
2020-06-08,x,0,0,South East
2020-06-08,x,0,0,South West
2020-06-08,x,0,0,North East
2020-06-09,x,0,0,East Midlands
2020-06-09,x,0,0,Yorkshire and The Humber
2020-06-09,x,0,0,North West
2020-06-09,x,0,0,North East
2020-06-09,x,0,0,East of England
2020-06-09,x,0,0,South East
2020-06-09,x,0,0,South West
2020-06-09,x,0,0,West Midlands
2020-06-09,x,0,0,London
2020-06-10,x,0,0,North West
2020-06-10,x,0,0,Yorkshire and The Humber
2020-06-10,x,0,0,West Midlands
2020-06-10,x,0,0,East Midlands
2020-06-10,x,0,0,South West
2020-06-10,x,0,0,East of England
2020-06-10,x,0,0,South East
2020-06-10,x,0,0,North East
2020-06-10,x,0,0,London
2020-06-11,x,0,0,North West
2020-06-11,x,0,0,South East
2020-06-11,x,0,0,East Midlands
2020-06-11,x,0,0,Yorkshire and The Humber
2020-06-11,x,0,0,North East
2020-06-11,x,0,0,London
2020-06-11,x,0,0,South West
2020-06-11,x,0,0,West Midlands
2020-06-11,x,0,0,East of England
2020-06-12,x,0,0,West Midlands
2020-06-12,x,0,0,East Midlands
2020-06-12,x,0,0,North East
2020-06-12,x,0,0,East of England
2020-06-12,x,0,0,London
2020-06-12,x,0,0,North West
2020-06-12,x,0,0,Yorkshire and The Humber
2020-06-12,x,0,0,South East
2020-06-12,x,0,0,South West
2020-06-13,x,0,0,East Midlands
2020-06-13,x,0,0,Yorkshire and The Humber
2020-06-13,x,0,0,North West
2020-06-13,x,0,0,South East
2020-06-13,x,0,0,West Midlands
2020-06-13,x,0,0,South West
2020-06-13,x,0,0,North East
2020-06-13,x,0,0,London
2020-06-13,x,0,0,East of England
2020-06-14,x,0,0,South East
2020-06-14,x,0,0,North West
2020-06-14,x,0,0,East Midlands
2020-06-14,x,0,0,Yorkshire and The Humber
2020-06-14,x,0,0,London
2020-06-14,x,0,0,East of England
2020-06-14,x,0,0,West Midlands
2020-06-14,x,0,0,North East
2020-06-14,x,0,0,South West
2020-06-15,x,0,0,London
2020-06-15,x,0,0,East Midlands
2020-06-15,x,0,0,East of England
2020-06-15,x,0,0,Yorkshire and The Humber
2020-06-15,x,0,0,North West
2020-06-15,x,0,0,South East
2020-06-15,x,0,0,South West
2020-06-15,x,0,0,West Midlands
2020-06-15,x,0,0,North East
2020-06-16,x,0,0,North East
2020-06-16,x,0,0,North West
2020-06-16,x,0,0,Yorkshire and The Humber
2020-06-16,x,0,0,East Midlands
2020-06-16,x,0,0,South East
2020-06-16,x,0,0,West Midlands
2020-06-16,x,0,0,East of England
2020-06-16,x,0,0,London
2020-06-16,x,0,0,South West
2020-06-17,x,0,0,West Midlands
2020-06-17,x,0,0,East Midlands
2020-06-17,x,0,0,Yorkshire and The Humber
2020-06-17,x,0,0,South East
2020-06-17,x,0,0,North West
2020-06-17,x,0,0,East of England
2020-06-17,x,0,0,South West
2020-06-17,x,0,0,London
2020-06-17,x,0,0,North East
2020-06-18,x,0,0,North West
2020-06-18,x,0,0,South East
2020-06-18,x,0,0,Yorkshire and The Humber
2020-06-18,x,0,0,West Midlands
2020-06-18,x,0,0,London
2020-06-18,x,0,0,East Midlands
2020-06-18,x,0,0,East of England
2020-06-18,x,0,0,North East
2020-06-18,x,0,0,South West
2020-06-19,x,0,0,North West
2020-06-19,x,0,0,Yorkshire and The Humber
2020-06-19,x,0,0,South West
2020-06-19,x,0,0,East Midlands
2020-06-19,x,0,0,West Midlands
2020-06-19,x,0,0,East of England
2020-06-19,x,0,0,South East
2020-06-19,x,0,0,North East
2020-06-19,x,0,0,London
2020-06-20,x,0,0,East Midlands
2020-06-20,x,0,0,North West
2020-06-20,x,0,0,Yorkshire and The Humber
2020-06-20,x,0,0,West Midlands
2020-06-20,x,0,0,South East
2020-06-20,x,0,0,North East
2020-06-20,x,0,0,London
2020-06-20,x,0,0,East of England
2020-06-20,x,0,0,South West
2020-06-21,x,0,0,East of England
2020-06-21,x,0,0,South East
2020-06-21,x,0,0,Yorkshire and The Humber
2020-06-21,x,0,0,North West
2020-06-21,x,0,0,East Midlands
2020-06-21,x,0,0,London
2020-06-21,x,0,0,West Midlands
2020-06-21,x,0,0,South West
2020-06-21,x,0,0,North East
2020-06-22,x,0,0,South West
2020-06-22,x,0,0,East of England
2020-06-22,x,0,0,East Midlands
2020-06-22,x,0,0,South East
2020-06-22,x,0,0,West Midlands
2020-06-22,x,0,0,North West
2020-06-22,x,0,0,Yorkshire and The Humber
2020-06-22,x,0,0,North East
2020-06-22,x,0,0,London
2020-06-23,x,0,0,North West
2020-06-23,x,0,0,East Midlands
2020-06-23,x,0,0,West Midlands
2020-06-23,x,0,0,Yorkshire and The Humber
2020-06-23,x,0,0,East of England
2020-06-23,x,0,0,London
2020-06-23,x,0,0,North East
2020-06-23,x,0,0,South East
2020-06-23,x,0,0,South West
2020-06-24,x,0,0,East Midlands
2020-06-24,x,0,0,West Midlands
2020-06-24,x,0,0,North West
2020-06-24,x,0,0,Yorkshire and The Humber
2020-06-24,x,0,0,East of England
