"date_num","region","prob","SE","df","asymp.LCL","asymp.UCL","date"
18927,"London",3.78552256535864e-10,3.21925440997764e-10,189,7.07275583120302e-11,2.02610996556959e-09,2021-10-27
18928,"London",6.23880743289956e-10,5.17933868980251e-10,189,1.21309908701978e-10,3.20853576762503e-09,2021-10-28
18929,"London",1.02819934385802e-09,8.32791591989703e-10,189,2.08066557075041e-10,5.08103705926741e-09,2021-10-29
18930,"London",1.69454483377394e-09,1.33822291642459e-09,189,3.56867137240245e-10,8.04636201998848e-09,2021-10-30
18931,"London",2.79272906521757e-09,2.14900197784697e-09,189,6.12081097876297e-10,1.27423238492077e-08,2021-10-31
18932,"London",4.60261391183748e-09,3.44862843631821e-09,189,1.04980675427037e-09,2.01790038791043e-08,2021-11-01
18933,"London",7.5854314191921e-09,5.5302025020083e-09,189,1.80055989741882e-09,3.19560425778395e-08,2021-11-02
18934,"London",1.25013244226408e-08,8.86141668963007e-09,189,3.08818573585984e-09,5.06067708367543e-08,2021-11-03
18935,"London",2.06030617357906e-08,1.41877567461135e-08,189,5.29659385149422e-09,8.01432290286814e-08,2021-11-04
18936,"London",3.39552943599531e-08,2.26961419693146e-08,189,9.08420899063887e-09,1.26919353985642e-07,2021-11-05
18937,"London",5.59607120475399e-08,3.62740025921901e-08,189,1.55802522170428e-08,2.00998091783028e-07,2021-11-06
18938,"London",9.22271859878545e-08,5.79187725652484e-08,189,2.67213548737847e-08,3.18316661318764e-07,2021-11-07
18939,"London",1.5199688002714e-07,9.23839581312719e-08,189,4.58288280779274e-08,5.04116007864704e-07,2021-11-08
18940,"London",2.50501523988073e-07,1.47196454970459e-07,189,7.85986215872357e-08,7.9837265159035e-07,2021-11-09
18941,"London",4.12844063004767e-07,2.3425499947238e-07,189,1.34798968043418e-07,1.26440228053974e-06,2021-11-10
18942,"London",6.80395870304141e-07,3.72335792341356e-07,189,2.31181542044658e-07,2.00248744836399e-06,2021-11-11
18943,"London",1.12133975401652e-06,5.91009912570436e-07,189,3.9647344608916e-07,3.17146378894814e-06,2021-11-12
18944,"London",1.84804543869035e-06,9.36750299500512e-07,189,6.7993707762631e-07,5.02291344624387e-06,2021-11-13
18945,"London",3.04570521359725e-06,1.48242144314729e-06,189,1.16604737329234e-06,7.95533042094417e-06,2021-11-14
18946,"London",5.01952649754149e-06,2.34197213556192e-06,189,1.99965714594922e-06,1.25999256442094e-05,2021-11-15
18947,"London",8.27250579521006e-06,3.69309091740196e-06,189,3.42914279289854e-06,1.99565571103328e-05,2021-11-16
18948,"London",1.36335982877179e-05,5.81197634407226e-06,189,5.88037222965188e-06,3.16090708036649e-05,2021-11-17
18949,"London",2.24689303435235e-05,9.12641279442367e-06,189,1.00835029407866e-05,5.00664455136287e-05,2021-11-18
18950,"London",3.7029838302762e-05,1.42962793547328e-05,189,1.72903189278909e-05,7.93032233541178e-05,2021-11-19
18951,"London",6.1026313432484e-05,2.23347602863068e-05,189,2.96466992766089e-05,0.000125615577018429,2021-11-20
18952,"London",0.00010057167914949,3.47891915662854e-05,189,5.08308156338904e-05,0.000198977140063658,2021-11-21
18953,"London",0.00016573839831656,5.40078881494224e-05,189,8.7146307389913e-05,0.000315185697670369,2021-11-22
18954,"London",0.000273119201513828,8.35282841721112e-05,189,0.000149393953022005,0.000499260197224489,2021-11-23
18955,"London",0.000450039996073228,0.000128631098031422,189,0.000256074033464388,0.000790811294586053,2021-11-24
18956,"London",0.000741481307503079,0.000197111468107446,189,0.000438859538018373,0.00125251868950173,2021-11-25
18957,"London",0.00122142641076163,0.000300312499882226,189,0.000751934260966868,0.00198347784033255,2021-11-26
18958,"London",0.00201140446350218,0.000454430531614826,189,0.00128787977069764,0.00314012384614475,2021-11-27
18959,"London",0.00331062052538943,0.000681995947331439,189,0.00220457677049552,0.00496880692710029,2021-11-28
18960,"London",0.00544445431322931,0.00101318477063164,189,0.00377039609656482,0.00785593414060719,2021-11-29
18961,"London",0.00894129526167441,0.00148609892714353,189,0.00643908574813843,0.0124037169957812,2021-11-30
18962,"London",0.0146509870218549,0.00214420097984081,215,0.010973413776459,0.0195366973778593,2021-12-01
18963,"London",0.0239074658266598,0.00302705721050834,189,0.0186104678514902,0.0306650110030823,2021-12-02
18964,"London",0.0386739985064937,0.00414895645726437,189,0.0312714151697918,0.0477425626708403,2021-12-03
18965,"London",0.061645492276942,0.00547129220186959,189,0.0516954790109231,0.0733624635475197,2021-12-04
18966,"London",0.096127527576409,0.00688057172298638,189,0.0833847712284941,0.11058268513059,2021-12-05
18967,"London",0.145430229071183,0.00820711045373156,189,0.129976542302786,0.162378374005916,2021-12-06
18968,"London",0.211601944199856,0.00931807462248496,189,0.193804672195291,0.230566147153218,2021-12-07
18969,"London",0.293779674712917,0.0102240461283398,189,0.274023363374345,0.31434361465814,2021-12-08
18970,"London",0.387174278999824,0.0110065534537379,189,0.365699496800133,0.409096788592881,2021-12-09
18971,"London",0.483874908685914,0.011574983948654,189,0.46109160844302,0.506725437982919,2021-12-10
18972,"London",0.575432399213123,0.0116611779871499,189,0.552282298247932,0.59825622199732,2021-12-11
18973,"London",0.655569733759191,0.0111022008239895,189,0.633351761048705,0.677127701584242,2021-12-12
18974,"London",0.721393548358365,0.00998737010618749,189,0.701271950288019,0.740661026456573,2021-12-13
18975,"London",0.773357097863639,0.00857826472305539,189,0.75599083916932,0.789830995165163,2021-12-14
18976,"London",0.813715412070746,0.00714423823241977,189,0.799210104308824,0.827399143583931,2021-12-15
18977,"London",0.844906180275511,0.00587561560377068,189,0.832959302405451,0.856146173625212,2021-12-16
18978,"London",0.869079803507876,0.00489308838748711,189,0.859121916751682,0.87843342066704,2021-12-17
18979,"London",0.887971974994972,0.00426373755347873,189,0.879281455494485,0.896110784283408,2021-12-18
18980,"London",0.902922648435955,0.00399255253775282,189,0.894756826458253,0.910518246908396,2021-12-19
18981,"London",0.914944629608781,0.00401151305550406,189,0.90669037843957,0.92253108993119,2021-12-20
18982,"London",0.924797414541202,0.0042105903340351,189,0.916058673561989,0.932693249053246,2021-12-21
18983,"London",0.933050071992057,0.00448755244444632,189,0.923635988242123,0.94137725648895,2021-12-22
18984,"London",0.940129655690084,0.00476926291305923,189,0.930000232847279,0.948873865993131,2021-12-23
18985,"London",0.946356450073804,0.00500788488481283,189,0.935575525701899,0.955419238929331,2021-12-24
18986,"London",0.951946602503513,0.00517567895687176,189,0.940643872960187,0.961185851256134,2021-12-25
18987,"London",0.956980690765432,0.0052699049305386,189,0.945299385434656,0.966256501030597,2021-12-26
18988,"London",0.961508730366427,0.00529698347124259,189,0.949585466866039,0.970699100955717,2021-12-27
18989,"London",0.965577310182557,0.00526556042081592,189,0.953536460530838,0.974581000219905,2021-12-28
18990,"London",0.969229598242174,0.00518484390547928,189,0.957181046591663,0.97796592800839,2021-12-29
18991,"London",0.972505408540687,0.0050637685073421,189,0.960544084586801,0.980912634165764,2021-12-30
18992,"London",0.975441313336243,0.00491058728427265,189,0.963647663318728,0.983474409393155,2021-12-31
18993,"London",0.978070787924279,0.0047326929907333,189,0.966511729803538,0.985699071326202,2022-01-01
18994,"London",0.980424377221634,0.00453656497316137,189,0.969154485803554,0.987629197042765,2022-01-02
18995,"London",0.982529875565841,0.00432778532150372,189,0.971592651385766,0.989302480529606,2022-01-03
18996,"London",0.984412512938194,0.00411109232423168,189,0.973841649878996,0.99075214569248,2022-01-04
18997,"London",0.986095142355195,0.00389045258982837,189,0.97591574491924,0.992007374535271,2022-01-05
18998,"London",0.987598424458962,0.00366914076592589,189,0.977828147387853,0.993093727036336,2022-01-06
18999,"London",0.988941006396735,0.00344982025490708,189,0.979591102817259,0.994033539422396,2022-01-07
19000,"London",0.990139692939561,0.00323462104507388,189,0.981215965671068,0.994846293805463,2022-01-08
19001,"London",0.991209608477744,0.00302521247126238,189,0.982713264447014,0.995548956053508,2022-01-09
19002,"London",0.992164349071841,0.00282286978952398,189,0.984092760072875,0.996156281198365,2022-01-10
19003,"London",0.993016124157045,0.00262853412964143,189,0.985363499162879,0.996681087176162,2022-01-11
19004,"London",0.993775887816971,0.00244286581657622,189,0.986533863144351,0.9971344985762,2022-01-12
19005,"London",0.994453459779196,0.00226629131441238,189,0.987611613916964,0.997526162555045,2022-01-13
19006,"London",0.995057636455229,0.00209904419973008,189,0.988603936489448,0.997864439291942,2022-01-14
19007,"London",0.995596292465634,0.00194120065224663,189,0.989517478902377,0.998156569411923,2022-01-15
19008,"London",0.99607647316801,0.00179270998355462,189,0.990358389660403,0.99840882074628,2022-01-16
19009,"London",0.996504478750768,0.00165342072653974,189,0.991132352844302,0.998626616678496,2022-01-17
19010,"London",0.996885940476712,0.00152310279000054,189,0.991844621040501,0.998814648165773,2022-01-18
19011,"London",0.997225889663387,0.00140146615296796,189,0.992500046205729,0.998976971351014,2022-01-19
19012,"London",0.997528819976939,0.00128817653660898,189,0.993103108572298,0.999117092500138,2022-01-20
19013,"London",0.997798743596588,0.00118286845205552,189,0.993657943692136,0.999238041823096,2022-01-21
19014,"London",0.998039241780838,0.0010851559824611,189,0.994168367713044,0.999342437568915,2022-01-22
19015,"London",0.998253510336494,0.000994641618646457,189,0.994637900977566,0.999432541628444,2022-01-23
19016,"London",0.99844440045924,0.000910923430834167,189,0.995069790032482,0.999510307734622,2022-01-24
19017,"London",0.998614455381253,0.000833600824758525,189,0.995467028134856,0.999577423219537,2022-01-25
19018,"London",0.998765943228095,0.000762279099148007,189,0.995832374338474,0.999635345170094,2022-01-26
19019,"London",0.998900886454609,0.000696572993289673,189,0.996168371242297,0.999685331719164,2022-01-27
18871,"East of England",2.22044604925031e-16,5.45669863219898e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-01
18872,"East of England",2.22044604925031e-16,5.40129991890203e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-02
18873,"East of England",2.22044604925031e-16,5.34590152689427e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-03
18874,"East of England",2.22044604925031e-16,5.29050346626864e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-04
18875,"East of England",2.22044604925031e-16,5.23510574754523e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-05
18876,"East of England",2.22044604925031e-16,5.17970838169411e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-06
18877,"East of England",2.22044604925031e-16,5.12431138015968e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-07
18878,"East of England",2.22044604925031e-16,5.06891475488653e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-08
18879,"East of England",2.22044604925031e-16,5.0135185183471e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-09
18880,"East of England",2.22044604925031e-16,4.95812268357116e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-10
18881,"East of England",2.22044604925031e-16,4.90272726417726e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-11
18882,"East of England",2.22044604925031e-16,4.84733227440638e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-12
18883,"East of England",2.22044604925031e-16,4.7919377291579e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-13
18884,"East of England",2.22044604925031e-16,4.73654364402809e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-14
18885,"East of England",2.22044604925031e-16,4.68115003535128e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-15
18886,"East of England",2.22044604925031e-16,4.62575692024412e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-16
18887,"East of England",2.22044604925031e-16,4.57036431665289e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-17
18888,"East of England",2.22044604925031e-16,4.51497224340441e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-18
18889,"East of England",2.22044604925031e-16,4.45958072026071e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-19
18890,"East of England",2.22044604925031e-16,4.40418976797781e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-20
18891,"East of England",2.22044604925031e-16,4.34879940836899e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-21
18892,"East of England",2.22044604925031e-16,4.29340966437295e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-22
18893,"East of England",2.22044604925031e-16,4.23802056012736e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-23
18894,"East of England",2.22044604925031e-16,4.18263212104817e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-24
18895,"East of England",2.22044604925031e-16,4.1272443739154e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-25
18896,"East of England",2.22044604925031e-16,4.07185734696578e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-26
18897,"East of England",2.22044604925031e-16,4.01647106999325e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-27
18898,"East of England",2.22044604925031e-16,3.96108557445769e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-28
18899,"East of England",2.22044604925031e-16,3.90570089360303e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-29
18900,"East of England",2.22044604925031e-16,3.85031706258547e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-30
18901,"East of England",2.22044604925031e-16,3.79493411861295e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-01
18902,"East of England",2.22044604925031e-16,3.73955210109701e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-02
18903,"East of England",2.22044604925031e-16,3.68417105181832e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-03
18904,"East of England",2.22044604925031e-16,3.62879101510733e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-04
18905,"East of England",2.22044604925031e-16,3.57341203804178e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-05
18906,"East of England",2.22044604925031e-16,3.51803417066275e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-10-06
18907,"East of England",2.22044604925031e-16,3.46265746621148e-16,189,2.22044604925031e-16,9.53809550727e-14,2021-10-07
18908,"East of England",2.22044604925031e-16,3.40728198138928e-16,189,2.22044604925031e-16,1.50017769665831e-13,2021-10-08
18909,"East of England",2.22044604925031e-16,3.35190777664312e-16,189,2.22044604925031e-16,2.35952311352252e-13,2021-10-09
18910,"East of England",2.22044604925031e-16,3.29653491647999e-16,189,2.22044604925031e-16,3.71113101190514e-13,2021-10-10
18911,"East of England",2.22044604925031e-16,3.2411634698135e-16,189,2.22044604925031e-16,5.83698909452762e-13,2021-10-11
18912,"East of England",2.22044604925031e-16,3.18579351034649e-16,189,2.22044604925031e-16,9.18062083878563e-13,2021-10-12
18913,"East of England",2.22044604925031e-16,3.13042511699429e-16,189,2.22044604925031e-16,1.44396220182802e-12,2021-10-13
18914,"East of England",1.47852476892236e-13,2.04758407613564e-13,189,2.22044604925031e-16,2.27112080383511e-12,2021-10-14
18915,"East of England",2.44272444497658e-13,3.32198065410957e-13,189,2.22044604925031e-16,3.57211406164906e-12,2021-10-15
18916,"East of England",4.03571373270594e-13,5.38774096563747e-13,189,2.22044604925031e-16,5.6183800065818e-12,2021-10-16
18917,"East of England",6.66754916455823e-13,8.73504392826232e-13,189,2.22044604925031e-16,8.83685343502816e-12,2021-10-17
18918,"East of England",1.10157000238928e-12,1.41568447073517e-12,189,2.22044604925031e-16,1.38990458563728e-11,2021-10-18
18919,"East of England",1.81994379076167e-12,2.29353147452267e-12,189,1.51510518871301e-13,2.18611580644419e-11,2021-10-19
18920,"East of England",3.00679520533991e-12,3.71426862740622e-12,189,2.62933223243392e-13,3.4384461937042e-11,2021-10-20
18921,"East of England",4.96763551310804e-12,6.01264272275739e-12,189,4.56296563938809e-13,5.40819382398436e-11,2021-10-21
18922,"East of England",8.20721096908587e-12,9.72912214181199e-12,189,7.91859123513344e-13,8.50635042096234e-11,2021-10-22
18923,"East of England",1.35594311847566e-11,1.57358535508719e-11,189,1.37419251885536e-12,1.33793607163157e-10,2021-10-23
18924,"East of England",2.24020285022581e-11,2.54394118856976e-11,189,2.38476776640576e-12,2.10440147674435e-10,2021-10-24
18925,"East of England",3.70112045391156e-11,4.11069367389211e-11,189,4.13850407458286e-12,3.30996233516248e-10,2021-10-25
18926,"East of England",6.11475546192228e-11,6.63903602503284e-11,189,7.18190040895909e-12,5.20617555449584e-10,2021-10-26
18927,"East of England",1.01024094795411e-10,1.07168394582157e-10,189,1.24633265836741e-11,8.18871884186898e-10,2021-10-27
18928,"East of England",1.6690557443418e-10,1.7289778423189e-10,189,2.16285336568634e-11,1.28799627344038e-09,2021-10-28
18929,"East of England",2.75750758593011e-10,2.78779969863671e-10,189,3.75334574843302e-11,2.02588532594959e-09,2021-10-29
18930,"East of England",4.5557783864918e-10,4.49232034751632e-10,189,6.51340885700186e-11,3.18652139208748e-09,2021-10-30
18931,"East of England",7.52676685652384e-10,7.23441658628131e-10,189,1.13030655576749e-10,5.01211099044978e-09,2021-10-31
18932,"East of England",1.24352447584956e-09,1.1642481118826e-09,189,1.96147213154339e-10,7.88363540078352e-09,2021-11-01
18933,"East of England",2.05447192801199e-09,1.87232502239441e-09,189,3.40381432921318e-10,1.24003675239577e-08,2021-11-02
18934,"East of England",3.39426765031987e-09,3.00880310964911e-09,189,5.90673141547788e-10,1.95049544634901e-08,2021-11-03
18935,"East of England",5.60779279329943e-09,4.83130952869479e-09,189,1.02500508858329e-09,3.06801787800904e-08,2021-11-04
18936,"East of England",9.26483801718543e-09,7.75130224628643e-09,189,1.77869722274161e-09,4.82584779931584e-08,2021-11-05
18937,"East of England",1.53067751330856e-08,1.24251480939513e-08,189,3.08656184355793e-09,7.59088479396953e-08,2021-11-06
18938,"East of England",2.52888786201201e-08,1.98985740131181e-08,189,5.35604972395473e-09,1.19402800082692e-07,2021-11-07
18939,"East of England",4.17806737303992e-08,3.18353742173827e-08,189,9.29416869368643e-09,1.87819325932015e-07,2021-11-08
18940,"East of England",6.90273659348115e-08,5.08788397049767e-08,189,1.61277009990952e-08,2.95440523197475e-07,2021-11-09
18941,"East of England",1.14042611997623e-07,8.12217628142199e-08,189,2.79852965391376e-08,4.64733825181993e-07,2021-11-10
18942,"East of England",1.88413925307912e-07,1.29503367638158e-07,189,4.85604178258022e-08,7.31043811830292e-07,2021-11-11
18943,"East of England",3.11285447661675e-07,2.06217194230607e-07,189,8.42615431850869e-08,1.14997384327031e-06,2021-11-12
18944,"East of England",5.1428588414146e-07,3.27914986210149e-07,189,1.46207700265308e-07,1.80899997100746e-06,2021-11-13
18945,"East of England",8.49670094120209e-07,5.20646179288457e-07,189,2.53690480421622e-07,2.84574437660167e-06,2021-11-14
18946,"East of England",1.40377002986909e-06,8.25307538579435e-07,189,4.40179988410238e-07,4.47672813842778e-06,2021-11-15
18947,"East of England",2.31921730367214e-06,1.30593203336543e-06,189,7.63743565229552e-07,7.04261496517604e-06,2021-11-16
18948,"East of England",3.8316573057576e-06,2.06247631445875e-06,189,1.32511850471568e-06,1.10794076510325e-05,2021-11-17
18949,"East of England",6.33040431564812e-06,3.25045075242178e-06,189,2.29905960404661e-06,1.74304900371418e-05,2021-11-18
18950,"East of England",1.04586476034974e-05,5.11088134952705e-06,189,3.98870780208764e-06,2.74229568042121e-05,2021-11-19
18951,"East of England",1.72789935307137e-05,8.01573624242208e-06,189,6.91987658367288e-06,4.31451318288664e-05,2021-11-20
18952,"East of England",2.85469308096539e-05,1.25362541053611e-05,189,1.20045426677205e-05,6.78833592134298e-05,2021-11-21
18953,"East of England",4.71625427164145e-05,1.95447418385616e-05,189,2.08242868364241e-05,0.000106809484390468,2021-11-22
18954,"East of England",7.7916552509878e-05,3.03644617706042e-05,189,3.6121575849191e-05,0.000168062866198772,2021-11-23
18955,"East of England",0.000128722224311202,4.69870763963391e-05,189,6.26510139878207e-05,0.00026445312629029,2021-11-24
18956,"East of England",0.000212648809047118,7.23820720341312e-05,189,0.000108653627177515,0.000416139029427191,2021-11-25
18957,"East of England",0.000351276103555993,0.000110925713092926,189,0.000188408393864954,0.000654840927658568,2021-11-26
18958,"East of England",0.000580223085462106,0.000168973912520552,189,0.000326643424270031,0.00103045866233921,2021-11-27
18959,"East of England",0.000958245037972087,0.000255584528731518,189,0.000566149289569977,0.00162145241176578,2021-11-28
18960,"East of England",0.00158216271041997,0.000383341586486455,189,0.000980883186234809,0.00255108422723968,2021-11-29
18961,"East of England",0.00261125419560545,0.000569113389225761,189,0.0016984225779504,0.00401272287958386,2021-11-30
18962,"East of England",0.00430681380587425,0.000834335105672314,189,0.00293814729265217,0.00630900705471484,2021-12-01
18963,"East of England",0.00709267961972954,0.00120379595142187,189,0.00507287463084108,0.00990867667321198,2021-12-02
18964,"East of England",0.0116316863295872,0.00170112945924658,189,0.00871281952861451,0.0155130949903805,2021-12-03
18965,"East of England",0.0189299070328708,0.00234161841171926,189,0.0148233416052335,0.0241462460720421,2021-12-04
18966,"East of England",0.0304506417911398,0.00312273390671594,189,0.0248588446125797,0.0372522173224139,2021-12-05
18967,"East of England",0.048190277053389,0.00401896487385953,189,0.0408536617071648,0.0567664452491086,2021-12-06
18968,"East of England",0.0746220279684125,0.00499696633085771,189,0.0653441403349613,0.0850972987882223,2021-12-07
18969,"East of England",0.112364281315657,0.00606690774503998,189,0.100941717853,0.124899853245977,2021-12-08
18970,"East of England",0.163451350078307,0.00733540013292783,189,0.149491767791372,0.178440990589988,2021-12-09
18971,"East of England",0.228280955044962,0.00892538084316419,189,0.21115413076083,0.246363097189029,2021-12-10
18972,"East of England",0.30469215201461,0.010725483446519,189,0.283956780641393,0.326251783812451,2021-12-11
18973,"East of England",0.38788474745994,0.0122872078941348,189,0.363941879206242,0.412381531889218,2021-12-12
18974,"East of England",0.47157156216267,0.0130828658020452,189,0.445863029040418,0.497431785922979,2021-12-13
18975,"East of England",0.550347457399049,0.0128909368286093,189,0.524809203506498,0.575623055990345,2021-12-14
18976,"East of England",0.621009589882625,0.011883595077904,189,0.597301926240968,0.644153044281461,2021-12-15
18977,"East of England",0.682191493393349,0.0104355409722757,189,0.661260035444328,0.702411623671704,2021-12-16
18978,"East of England",0.733912958117737,0.00895754866492297,189,0.715873853886401,0.751204801454028,2021-12-17
18979,"East of England",0.777017117713616,0.0077866129300474,189,0.761281145549436,0.791999212667961,2021-12-18
18980,"East of England",0.812704144400449,0.00710675708262834,189,0.798280183801944,0.826321115236136,2021-12-19
18981,"East of England",0.842229729494428,0.00689895006827995,189,0.828139346295617,0.85536664045428,2021-12-20
18982,"East of England",0.866745886155525,0.00699128736482171,189,0.852341218393165,0.879943258511388,2021-12-21
18983,"East of England",0.887236404204411,0.00718693141991084,189,0.872262922733696,0.900654585085451,2021-12-22
18984,"East of England",0.904505339975153,0.00734464478480422,189,0.889001760664304,0.918043103051347,2021-12-23
18985,"East of England",0.919190794363887,0.00738620600157956,189,0.903370681397799,0.932614047724195,2021-12-24
18986,"East of England",0.931762600060578,0.00728256987627974,189,0.915918772371687,0.944800826740428,2021-12-25
18987,"East of England",0.942500906549474,0.00704910318435873,189,0.926911293907345,0.954926995049803,2021-12-26
18988,"East of England",0.951637070768087,0.0067150387864091,189,0.936531673931742,0.963288323875124,2021-12-27
18989,"East of England",0.959384126386638,0.00631020440457233,189,0.944939577895526,0.970158960796476,2021-12-28
18990,"East of England",0.965934635968059,0.00586134096051962,189,0.952276765990506,0.975783173118095,2021-12-29
18991,"East of England",0.971460110161607,0.00539072607623666,189,0.958670062542671,0.980373156092455,2021-12-30
18992,"East of England",0.976111505706708,0.00491595860163379,189,0.964233078041656,0.984110039748254,2021-12-31
18993,"East of England",0.980020413688969,0.00445030447941491,189,0.96906740865736,0.98714648156379,2022-01-01
18994,"East of England",0.983300644197437,0.00400328168838405,189,0.973263627166417,0.989609921378324,2022-01-02
18995,"East of England",0.986049995281978,0.00358131098634803,189,0.976902193512224,0.991605973828032,2022-01-03
18996,"East of England",0.988352060242693,0.00318834237760897,189,0.980054329941567,0.993221671753911,2022-01-04
18997,"East of England",0.990277978212328,0.00282641456554477,189,0.982782869802691,0.994528417537803,2022-01-05
18998,"East of England",0.991888070631733,0.00249613146297028,189,0.985143075307095,0.995584584910025,2022-01-06
18999,"East of England",0.993233333003744,0.00219705456646024,189,0.987183415864088,0.996437763307726,2022-01-07
19000,"East of England",0.994356769652508,0.00192801756350424,189,0.988946299237757,0.997126663948317,2022-01-08
19001,"East of England",0.995294571235028,0.00168737288602205,189,0.990468749991706,0.997682720059,2022-01-09
19002,"East of England",0.996077142190496,0.00147318085538899,189,0.991783032192437,0.998131418692895,2022-01-10
19003,"East of England",0.996729989532631,0.00128335168666974,189,0.992917215583507,0.998493401774048,2022-01-11
19004,"East of England",0.997274486417605,0.0011157496000441,189,0.993895686225703,0.998785371649309,2022-01-12
19005,"East of England",0.997728524506988,0.000968267018010437,189,0.994739603900572,0.999020832837303,2022-01-13
19006,"East of England",0.998107068827934,0.000838875529322803,189,0.995467309447342,0.999210697660051,2022-01-14
19007,"East of England",0.998422627984401,0.000725659090918498,189,0.996094685724107,0.99936377948029,2022-01-15
19008,"East of England",0.99868565144658,0.000626833870219703,189,0.996635476132779,0.999487193589966,2022-01-16
19009,"East of England",0.998904864407286,0.00054075821833892,189,0.997101564695224,0.999586682512972,2022-01-17
19010,"East of England",0.999087549449186,0.000465935505936081,189,0.997503221574719,0.999666879630725,2022-01-18
19011,"East of England",0.999239783078865,0.000401011933769939,189,0.997849317749651,0.999731522601363,2022-01-19
19012,"East of England",0.999366634087781,0.000344770931293288,189,0.998147512301379,0.99978362598865,2022-01-20
19013,"East of England",0.999472329712334,0.000296125360216075,189,0.998404415502297,0.999825620801706,2022-01-21
19014,"East of England",0.999560394689827,0.000254108428162489,189,0.998625730602575,0.999859467225902,2022-01-22
19015,"East of England",0.999633767541103,0.000217863974680285,189,0.998816376928254,0.999886745654805,2022-01-23
19016,"East of England",0.999694897746723,0.000186636604436262,189,0.998980596628268,0.99990873017319,2022-01-24
19017,"East of England",0.999745826912592,0.000159761999147215,189,0.999122047149063,0.999926447856604,2022-01-25
19018,"East of England",0.999788256532737,0.000136657631344072,189,0.999243881275989,0.99994072661359,2022-01-26
19019,"East of England",0.999823604541514,0.000116814021886951,189,0.999348816361941,0.999952233776625,2022-01-27
18871,"South East",2.22044604925031e-16,5.33126941517781e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-01
18872,"South East",2.22044604925031e-16,5.27712771136152e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-02
18873,"South East",2.22044604925031e-16,5.22298634549914e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-03
18874,"South East",2.22044604925031e-16,5.1688453282104e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-04
18875,"South East",2.22044604925031e-16,5.11470467056465e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-05
18876,"South East",2.22044604925031e-16,5.06056438410484e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-06
18877,"South East",2.22044604925031e-16,5.00642448087318e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-07
18878,"South East",2.22044604925031e-16,4.95228497343837e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-08
18879,"South East",2.22044604925031e-16,4.89814587492471e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-09
18880,"South East",2.22044604925031e-16,4.84400719904314e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-10
18881,"South East",2.22044604925031e-16,4.78986896012436e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-11
18882,"South East",2.22044604925031e-16,4.73573117315428e-16,189,2.22044604925031e-16,2.22044604925031e-16,2021-09-12
