"date_num","country","prob","SE","df","asymp.LCL","asymp.UCL","date"
18893,"Denmark",5.51648030673353e-12,5.24183719976656e-12,122,8.4088226358512e-13,3.6190030747042e-11,2021-09-23
18894,"Denmark",7.49385334244378e-12,7.02790803972113e-12,122,1.17066133061257e-12,4.79710369238490e-11,2021-09-24
18895,"Denmark",1.0180012398389e-11,9.42092135847692e-12,122,1.62976983044976e-12,6.35872934266467e-11,2021-09-25
18896,"Denmark",1.38290206247163e-11,1.26265138040956e-11,122,2.26892505883268e-12,8.42874076792804e-11,2021-09-26
18897,"Denmark",1.87860096780278e-11,1.69197613244139e-11,122,3.15873257573805e-12,1.1172650774756e-10,2021-09-27
18898,"Denmark",2.55198230734844e-11,2.26685396253114e-11,122,4.39748481033908e-12,1.4809860584502e-10,2021-09-28
18899,"Denmark",3.46673604912537e-11,3.0364710130496e-11,122,6.12201749201483e-12,1.96312062949536e-10,2021-09-29
18900,"Denmark",4.70938172245922e-11,4.0665740211231e-11,122,8.52282279993636e-12,2.6022219075266e-10,2021-09-30
18901,"Denmark",6.39745163561835e-11,5.44502312817659e-11,122,1.18650881414083e-11,3.44939598702818e-10,2021-10-01
18902,"Denmark",8.69060735396407e-11,7.2891978018058e-11,122,1.65179837370547e-11,4.57238954586765e-10,2021-10-02
18903,"Denmark",1.18057408608848e-10,9.75587095465325e-11,122,2.29954329285121e-11,6.06100862083709e-10,2021-10-03
18904,"Denmark",1.60374887043119e-10,1.30543692205842e-10,122,3.20128668545162e-11,8.03430211287895e-10,2021-10-04
18905,"Denmark",2.17860994043328e-10,1.74641066448302e-10,122,4.45662297813683e-11,1.06500848122914e-09,2021-10-05
18906,"Denmark",2.95952898858834e-10,2.33579363162387e-10,122,6.20419576707971e-11,1.41175619780501e-09,2021-10-06
18907,"Denmark",4.02036714856245e-10,3.12332381906526e-10,122,8.6370071581381e-11,1.87140657575613e-09,2021-10-07
18908,"Denmark",5.46146095238458e-10,4.17532891113499e-10,122,1.20237286497401e-10,2.48072428764154e-09,2021-10-08
18909,"Denmark",7.41911239214711e-10,5.58022923994869e-10,122,1.67383660245873e-10,3.28844694266521e-09,2021-10-09
18910,"Denmark",1.00784806782177e-09,7.45585446924517e-10,122,2.33015527101409e-10,4.35918471970716e-09,2021-10-10
18911,"Denmark",1.36910950262783e-09,9.95916729593307e-10,122,3.24380293586752e-10,5.77859031802563e-09,2021-10-11
18912,"Denmark",1.85986448730739e-09,1.32991797945135e-09,122,4.51566535372945e-10,7.66021311366182e-09,2021-10-12
18913,"Denmark",2.526529765442e-09,1.77541020324716e-09,122,6.28617694032669e-10,1.01545862925633e-08,2021-10-13
18914,"Denmark",3.43216008354484e-09,2.36940977660717e-09,122,8.75082272220569e-10,1.34612745852665e-08,2021-10-14
18915,"Denmark",4.66241205481851e-09,3.16114639584726e-09,122,1.21817158079509e-09,1.78448473925479e-08,2021-10-15
18916,"Denmark",6.33364575957632e-09,4.2160633026694e-09,122,1.69576311054146e-09,2.36560565857277e-08,2021-10-16
18917,"Denmark",8.60393035023789e-09,5.62111628962647e-09,122,2.36058087228281e-09,3.13599153151508e-08,2021-10-17
18918,"Denmark",1.16879945960942e-08,7.49178872746345e-09,122,3.28601385227514e-09,4.15729272257858e-08,2021-10-18
18919,"Denmark",1.58775364242147e-08,9.98137215465401e-09,122,4.57421436882215e-09,5.51124489440425e-08,2021-10-19
18920,"Denmark",2.15688123784662e-08,1.32932355295746e-08,122,6.3673694932155e-09,7.30621414431319e-08,2021-10-20
18921,"Denmark",2.93001164688834e-08,1.76970336600827e-08,122,8.86338850362416e-09,9.68587560259921e-08,2021-10-21
18922,"Denmark",3.98026932427723e-08,2.35501029195166e-08,122,1.23377360983294e-08,1.28407211816771e-07,2021-10-22
18923,"Denmark",5.40699005444763e-08,3.13256812509808e-08,122,1.71738183980049e-08,1.70233191326118e-07,2021-10-23
18924,"Denmark",7.34511635206804e-08,4.16500969075029e-08,122,2.39052711684045e-08,2.25685491309575e-07,2021-10-24
18925,"Denmark",9.97796062270049e-08,5.5351731455633e-08,122,3.32748108972141e-08,2.99204359905239e-07,2021-10-25
18926,"Denmark",1.35545432470307e-07,7.35254223117818e-08,122,4.63161336003336e-08,3.96677349275491e-07,2021-10-26
18927,"Denmark",1.84131454540158e-07,9.76170860948615e-08,122,6.44678841161395e-08,5.25911242243921e-07,2021-10-27
18928,"Denmark",2.50133046482676e-07,1.29534789817155e-07,122,8.97322491377482e-08,6.97257937971829e-07,2021-10-28
18929,"Denmark",3.39792783469541e-07,1.71794365676953e-07,122,1.24895638234311e-07,9.24444557381512e-07,2021-10-29
18930,"Denmark",4.61590875779405e-07,2.27710074895333e-07,122,1.73835747933543e-07,1.22567445215409e-06,2021-10-30
18931,"Denmark",6.27047240748092e-07,3.01643925010521e-07,122,2.4194880429661e-07,1.62508759764698e-06,2021-10-31
18932,"Denmark",8.51811072189984e-07,3.99331218855313e-07,122,3.36743991365043e-07,2.15469778134837e-06,2021-11-01
18933,"Denmark",1.15714095700735e-06,5.28304992620474e-07,122,4.68670444514357e-07,2.85696240477548e-06,2021-11-02
18934,"Denmark",1.57191552394049e-06,6.98448469127419e-07,122,6.52267731114259e-07,3.78819170819786e-06,2021-11-03
18935,"Denmark",2.13536478168686e-06,9.22712857798358e-07,122,9.0776625076615e-07,5.02307193867708e-06,2021-11-04
18936,"Denmark",2.90078045575321e-06,1.21804819410278e-06,122,1.2633133448198e-06,6.66066691033094e-06,2021-11-05
18937,"Denmark",3.94055620661165e-06,1.6066079281121e-06,122,1.75806949759401e-06,8.83238186420669e-06,2021-11-06
18938,"Denmark",5.35303435298121e-06,2.1173042295431e-06,122,2.4465143161222e-06,1.17125322542792e-05,2021-11-07
18939,"Denmark",7.27180650998453e-06,2.78781114611714e-06,122,3.4044343611558e-06,1.5532371018884e-05,2021-11-08
18940,"Denmark",9.87834750584586e-06,3.66713757955176e-06,122,4.73724874448989e-06,2.05987082934682e-05,2021-11-09
18941,"Denmark",1.34191769460539e-05,4.81892232529947e-06,122,6.59158361934596e-06,2.73186303647115e-05,2021-11-10
18942,"Denmark",1.82291705422335e-05,6.32563995464772e-06,122,9.17136083231376e-06,3.62323205972086e-05,2021-11-11
18943,"Denmark",2.47632240831997e-05,8.29394981207009e-06,122,1.27601571821826e-05,4.80566449501183e-05,2021-11-12
18944,"Denmark",3.36392612795033e-05,1.08614713465937e-05,122,1.77522715549265e-05,6.37430430875612e-05,2021-11-13
18945,"Denmark",4.56966465825825e-05,1.42053274578033e-05,122,2.46958801923819e-05,8.45544358199758e-05,2021-11-14
18946,"Denmark",6.20755154718639e-05,1.85528628629612e-05,122,3.43529652367105e-05,0.00011216741805142,2021-11-15
18947,"Denmark",8.43245027091769e-05,2.41950149225969e-05,122,4.77825052373681e-05,0.000148808083759576,2021-11-16
18948,"Denmark",0.000114547015788908,3.15028865483253e-05,122,6.64559053428041e-05,0.000197432600081256,2021-11-17
18949,"Denmark",0.000155599811059629,4.09481392997091e-05,122,9.24170733482642e-05,0.000261967344767304,2021-11-18
18950,"Denmark",0.000211362511526244,5.3127881605442e-05,122,0.000128504258342959,0.000347628358070973,2021-11-19
18951,"Denmark",0.00028710329462439,6.87947619370358e-05,122,0.000178657219478221,0.000461346456453088,2021-11-20
18952,"Denmark",0.000389974852023046,8.88929787096672e-05,122,0.0002483420872965,0.000612333175214366,2021-11-21
18953,"Denmark",0.000529686635468145,0.000114600880815923,122,0.000345138199449263,0.000812834508216622,2021-11-22
18954,"Denmark",0.000719415322082892,0.000147380764072051,122,0.000479547214136183,0.00107913521487437,2021-11-23
18955,"Denmark",0.000977036575956573,0.00018903642017141,122,0.00066610609306473,0.00143289764050517,2021-11-24
18956,"Denmark",0.00132678901989707,0.000241779111096877,122,0.000924913368282732,0.001902947395361,2021-11-25
18957,"Denmark",0.001801517524816,0.000308303266326178,122,0.00128371358877067,0.00252765634947962,2021-11-26
18958,"Denmark",0.00244568912863436,0.000391875068064867,122,0.00178072840557222,0.00335812456022085,2021-11-27
18959,"Denmark",0.00331943226961592,0.000496441677572556,122,0.00246847297157369,0.00446243136342003,2021-11-28
18960,"Denmark",0.00450391818837452,0.000626778960428084,122,0.0034188477678288,0.00593131752738743,2021-11-29
18961,"Denmark",0.00610847838434033,0.000788716150596546,122,0.00472983545141115,0.00788578147509639,2021-11-30
18962,"Denmark",0.00827992262851458,0.000989514938090348,122,0.00653413328964906,0.0104872280233318,2021-12-01
18963,"Denmark",0.0112145629172014,0.0012385486761607,122,0.00900996766182,0.0139509934425054,2021-12-02
18964,"Denmark",0.0151734093326591,0.00154853302593679,122,0.012394099270519,0.0185642494372482,2021-12-03
18965,"Denmark",0.0205007908436115,0.00193768949477747,122,0.0169965623038673,0.024709335348435,2021-12-04
18966,"Denmark",0.0276461079477308,0.00243329880492564,122,0.0232159699539494,0.0328931497390208,2021-12-05
18967,"Denmark",0.0371872936353759,0.00307690721156307,122,0.0315534062345487,0.0437816399655874,2021-12-06
18968,"Denmark",0.0498524962020817,0.00393062364352783,122,0.0426223289285285,0.0582345376771781,2021-12-07
18969,"Denmark",0.0665331226557321,0.00508223255958749,122,0.0571515980764161,0.0773283357655245,2021-12-08
18970,"Denmark",0.0882765287885675,0.00664467467756103,122,0.0759776807428216,0.102345735610267,2021-12-09
18971,"Denmark",0.116240938898074,0.00874411802218535,122,0.100018451148214,0.13470081801152,2021-12-10
18972,"Denmark",0.151591058041944,0.0114915677127617,122,0.130215362012381,0.175766620542135,2021-12-11
18973,"Denmark",0.195315641344709,0.0149363263094506,122,0.167428400430386,0.226583719896673,2021-12-12
18974,"Denmark",0.247965966166748,0.0190070041414893,122,0.212275681685344,0.287467074789853,2021-12-13
18975,"Denmark",0.309352752470023,0.0234587236609127,122,0.264929448290902,0.357601168926747,2021-12-14
18976,"Denmark",0.37829206245135,0.0278592095829314,122,0.324909882680762,0.434796084241816,2021-12-15
18977,"Denmark",0.452528222622635,0.031646848998594,122,0.390947156986661,0.515597705009385,2021-12-16
18978,"Denmark",0.52893820325394,0.0342651898891482,122,0.460990675987542,0.595829970851964,2021-12-17
18979,"Denmark",0.604015649815935,0.0353279433431108,122,0.532412153038748,0.671421241409723,2021-12-18
18980,"Denmark",0.674491064703553,0.0347353056762579,122,0.602376575914943,0.739189384700186,2021-12-19
18981,"Denmark",0.737867006162034,0.0326834568011449,122,0.668277403845408,0.797286257244207,2021-12-20
18982,"Denmark",0.792696202930498,0.029572739954243,122,0.728100119261389,0.845208563175121,2021-12-21
18983,"Denmark",0.838566123573531,0.0258728042054304,122,0.78061467581777,0.883494195373929,2021-12-22
18984,"Denmark",0.875875722659301,0.0220079889754637,122,0.825376112431112,0.913305270585818,2021-12-23
18985,"Denmark",0.905533928723289,0.0182948051632315,122,0.862582798682732,0.936055451598453,2021-12-24
18986,"Denmark",0.928682628038062,0.0149292167546431,122,0.892870605749619,0.953151279885161,2021-12-25
18987,"Denmark",0.946493968280988,0.0120046111264216,122,0.917110495841667,0.965849173514418,2021-12-26
18988,"Denmark",0.960048335888295,0.00954108038073239,122,0.936248037791312,0.975198723317575,2021-12-27
18989,"Denmark",0.970276883628477,0.0075136426806254,122,0.951196004370776,0.982038586763618,2021-12-28
18990,"Denmark",0.977946842030308,0.00587411677321029,122,0.962774287383855,0.987018707769186,2021-12-29
18991,"Denmark",0.983670900092012,0.0045658549125532,122,0.971684696483683,0.990632118444647,2021-12-30
18992,"Denmark",0.987927577840662,0.00353255581776296,122,0.978508021341321,0.993247199048346,2021-12-31
18993,"Denmark",0.991084679705499,0.00272287335388594,122,0.983713376404255,0.99513623667669,2022-01-01
18994,"Denmark",0.993421654298481,0.00209233995888415,122,0.987673022153012,0.996498939970737,2022-01-02
18995,"Denmark",0.995149035691496,0.00160372642578392,122,0.990678532633942,0.997480972004636,2022-01-03
18996,"Denmark",0.996424463491363,0.00122658226000444,122,0.992956086791585,0.998188150472967,2022-01-04
18997,"Denmark",0.997365440366018,0.00093641295758128,122,0.99467987845892,0.998697124211115,2022-01-05
18998,"Denmark",0.998059261909438,0.00071375452093241,122,0.995983347497778,0.999063296761022,2022-01-06
18999,"Denmark",0.998570624712605,0.000543281644916615,122,0.996968306370162,0.999326653699569,2022-01-07
19000,"Denmark",0.998947391233139,0.0004130122132821,122,0.997712204606157,0.99951602091439,2022-01-08
19001,"Denmark",0.999224923612487,0.000313629236768647,122,0.998273827372225,0.999652162127849,2022-01-09
19002,"Denmark",0.999429323198572,0.000237919581405368,122,0.998697719127018,0.99975002470967,2022-01-10
19003,"Denmark",0.999579842129805,0.000180318573742854,122,0.99901759157281,0.999820364129983,2022-01-11
19004,"Denmark",0.999690673208809,0.000136545733310254,122,0.999258934523604,0.999870916959306,2022-01-12
19005,"Denmark",0.999772275441925,0.00010331642831727,122,0.999441007921466,0.999907246824982,2022-01-13
19006,"Denmark",0.999832354134395,7.8115423827957e-05,122,0.999578357077892,0.999933353951103,2022-01-14
19007,"Denmark",0.999876584717392,5.90201180227133e-05,122,0.999681962661321,0.999952114057878,2022-01-15
19008,"Denmark",0.999909146854553,4.45632264823991e-05,122,0.999760112020098,0.9999655942342,2022-01-16
19009,"Denmark",0.999933118306418,3.36265240228921e-05,122,0.999819058549449,0.999975280184452,2022-01-17
19010,"Denmark",0.999950765241864,2.53588814359708e-05,122,0.99986352020449,0.999982239670019,2022-01-18
19011,"Denmark",0.999963756149234,1.91132109749262e-05,122,0.999897056144141,0.999987240035514,2022-01-19
19012,"Denmark",0.99997331941366,1.43980686352085e-05,122,0.999922351156265,0.999990832704817,2022-01-20
18871,"Belgium",2.22044604925031e-16,2.79298770705369e-16,122,2.22044604925031e-16,1.8403823545356e-13,2021-09-01
18872,"Belgium",2.22044604925031e-16,2.76497811717503e-16,122,2.22044604925031e-16,2.36700471155212e-13,2021-09-02
18873,"Belgium",2.22044604925031e-16,2.73696979008199e-16,122,2.22044604925031e-16,3.04432260954849e-13,2021-09-03
18874,"Belgium",2.22044604925031e-16,2.70896276494291e-16,122,2.22044604925031e-16,3.91545942572562e-13,2021-09-04
18875,"Belgium",2.22044604925031e-16,2.68095708256096e-16,122,2.22044604925031e-16,5.03587918676412e-13,2021-09-05
18876,"Belgium",2.22044604925031e-16,2.65295278546026e-16,122,2.22044604925031e-16,6.47691822251266e-13,2021-09-06
18877,"Belgium",2.22044604925031e-16,2.62494991797746e-16,122,2.22044604925031e-16,8.33032755023497e-13,2021-09-07
18878,"Belgium",1.05791286550315e-13,1.23729430760642e-13,122,2.22044604925031e-16,1.07141152656293e-12,2021-09-08
18879,"Belgium",1.39503764753719e-13,1.61399106946006e-13,122,2.22044604925031e-16,1.37800610136387e-12,2021-09-09
18880,"Belgium",1.83959388481441e-13,2.10512511946542e-13,122,2.22044604925031e-16,1.77233811085433e-12,2021-09-10
18881,"Belgium",2.42581672761366e-13,2.74537862486101e-13,122,2.22044604925031e-16,2.27951598532478e-12,2021-09-11
18882,"Belgium",3.1988510314948e-13,3.57991708721062e-13,122,2.22044604925031e-16,2.93183387985919e-12,2021-09-12
18883,"Belgium",4.21822794987538e-13,4.66754886046987e-13,122,2.22044604925031e-16,3.77082823098031e-12,2021-09-13
18884,"Belgium",5.56244941134206e-13,6.0848337911615e-13,122,2.22044604925031e-16,4.84992293074877e-12,2021-09-14
18885,"Belgium",7.33503353100023e-13,7.9314250519763e-13,122,2.22044604925031e-16,6.23783159973184e-12,2021-09-15
18886,"Belgium",9.67248651128205e-13,1.03370129094827e-12,122,1.16611951656255e-13,8.02293366859492e-12,2021-09-16
18887,"Belgium",1.27548149460427e-12,1.34703489527865e-12,122,1.57657557300069e-13,1.03189030131214e-11,2021-09-17
18888,"Belgium",1.68193880775146e-12,1.75509716231059e-12,122,2.13150188708499e-13,1.32719476822071e-11,2021-09-18
18889,"Belgium",2.21792175346122e-12,2.28644383068493e-12,122,2.881746793547e-13,1.70701218976916e-11,2021-09-19
18890,"Belgium",2.92470622700714e-12,2.97821081738715e-12,122,3.89605477444602e-13,2.19553035297599e-11,2021-09-20
18891,"Belgium",3.85672150108245e-12,3.87868293639245e-12,122,5.2673647760464e-13,2.82386000761523e-11,2021-09-21
18892,"Belgium",5.08574180871774e-12,5.05062847211465e-12,122,7.12132503086457e-13,3.63201646212527e-11,2021-09-22
18893,"Belgium",6.7064136566952e-12,6.5756268738957e-12,122,9.62780437443611e-13,4.67146842457536e-11,2021-09-23
18894,"Belgium",8.84354452630468e-12,8.55968391489268e-12,122,1.30164545071652e-12,6.00841648102132e-11,2021-09-24
18895,"Belgium",1.16617142622276e-11,1.11405154093814e-11,122,1.75977486815154e-12,7.72801009876422e-11,2021-09-25
18896,"Belgium",1.53779493198919e-11,1.44969927343501e-11,122,2.37914238684803e-12,9.93977185122016e-11,2021-09-26
18897,"Belgium",2.02784359115064e-11,1.88613883347922e-11,122,3.21649315009831e-12,1.27845744974551e-10,2021-09-27
18898,"Belgium",2.67405591254298e-11,2.45352466125405e-11,122,4.34854184870961e-12,1.64436155183915e-10,2021-09-28
18899,"Belgium",3.52619652452285e-11,3.19099473405624e-11,122,5.87899992515974e-12,2.11499610240141e-10,2021-09-29
18900,"Belgium",4.64988853494042e-11,4.14933407472132e-11,122,7.94807545366594e-12,2.72033947203595e-10,2021-09-30
18901,"Belgium",6.1316671481374e-11,5.39442359121231e-11,122,1.07453156905886e-11,3.49895183065948e-10,2021-10-01
18902,"Belgium",8.08564371658674e-11,7.01170431035760e-11,122,1.45269683613812e-11,4.50043206988596e-10,2021-10-02
18903,"Belgium",1.06622934239069e-10,9.11195395434978e-11,122,1.96394514881259e-11,5.78857821372589e-10,2021-10-03
18904,"Belgium",1.40600433362338e-10,1.18387589632904e-10,122,2.65510808334602e-11,7.44545277685271e-10,2021-10-04
18905,"Belgium",1.85405532145067e-10,1.53781759807268e-10,122,3.58949600266723e-11,9.57661223276069e-10,2021-10-05
18906,"Belgium",2.4448865858697e-10,1.99712195243935e-10,122,4.85269603282605e-11,1.23178339887783e-09,2021-10-06
18907,"Belgium",3.22399787562763e-10,2.5929996062475e-10,122,6.56040982878819e-11,1.58437697687606e-09,2021-10-07
18908,"Belgium",4.25138833100348e-10,3.36585405172833e-10,122,8.8690486641005e-11,2.03790771732754e-09,2021-10-08
18909,"Belgium",5.60617700062292e-10,4.36797140290394e-10,122,1.19900557487021e-10,2.62127392650381e-09,2021-10-09
18910,"Belgium",7.39269577699063e-10,5.66699104013479e-10,122,1.62092667958857e-10,3.37164854074006e-09,2021-10-10
18911,"Belgium",9.74852396596667e-10,7.35038169460988e-10,122,2.19130809243565e-10,4.33684882538411e-09,2021-10-11
18912,"Belgium",1.28550832300822e-09,9.53121139223651e-10,122,2.96238371621437e-10,5.57838484602481e-09,2021-10-12
18913,"Belgium",1.69516088192326e-09,1.2355581418177e-09,122,4.0047634102826e-10,7.17538118780564e-09,2021-10-13
18914,"Belgium",2.23535730091835e-09,1.60121990228648e-09,122,5.41389686635948e-10,9.2296221365672e-09,2021-10-14
18915,"Belgium",2.94769795315215e-09,2.07446972134925e-09,122,7.31881084808773e-10,1.18720422553313e-08,2021-10-15
18916,"Belgium",3.88703999019545e-09,2.68674805727107e-09,122,9.89391918868532e-10,1.52710765764449e-08,2021-10-16
18917,"Belgium",5.12572187550586e-09,3.47860936226193e-09,122,1.33749859674417e-09,1.96434033853191e-08,2021-10-17
18918,"Belgium",6.75913414859095e-09,4.50233854357836e-09,122,1.80807020758661e-09,2.52677653929378e-08,2021-10-18
18919,"Belgium",8.91306542268429e-09,5.82530968977017e-09,122,2.44418486331394e-09,3.25027517604435e-08,2021-10-19
18920,"Belgium",1.17533893288806e-08,7.53429452539807e-09,122,3.30407142949439e-09,4.18096765397565e-08,2021-10-20
18921,"Belgium",1.5498838395108e-08,9.74098494301919e-09,122,4.46643707519427e-09,5.37820148381266e-08,2021-10-21
18922,"Belgium",2.04378485719611e-08,1.25890660504232e-08,122,6.03766771936172e-09,6.91832772719006e-08,2021-10-22
18923,"Belgium",2.69507715962003e-08,1.62632673843137e-08,122,8.1615595800345e-09,8.89957429201198e-08,2021-10-23
18924,"Belgium",3.55391657573749e-08,2.10009351569894e-08,122,1.10324712546575e-08,1.14483165631715e-07,2021-10-24
18925,"Belgium",4.68644207370855e-08,2.71068136698027e-08,122,1.49130981627081e-08,1.47271462757959e-07,2021-10-25
18926,"Belgium",6.17986910016432e-08,3.49719068210558e-08,122,2.01584932461523e-08,1.89452546596091e-07,2021-10-26
18927,"Belgium",8.14920601017699e-08,4.50975201534206e-08,122,2.72485280105623e-08,2.4371794101869e-07,2021-10-27
18928,"Belgium",1.07461108161294e-07,5.81258713891224e-08,122,3.68317582351795e-08,3.1353073425025e-07,2021-10-28
18929,"Belgium",1.41705703074223e-07,7.48790166066501e-08,122,4.97846991044172e-08,4.03346876388175e-07,2021-10-29
18930,"Belgium",1.86863009401384e-07,9.64082867227483e-08,122,6.72919197776124e-08,5.18899995409519e-07,2021-10-30
18931,"Belgium",2.46410575033642e-07,1.24056984706811e-07,122,9.0954265290155e-08,6.67567982236117e-07,2021-10-31
18932,"Belgium",3.24934135068959e-07,1.59539781737376e-07,122,1.22935076602068e-07,8.58844847274885e-07,2021-11-01
18933,"Belgium",4.28480756057675e-07,2.05043098336452e-07,122,1.66157740243965e-07,1.10494811741528e-06,2021-11-02
18934,"Belgium",5.65024515551909e-07,2.63351797022453e-07,122,2.24572571216972e-07,1.42160076215166e-06,2021-11-03
18935,"Belgium",7.45080577761724e-07,3.38008783626133e-07,122,3.03517339871048e-07,1.82903787629127e-06,2021-11-04
18936,"Belgium",9.82514953288622e-07,4.33515657175706e-07,122,4.10204266111185e-07,2.35330283565137e-06,2021-11-05
18937,"Belgium",1.29561229913599e-06,5.55584409220459e-07,122,5.54377791634407e-07,3.02791632597486e-06,2021-11-06
18938,"Belgium",1.70848398446367e-06,7.11452401208493e-07,122,7.49202939231232e-07,3.89602574565447e-06,2021-11-07
18939,"Belgium",2.25292484725139e-06,9.10275491571497e-07,122,1.01246497288564e-06,5.01317358062714e-06,2021-11-08
18940,"Belgium",2.97086161351643e-06,1.16361728664741e-06,122,1.36818926141e-06,6.45086349247159e-06,2021-11-09
18941,"Belgium",3.91758150218691e-06,1.48605608467136e-06,122,1.8488282472611e-06,8.30115470280342e-06,2021-11-10
18942,"Belgium",5.16598959920311e-06,1.89593518225589e-06,122,2.49821362483952e-06,1.06825822440846e-05,2021-11-11
18943,"Belgium",6.81222277242503e-06,2.41628679601098e-06,122,3.37554079492353e-06,1.37477872577503e-05,2021-11-12
18944,"Belgium",8.98305230102587e-06,3.07596484281512e-06,122,4.5607454923343e-06,1.7693353586971e-05,2021-11-13
18945,"Belgium",1.18456450289055e-05,3.91102706739475e-06,122,6.16175735975672e-06,2.27724920428427e-05,2021-11-14
18946,"Belgium",1.56204342852366e-05,4.96641224372732e-06,122,8.32428308767683e-06,2.93114018731123e-05,2021-11-15
18947,"Belgium",2.05980909572777e-05,6.29796300347425e-06,122,1.12449971212936e-05,3.77303831920142e-05,2021-11-16
18948,"Belgium",2.71619002605185e-05,7.97484868195369e-06,122,1.51893201994872e-05,4.85710916392025e-05,2021-11-17
18949,"Belgium",3.58172650137487e-05,1.00824446512376e-05,122,2.05153707440368e-05,6.25317400836015e-05,2021-11-18
18950,"Belgium",4.72306032482226e-05,1.27257239995761e-05,122,2.77062150627253e-05,8.05125920574416e-05,2021-11-19
18951,"Belgium",6.22806283255389e-05,1.60332131526821e-05,122,3.74132635124855e-05,0.00010367479837476,2021-11-20
18952,"Belgium",8.21259479063878e-05,2.01615544596546e-05,122,5.05146181837127e-05,0.00013351655689727,2021-11-21
18953,"Belgium",0.000108294165424834,2.53007062930592e-05,122,6.81934460551817e-05,0.000171971800551262,2021-11-22
18954,"Belgium",0.000142799307289765,3.16797978620352e-05,122,9.20431209212271e-05,0.000221538244043704,2021-11-23
18955,"Belgium",0.000188296552001483,3.95736503804559e-05,122,0.000124208058110143,0.000285443790653907,2021-11-24
18956,"Belgium",0.000248286060648279,4.93099985479187e-05,122,0.000167571985591348,0.000367863224582083,2021-11-25
18957,"Belgium",0.000327381403823798,6.12775386683155e-05,122,0.000226008988213086,0.000474201093731222,2021-11-26
18958,"Belgium",0.00043166290569979,7.59351758853539e-05,122,0.000304717145463816,0.000611462170987872,2021-11-27
18959,"Belgium",0.000569142506993041,9.38234028833102e-05,122,0.000410660003328552,0.000788738547678443,2021-11-28
18960,"Belgium",0.000750374888132402,0.000115579911875567,122,0.000553147350053429,0.00101785330364548,2021-11-29
18961,"Belgium",0.000989260079676054,0.000141963850746318,122,0.000744593321302179,0.0013142164282601,2021-11-30
18962,"Belgium",0.00130409618592503,0.000173897493319318,122,0.00100149561611115,0.00169797171407139,2021-12-01
18963,"Belgium",0.00171895777684065,0.000212541969332277,122,0.00134568241961076,0.00219554738012866,2021-12-02
18964,"Belgium",0.00226549655337475,0.000259437190037307,122,0.0018058701146569,0.00284177315004759,2021-12-03
18965,"Belgium",0.00298528646143786,0.000316757488256618,122,0.00241956109821282,0.00368279757143941,2021-12-04
18966,"Belgium",0.00393286540609195,0.000387764204957629,122,0.00323528615331145,0.00478013255295214,2021-12-05
18967,"Belgium",0.0051796588804629,0.000477567885126562,122,0.0043151716874904,0.00621625332292202,2021-12-06
18968,"Belgium",0.00681900380388474,0.00059432399080521,122,0.00573782826518107,0.00810224444336241,2021-12-07
18969,"Belgium",0.00897251637537961,0.00075093867742496,122,0.00760168078735062,0.0105879217020702,2021-12-08
18970,"Belgium",0.0117980517271694,0.000967232734152076,122,0.01002912033102,0.0138746136080364,2021-12-09
18971,"Belgium",0.0154994603676306,0.00127236745562239,122,0.0131720939762718,0.0182304504023002,2021-12-10
18972,"Belgium",0.0203382141693018,0.00170732743926553,122,0.017219610273686,0.0240078239441311,2021-12-11
18973,"Belgium",0.0266466851341055,0.00232740544400074,122,0.022406993132476,0.0316625994701695,2021-12-12
18974,"Belgium",0.0348423132562854,0.00320466290106335,122,0.0290259932327242,0.0417739831135121,2021-12-13
18975,"Belgium",0.0454409633474607,0.00442994189001382,122,0.0374344979289399,0.0550618903707393,2021-12-14
18976,"Belgium",0.0590663028302388,0.00611320701834738,122,0.0480643432665589,0.0723950961397333,2021-12-15
18977,"Belgium",0.076449954130134,0.0083800221104134,122,0.0614251192524635,0.0947788037946624,2021-12-16
18978,"Belgium",0.0984146332648707,0.0113610335994658,122,0.0781007351303561,0.123305457375089,2021-12-17
18979,"Belgium",0.12583014057809,0.0151708430245781,122,0.0987341454166621,0.1590499244014,2021-12-18
18980,"Belgium",0.159531461455969,0.0198735149469736,122,0.123994548874517,0.202894318468786,2021-12-19
18981,"Belgium",0.200191976924389,0.025435591306174,122,0.154521375326251,0.255285304411441,2021-12-20
18982,"Belgium",0.248155956735348,0.0316749984578305,122,0.190841644292842,0.315961815964289,2021-12-21
18983,"Belgium",0.30325444592565,0.0382246126223335,122,0.233263088920011,0.383736296107512,2021-12-22
18984,"Belgium",0.364653102683833,0.044537041736718,122,0.281755301974569,0.456441213582403,2021-12-23
18985,"Belgium",0.430796739763533,0.0499528304667585,122,0.335843417952885,0.531127311384473,2021-12-24
18986,"Belgium",0.499505553543867,0.0538308474169771,122,0.394548506737292,0.604506192996015,2021-12-25
18987,"Belgium",0.568233046281598,0.055703880410198,122,0.456408414449539,0.673509541020474,2021-12-26
18988,"Belgium",0.634429975661382,0.0553979901576268,122,0.519596423271476,0.735772847718811,2021-12-27
18989,"Belgium",0.695909126521167,0.0530642418459886,122,0.582124791834428,0.789893404669312,2021-12-28
18990,"Belgium",0.751105298948809,0.049114060220983,122,0.642088402837192,0.835427435077997,2021-12-29
18991,"Belgium",0.799173924765678,0.0440948937273514,122,0.697887369544436,0.872697283455538,2021-12-30
