"date_num","country","prob","SE","df","asymp.LCL","asymp.UCL","date"
18966,"South Africa",0.964955385566712,0.0207946683622959,122,0.890723310706016,0.989363487092943,2021-12-05
18967,"South Africa",0.972645586259231,0.0170716600736097,122,0.908955248424429,0.992165392517451,2021-12-06
18968,"South Africa",0.978685522339467,0.0139428868474249,122,0.924398290111589,0.994233939957031,2021-12-07
18969,"South Africa",0.983414563531953,0.0113387174781964,122,0.937398405214254,0.995758948266679,2021-12-08
18970,"South Africa",0.987108193875117,0.00918791474542798,122,0.948285261390777,0.996882069224642,2021-12-09
18971,"South Africa",0.989987615717767,0.00742265902855234,122,0.95736279416701,0.997708567823845,2021-12-10
18972,"South Africa",0.992228973469675,0.00598123934092151,122,0.964904320768595,0.99831642762446,2021-12-11
18973,"South Africa",0.993971639445295,0.00480920144456719,122,0.971150940755722,0.998763289342244,2021-12-12
18974,"South Africa",0.99532535073963,0.00385953587637563,122,0.976312149028732,0.999091685373745,2021-12-13
18975,"South Africa",0.996376184790548,0.00309231131186533,122,0.980567815645745,0.99933296037424,2021-12-14
18976,"South Africa",0.997191463991587,0.00247402186235177,122,0.984070908706343,0.999510192413709,2021-12-15
18977,"South Africa",0.997823723819764,0.00197681816847412,122,0.98695052601959,0.9996403612111,2021-12-16
18978,"South Africa",0.99831388948789,0.00157772424831408,122,0.989314950586225,0.999735953027037,2021-12-17
18979,"South Africa",0.998693798990484,0.00125789714316829,122,0.991254555791346,0.999806146142029,2021-12-18
18980,"South Africa",0.998988195148941,0.00100195774894317,122,0.992844464542719,0.999857685198364,2021-12-19
18981,"South Africa",0.999216291338769,0.000797403631785928,122,0.99414691943043,0.999895525338172,2021-12-20
18982,"South Africa",0.999392997916512,0.000634104336685025,122,0.995213354896446,0.999923306348357,2021-12-21
18983,"South Africa",0.999529880354162,0.000503874088399342,122,0.996086182862739,0.999943701454881,2021-12-22
18984,"South Africa",0.999635906265697,0.000400114089278798,122,0.996800314526423,0.999958673783703,2021-12-23
18985,"South Africa",0.999718026937944,0.000317515676875824,122,0.997384446233912,0.999969664863112,2021-12-24
18986,"South Africa",0.999781629489744,0.000251815668718956,122,0.9978621387306,0.999977733137488,2021-12-25
18987,"South Africa",0.999830888117102,0.000199595822492145,122,0.998252718188561,0.999983655727358,2021-12-26
18988,"South Africa",0.999869036752886,0.000158119189238631,122,0.998572025270893,0.999988003175853,2021-12-27
18989,"South Africa",0.999898580607239,0.000125197064359492,122,0.998833035762601,0.999991194345634,2021-12-28
18990,"South Africa",0.999921460219618,9.90811495735559e-05,122,0.999046373397865,0.999993536733409,2021-12-29
18991,"South Africa",0.999939178641356,7.83763782006521e-05,122,0.999220732686814,0.999995256073175,2021-12-30
18992,"South Africa",0.999952900009886,6.19706036266344e-05,122,0.999363226924982,0.999996518072657,2021-12-31
18993,"South Africa",0.999963525934794,4.89780005148925e-05,122,0.999479674218185,0.999997444372616,2022-01-01
18994,"South Africa",0.99997175468105,3.86935833201588e-05,122,0.999574832293754,0.999998124263937,2022-01-02
18995,"South Africa",0.999978127018281,3.05567147150272e-05,122,0.999652591089545,0.99999862328982,2022-01-03
18996,"South Africa",0.99998306173698,2.41218674526165e-05,122,0.999716130594453,0.999998989560932,2022-01-04
18997,"South Africa",0.999986883158483,1.90352272047257e-05,122,0.999768050131614,0.999999258391435,2022-01-05
18998,"South Africa",0.999989842442355,1.50159908610392e-05,122,0.99981047419908,0.999999455702275,2022-01-06
18999,"South Africa",0.999992134088965,1.18414336240385e-05,122,0.999845139084392,0.999999600519453,2022-01-07
19000,"South Africa",0.999993908720326,9.33499692393045e-06,122,0.999873463722776,0.999999706807921,2022-01-08
19001,"South Africa",0.999995282978278,7.35679457998383e-06,122,0.999896607650298,0.999999784817749,2022-01-09
19002,"South Africa",0.999996347190046,5.79605260643576e-06,122,0.999915518392442,0.999999842072268,2022-01-10
19003,"South Africa",0.999997171304662,4.56509353727329e-06,122,0.999930970207481,0.999999884093389,2022-01-11
19004,"South Africa",0.999997809490247,3.59455324501866e-06,122,0.999943595757568,0.999999914934006,2022-01-12
19005,"South Africa",0.999998303694208,2.82958037020126e-06,122,0.999953911995743,0.999999937568781,2022-01-13
19006,"South Africa",0.99999868640027,2.22681847652416e-06,122,0.999962341323392,0.999999954180978,2022-01-14
19007,"South Africa",0.999998982763539,1.75201121235661e-06,122,0.999969228881065,0.999999966373005,2022-01-15
19008,"South Africa",0.999999212263884,1.37810298044155e-06,122,0.999974856678557,0.99999997532094,2022-01-16
19009,"South Africa",0.999999389986321,1.08373343274666e-06,122,0.999979455141525,0.999999981887951,2022-01-17
19010,"South Africa",0.999999527612527,8.52044765518863e-07,122,0.999983212546697,0.99999998670755,2022-01-18
19011,"South Africa",0.999999634188665,6.69737303006296e-07,122,0.999986282731555,0.999999990244691,2022-01-19
19012,"South Africa",0.999999716719987,5.26322045242012e-07,122,0.999988791393946,0.999999992840616,2022-01-20
18871,"England",2.22044604925031e-16,1.4293226092482e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-01
18872,"England",2.22044604925031e-16,1.41381645143778e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-02
18873,"England",2.22044604925031e-16,1.3983123027029e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-03
18874,"England",2.22044604925031e-16,1.38281023062119e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-04
18875,"England",2.22044604925031e-16,1.36731030582568e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-05
18876,"England",2.22044604925031e-16,1.35181260217893e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-06
18877,"England",2.22044604925031e-16,1.33631719695908e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-07
18878,"England",2.22044604925031e-16,1.32082417105894e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-08
18879,"England",2.22044604925031e-16,1.30533360919906e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-09
18880,"England",2.22044604925031e-16,1.28984560015605e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-10
18881,"England",2.22044604925031e-16,1.27436023700732e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-11
18882,"England",2.22044604925031e-16,1.25887761739374e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-12
18883,"England",2.22044604925031e-16,1.24339784380168e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-13
18884,"England",2.22044604925031e-16,1.22792102386618e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-14
18885,"England",2.22044604925031e-16,1.212447270697e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-15
18886,"England",2.22044604925031e-16,1.19697670322977e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-16
18887,"England",2.22044604925031e-16,1.18150944660428e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-17
18888,"England",2.22044604925031e-16,1.16604563257262e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-18
18889,"England",2.22044604925031e-16,1.15058539993967e-16,122,2.22044604925031e-16,2.22044604925031e-16,2021-09-19
18890,"England",2.22044604925031e-16,1.13512889503931e-16,122,2.22044604925031e-16,1.28932172569036e-13,2021-09-20
18891,"England",2.22044604925031e-16,1.11967627224932e-16,122,2.22044604925031e-16,1.8229473444528e-13,2021-09-21
18892,"England",9.63041893848624e-14,4.78920679274158e-14,122,2.22044604925031e-16,2.57743970242609e-13,2021-09-22
18893,"England",1.38051480459681e-13,6.76927733625402e-14,122,2.22044604925031e-16,3.64421957509815e-13,2021-09-23
18894,"England",1.97895972946168e-13,9.56611088034137e-14,122,2.22044604925031e-16,5.15255056654001e-13,2021-09-24
18895,"England",2.83682695599539e-13,1.35157615891509e-13,122,1.10464803292381e-13,7.28520482398301e-13,2021-09-25
18896,"England",4.0665745029844e-13,1.90921645708615e-13,122,1.60544096118777e-13,1.03006143409234e-12,2021-09-26
18897,"England",5.82941026888242e-13,2.69635315684048e-13,122,2.33325827408237e-13,1.45641931115828e-12,2021-09-27
18898,"England",8.35642481356491e-13,3.80717333191654e-13,122,3.39101148274861e-13,2.05926273089796e-12,2021-09-28
18899,"England",1.1978885074792e-12,5.37440012902874e-13,122,4.92825966848855e-13,2.911650304314e-12,2021-09-29
18900,"England",1.71716602298775e-12,7.58500538954992e-13,122,7.16235233098277e-13,4.11688648398961e-12,2021-09-30
18901,"England",2.46154724090972e-12,1.07023041880237e-12,122,1.04091543698858e-12,5.82104424999987e-12,2021-10-01
18902,"England",3.52861327216671e-12,1.50970120977071e-12,122,1.51276954904225e-12,8.23067309383672e-12,2021-10-02
18903,"England",5.05824605661587e-12,2.12908844782748e-12,122,2.19850538733885e-12,1.16378396507569e-11,2021-10-03
18904,"England",7.25096551981805e-12,3.00180110584591e-12,122,3.19506429005537e-12,1.64555377282904e-11,2021-10-04
18905,"England",1.03942157777741e-11,4.23108736964497e-12,122,4.64332238613204e-12,2.32677623153703e-11,2021-10-05
18906,"England",1.49000462544595e-11,5.96211207117067e-12,122,6.74800035366021e-12,3.29003210947411e-11,2021-10-06
18907,"England",2.13591273388153e-11,8.39889884412875e-12,122,9.8065945677273e-12,4.652097295537e-11,2021-10-07
18908,"England",3.0618181506511e-11,1.18280856396182e-11,122,1.42514167922666e-11,6.57810414510325e-11,2021-10-08
18909,"England",4.38909803706374e-11,1.66522178033288e-11,122,2.07106809542445e-11,9.30156841342720e-11,2021-10-09
18910,"England",6.29174582910792e-11,2.34363848529273e-11,122,3.00972653850188e-11,1.31527117398461e-10,2021-10-10
18911,"England",9.0191800783409e-11,3.29735153654598e-11,122,4.37376868545886e-11,1.85985165498056e-10,2021-10-11
18912,"England",1.29289407890962e-10,4.63757454273048e-11,122,6.35595002240527e-11,2.6299374495921e-10,2021-10-12
18913,"England",1.85335594226068e-10,6.52022006030326e-11,122,9.23635856427691e-11,3.71892042138409e-10,2021-10-13
18914,"England",2.6567746767983e-10,9.16375987538875e-11,122,1.34219767445391e-10,5.25887640599565e-10,2021-10-14
18915,"England",3.80847063539295e-10,1.28741733038666e-10,122,1.95041615221057e-10,7.43659170461844e-10,2021-10-15
18916,"England",5.45941991490436e-10,1.80797741309019e-10,122,2.83421562391641e-10,1.05162308571361e-09,2021-10-16
18917,"England",7.8260458484659e-10,2.5379795182281e-10,122,4.11844205652999e-10,1.48713986408374e-09,2021-10-17
18918,"England",1.12185899913654e-09,3.56121175843521e-10,122,5.98448996362727e-10,2.10304908357581e-09,2021-10-18
18919,"England",1.60817817596259e-09,4.99476191489426e-10,122,8.69591019368828e-10,2.97408435277669e-09,2021-10-19
18920,"England",2.30531381135034e-09,7.00215023159943e-10,122,1.26356109059742e-09,4.20594762199065e-09,2021-10-20
18921,"England",3.30465358045016e-09,9.81159475180752e-10,122,1.83598983901927e-09,5.94814581315202e-09,2021-10-21
18922,"England",4.73720116900455e-09,1.37413934640027e-09,122,2.66769777767685e-09,8.41215038201695e-09,2021-10-22
18923,"England",6.79074957642764e-09,1.9235164654525e-09,122,3.87609800882569e-09,1.18970881550683e-08,2021-10-23
18924,"England",9.73449894220799e-09,2.69107282725847e-09,122,5.63175862399373e-09,1.68260885629762e-08,2021-10-24
18925,"England",1.39543460509664e-08,3.76278414157301e-09,122,8.18245840095642e-09,2.37977100982936e-08,2021-10-25
18926,"England",2.00034716229318e-08,5.25819623865985e-09,122,1.18881241508729e-08,3.36587059215171e-08,2021-10-26
18927,"England",2.86748568839212e-08,7.34339028663743e-09,122,1.72715691418414e-08,4.7606989519606e-08,2021-10-27
18928,"England",4.11052356171976e-08,1.02488897247099e-08,122,2.50921742738147e-08,6.73373442827576e-08,2021-10-28
18929,"England",5.89241087716862e-08,1.42943623742286e-08,122,3.64528787144698e-08,9.52476366444938e-08,2021-10-29
18930,"England",8.44673559361734e-08,1.99226526852183e-08,122,5.29555263648282e-08,1.34730680154281e-07,2021-10-30
18931,"England",1.21083445954039e-07,2.77466050440595e-08,122,7.69264038111553e-08,1.90587363845584e-07,2021-10-31
18932,"England",1.73572387686292e-07,3.86133945774684e-08,122,1.11743653578784e-07,2.69611488183628e-07,2021-11-01
18933,"England",2.48814962641953e-07,5.36927805618543e-08,122,1.62312528728355e-07,3.8141777018398e-07,2021-11-02
18934,"England",3.56674724824974e-07,7.45979908096672e-08,122,2.35755162628678e-07,5.39614276185959e-07,2021-11-03
18935,"England",5.11291009310459e-07,1.03551034693146e-07,122,3.42411543807907e-07,7.63462795442983e-07,2021-11-04
18936,"England",7.32932446526333e-07,1.43608395456659e-07,122,4.97291880625746e-07,1.08023060926251e-06,2021-11-05
18937,"England",1.05065395200714e-06,1.98968624854314e-07,122,7.22183543937618e-07,1.5285221758624e-06,2021-11-06
18938,"England",1.50610548088443e-06,2.75390828349712e-07,122,1.04870699953461e-06,2.16300002577247e-06,2021-11-07
18939,"England",2.15899180445039e-06,3.80763019739931e-07,122,1.52274716096098e-06,3.06107572684279e-06,2021-11-08
18940,"England",3.09489896398982e-06,5.25872691506324e-07,122,2.21087753998127e-06,4.33239563853828e-06,2021-11-09
18941,"England",4.43651323340467e-06,7.25449850278974e-07,122,3.20967055979373e-06,6.13229304176078e-06,2021-11-10
18942,"England",6.35970299907705e-06,9.99576808668066e-07,122,4.65918597368563e-06,8.68087201536962e-06,2021-11-11
18943,"England",9.11657114255787e-06,1.37559147178377e-06,122,6.76250438966038e-06,1.22900920281526e-05,2021-11-12
18944,"England",1.30684986522093e-05,1.89065500004239e-06,122,9.81400160683136e-06,1.74022258751276e-05,2021-11-13
18945,"England",1.87335086596288e-05,2.59521549553627e-06,122,1.42402520080692e-05,2.46444970874063e-05,2021-11-14
18946,"England",2.68541547285674e-05,3.55768435744103e-06,122,2.06591624104126e-05,3.49067533418375e-05,2021-11-15
18947,"England",3.84948223370159e-05,4.87076329331395e-06,122,2.99653936788411e-05,4.94519699906064e-05,2021-11-16
18948,"England",5.51811771475334e-05,6.6600374201159e-06,122,4.345363908545e-05,7.00735942368058e-05,2021-11-17
18949,"England",7.9099995831098e-05,9.0957162917606e-06,122,6.29963340527844e-05,9.93198045018928e-05,2021-11-18
18950,"England",0.000113385483807558,1.2408815247109e-05,122,9.12994800502757e-05,0.000140813499017586,2021-11-19
18951,"England",0.000162529425388798,1.69137171693847e-05,122,0.000132270312712385,0.000199709448738625,2021-11-20
18952,"England",0.000232968546922779,2.30400952693303e-05,122,0.000191544667952722,0.000283348307912706,2021-11-21
18953,"England",0.000333925297705786,3.13788674475128e-05,122,0.000277241625581087,0.000402193615739242,2021-11-22
18954,"England",0.000478610639321287,4.27496037696413e-05,122,0.000401040356253214,0.000571176197778584,2021-11-23
18955,"England",0.000685943177765741,5.83012537792069e-05,122,0.00057971170063808,0.000811625637354691,2021-11-24
18956,"England",0.000983003151402852,7.96651143200972e-05,122,0.000837288275456124,0.00115404777513834,2021-11-25
18957,"England",0.0014085289373167,0.000109189820674146,122,0.00120812618827894,0.00164211963711854,2021-11-26
18958,"England",0.00201788572285412,0.000150304153711353,122,0.00174120422009203,0.00233842958699606,2021-11-27
18959,"England",0.00289009904577931,0.000208075675946443,122,0.00250612901346812,0.0033327014949816,2021-11-28
18960,"England",0.00413775577684694,0.000290061622645971,122,0.00360147331455498,0.00475351316729026,2021-11-29
18961,"England",0.00592082805552682,0.000407580685514344,122,0.00516626928106738,0.00678484219163502,2021-11-30
18962,"England",0.00846574311939871,0.000577563317584146,122,0.00739569372926097,0.00968910185444649,2021-12-01
18963,"England",0.0120912192634194,0.000825147358808216,122,0.0105621596427606,0.0138385413591897,2021-12-02
18964,"England",0.0172423155156751,0.00118713726591304,122,0.0150430299441314,0.0197566863662305,2021-12-03
18965,"England",0.0245333830198417,0.00171625664762743,122,0.0213557126419806,0.0281702715066428,2021-12-04
18966,"England",0.0347983747452342,0.00248563440571318,122,0.03019946087421,0.040068696824627,2021-12-05
18967,"England",0.0491419614508055,0.00359191232022329,122,0.0424999215366267,0.0567605081333408,2021-12-06
18968,"England",0.0689753440237824,0.00515344318627445,122,0.0594461194557953,0.0799023372106186,2021-12-07
18969,"England",0.0960051514038539,0.00729724299305322,122,0.0824989074646594,0.111453957080975,2021-12-08
18970,"England",0.132124114824662,0.0101258118510116,122,0.113335171860283,0.15348871944021,2021-12-09
18971,"England",0.179138944016799,0.0136564455890556,122,0.153678226175901,0.207782255675254,2021-12-10
18972,"England",0.23829003598804,0.0177382577702181,122,0.204966445509682,0.275156340778389,2021-12-11
18973,"England",0.309605888973113,0.0219808939068423,122,0.267854819433899,0.354711852369744,2021-12-12
18974,"England",0.391300809870282,0.0257613441237574,122,0.341648760308668,0.443309855727549,2021-12-13
18975,"England",0.479578176041156,0.0283687524487363,122,0.423909874480499,0.535758277389317,2021-12-14
18976,"England",0.569149523772912,0.0292622750773224,122,0.510536798366932,0.625886710818453,2021-12-15
18977,"England",0.654413607674333,0.0283003361784952,122,0.596469851377553,0.708108741105075,2021-12-16
18978,"England",0.730785546183647,0.0257845102757334,122,0.67681327234591,0.778691683875726,2021-12-17
18979,"England",0.795552658779342,0.0222971865470332,122,0.747881828188047,0.836184177008471,2021-12-18
18980,"England",0.847979546343356,0.0184608268301431,122,0.807733416097911,0.881041881113254,2021-12-19
18981,"England",0.888840952899109,0.0147616444540997,122,0.856090770327396,0.914879067049665,2021-12-20
18982,"England",0.919758560831621,0.0114891555915839,122,0.893870348000536,0.939757454914156,2021-12-21
18983,"England",0.942631819248378,0.00876072213465185,122,0.922619502444645,0.957705764554979,2021-12-22
18984,"England",0.959273639224132,0.00657861159028524,122,0.944062433065707,0.970477785566843,2021-12-23
18985,"England",0.971235183225247,0.00488414178852984,122,0.95981833081407,0.979477514949348,2021-12-24
18986,"England",0.979757693352716,0.00359569764122672,122,0.971268908591795,0.985775144579777,2021-12-25
18987,"England",0.985792071921509,0.00263062338442211,122,0.979524460284752,0.990160424795154,2021-12-26
18988,"England",0.990045834855584,0.00191556305042749,122,0.985442422804584,0.993203590864203,2021-12-27
18989,"England",0.993035046388601,0.0013899134273921,122,0.989667337825277,0.995310324202475,2021-12-28
18990,"England",0.995131019581646,0.00100573977608469,122,0.992674793044086,0.996766327887537,2021-12-29
18991,"England",0.996598409223617,0.000726179329476955,122,0.994811211594122,0.997771413381322,2021-12-30
18992,"England",0.997624619726287,0.000523414255634898,122,0.996326670586599,0.998464652984351,2021-12-31
18993,"England",0.998341752567723,0.000376724084450722,122,0.997400563517546,0.998942522592338,2022-01-01
18994,"England",0.998842632504164,0.000270816143145492,122,0.998161012671144,0.999271794564456,2022-01-02
18995,"England",0.999192342148698,0.00019447820972136,122,0.998699240467999,0.999498608991837,2022-01-03
18996,"England",0.999436443302533,0.000139529678936918,122,0.999080056600076,0.999654813254558,2022-01-04
18997,"England",0.999606797974265,0.000100023665388966,122,0.999349436149948,0.999762372158431,2022-01-05
18998,"England",0.999725671138275,7.16492475874708e-05,122,0.999539958887923,0.999836426183879,2022-01-06
18999,"England",0.999808613349032,5.12883623343928e-05,122,0.999674695269258,0.999887407631021,2022-01-07
19000,"England",0.99986648167036,3.66897916245335e-05,122,0.999769973750178,0.999922502660438,2022-01-08
19001,"England",0.999906854358551,2.6230603538935e-05,122,0.999837347039449,0.999946660345121,2022-01-09
19002,"England",0.999935020123334,1.87422952751545e-05,122,0.99988498699084,0.999963288566298,2022-01-10
19003,"England",0.999954669393637,1.33844831813955e-05,122,0.999918673090504,0.999974733687228,2022-01-11
19004,"England",0.999968377107368,9.553360510744e-06,122,0.999942492420446,0.999982611062845,2022-01-12
19005,"England",0.99997793977903,6.81548365255307e-06,122,0.999959335057396,0.999988032708874,2022-01-13
19006,"England",0.999984610770824,4.85995710820791e-06,122,0.999971244567282,0.999991764098787,2022-01-14
19007,"England",0.99998926448211,3.463952760518e-06,122,0.999979665920663,0.999994332134726,2022-01-15
19008,"England",0.999992510919108,2.4678749089115e-06,122,0.999985620823048,0.999996099488335,2022-01-16
19009,"England",0.999994775633731,1.75749188475115e-06,122,0.999989831698884,0.999997315781958,2022-01-17
19010,"England",0.999996355496139,1.25109242423984e-06,122,0.999992809360609,0.999998152822797,2022-01-18
19011,"England",0.999997457605122,8.90261929295406e-07,122,0.999994914997076,0.999998728857467,2022-01-19
19012,"England",0.999998226433608,6.33263769596206e-07,122,0.99999640400305,0.999999125267656,2022-01-20
18871,"Scotland",1.47319583033888e-13,1.44574539700834e-13,122,2.22044604925031e-16,1.02794583064967e-12,2021-09-01
18872,"Scotland",1.93711753225405e-13,1.88123715888122e-13,122,2.22044604925031e-16,1.324599270566e-12,2021-09-02
18873,"Scotland",2.54713206247862e-13,2.44764030650766e-13,122,2.22044604925031e-16,1.70686619511379e-12,2021-09-03
18874,"Scotland",3.34924527586982e-13,3.18421921136955e-13,122,2.22044604925031e-16,2.19945534119574e-12,2021-09-04
18875,"Scotland",4.40395065618241e-13,4.14198573687348e-13,122,2.22044604925031e-16,2.83420687927189e-12,2021-09-05
18876,"Scotland",5.79079159171225e-13,5.38720435816838e-13,122,2.22044604925031e-16,3.6521507853777e-12,2021-09-06
18877,"Scotland",7.6143603497393e-13,7.00593993227492e-13,122,1.23197025599241e-13,4.70615936167922e-12,2021-09-07
18878,"Scotland",1.00121861782519e-12,9.10995721636083e-13,122,1.65299854420746e-13,6.06436541755196e-12,2021-09-08
18879,"Scotland",1.31651074369501e-12,1.18443725147504e-12,122,2.21790984433316e-13,7.81456713708814e-12,2021-09-09
18880,"Scotland",1.7310909999147e-12,1.53975759587148e-12,122,2.97587336540984e-13,1.0069904468372e-11,2021-09-10
18881,"Scotland",2.27622605006215e-12,2.00140957403388e-12,122,3.99286029145339e-13,1.29761741026252e-11,2021-09-11
18882,"Scotland",2.99302869186885e-12,2.60112732704197e-12,122,5.35738505736932e-13,1.67212560872898e-11,2021-09-12
18883,"Scotland",3.9355584873056e-12,3.38008737927066e-12,122,7.18820833375824e-13,2.15472616925144e-11,2021-09-13
18884,"Scotland",5.17489880704327e-12,4.39170873392187e-12,122,9.64467196817213e-13,2.77661881617327e-11,2021-09-14
18885,"Scotland",6.80451777035124e-12,5.70528018167626e-12,122,1.29405651149356e-12,3.57800928125618e-11,2021-09-15
18886,"Scotland",8.94731738985577e-12,7.41065815267274e-12,122,1.73627279945833e-12,4.61070912919862e-11,2021-09-16
18887,"Scotland",1.17649025510045e-11,9.62434966873546e-12,122,2.32960118773099e-12,5.94148615472487e-11,2021-09-17
18888,"Scotland",1.54697688707723e-11,1.24973869110237e-11,122,3.12567668286092e-12,7.65638206330433e-11,2021-09-18
18889,"Scotland",2.03413286151192e-11,1.62255186026144e-11,122,4.19377705780775e-12,9.86627672618427e-11,2021-09-19
18890,"Scotland",2.67469833120379e-11,2.10623965303646e-11,122,5.62685070858532e-12,1.27140589521272e-10,2021-09-20
