"DATE_NUM","r","SE","df","r_LOWER","r_UPPER","DATE","Re","Re_LOWER","Re_UPPER"
18322,0.00716499594989367,0.00333096597593328,198.031914800845,0.000596279336805666,0.0137337125629817,2020-03-01,1.03402756642795,1.00280494538041,1.06584518194457
18323,0.00716499594991417,0.003330965975934,198.031914800845,0.000596279336824735,0.0137337125630036,2020-03-02,1.03402756642805,1.0028049453805,1.06584518194468
18324,0.00716499594989489,0.00333096597593377,198.031914800845,0.000596279336805922,0.0137337125629839,2020-03-03,1.03402756642796,1.00280494538042,1.06584518194458
18325,0.00716499594991386,0.00333096597593351,198.031914800845,0.000596279336825403,0.0137337125630023,2020-03-04,1.03402756642805,1.00280494538051,1.06584518194467
18326,0.00716499594992341,0.0033309659759341,198.031914800845,0.000596279336833783,0.013733712563013,2020-03-05,1.03402756642809,1.00280494538055,1.06584518194473
18327,0.00716499594988538,0.00333096597593363,198.031914800845,0.000596279336796675,0.0137337125629741,2020-03-06,1.03402756642791,1.00280494538037,1.06584518194454
18328,0.00716499594986888,0.00333096597593342,198.031914800845,0.000596279336780591,0.0137337125629572,2020-03-07,1.03402756642783,1.0028049453803,1.06584518194445
18329,0.00716499594993794,0.00333096597593378,198.031914800845,0.000596279336848946,0.0137337125630269,2020-03-08,1.03402756642816,1.00280494538062,1.06584518194479
18330,0.00716499594987367,0.00333096597593305,198.031914800845,0.000596279336786103,0.0137337125629612,2020-03-09,1.03402756642785,1.00280494538032,1.06584518194447
18331,0.0071649959498862,0.00333096597593398,198.031914800845,0.000596279336796823,0.0137337125629756,2020-03-10,1.03402756642791,1.00280494538037,1.06584518194454
18332,0.00716499594992752,0.00333096597593411,198.031914800845,0.00059627933683787,0.0137337125630172,2020-03-11,1.03402756642811,1.00280494538057,1.06584518194475
18333,0.00716499594988453,0.00333096597593361,198.031914800845,0.000596279336795874,0.0137337125629732,2020-03-12,1.03402756642791,1.00280494538037,1.06584518194453
18334,0.00716499594988362,0.00333096597593399,198.031914800845,0.000596279336794217,0.013733712562973,2020-03-13,1.0340275664279,1.00280494538036,1.06584518194453
18335,0.00716499594992989,0.00333096597593411,198.031914800845,0.000596279336840247,0.0137337125630195,2020-03-14,1.03402756642812,1.00280494538058,1.06584518194476
18336,0.00716499594988044,0.00333096597593317,198.031914800845,0.000596279336792646,0.0137337125629682,2020-03-15,1.03402756642789,1.00280494538035,1.06584518194451
18337,0.00716499594991475,0.00333096597593353,198.031914800845,0.000596279336826235,0.0137337125630033,2020-03-16,1.03402756642805,1.00280494538051,1.06584518194468
18338,0.00716499594991464,0.0033309659759339,198.031914800845,0.000596279336825418,0.0137337125630039,2020-03-17,1.03402756642805,1.00280494538051,1.06584518194468
18339,0.00716499594987941,0.00333096597593318,198.031914800845,0.000596279336791591,0.0137337125629672,2020-03-18,1.03402756642788,1.00280494538035,1.0658451819445
18340,0.00716499594988831,0.00333096597593408,198.031914800845,0.000596279336798714,0.0137337125629779,2020-03-19,1.03402756642792,1.00280494538038,1.06584518194455
18341,0.00716499594986422,0.0033309659759334,198.031914800845,0.00059627933677598,0.0137337125629525,2020-03-20,1.03402756642781,1.00280494538027,1.06584518194443
18342,0.0071649959498987,0.00333096597593341,198.031914800845,0.000596279336810444,0.013733712562987,2020-03-21,1.03402756642797,1.00280494538044,1.0658451819446
18343,0.00716499594990691,0.00333096597593386,198.031914800845,0.000596279336817752,0.0137337125629961,2020-03-22,1.03402756642801,1.00280494538047,1.06584518194464
18344,0.0071649959499068,0.00333096597593341,198.031914800845,0.000596279336818532,0.0137337125629951,2020-03-23,1.03402756642801,1.00280494538048,1.06584518194464
18345,0.00716499594989072,0.00333096597593366,198.031914800845,0.000596279336801964,0.0137337125629795,2020-03-24,1.03402756642794,1.0028049453804,1.06584518194456
18346,0.00716499594989968,0.0033309659759334,198.031914800845,0.000596279336811438,0.0137337125629879,2020-03-25,1.03402756642798,1.00280494538044,1.0658451819446
18347,0.00716499594991804,0.00333096597593353,198.031914800845,0.000596279336829528,0.0137337125630065,2020-03-26,1.03402756642807,1.00280494538053,1.0658451819447
18348,0.00716499594989203,0.00333096597593366,198.031914800845,0.000596279336803273,0.0137337125629808,2020-03-27,1.03402756642794,1.0028049453804,1.06584518194457
18349,0.00716499594987206,0.00333096597593351,198.031914800845,0.000596279336783594,0.0137337125629605,2020-03-28,1.03402756642785,1.00280494538031,1.06584518194447
18350,0.00716499594990935,0.00333096597593386,198.031914800845,0.000596279336820194,0.0137337125629985,2020-03-29,1.03402756642802,1.00280494538048,1.06584518194466
18351,0.00716499594987303,0.00333096597593351,198.031914800845,0.000596279336784564,0.0137337125629615,2020-03-30,1.03402756642785,1.00280494538032,1.06584518194447
18352,0.00716499594986029,0.00333096597593339,198.031914800845,0.000596279336772068,0.0137337125629485,2020-03-31,1.03402756642779,1.00280494538026,1.06584518194441
18353,0.00716499594988529,0.00333096597593363,198.031914800845,0.000596279336796583,0.013733712562974,2020-04-01,1.03402756642791,1.00280494538037,1.06584518194454
18354,0.00716499594992441,0.00333096597593366,198.031914800845,0.000596279336835663,0.0137337125630132,2020-04-02,1.0340275664281,1.00280494538056,1.06584518194473
18355,0.00716499594988388,0.00333096597593364,198.031914800845,0.000596279336795156,0.0137337125629726,2020-04-03,1.0340275664279,1.00280494538037,1.06584518194453
18356,0.00716499594989247,0.00333096597593362,198.031914800845,0.000596279336803793,0.0137337125629811,2020-04-04,1.03402756642794,1.00280494538041,1.06584518194457
18357,0.00716499594992148,0.00333096597593398,198.031914800845,0.000596279336832096,0.0137337125630109,2020-04-05,1.03402756642808,1.00280494538054,1.06584518194472
18358,0.00716499594988781,0.00333096597593363,198.031914800845,0.000596279336799118,0.0137337125629765,2020-04-06,1.03402756642792,1.00280494538038,1.06584518194455
18359,0.00716499594986301,0.00333096597593341,198.031914800845,0.000596279336774749,0.0137337125629513,2020-04-07,1.0340275664278,1.00280494538027,1.06584518194442
18360,0.00716499594988738,0.00333096597593366,198.031914800845,0.000596279336798616,0.0137337125629761,2020-04-08,1.03402756642792,1.00280494538038,1.06584518194455
18361,0.00716499594990615,0.0033309659759334,198.031914800845,0.000596279336817905,0.0137337125629944,2020-04-09,1.03402756642801,1.00280494538047,1.06584518194464
18362,0.00716499594988722,0.00333096597593362,198.031914800845,0.000596279336798544,0.0137337125629759,2020-04-10,1.03402756642792,1.00280494538038,1.06584518194455
18363,0.00716499594989742,0.00333096597593375,198.031914800845,0.000596279336808476,0.0137337125629864,2020-04-11,1.03402756642797,1.00280494538043,1.0658451819446
18364,0.00716499594991717,0.00333096597593353,198.031914800845,0.000596279336828661,0.0137337125630057,2020-04-12,1.03402756642806,1.00280494538052,1.06584518194469
18365,0.00716499594990062,0.00333096597593375,198.031914800845,0.000596279336811675,0.0137337125629896,2020-04-13,1.03402756642798,1.00280494538044,1.06584518194461
18366,0.00716499594988397,0.00333096597593362,198.031914800845,0.000596279336795279,0.0137337125629727,2020-04-14,1.0340275664279,1.00280494538037,1.06584518194453
18367,0.00716499594990397,0.00333096597593375,198.031914800845,0.000596279336815037,0.0137337125629929,2020-04-15,1.034027566428,1.00280494538046,1.06584518194463
