WeekEndDate	LTLA	Lineage	Count
2020-09-05	E06000001	B.1.1.309	1
2020-09-05	E06000001	B.1.160	1
2020-09-05	E06000001	B.1.177	1
2020-09-05	E06000002	B.1.1.309	3
2020-09-05	E06000002	B.1.1.315	3
2020-09-05	E06000003	B.1.1.39	1
2020-09-05	E06000003	B.1.177	1
2020-09-05	E06000004	B.1.1.309	5
2020-09-05	E06000004	B.1.177	2
2020-09-05	E06000005	B.1.177	1
2020-09-05	E06000005	B.1.389	1
2020-09-05	E06000006	Lineage data suppressed	1
2020-09-05	E06000007	B.1.1.279	5
2020-09-05	E06000007	B.1.1.311	1
2020-09-05	E06000007	B.1.177	1
2020-09-05	E06000008	B.1.1.315	1
2020-09-05	E06000008	B.1.1.51	1
2020-09-05	E06000008	B.1.235	1
2020-09-05	E06000010	B.1.1.37	1
2020-09-05	E06000010	B.1.367	1
2020-09-05	E06000011	Lineage data suppressed	1
2020-09-05	E06000014	B.1.1.315	1
2020-09-05	E06000014	B.1.36.17	1
2020-09-05	E06000014	B.1.367	1
2020-09-05	E06000015	A.25	2
2020-09-05	E06000015	B.1.177	1
2020-09-05	E06000016	Lineage data suppressed	17
2020-09-05	E06000017	Lineage data suppressed	1
2020-09-05	E06000018	B.1.1.253	3
2020-09-05	E06000018	B.1.1.255	1
2020-09-05	E06000018	B.1.1.301	1
2020-09-05	E06000018	B.1.1.303	2
2020-09-05	E06000018	B.1.1.315	1
2020-09-05	E06000018	B.1.1.37	1
2020-09-05	E06000018	B.1.177	2
2020-09-05	E06000018	B.1.221	1
2020-09-05	E06000018	B.1.258	2
2020-09-05	E06000018	B.1.36.17	1
2020-09-05	E06000019	Lineage data suppressed	1
2020-09-05	E06000020	Lineage data suppressed	1
2020-09-05	E06000021	B.1.1.28	1
2020-09-05	E06000021	B.1.1.315	1
2020-09-05	E06000021	B.1.177.17	1
2020-09-05	E06000021	B.1.235	1
2020-09-05	E06000021	B.1.389	1
2020-09-05	E06000022	B.1.1.315	1
2020-09-05	E06000022	B.1.1.37	1
2020-09-05	E06000022	B.1.177	3
2020-09-05	E06000023	B.1	1
2020-09-05	E06000023	B.1.1.227	3
2020-09-05	E06000023	B.1.1.269	2
2020-09-05	E06000023	B.1.1.277	1
2020-09-05	E06000023	B.1.1.315	3
2020-09-05	E06000023	B.1.1.37	1
2020-09-05	E06000023	B.1.177	5
2020-09-05	E06000023	B.1.235	1
2020-09-05	E06000023	B.1.258	1
2020-09-05	E06000024	B.1.1.315	2
2020-09-05	E06000024	B.1.177	9
2020-09-05	E06000024	B.1.389	1
2020-09-05	E06000025	B.1.1.286	1
2020-09-05	E06000025	B.1.1.315	3
2020-09-05	E06000025	B.1.160	1
2020-09-05	E06000025	B.1.177	2
2020-09-05	E06000025	B.1.218	1
2020-09-05	E06000025	B.1.367	2
2020-09-05	E06000025	B.1.9	2
2020-09-05	E06000026	B.1.1.307	1
2020-09-05	E06000026	B.1.1.315	5
2020-09-05	E06000026	B.1.177	4
2020-09-05	E06000026	B.1.258	1
2020-09-05	E06000027	B.1	1
2020-09-05	E06000027	B.1.177	1
2020-09-05	E06000030	B.1.1.1	2
2020-09-05	E06000030	B.1.1.227	9
2020-09-05	E06000030	B.1.221	2
2020-09-05	E06000031	B.1	1
2020-09-05	E06000031	B.1.1.1	6
2020-09-05	E06000031	B.1.1.253	1
2020-09-05	E06000031	B.1.1.29	2
2020-09-05	E06000031	B.1.146	5
2020-09-05	E06000031	B.1.218	1
2020-09-05	E06000031	B.1.235	1
2020-09-05	E06000031	B.1.36.16	1
2020-09-05	E06000032	B.1.1.1	9
2020-09-05	E06000032	B.1.1.189	1
2020-09-05	E06000032	B.1.1.198	4
2020-09-05	E06000032	B.1.1.241	1
2020-09-05	E06000032	B.1.1.25	1
2020-09-05	E06000032	B.1.160	1
2020-09-05	E06000032	B.1.177	6
2020-09-05	E06000032	B.1.36.17	1
2020-09-05	E06000033	B.1.1.315	2
2020-09-05	E06000033	B.1.177	1
2020-09-05	E06000034	B.1.1.39	1
2020-09-05	E06000034	B.1.177	6
2020-09-05	E06000034	B.1.258.16	1
2020-09-05	E06000034	B.1.36.17	1
2020-09-05	E06000035	B.1.1.189	2
2020-09-05	E06000035	B.1.221.1	1
2020-09-05	E06000035	B.1.389	1
2020-09-05	E06000036	B.1.1.294	1
2020-09-05	E06000036	B.1.1.315	2
2020-09-05	E06000036	B.1.177	1
2020-09-05	E06000037	B.1.1.269	1
2020-09-05	E06000037	B.1.1.315	1
2020-09-05	E06000038	B.1.1.130	4
2020-09-05	E06000038	B.1.1.277	1
2020-09-05	E06000038	B.1.1.315	1
2020-09-05	E06000038	B.1.177	1
2020-09-05	E06000038	B.1.367	2
2020-09-05	E06000039	B.1	2
2020-09-05	E06000039	B.1.1.1	3
2020-09-05	E06000039	B.1.160	1
2020-09-05	E06000039	B.1.258	1
2020-09-05	E06000039	B.1.36.17	3
2020-09-05	E06000039	B.1.523	1
2020-09-05	E06000040	B.1.1	1
2020-09-05	E06000040	B.1.1.29	1
2020-09-05	E06000040	B.1.1.37	1
2020-09-05	E06000040	B.1.1.44	1
2020-09-05	E06000040	B.1.1.70	1
2020-09-05	E06000040	B.1.177	1
2020-09-05	E06000040	B.1.523	1
2020-09-05	E06000041	B.1.1.37	1
2020-09-05	E06000041	B.1.367	1
2020-09-05	E06000042	B.1	1
2020-09-05	E06000042	B.1.1.162	1
2020-09-05	E06000042	B.1.1.301	1
2020-09-05	E06000042	B.1.1.311	1
2020-09-05	E06000042	B.1.160	3
2020-09-05	E06000042	B.1.177	2
2020-09-05	E06000042	B.1.177.3	1
2020-09-05	E06000042	B.1.36.17	1
2020-09-05	E06000043	B.1.1.1	1
2020-09-05	E06000043	B.1.160	3
2020-09-05	E06000043	B.1.177	3
2020-09-05	E06000043	B.1.258	1
2020-09-05	E06000044	B.1.160	2
2020-09-05	E06000044	B.1.389	1
2020-09-05	E06000045	B.1	2
2020-09-05	E06000045	B.1.1.307	2
2020-09-05	E06000046	B.1.177	1
2020-09-05	E06000047	B.1.1.309	2
2020-09-05	E06000047	B.1.1.315	2
2020-09-05	E06000047	B.1.177	1
2020-09-05	E06000047	B.1.389	1
2020-09-05	E06000049	B.1	1
2020-09-05	E06000049	B.1.160	1
2020-09-05	E06000049	B.1.389	1
2020-09-05	E06000050	B.1.1.37	2
2020-09-05	E06000050	B.1.177	1
2020-09-05	E06000052	B.1	1
2020-09-05	E06000052	B.1.1.315	2
2020-09-05	E06000052	B.1.177	3
2020-09-05	E06000052	B.1.258	2
2020-09-05	E06000054	B.1	4
2020-09-05	E06000054	B.1.1.269	1
2020-09-05	E06000054	B.1.1.296	1
2020-09-05	E06000054	B.1.1.315	2
2020-09-05	E06000054	B.1.1.37	8
2020-09-05	E06000054	B.1.1.70	2
2020-09-05	E06000054	B.1.177	1
2020-09-05	E06000054	B.1.221	1
2020-09-05	E06000054	B.1.36.17	1
2020-09-05	E06000055	B.1.1.235	1
2020-09-05	E06000055	B.1.1.25	2
2020-09-05	E06000055	B.1.1.315	1
2020-09-05	E06000055	B.1.1.37	1
2020-09-05	E06000055	B.1.218	1
2020-09-05	E06000055	B.1.221.1	1
2020-09-05	E06000055	B.1.36.17	1
2020-09-05	E06000056	B.1.177	7
2020-09-05	E06000057	B.1.1.315	2
2020-09-05	E06000057	B.1.1.37	2
2020-09-05	E06000057	B.1.177	2
2020-09-05	E06000057	B.1.177.10	2
2020-09-05	E06000058	B.1	1
2020-09-05	E06000058	B.1.1.315	4
2020-09-05	E06000058	B.1.177	4
2020-09-05	E06000058	B.1.221	1
2020-09-05	E06000058	B.1.221.1	1
2020-09-05	E06000058	B.1.258	1
2020-09-05	E06000058	B.1.258.7	1
2020-09-05	E06000058	B.1.36.17	1
2020-09-05	E06000058	None	1
2020-09-05	E06000059	B.1.1.232	1
2020-09-05	E06000059	B.1.1.277	1
2020-09-05	E06000059	B.1.160	2
2020-09-05	E06000059	B.1.258.7	1
2020-09-05	E07000004	B.1	1
2020-09-05	E07000004	B.1.1.115	1
2020-09-05	E07000004	B.1.160	2
2020-09-05	E07000005	B.1	1
2020-09-05	E07000005	B.1.1.315	3
2020-09-05	E07000005	B.1.177	1
2020-09-05	E07000005	B.1.258	1
2020-09-05	E07000006	Lineage data suppressed	1
2020-09-05	E07000007	B.1	1
2020-09-05	E07000007	B.1.1.315	5
2020-09-05	E07000007	B.1.1.37	1
2020-09-05	E07000007	B.1.160	2
2020-09-05	E07000007	B.1.177	1
2020-09-05	E07000007	B.1.258.3	3
2020-09-05	E07000007	B.1.36	2
2020-09-05	E07000007	B.1.389	1
2020-09-05	E07000008	B.1.1.29	1
2020-09-05	E07000008	B.1.177	1
2020-09-05	E07000008	B.1.177.10	1
2020-09-05	E07000010	Lineage data suppressed	1
2020-09-05	E07000011	Lineage data suppressed	1
2020-09-05	E07000012	B.1.1.29	2
2020-09-05	E07000012	B.1.1.305	2
2020-09-05	E07000027	Lineage data suppressed	1
2020-09-05	E07000032	Lineage data suppressed	1
2020-09-05	E07000038	Lineage data suppressed	1
2020-09-05	E07000039	Lineage data suppressed	1
2020-09-05	E07000040	B.1.160	1
2020-09-05	E07000040	B.1.258	1
2020-09-05	E07000042	Lineage data suppressed	2
2020-09-05	E07000043	Lineage data suppressed	1
2020-09-05	E07000045	B.1.160	1
2020-09-05	E07000045	B.1.258	1
2020-09-05	E07000062	B.1	2
2020-09-05	E07000062	B.1.1.29	1
2020-09-05	E07000062	B.1.177	1
2020-09-05	E07000063	B.1.1.1	1
2020-09-05	E07000063	B.1.1.277	1
2020-09-05	E07000063	B.1.177	1
2020-09-05	E07000064	Lineage data suppressed	2
2020-09-05	E07000065	B.1.160	1
2020-09-05	E07000065	B.1.177	1
2020-09-05	E07000066	B.1.1.1	4
2020-09-05	E07000066	B.1.1.277	4
2020-09-05	E07000066	B.1.177	1
2020-09-05	E07000066	B.1.177.4	1
2020-09-05	E07000066	B.1.36.16	1
2020-09-05	E07000067	B.1.177	1
2020-09-05	E07000068	Lineage data suppressed	1
2020-09-05	E07000069	B.1.1.315	10
2020-09-05	E07000069	B.1.1.37	1
2020-09-05	E07000069	B.1.505	3
2020-09-05	E07000070	B.1.1.315	1
2020-09-05	E07000070	B.1.1.37	2
2020-09-05	E07000071	B.1.177	3
2020-09-05	E07000071	B.1.258	1
2020-09-05	E07000072	B.1	1
2020-09-05	E07000072	B.1.1.1	1
2020-09-05	E07000072	B.1.177	3
2020-09-05	E07000072	B.1.221.1	4
2020-09-05	E07000072	B.1.367	1
2020-09-05	E07000074	Lineage data suppressed	1
2020-09-05	E07000075	B.1.177	1
2020-09-05	E07000077	B.1	1
2020-09-05	E07000077	B.1.1.315	1
2020-09-05	E07000077	B.1.1.37	3
2020-09-05	E07000077	B.1.160	1
2020-09-05	E07000077	B.1.258	1
2020-09-05	E07000078	B.1.1.313	1
2020-09-05	E07000078	B.1.160	1
2020-09-05	E07000078	B.1.258	2
2020-09-05	E07000079	B.1.177	1
2020-09-05	E07000081	B.1.1.277	1
2020-09-05	E07000081	B.1.1.315	1
2020-09-05	E07000081	B.1.258	1
2020-09-05	E07000082	B.1.160	1
2020-09-05	E07000082	B.1.177	1
2020-09-05	E07000084	B.1.1.130	2
2020-09-05	E07000084	B.1.1.269	1
2020-09-05	E07000084	B.1.1.315	1
2020-09-05	E07000084	B.1.177	2
2020-09-05	E07000085	B.1.1.232	1
2020-09-05	E07000085	B.1.160	2
2020-09-05	E07000085	B.1.221	1
2020-09-05	E07000086	Lineage data suppressed	1
2020-09-05	E07000087	Lineage data suppressed	3
2020-09-05	E07000089	B.1.1.315	1
2020-09-05	E07000089	B.1.177	1
2020-09-05	E07000091	Lineage data suppressed	5
2020-09-05	E07000092	B.1.1.269	1
2020-09-05	E07000092	B.1.1.315	1
2020-09-05	E07000092	B.1.177	2
2020-09-05	E07000093	Lineage data suppressed	14
2020-09-05	E07000095	B.1.1.311	6
2020-09-05	E07000095	B.1.177	3
2020-09-05	E07000096	B.1.1.1	2
2020-09-05	E07000096	B.1.1.187	1
2020-09-05	E07000096	B.1.1.301	1
2020-09-05	E07000096	B.1.1.315	6
2020-09-05	E07000096	B.1.1.37	1
2020-09-05	E07000096	B.1.177	2
2020-09-05	E07000096	B.1.221.1	1
2020-09-05	E07000096	B.1.36.17	1
2020-09-05	E07000096	B.1.367	1
2020-09-05	E07000096	B.1.389	1
2020-09-05	E07000098	B.1.1	2
2020-09-05	E07000098	B.1.1.162	1
2020-09-05	E07000098	B.1.1.269	1
2020-09-05	E07000098	B.1.1.37	21
2020-09-05	E07000098	B.1.1.70	2
2020-09-05	E07000098	B.1.177	6
2020-09-05	E07000098	B.1.221	1
2020-09-05	E07000098	B.1.235	1
2020-09-05	E07000099	B.1.1.240	1
2020-09-05	E07000099	B.1.1.315	3
2020-09-05	E07000102	B.1.160	1
2020-09-05	E07000102	B.1.36.12	1
2020-09-05	E07000102	B.1.416.1	1
2020-09-05	E07000103	B.1.1.37	2
2020-09-05	E07000103	B.1.177	2
2020-09-05	E07000105	Lineage data suppressed	1
2020-09-05	E07000106	B.1.1.29	1
2020-09-05	E07000106	B.1.177	3
2020-09-05	E07000107	B.1.1.162	1
2020-09-05	E07000107	B.1.160	1
2020-09-05	E07000107	B.1.258	2
2020-09-05	E07000108	Lineage data suppressed	2
2020-09-05	E07000109	B.1.1	1
2020-09-05	E07000109	B.1.1.63	1
2020-09-05	E07000109	B.1.160	5
2020-09-05	E07000109	B.1.177	1
2020-09-05	E07000110	B.1.177	1
2020-09-05	E07000111	B.1	1
2020-09-05	E07000111	B.1.1.70	1
2020-09-05	E07000111	B.1.160	1
2020-09-05	E07000111	B.1.177	1
2020-09-05	E07000111	B.1.221	1
2020-09-05	E07000111	B.1.367	1
2020-09-05	E07000111	B.1.416.1	1
2020-09-05	E07000112	B.1.177	1
2020-09-05	E07000113	Lineage data suppressed	1
2020-09-05	E07000114	B.1.177	2
2020-09-05	E07000115	B.1.1.29	1
2020-09-05	E07000115	B.1.160	1
2020-09-05	E07000115	B.1.177	1
2020-09-05	E07000116	B.1.177	1
2020-09-05	E07000116	B.1.258.3	1
2020-09-05	E07000120	B.1.1.315	1
2020-09-05	E07000120	B.1.177	1
2020-09-05	E07000122	B.1.1.1	1
2020-09-05	E07000122	B.1.1.165	1
2020-09-05	E07000123	Lineage data suppressed	1
2020-09-05	E07000125	Lineage data suppressed	1
2020-09-05	E07000126	Lineage data suppressed	1
2020-09-05	E07000127	Lineage data suppressed	1
2020-09-05	E07000130	B.1.177	1
2020-09-05	E07000132	Lineage data suppressed	1
2020-09-05	E07000134	B.1.258	1
2020-09-05	E07000134	B.1.36.17	1
2020-09-05	E07000135	Lineage data suppressed	1
2020-09-05	E07000136	Lineage data suppressed	1
2020-09-05	E07000138	Lineage data suppressed	3
2020-09-05	E07000141	B.1.1.29	1
2020-09-05	E07000141	B.1.177	1
2020-09-05	E07000141	B.1.258	2
2020-09-05	E07000143	Lineage data suppressed	11
2020-09-05	E07000144	Lineage data suppressed	2
2020-09-05	E07000145	B.1.1.198	2
2020-09-05	E07000145	B.1.1.315	1
2020-09-05	E07000145	B.1.160	2
2020-09-05	E07000145	B.1.177	1
2020-09-05	E07000146	Lineage data suppressed	1
2020-09-05	E07000148	B.1.1.1	2
2020-09-05	E07000148	B.1.1.198	7
2020-09-05	E07000148	B.1.160	1
2020-09-05	E07000148	B.1.177	1
2020-09-05	E07000148	B.1.258	1
2020-09-05	E07000149	B.1.1.198	2
2020-09-05	E07000149	B.1.160	1
2020-09-05	E07000150	B.1.1.1	1
2020-09-05	E07000150	B.1.177	1
2020-09-05	E07000150	B.1.258	1
2020-09-05	E07000150	B.1.36	1
2020-09-05	E07000150	B.1.36.17	1
2020-09-05	E07000151	B.1.1.1	1
2020-09-05	E07000151	B.1.1.37	1
2020-09-05	E07000151	B.1.36.17	2
2020-09-05	E07000152	B.1.1.115	6
2020-09-05	E07000152	B.1.177	1
2020-09-05	E07000152	B.1.36.17	1
2020-09-05	E07000153	Lineage data suppressed	6
2020-09-05	E07000154	B.1.1.183	1
2020-09-05	E07000154	B.1.1.217	1
2020-09-05	E07000154	B.1.1.235	1
2020-09-05	E07000154	B.1.1.315	6
2020-09-05	E07000154	B.1.160	1
2020-09-05	E07000154	B.1.177	4
2020-09-05	E07000154	B.1.221	1
2020-09-05	E07000154	B.1.258	1
2020-09-05	E07000154	B.1.36.17	6
2020-09-05	E07000154	G.1	1
2020-09-05	E07000155	B.1.1.315	1
2020-09-05	E07000155	B.1.177	1
2020-09-05	E07000156	Lineage data suppressed	1
2020-09-05	E07000164	Lineage data suppressed	1
2020-09-05	E07000165	B.1.1.315	1
2020-09-05	E07000165	B.1.1.37	1
2020-09-05	E07000165	B.1.177	2
2020-09-05	E07000168	Lineage data suppressed	1
2020-09-05	E07000169	Lineage data suppressed	1
2020-09-05	E07000171	B.1.258	1
2020-09-05	E07000171	B.1.389	1
2020-09-05	E07000172	A.25	2
2020-09-05	E07000172	B.1.1.1	2
2020-09-05	E07000172	B.1.258	1
2020-09-05	E07000173	B.1.1.315	1
2020-09-05	E07000173	B.1.177	1
2020-09-05	E07000173	B.1.221	1
2020-09-05	E07000175	B.1.1.315	1
2020-09-05	E07000175	B.1.146	1
2020-09-05	E07000175	B.1.177	1
2020-09-05	E07000176	B.1.177	1
2020-09-05	E07000177	Lineage data suppressed	4
2020-09-05	E07000178	B.1.1.162	1
2020-09-05	E07000178	B.1.1.273	1
2020-09-05	E07000178	B.1.177	2
2020-09-05	E07000178	B.1.221	1
2020-09-05	E07000178	B.1.36	1
2020-09-05	E07000178	B.1.367	1
2020-09-05	E07000179	B.1.1.277	1
2020-09-05	E07000179	B.1.1.315	2
2020-09-05	E07000179	B.1.1.37	1
2020-09-05	E07000179	B.1.177	1
2020-09-05	E07000179	B.1.258	1
2020-09-05	E07000180	B.1.1.282	1
2020-09-05	E07000180	B.1.1.37	1
2020-09-05	E07000180	B.1.160	1
2020-09-05	E07000180	B.1.177	2
2020-09-05	E07000181	B.1.1.1	1
2020-09-05	E07000181	B.1.1.315	5
2020-09-05	E07000181	B.1.177	1
2020-09-05	E07000181	B.1.258	1
2020-09-05	E07000187	Lineage data suppressed	1
2020-09-05	E07000188	Lineage data suppressed	1
2020-09-05	E07000193	B.1.235	1
2020-09-05	E07000193	B.1.36.17	1
2020-09-05	E07000198	Lineage data suppressed	1
2020-09-05	E07000199	Lineage data suppressed	1
2020-09-05	E07000200	B.1.160	1
2020-09-05	E07000200	B.1.177	1
2020-09-05	E07000202	B.1.36	1
2020-09-05	E07000202	B.1.9.4	2
2020-09-05	E07000203	B.1.1.198	1
2020-09-05	E07000203	B.1.1.315	2
2020-09-05	E07000207	B.1.1.1	1
2020-09-05	E07000207	B.1.1.37	2
2020-09-05	E07000207	B.1.160	2
2020-09-05	E07000207	B.1.177	2
2020-09-05	E07000207	B.1.221	1
2020-09-05	E07000207	B.1.258	2
2020-09-05	E07000207	B.1.367	1
2020-09-05	E07000208	B.1	1
2020-09-05	E07000208	B.1.1.315	2
2020-09-05	E07000208	B.1.367	1
2020-09-05	E07000209	B.1.1.37	2
2020-09-05	E07000209	B.1.1.70	3
2020-09-05	E07000209	B.1.177	1
2020-09-05	E07000210	B.1.1.1	1
2020-09-05	E07000210	B.1.1.315	1
2020-09-05	E07000210	B.1.1.37	1
2020-09-05	E07000210	B.1.258	1
2020-09-05	E07000211	B.1.1.1	1
2020-09-05	E07000211	B.1.1.269	1
2020-09-05	E07000211	B.1.1.315	4
2020-09-05	E07000211	B.1.177	5
2020-09-05	E07000211	B.1.389	1
2020-09-05	E07000212	B.1.160	1
2020-09-05	E07000212	B.1.258	1
2020-09-05	E07000212	B.1.36.12	1
2020-09-05	E07000213	B.1.1.187	1
2020-09-05	E07000213	B.1.1.241	1
2020-09-05	E07000213	B.1.1.273	2
2020-09-05	E07000213	B.1.1.277	1
2020-09-05	E07000213	B.1.1.29	1
2020-09-05	E07000213	B.1.1.37	1
2020-09-05	E07000213	B.1.177	4
2020-09-05	E07000214	B.1.1.1	1
2020-09-05	E07000214	B.1.1.282	1
2020-09-05	E07000214	B.1.1.294	1
2020-09-05	E07000214	B.1.160	1
2020-09-05	E07000214	B.1.177	1
2020-09-05	E07000215	Lineage data suppressed	2
2020-09-05	E07000216	B.1.1.315	1
2020-09-05	E07000216	B.1.1.37	4
2020-09-05	E07000216	B.1.177	2
2020-09-05	E07000217	B.1.1.269	1
2020-09-05	E07000217	B.1.1.37	1
2020-09-05	E07000217	B.1.177	1
2020-09-05	E07000218	Lineage data suppressed	1
2020-09-05	E07000219	B.1.1.253	2
2020-09-05	E07000219	B.1.177	1
2020-09-05	E07000222	Lineage data suppressed	1
2020-09-05	E07000224	B.1.160	3
2020-09-05	E07000224	B.1.258	2
2020-09-05	E07000225	B.1	1
2020-09-05	E07000225	B.1.160	1
2020-09-05	E07000226	B.1.1.315	2
2020-09-05	E07000226	B.1.177	1
2020-09-05	E07000226	B.1.2	2
2020-09-05	E07000227	B.1.1.277	1
2020-09-05	E07000227	B.1.177	1
2020-09-05	E07000228	B.1.1.315	1
2020-09-05	E07000228	B.1.177	2
2020-09-05	E07000229	B.1.177	1
2020-09-05	E07000234	Lineage data suppressed	1
2020-09-05	E07000235	Lineage data suppressed	1
2020-09-05	E07000238	Lineage data suppressed	1
2020-09-05	E07000240	B.1.1.1	5
2020-09-05	E07000240	B.1.1.241	1
2020-09-05	E07000240	B.1.1.315	2
2020-09-05	E07000240	B.1.1.37	1
2020-09-05	E07000240	B.1.177	2
2020-09-05	E07000240	B.1.258.3	1
2020-09-05	E07000241	B.1.1.1	1
2020-09-05	E07000241	B.1.1.37	1
2020-09-05	E07000241	B.1.221.1	1
2020-09-05	E07000241	B.1.367	2
2020-09-05	E07000242	B.1.1.162	1
2020-09-05	E07000242	B.1.1.29	1
2020-09-05	E07000243	Lineage data suppressed	4
2020-09-05	E07000244	B.1.1.198	1
2020-09-05	E07000244	B.1.160	3
2020-09-05	E07000244	B.1.177	1
2020-09-05	E07000245	Lineage data suppressed	1
2020-09-05	E08000001	B.1.1.286	1
2020-09-05	E08000001	B.1.1.311	6
2020-09-05	E08000001	B.1.177.2	1
2020-09-05	E08000002	B.1	1
2020-09-05	E08000002	B.1.177	1
2020-09-05	E08000003	B.1.1.269	1
2020-09-05	E08000003	B.1.1.286	1
2020-09-05	E08000003	B.1.1.307	1
2020-09-05	E08000003	B.1.1.311	2
2020-09-05	E08000003	B.1.149	1
2020-09-05	E08000003	B.1.177	4
2020-09-05	E08000004	Lineage data suppressed	1
2020-09-05	E08000006	B.1.1.307	1
2020-09-05	E08000006	B.1.1.311	1
2020-09-05	E08000006	B.1.1.37	2
2020-09-05	E08000006	B.1.1.51	2
2020-09-05	E08000007	Lineage data suppressed	1
2020-09-05	E08000008	Lineage data suppressed	1
2020-09-05	E08000009	Lineage data suppressed	1
2020-09-05	E08000010	Lineage data suppressed	1
2020-09-05	E08000011	B.1.177	1
2020-09-05	E08000012	B.1.1.37	1
2020-09-05	E08000012	B.1.177	8
2020-09-05	E08000013	B.1.1.307	1
2020-09-05	E08000013	B.1.1.311	1
2020-09-05	E08000013	B.1.177	1
2020-09-05	E08000014	B.1.177	1
2020-09-05	E08000015	B.1.1.37	2
2020-09-05	E08000015	B.1.160	1
2020-09-05	E08000015	B.1.177	4
2020-09-05	E08000016	Lineage data suppressed	1
2020-09-05	E08000017	B.1.1.315	1
2020-09-05	E08000017	B.1.177	1
2020-09-05	E08000018	B.1.177	1
2020-09-05	E08000019	B.1.1.141	1
2020-09-05	E08000019	B.1.1.315	1
2020-09-05	E08000019	B.1.177	1
2020-09-05	E08000019	B.1.235	2
2020-09-05	E08000021	B.1.1.1	1
2020-09-05	E08000021	B.1.1.307	3
2020-09-05	E08000021	B.1.1.309	1
2020-09-05	E08000021	B.1.1.315	2
2020-09-05	E08000021	B.1.160	2
2020-09-05	E08000021	B.1.177	1
2020-09-05	E08000021	B.1.221	1
2020-09-05	E08000021	B.1.235	1
2020-09-05	E08000022	B.1.1.1	1
2020-09-05	E08000022	B.1.160	3
2020-09-05	E08000022	B.1.177	1
2020-09-05	E08000023	B.1.1.307	1
2020-09-05	E08000023	B.1.177	2
2020-09-05	E08000023	B.1.177.10	1
2020-09-05	E08000023	B.1.389	3
2020-09-05	E08000024	B.1.1.315	4
2020-09-05	E08000024	B.1.177	1
2020-09-05	E08000024	B.1.389	2
2020-09-05	E08000025	B.1	1
2020-09-05	E08000025	B.1.1.1	2
2020-09-05	E08000025	B.1.1.255	1
2020-09-05	E08000025	B.1.1.279	1
2020-09-05	E08000025	B.1.1.37	3
2020-09-05	E08000025	B.1.160	1
2020-09-05	E08000025	B.1.177	2
2020-09-05	E08000025	B.1.177.17	2
2020-09-05	E08000025	B.1.218	3
2020-09-05	E08000025	B.1.258.3	3
2020-09-05	E08000025	B.1.36	1
2020-09-05	E08000025	B.1.36.17	13
2020-09-05	E08000025	B.1.36.20	1
2020-09-05	E08000025	B.1.471	1
2020-09-05	E08000026	B.1.1.1	1
2020-09-05	E08000026	B.1.1.303	1
2020-09-05	E08000026	B.1.1.311	1
2020-09-05	E08000026	B.1.36	1
2020-09-05	E08000026	B.1.467	1
2020-09-05	E08000028	B.1.1.255	1
2020-09-05	E08000028	B.1.1.37	1
2020-09-05	E08000028	B.1.36.17	4
2020-09-05	E08000028	None	1
2020-09-05	E08000029	B.1.1.37	1
2020-09-05	E08000029	B.1.258.3	1
2020-09-05	E08000029	B.1.36.17	2
2020-09-05	E08000030	B.1.1.255	1
2020-09-05	E08000030	B.1.160	1
2020-09-05	E08000030	B.1.36.17	2
2020-09-05	E08000031	Lineage data suppressed	1
2020-09-05	E08000032	B.1	1
2020-09-05	E08000032	B.1.1.1	9
2020-09-05	E08000032	B.1.1.253	5
2020-09-05	E08000032	B.1.1.311	1
2020-09-05	E08000032	B.1.1.37	3
2020-09-05	E08000032	B.1.1.51	2
2020-09-05	E08000032	B.1.177.5	1
2020-09-05	E08000032	B.1.235	10
2020-09-05	E08000032	B.1.282	8
2020-09-05	E08000032	B.1.367	1
2020-09-05	E08000033	B.1.177	1
2020-09-05	E08000034	B.1.1.311	1
2020-09-05	E08000034	B.1.1.37	3
2020-09-05	E08000034	B.1.160	1
2020-09-05	E08000034	B.1.235	1
2020-09-05	E08000034	B.1.367	1
2020-09-05	E08000034	B.1.505	2
2020-09-05	E08000035	B	1
2020-09-05	E08000035	B.1.1.1	1
2020-09-05	E08000035	B.1.1.218	1
2020-09-05	E08000035	B.1.1.301	1
2020-09-05	E08000035	B.1.1.307	1
2020-09-05	E08000035	B.1.1.311	1
2020-09-05	E08000035	B.1.1.315	2
2020-09-05	E08000035	B.1.1.37	12
2020-09-05	E08000035	B.1.160	2
2020-09-05	E08000035	B.1.177	5
2020-09-05	E08000035	B.1.367	2
2020-09-05	E08000036	B.1.1.218	2
2020-09-05	E08000036	B.1.1.311	1
2020-09-05	E08000036	B.1.1.37	1
2020-09-05	E08000037	B.1	1
2020-09-05	E08000037	B.1.1.307	1
2020-09-05	E08000037	B.1.1.311	2
2020-09-05	E08000037	B.1.1.315	4
2020-09-05	E09000002	B.1.1.303	3
2020-09-05	E09000002	B.1.1.305	2
2020-09-05	E09000002	B.1.1.311	2
2020-09-05	E09000002	B.1.1.39	2
2020-09-05	E09000002	B.1.1.4	1
2020-09-05	E09000002	B.1.177	4
2020-09-05	E09000002	B.1.258	1
2020-09-05	E09000002	B.1.36	4
2020-09-05	E09000002	B.1.36.17	1
2020-09-05	E09000002	B.1.471	1
2020-09-05	E09000003	B.1	3
2020-09-05	E09000003	B.1.1.12	1
2020-09-05	E09000003	B.1.1.198	1
