"contrast","continent","estimate","SE","df","asymp.LCL","asymp.UCL","p.value"
"Omicron (BA.2.76) - Beta","Asia",0.17367753109387,0.0062028285699694,NA,0.161520210494454,0.185834851693286,4.8739901004069e-12
"Omicron (BA.2.76) - Alpha","Asia",0.504039112757108,0.00779530318011147,NA,0.488760599275519,0.519317626238697,4.8739901004069e-12
"Omicron (BA.2.76) - Other","Asia",0.0890419907572106,0.00168866796397291,NA,0.0857322623659771,0.092351719148444,4.8739901004069e-12
"Omicron (BA.2.76) - Delta","Asia",0.285859606286668,0.0021934171559192,NA,0.281560587657994,0.290158624915342,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.1)","Asia",0.151480834419894,0.00168444322244583,NA,0.148179386369897,0.15478228246989,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.2)","Asia",0.0672422130022007,0.0014947659399993,NA,0.0643125255944849,0.0701719004099165,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.3)","Asia",0.0383606652817316,0.00268595064123341,NA,0.0330962987606618,0.0436250318028014,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.4)","Asia",-0.0168569280073279,0.0016572668476701,NA,-0.0201051113415335,-0.0136087446731223,4.98656671510389e-12
"Omicron (BA.2.76) - Omicron (BA.2.74)","Asia",0.0212214652900117,0.00248455277200749,NA,0.0163518313391879,0.0260910992408355,5.00144370363387e-12
"Omicron (BA.2.75) - Omicron (BA.5)","Asia",0.0365935316461911,0.00284328320699326,NA,0.0310207989626368,0.0421662643297454,4.8739901004069e-12
"Omicron (BA.2.75) - Beta","Asia",0.246167566116393,0.00665170570811166,NA,0.233130462492735,0.259204669740052,4.8739901004069e-12
"Omicron (BA.2.75) - Alpha","Asia",0.576529147779632,0.00816230233975956,NA,0.560531329162776,0.592526966396488,4.8739901004069e-12
"Omicron (BA.2.75) - Other","Asia",0.161532025779734,0.00295632455052708,NA,0.15573773613409,0.167326315425379,4.8739901004069e-12
"Omicron (BA.2.75) - Delta","Asia",0.358349641309191,0.00327273503756322,NA,0.351935198504625,0.364764084113758,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.1)","Asia",0.223970869442417,0.00295263908727072,NA,0.218183803172022,0.229757935712813,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.2)","Asia",0.139732248024724,0.00284584836129176,NA,0.13415448773113,0.145310008318319,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.3)","Asia",0.110850700304255,0.00362360497475341,NA,0.103748565059538,0.117952835548972,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.4)","Asia",0.0556331070151958,0.00291687125240553,NA,0.0499161444129407,0.0613500696174509,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.2.74)","Asia",0.0937115003125354,0.0034490592124077,NA,0.0869514684756703,0.100471532149401,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.2.76)","Asia",0.0724900350225237,0.0030108317685824,NA,0.0665889131925932,0.0783911568524543,4.8739901004069e-12
"Beta - Omicron (BA.5)","Europe",-0.0431199425155221,0.0020507289679825,NA,-0.0471392974348208,-0.0391005875962234,4.8739901004069e-12
"Alpha - Omicron (BA.5)","Europe",-0.129317932875279,0.00355662609617354,NA,-0.136288791930255,-0.122347073820304,4.8739901004069e-12
"Alpha - Beta","Europe",-0.0861979903597571,0.00399586612105578,NA,-0.0940297440440702,-0.078366236675444,4.8739901004069e-12
"Other - Omicron (BA.5)","Europe",-0.0719000321503282,0.000614589138906051,NA,-0.0731046047278736,-0.0706954595727829,4.8739901004069e-12
"Other - Beta","Europe",-0.0287800896348061,0.00197406900250797,NA,-0.0326491937827187,-0.0249109854868936,4.8739901004069e-12
"Other - Alpha","Europe",0.0574179007249509,0.00352034239270943,NA,0.0505181564219909,0.064317645027911,4.8739901004069e-12
"Delta - Omicron (BA.5)","Europe",-0.302890293606795,0.00115894940999329,NA,-0.305161792710286,-0.300618794503304,4.8739901004069e-12
"Delta - Beta","Europe",-0.259770351091273,0.00213805788770024,NA,-0.263960867548027,-0.255579834634519,4.8739901004069e-12
"Delta - Alpha","Europe",-0.173572360731516,0.00376910628393244,NA,-0.180959673301927,-0.166185048161105,4.8739901004069e-12
"Delta - Other","Europe",-0.230990261456467,0.000858046177840194,NA,-0.232672001062106,-0.229308521850828,4.8739901004069e-12
"Omicron (BA.1) - Omicron (BA.5)","Europe",-0.208432140828788,0.000761537889543211,NA,-0.209924727665156,-0.206939553992421,4.8739901004069e-12
"Omicron (BA.1) - Beta","Europe",-0.165312198313266,0.00204761363409405,NA,-0.169325447290344,-0.161298949336189,4.8739901004069e-12
"Omicron (BA.1) - Alpha","Europe",-0.0791142079535093,0.00354094811492895,NA,-0.0860543387298951,-0.0721740771771236,4.8739901004069e-12
"Omicron (BA.1) - Other","Europe",-0.13653210867846,0.000571508004723556,NA,-0.137652243784595,-0.135411973572326,4.8739901004069e-12
"Omicron (BA.1) - Delta","Europe",0.0944581527780064,0.00121112079405076,NA,0.0920843996407394,0.0968319059152735,4.8739901004069e-12
"Omicron (BA.2) - Omicron (BA.5)","Europe",-0.122384924487057,0.000465331630409726,NA,-0.123296957723528,-0.121472891250587,4.8739901004069e-12
"Omicron (BA.2) - Beta","Europe",-0.0792649819715353,0.00200909556211302,NA,-0.0832027369147761,-0.0753272270282945,4.8739901004069e-12
"Omicron (BA.2) - Alpha","Europe",0.00693300838822176,0.00352978617324566,NA,1.47546155327954e-05,0.0138512621609107,0.717493149414156
"Omicron (BA.2) - Other","Europe",-0.0504848923367292,0.000447295263161861,NA,-0.0513615749429818,-0.0496082097304766,4.8739901004069e-12
"Omicron (BA.2) - Delta","Europe",0.180505369119737,0.00108922631407705,NA,0.178370524773133,0.182640213466342,4.8739901004069e-12
"Omicron (BA.2) - Omicron (BA.1)","Europe",0.0860472163417311,0.00062562759171246,NA,0.0848210087942401,0.087273423889222,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.5)","Europe",-0.0964668947905421,0.00438961811398273,NA,-0.105070388199833,-0.0878634013812513,4.8739901004069e-12
"Omicron (BA.3) - Beta","Europe",-0.05334695227502,0.00481263435142324,NA,-0.0627795422745698,-0.0439143622754702,4.93527441136621e-12
"Omicron (BA.3) - Alpha","Europe",0.0328510380847371,0.00561871233980131,NA,0.0218385642592357,0.0438635119102384,6.20944361484632e-07
"Omicron (BA.3) - Other","Europe",-0.0245668626402139,0.00439574922903,NA,-0.0331823728141824,-0.0159513524662454,2.54917338338156e-06
"Omicron (BA.3) - Delta","Europe",0.206423398816253,0.00450905430210304,NA,0.197585814779795,0.21526098285271,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.1)","Europe",0.111965246038246,0.00441086021336061,NA,0.103320118879219,0.120610373197274,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.2)","Europe",0.0259180296965153,0.0043804439404344,NA,0.0173325173369672,0.0345035420560635,4.19268543772056e-07
"Omicron (BA.4) - Omicron (BA.5)","Europe",-0.027050895197928,0.000573163088795489,NA,-0.0281742742092349,-0.0259275161866211,4.8739901004069e-12
"Omicron (BA.4) - Beta","Europe",0.0160690473175941,0.00210861326136608,NA,0.011936241267993,0.0202018533671951,1.44934064749691e-11
"Omicron (BA.4) - Alpha","Europe",0.102267037677351,0.00358979547815591,NA,0.0952311678283009,0.109302907526401,4.8739901004069e-12
"Omicron (BA.4) - Other","Europe",0.0448491369524002,0.000786426488232663,NA,0.0433077693589759,0.0463905045458246,4.8739901004069e-12
"Omicron (BA.4) - Delta","Europe",0.275839398408867,0.00125942823745874,NA,0.273370964422335,0.278307832395399,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.1)","Europe",0.18138124563086,0.000906303289256054,NA,0.179604923824848,0.183157567436873,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.2)","Europe",0.0953340292891294,0.000673410484546866,NA,0.0940141689926059,0.0966538895856529,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.3)","Europe",0.0694159995926141,0.00442002842077813,NA,0.0607529030772455,0.0780790961079827,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.5)","Europe",0.0196231262752141,0.00534876596258283,NA,0.00913973762681805,0.0301065149236102,0.0142670610548121
"Omicron (BA.2.74) - Beta","Europe",0.0627430687907362,0.00572069651904647,NA,0.0515307096469215,0.0739554279345509,4.94959628838387e-12
"Omicron (BA.2.74) - Alpha","Europe",0.148941059150493,0.00641663525640124,NA,0.136364685146017,0.16151743315497,4.8739901004069e-12
"Omicron (BA.2.74) - Other","Europe",0.0915231584255423,0.00537560945020444,NA,0.0809871575081885,0.102059159342896,4.8739901004069e-12
"Omicron (BA.2.74) - Delta","Europe",0.322513419882009,0.00546394494553526,NA,0.31180428457525,0.333222555188768,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.1)","Europe",0.228055267104003,0.00539420305013986,NA,0.217482823400432,0.238627710807573,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.2)","Europe",0.142008050762271,0.00536143468496735,NA,0.131499831874272,0.152516269650271,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.3)","Europe",0.116090021065756,0.00691883471706769,NA,0.102529354205318,0.129650687926194,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.4)","Europe",0.0466740214731421,0.00537360979212172,NA,0.0361419398136118,0.0572061031326724,4.98878716115314e-12
"Omicron (BA.2.76) - Omicron (BA.5)","Europe",-0.00372606400880615,0.00339143142372065,NA,-0.010373147455336,0.00292101943772371,0.994657327202976
"Omicron (BA.2.76) - Beta","Europe",0.0393938785067159,0.00395979248788495,NA,0.0316328278442092,0.0471549291692227,4.98323604603002e-12
"Omicron (BA.2.76) - Alpha","Europe",0.125591868866473,0.00491197687201296,NA,0.115964571104434,0.135219166628512,4.8739901004069e-12
"Omicron (BA.2.76) - Other","Europe",0.0681739681415221,0.00344235793161434,NA,0.0614270705736622,0.074920865709382,4.8739901004069e-12
"Omicron (BA.2.76) - Delta","Europe",0.299164229597989,0.00357950669645297,NA,0.292148525390521,0.306179933805456,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.1)","Europe",0.204706076819982,0.00347134370775529,NA,0.197902368174822,0.211509785465142,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.2)","Europe",0.118658860478251,0.00341922059394911,NA,0.111957311258913,0.125360409697589,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.3)","Europe",0.0927408307817359,0.00555454316976197,NA,0.0818541262184295,0.103627535345042,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.4)","Europe",0.0233248311891218,0.00343434666952164,NA,0.0165936354064343,0.0300560269718093,2.26017538018652e-09
"Omicron (BA.2.76) - Omicron (BA.2.74)","Europe",-0.0233491902840203,0.00633045954036551,NA,-0.0357566629887246,-0.0109417175793159,0.0133136041337348
"Omicron (BA.2.75) - Omicron (BA.5)","Europe",0.0315098779061435,0.00802301697298288,NA,0.0157850535917435,0.0472347022205435,0.00554101873252799
"Omicron (BA.2.75) - Beta","Europe",0.0746298204216656,0.00827903948453692,NA,0.0584032012053882,0.090856439637943,4.98401320214725e-12
"Omicron (BA.2.75) - Alpha","Europe",0.160827810781423,0.00877425553389976,NA,0.143630585943828,0.178025035619018,4.8739901004069e-12
"Omicron (BA.2.75) - Other","Europe",0.103409910056472,0.00804440052979465,NA,0.0876431747408593,0.119176645372084,4.8739901004069e-12
"Omicron (BA.2.75) - Delta","Europe",0.334400171512938,0.00810404024192978,NA,0.318516544509493,0.350283798516384,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.1)","Europe",0.239942018734932,0.00805700312639874,NA,0.224150582783864,0.255733454686,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.2)","Europe",0.153894802393201,0.00803456413399445,NA,0.138147346059095,0.169642258727307,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.3)","Europe",0.127976772696686,0.0091527687831914,NA,0.110037675522808,0.145915869870563,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.4)","Europe",0.0585607731040715,0.00803973629814942,NA,0.0428031795144993,0.0743183666936438,9.79450964777584e-11
"Omicron (BA.2.75) - Omicron (BA.2.74)","Europe",0.0118867516309294,0.00963693898585992,NA,-0.00700130170256597,0.0307748049644248,0.986038700348052
"Omicron (BA.2.75) - Omicron (BA.2.76)","Europe",0.0352359419149497,0.00870784018854808,NA,0.018168888762265,0.0523029950676344,0.00349644683847539
"Beta - Omicron (BA.5)","North America",-0.064027795094949,0.0134089312980917,NA,-0.0903088175103806,-0.0377467726795174,0.00015179300866075
"Alpha - Omicron (BA.5)","North America",-0.0708833969772974,0.00218204389905997,NA,-0.0751601244321403,-0.0666066695224545,4.8739901004069e-12
"Alpha - Beta","North America",-0.0068556018823484,0.0135497110406685,NA,-0.0334125475229833,0.0197013437582865,0.999997162088454
"Other - Omicron (BA.5)","North America",-0.079094308060253,0.000561040289375445,NA,-0.0801939268213048,-0.0779946892992012,4.8739901004069e-12
"Other - Beta","North America",-0.015066512965304,0.0133988945569837,NA,-0.0413278637296417,0.0111948377990337,0.993489291130898
"Other - Alpha","North America",-0.00821091108295561,0.00211416962577037,NA,-0.0123546074066741,-0.00406721475923716,0.0065353760079877
"Delta - Omicron (BA.5)","North America",-0.321378149772367,0.000971243003375187,NA,-0.323281751079219,-0.319474548465515,4.8739901004069e-12
"Delta - Beta","North America",-0.257350354677418,0.0134173414825295,NA,-0.283647860751451,-0.231052848603385,4.8739901004069e-12
"Delta - Alpha","North America",-0.250494752795069,0.0022322260869641,NA,-0.25486983553087,-0.246119670059269,4.8739901004069e-12
"Delta - Other","North America",-0.242283841712114,0.000679868065569565,NA,-0.243616358634869,-0.240951324789359,4.8739901004069e-12
"Omicron (BA.1) - Omicron (BA.5)","North America",-0.235486128605402,0.000792853950346958,NA,-0.237040093793082,-0.233932163417722,4.8739901004069e-12
"Omicron (BA.1) - Beta","North America",-0.171458333510453,0.0134119492607954,NA,-0.19774527102409,-0.145171395996815,4.8739901004069e-12
"Omicron (BA.1) - Alpha","North America",-0.164602731628105,0.00219942062690841,NA,-0.1689135168437,-0.16029194641251,4.8739901004069e-12
"Omicron (BA.1) - Other","North America",-0.156391820545149,0.000621886242943427,NA,-0.157610695183799,-0.155172945906499,4.8739901004069e-12
"Omicron (BA.1) - Delta","North America",0.085892021166965,0.00108720839701447,NA,0.0837611318651271,0.0880229104688029,4.8739901004069e-12
"Omicron (BA.2) - Omicron (BA.5)","North America",-0.113354759550694,0.000297776446640773,NA,-0.113938390661554,-0.112771128439834,4.8739901004069e-12
"Omicron (BA.2) - Beta","North America",-0.0493269644557448,0.0134084631441156,NA,-0.0756070693062442,-0.0230468596052455,0.0137712912262704
"Omicron (BA.2) - Alpha","North America",-0.0424713625733964,0.00217935526628319,NA,-0.0467428204048292,-0.0381999047419637,4.8739901004069e-12
"Omicron (BA.2) - Other","North America",-0.0342604514904408,0.000551468031842356,NA,-0.035341308971477,-0.0331795940094046,4.8739901004069e-12
"Omicron (BA.2) - Delta","North America",0.208023390221673,0.000971190199745248,NA,0.206119892408034,0.209926888035312,4.8739901004069e-12
"Omicron (BA.2) - Omicron (BA.1)","North America",0.122131369054708,0.000798962289132363,NA,0.120565431743003,0.123697306366413,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.5)","North America",-0.0801417820225638,0.00431697746395637,NA,-0.0886029023739894,-0.0716806616711383,4.8739901004069e-12
"Omicron (BA.3) - Beta","North America",-0.0161139869276148,0.0140839626733788,NA,-0.0437180465270437,0.0114900726718141,0.992464128651201
"Omicron (BA.3) - Alpha","North America",-0.00925838504526641,0.00481423554787726,NA,-0.0186941133321983,0.000177343241665469,0.744240674424856
"Omicron (BA.3) - Other","North America",-0.0010474739623108,0.0043282685306678,NA,-0.00953072439783778,0.00743577647321618,0.999999998946361
"Omicron (BA.3) - Delta","North America",0.241236367749803,0.00440261981654191,NA,0.232607391471759,0.249865344027848,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.1)","North America",0.155344346582838,0.00435563498438639,NA,0.146807458883638,0.163881234282038,4.8739901004069e-12
"Omicron (BA.3) - Omicron (BA.2)","North America",0.03321297752813,0.00431169689245104,NA,0.0247622069066727,0.0416637481495873,1.03587138866601e-11
"Omicron (BA.4) - Omicron (BA.5)","North America",-0.0304501269685637,0.000519195221268895,NA,-0.031467730903196,-0.0294325230339313,4.8739901004069e-12
"Omicron (BA.4) - Beta","North America",0.0335776681263853,0.0134192744441081,NA,0.0072763735172747,0.0598789627354959,0.34114023027404
"Omicron (BA.4) - Alpha","North America",0.0404332700087337,0.00223978860065329,NA,0.0360433650184699,0.0448231749989975,4.8739901004069e-12
"Omicron (BA.4) - Other","North America",0.0486441810916893,0.000756633252199443,NA,0.047161207167873,0.0501271550155057,4.8739901004069e-12
"Omicron (BA.4) - Delta","North America",0.290928022803803,0.00109728200305151,NA,0.288777389596938,0.293078656010668,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.1)","North America",0.205036001636838,0.000947498520964932,NA,0.203178938660342,0.206893064613334,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.2)","North America",0.0829046325821301,0.000562587533125077,NA,0.0818019812790538,0.0840072838852065,4.8739901004069e-12
"Omicron (BA.4) - Omicron (BA.3)","North America",0.0496916550540001,0.00434962762577911,NA,0.0411665415613126,0.0582167685466877,4.8979709177388e-12
"Omicron (BA.2.74) - Omicron (BA.5)","North America",-0.00217963630517217,0.00603660295045528,NA,-0.0140111606770327,0.0096518880666884,0.999999920537602
"Omicron (BA.2.74) - Beta","North America",0.0618481587897768,0.0147041133910372,NA,0.0330286261187507,0.0906676914608029,0.00184033795574245
"Omicron (BA.2.74) - Alpha","North America",0.0687037606721252,0.00641481723568548,NA,0.0561309499227749,0.0812765714214756,4.97213381578376e-12
"Omicron (BA.2.74) - Other","North America",0.0769146717550808,0.00605747363802625,NA,0.0650422415872486,0.0887871019229131,4.8739901004069e-12
"Omicron (BA.2.74) - Delta","North America",0.319198513467195,0.00610914096277686,NA,0.307224817203674,0.331172209730716,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.1)","North America",0.23330649230023,0.00608324752847078,NA,0.221383546235385,0.245229438365075,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.2)","North America",0.111175123245522,0.00603898915322661,NA,0.0993389220021695,0.123011324488874,4.8739901004069e-12
"Omicron (BA.2.74) - Omicron (BA.3)","North America",0.0779621457173916,0.00742794590689475,NA,0.0634036392607662,0.0925206521740171,4.98334706833248e-12
"Omicron (BA.2.74) - Omicron (BA.4)","North America",0.0282704906633915,0.00605401394368916,NA,0.0164048413718575,0.0401361399549255,0.000246671021417399
"Omicron (BA.2.76) - Omicron (BA.5)","North America",-0.0255699681285796,0.0025090062017829,NA,-0.0304875299210617,-0.0206524063360975,4.98312502372755e-12
"Omicron (BA.2.76) - Beta","North America",0.0384578269663694,0.0136374181414233,NA,0.0117289785670665,0.0651866753656722,0.175028119643516
"Omicron (BA.2.76) - Alpha","North America",0.0453134288487178,0.00331063110241242,NA,0.0388247111218913,0.0518021465755443,4.8739901004069e-12
"Omicron (BA.2.76) - Other","North America",0.0535243399316734,0.00255213222630517,NA,0.0485222526843312,0.0585264271790155,4.8739901004069e-12
"Omicron (BA.2.76) - Delta","North America",0.295808181643787,0.00267228412108169,NA,0.290570601010009,0.301045762277566,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.1)","North America",0.209916160476822,0.00261175203987974,NA,0.204797220542109,0.215035100411536,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.2)","North America",0.0877847914221142,0.00250982527703192,NA,0.0828656242716434,0.092703958572585,4.8739901004069e-12
"Omicron (BA.2.76) - Omicron (BA.3)","North America",0.0545718138939842,0.00497604704038668,NA,0.0448189409094492,0.0643246868785192,4.94937424377895e-12
"Omicron (BA.2.76) - Omicron (BA.4)","North America",0.00488015883998405,0.0025519899698025,NA,-0.000121649589736298,0.00988196726970441,0.751127915856158
"Omicron (BA.2.76) - Omicron (BA.2.74)","North America",-0.0233903318234075,0.00653219776292964,NA,-0.0361932041786426,-0.0105874594681723,0.0193281776336072
"Omicron (BA.2.75) - Omicron (BA.5)","North America",0.0266137342712529,0.00709085826808825,NA,0.0127159074463218,0.0405115610961839,0.010564070896801
"Omicron (BA.2.75) - Beta","North America",0.0906415293662019,0.0151667649846727,NA,0.0609152162342603,0.120367842498143,2.99296042505226e-07
"Omicron (BA.2.75) - Alpha","North America",0.0974971312485503,0.00741700270484475,NA,0.0829600730738184,0.112034189423282,4.8739901004069e-12
"Omicron (BA.2.75) - Other","North America",0.105708042331506,0.00711100001364872,NA,0.0917707384106906,0.119645346252321,4.8739901004069e-12
"Omicron (BA.2.75) - Delta","North America",0.34799188404362,0.00715511902518984,NA,0.33396810844915,0.362015659638089,4.8739901004069e-12
"Omicron (BA.2.75) - Omicron (BA.1)","North America",0.262099862876655,0.00713319425033349,NA,0.248119059051273,0.276080666702037,4.8739901004069e-12
