"collection_date","REGION","total","Week","LINEAGE2","count","collection_date_num","prop"
2021-01-17,"North West",2739,3,"B.1.1.7 (S dropout)",2275,18644,0.830595107703541
2021-01-18,"North West",3785,3,"B.1.1.7 (S dropout)",3235,18645,0.854689564068692
2021-01-19,"North West",3547,3,"B.1.1.7 (S dropout)",3025,18646,0.852833380321398
2021-01-20,"North West",3018,3,"B.1.1.7 (S dropout)",2625,18647,0.869781312127237
2021-01-21,"North West",2623,3,"B.1.1.7 (S dropout)",2247,18648,0.856652687762104
2021-01-22,"North West",2605,4,"B.1.1.7 (S dropout)",2281,18649,0.875623800383877
2021-01-23,"North West",1976,4,"B.1.1.7 (S dropout)",1744,18650,0.882591093117409
2021-01-24,"North West",1940,4,"B.1.1.7 (S dropout)",1733,18651,0.893298969072165
2021-01-25,"North West",2765,4,"B.1.1.7 (S dropout)",2477,18652,0.895840867992767
2021-01-26,"North West",2350,4,"B.1.1.7 (S dropout)",2110,18653,0.897872340425532
2021-01-27,"North West",2290,4,"B.1.1.7 (S dropout)",2051,18654,0.895633187772926
2021-01-28,"North West",2107,4,"B.1.1.7 (S dropout)",1920,18655,0.91124822021832
2021-01-29,"North West",2009,5,"B.1.1.7 (S dropout)",1857,18656,0.924340467894475
2021-01-30,"North West",1634,5,"B.1.1.7 (S dropout)",1504,18657,0.920440636474908
2021-01-31,"North West",1555,5,"B.1.1.7 (S dropout)",1457,18658,0.936977491961415
2021-02-01,"North West",2036,5,"B.1.1.7 (S dropout)",1890,18659,0.928290766208251
2021-02-02,"North West",1870,5,"B.1.1.7 (S dropout)",1740,18660,0.93048128342246
2021-02-03,"North West",1754,5,"B.1.1.7 (S dropout)",1658,18661,0.945267958950969
2021-02-04,"North West",1789,5,"B.1.1.7 (S dropout)",1706,18662,0.953605366126328
2021-02-05,"North West",1446,6,"B.1.1.7 (S dropout)",1385,18663,0.957814661134163
2021-02-06,"North West",1293,6,"B.1.1.7 (S dropout)",1239,18664,0.958236658932715
2021-02-07,"North West",1217,6,"B.1.1.7 (S dropout)",1165,18665,0.957271980279376
2021-02-08,"North West",1608,6,"B.1.1.7 (S dropout)",1543,18666,0.959577114427861
2021-02-09,"North West",1433,6,"B.1.1.7 (S dropout)",1380,18667,0.96301465457083
2021-02-10,"North West",1237,6,"B.1.1.7 (S dropout)",1196,18668,0.966855295068715
2021-02-11,"North West",1303,6,"B.1.1.7 (S dropout)",1261,18669,0.967766692248657
2021-02-12,"North West",1182,7,"B.1.1.7 (S dropout)",1151,18670,0.973773265651438
2021-02-13,"North West",932,7,"B.1.1.7 (S dropout)",915,18671,0.981759656652361
2021-02-14,"North West",967,7,"B.1.1.7 (S dropout)",947,18672,0.979317476732161
2021-02-15,"North West",1481,7,"B.1.1.7 (S dropout)",1450,18673,0.979068197164078
2021-02-16,"North West",1196,7,"B.1.1.7 (S dropout)",1180,18674,0.986622073578595
2021-02-17,"North West",1142,7,"B.1.1.7 (S dropout)",1119,18675,0.979859894921191
2021-02-18,"North West",1120,7,"B.1.1.7 (S dropout)",1098,18676,0.980357142857143
2021-02-19,"North West",1001,8,"B.1.1.7 (S dropout)",989,18677,0.988011988011988
2021-02-20,"North West",518,8,"B.1.1.7 (S dropout)",502,18678,0.969111969111969
2021-02-21,"North West",908,8,"B.1.1.7 (S dropout)",900,18679,0.991189427312775
2021-02-22,"North West",1098,8,"B.1.1.7 (S dropout)",1088,18680,0.990892531876138
2021-02-23,"North West",873,8,"B.1.1.7 (S dropout)",862,18681,0.987399770904926
2021-02-24,"North West",866,8,"B.1.1.7 (S dropout)",853,18682,0.984988452655889
2021-02-25,"North West",729,8,"B.1.1.7 (S dropout)",727,18683,0.997256515775034
2021-02-26,"North West",600,9,"B.1.1.7 (S dropout)",595,18684,0.991666666666667
2021-02-27,"North West",502,9,"B.1.1.7 (S dropout)",497,18685,0.99003984063745
2021-02-28,"North West",423,9,"B.1.1.7 (S dropout)",412,18686,0.973995271867612
2021-03-01,"North West",546,9,"B.1.1.7 (S dropout)",538,18687,0.985347985347985
2021-03-02,"North West",500,9,"B.1.1.7 (S dropout)",494,18688,0.988
2021-03-03,"North West",507,9,"B.1.1.7 (S dropout)",502,18689,0.990138067061144
2021-03-04,"North West",524,9,"B.1.1.7 (S dropout)",515,18690,0.982824427480916
2021-03-05,"North West",426,10,"B.1.1.7 (S dropout)",421,18691,0.988262910798122
2021-03-06,"North West",410,10,"B.1.1.7 (S dropout)",407,18692,0.992682926829268
2021-03-07,"North West",404,10,"B.1.1.7 (S dropout)",402,18693,0.995049504950495
2021-03-08,"North West",582,10,"B.1.1.7 (S dropout)",579,18694,0.994845360824742
2021-03-09,"North West",565,10,"B.1.1.7 (S dropout)",562,18695,0.994690265486726
2021-03-10,"North West",527,10,"B.1.1.7 (S dropout)",522,18696,0.990512333965844
2021-03-11,"North West",476,10,"B.1.1.7 (S dropout)",474,18697,0.995798319327731
2021-03-12,"North West",499,11,"B.1.1.7 (S dropout)",497,18698,0.995991983967936
2021-03-13,"North West",394,11,"B.1.1.7 (S dropout)",393,18699,0.99746192893401
2021-03-14,"North West",378,11,"B.1.1.7 (S dropout)",371,18700,0.981481481481482
2021-03-15,"North West",509,11,"B.1.1.7 (S dropout)",502,18701,0.986247544204322
2021-03-16,"North West",492,11,"B.1.1.7 (S dropout)",489,18702,0.99390243902439
2021-03-17,"North West",452,11,"B.1.1.7 (S dropout)",449,18703,0.993362831858407
2021-03-18,"North West",458,11,"B.1.1.7 (S dropout)",455,18704,0.993449781659389
2021-03-19,"North West",369,12,"B.1.1.7 (S dropout)",365,18705,0.989159891598916
2021-03-20,"North West",318,12,"B.1.1.7 (S dropout)",316,18706,0.993710691823899
2021-03-21,"North West",340,12,"B.1.1.7 (S dropout)",340,18707,1
2021-03-22,"North West",432,12,"B.1.1.7 (S dropout)",427,18708,0.988425925925926
2021-03-23,"North West",394,12,"B.1.1.7 (S dropout)",387,18709,0.982233502538071
2021-03-24,"North West",380,12,"B.1.1.7 (S dropout)",375,18710,0.986842105263158
2021-03-25,"North West",425,12,"B.1.1.7 (S dropout)",423,18711,0.995294117647059
2021-03-26,"North West",329,13,"B.1.1.7 (S dropout)",327,18712,0.993920972644377
2021-03-27,"North West",262,13,"B.1.1.7 (S dropout)",260,18713,0.99236641221374
2021-03-28,"North West",266,13,"B.1.1.7 (S dropout)",260,18714,0.977443609022556
2021-03-29,"North West",322,13,"B.1.1.7 (S dropout)",320,18715,0.993788819875776
2021-03-30,"North West",274,13,"B.1.1.7 (S dropout)",267,18716,0.974452554744526
2021-03-31,"North West",244,13,"B.1.1.7 (S dropout)",240,18717,0.983606557377049
2021-04-01,"North West",250,13,"B.1.1.7 (S dropout)",250,18718,1
2021-04-02,"North West",183,14,"B.1.1.7 (S dropout)",181,18719,0.989071038251366
2021-04-03,"North West",167,14,"B.1.1.7 (S dropout)",162,18720,0.970059880239521
2021-04-04,"North West",160,14,"B.1.1.7 (S dropout)",154,18721,0.9625
2021-04-05,"North West",195,14,"B.1.1.7 (S dropout)",191,18722,0.979487179487179
2021-04-06,"North West",186,14,"B.1.1.7 (S dropout)",185,18723,0.994623655913978
2021-04-07,"North West",201,14,"B.1.1.7 (S dropout)",194,18724,0.965174129353234
2021-04-08,"North West",207,14,"B.1.1.7 (S dropout)",206,18725,0.995169082125604
2021-04-09,"North West",153,15,"B.1.1.7 (S dropout)",151,18726,0.986928104575163
2021-04-10,"North West",112,15,"B.1.1.7 (S dropout)",104,18727,0.928571428571429
2021-04-11,"North West",104,15,"B.1.1.7 (S dropout)",104,18728,1
2021-04-12,"North West",145,15,"B.1.1.7 (S dropout)",142,18729,0.979310344827586
2021-04-13,"North West",137,15,"B.1.1.7 (S dropout)",135,18730,0.985401459854015
2021-04-14,"North West",135,15,"B.1.1.7 (S dropout)",130,18731,0.962962962962963
2021-04-15,"North West",123,15,"B.1.1.7 (S dropout)",111,18732,0.902439024390244
2021-04-16,"North West",111,16,"B.1.1.7 (S dropout)",106,18733,0.954954954954955
2021-04-17,"North West",82,16,"B.1.1.7 (S dropout)",74,18734,0.902439024390244
2021-04-18,"North West",96,16,"B.1.1.7 (S dropout)",93,18735,0.96875
2021-04-19,"North West",133,16,"B.1.1.7 (S dropout)",125,18736,0.93984962406015
2021-04-20,"North West",124,16,"B.1.1.7 (S dropout)",121,18737,0.975806451612903
2021-04-21,"North West",121,16,"B.1.1.7 (S dropout)",115,18738,0.950413223140496
2021-04-22,"North West",121,16,"B.1.1.7 (S dropout)",109,18739,0.900826446280992
2021-04-23,"North West",104,17,"B.1.1.7 (S dropout)",92,18740,0.884615384615385
2021-04-24,"North West",91,17,"B.1.1.7 (S dropout)",71,18741,0.78021978021978
2021-04-25,"North West",87,17,"B.1.1.7 (S dropout)",71,18742,0.816091954022989
2021-04-26,"North West",178,17,"B.1.1.7 (S dropout)",152,18743,0.853932584269663
2021-04-27,"North West",147,17,"B.1.1.7 (S dropout)",123,18744,0.836734693877551
2021-04-28,"North West",158,17,"B.1.1.7 (S dropout)",127,18745,0.80379746835443
2021-04-29,"North West",149,17,"B.1.1.7 (S dropout)",127,18746,0.852348993288591
2021-04-30,"North West",123,18,"B.1.1.7 (S dropout)",81,18747,0.658536585365854
2021-05-01,"North West",101,18,"B.1.1.7 (S dropout)",56,18748,0.554455445544555
2021-05-02,"North West",86,18,"B.1.1.7 (S dropout)",51,18749,0.593023255813954
2021-05-03,"North West",129,18,"B.1.1.7 (S dropout)",72,18750,0.558139534883721
2021-05-04,"North West",207,18,"B.1.1.7 (S dropout)",128,18751,0.618357487922705
2021-05-05,"North West",236,18,"B.1.1.7 (S dropout)",115,18752,0.48728813559322
2021-05-06,"North West",199,18,"B.1.1.7 (S dropout)",98,18753,0.492462311557789
2021-05-07,"North West",201,19,"B.1.1.7 (S dropout)",87,18754,0.432835820895522
2021-05-08,"North West",144,19,"B.1.1.7 (S dropout)",37,18755,0.256944444444444
2021-05-09,"North West",186,19,"B.1.1.7 (S dropout)",73,18756,0.39247311827957
2021-05-10,"North West",337,19,"B.1.1.7 (S dropout)",132,18757,0.391691394658754
2021-05-11,"North West",255,19,"B.1.1.7 (S dropout)",82,18758,0.32156862745098
2021-01-01,"South East",2366,1,"B.1.1.7 (S dropout)",2158,18628,0.912087912087912
2021-01-02,"South East",4841,1,"B.1.1.7 (S dropout)",4438,18629,0.916752737037802
2021-01-03,"South East",2512,1,"B.1.1.7 (S dropout)",2310,18630,0.919585987261146
2021-01-04,"South East",3177,1,"B.1.1.7 (S dropout)",2924,18631,0.92036512433113
2021-01-05,"South East",4043,1,"B.1.1.7 (S dropout)",3724,18632,0.921098194410092
2021-01-06,"South East",2844,1,"B.1.1.7 (S dropout)",2629,18633,0.924402250351617
2021-01-07,"South East",2984,1,"B.1.1.7 (S dropout)",2765,18634,0.926608579088472
2021-01-08,"South East",3265,2,"B.1.1.7 (S dropout)",3036,18635,0.929862174578867
2021-01-09,"South East",2315,2,"B.1.1.7 (S dropout)",2146,18636,0.926997840172786
2021-01-10,"South East",2005,2,"B.1.1.7 (S dropout)",1829,18637,0.912219451371571
2021-01-11,"South East",2918,2,"B.1.1.7 (S dropout)",2695,18638,0.92357779300891
2021-01-12,"South East",2429,2,"B.1.1.7 (S dropout)",2279,18639,0.938246191848497
2021-01-13,"South East",2504,2,"B.1.1.7 (S dropout)",2335,18640,0.932507987220447
2021-01-14,"South East",2618,2,"B.1.1.7 (S dropout)",2473,18641,0.944614209320092
2021-01-15,"South East",2695,3,"B.1.1.7 (S dropout)",2568,18642,0.952875695732839
2021-01-16,"South East",2060,3,"B.1.1.7 (S dropout)",1926,18643,0.93495145631068
2021-01-17,"South East",1804,3,"B.1.1.7 (S dropout)",1708,18644,0.946784922394678
2021-01-18,"South East",2654,3,"B.1.1.7 (S dropout)",2506,18645,0.944235116804823
2021-01-19,"South East",2148,3,"B.1.1.7 (S dropout)",2030,18646,0.945065176908752
2021-01-20,"South East",1705,3,"B.1.1.7 (S dropout)",1627,18647,0.95425219941349
2021-01-21,"South East",1692,3,"B.1.1.7 (S dropout)",1624,18648,0.959810874704492
2021-01-22,"South East",1679,4,"B.1.1.7 (S dropout)",1591,18649,0.947587849910661
2021-01-23,"South East",1369,4,"B.1.1.7 (S dropout)",1311,18650,0.95763330898466
2021-01-24,"South East",946,4,"B.1.1.7 (S dropout)",909,18651,0.960887949260042
2021-01-25,"South East",1625,4,"B.1.1.7 (S dropout)",1544,18652,0.950153846153846
2021-01-26,"South East",1354,4,"B.1.1.7 (S dropout)",1291,18653,0.953471196454948
2021-01-27,"South East",1254,4,"B.1.1.7 (S dropout)",1201,18654,0.957735247208931
2021-01-28,"South East",1195,4,"B.1.1.7 (S dropout)",1149,18655,0.961506276150628
2021-01-29,"South East",1093,5,"B.1.1.7 (S dropout)",1059,18656,0.968892955169259
2021-01-30,"South East",887,5,"B.1.1.7 (S dropout)",860,18657,0.9695603156708
2021-01-31,"South East",730,5,"B.1.1.7 (S dropout)",698,18658,0.956164383561644
2021-02-01,"South East",1095,5,"B.1.1.7 (S dropout)",1069,18659,0.976255707762557
2021-02-02,"South East",1035,5,"B.1.1.7 (S dropout)",998,18660,0.964251207729469
2021-02-03,"South East",683,5,"B.1.1.7 (S dropout)",657,18661,0.961932650073206
2021-02-04,"South East",639,5,"B.1.1.7 (S dropout)",624,18662,0.976525821596244
2021-02-05,"South East",524,6,"B.1.1.7 (S dropout)",499,18663,0.952290076335878
2021-02-06,"South East",358,6,"B.1.1.7 (S dropout)",341,18664,0.952513966480447
2021-02-07,"South East",437,6,"B.1.1.7 (S dropout)",426,18665,0.974828375286041
2021-02-08,"South East",586,6,"B.1.1.7 (S dropout)",575,18666,0.98122866894198
2021-02-09,"South East",488,6,"B.1.1.7 (S dropout)",483,18667,0.989754098360656
2021-02-10,"South East",462,6,"B.1.1.7 (S dropout)",452,18668,0.978354978354978
2021-02-11,"South East",465,6,"B.1.1.7 (S dropout)",452,18669,0.972043010752688
2021-02-12,"South East",417,7,"B.1.1.7 (S dropout)",406,18670,0.973621103117506
2021-02-13,"South East",307,7,"B.1.1.7 (S dropout)",304,18671,0.990228013029316
2021-02-14,"South East",333,7,"B.1.1.7 (S dropout)",328,18672,0.984984984984985
2021-02-15,"South East",531,7,"B.1.1.7 (S dropout)",526,18673,0.990583804143126
2021-02-16,"South East",485,7,"B.1.1.7 (S dropout)",479,18674,0.987628865979381
2021-02-17,"South East",413,7,"B.1.1.7 (S dropout)",401,18675,0.970944309927361
2021-02-18,"South East",418,7,"B.1.1.7 (S dropout)",405,18676,0.9688995215311
2021-02-19,"South East",374,8,"B.1.1.7 (S dropout)",366,18677,0.978609625668449
2021-02-20,"South East",352,8,"B.1.1.7 (S dropout)",347,18678,0.985795454545455
2021-02-21,"South East",231,8,"B.1.1.7 (S dropout)",228,18679,0.987012987012987
2021-02-22,"South East",429,8,"B.1.1.7 (S dropout)",421,18680,0.981351981351981
2021-02-23,"South East",373,8,"B.1.1.7 (S dropout)",362,18681,0.970509383378016
2021-02-24,"South East",333,8,"B.1.1.7 (S dropout)",328,18682,0.984984984984985
2021-02-25,"South East",321,8,"B.1.1.7 (S dropout)",318,18683,0.990654205607477
2021-02-26,"South East",282,9,"B.1.1.7 (S dropout)",270,18684,0.957446808510638
2021-02-27,"South East",228,9,"B.1.1.7 (S dropout)",223,18685,0.978070175438597
2021-02-28,"South East",194,9,"B.1.1.7 (S dropout)",190,18686,0.979381443298969
2021-03-01,"South East",215,9,"B.1.1.7 (S dropout)",210,18687,0.976744186046512
2021-03-02,"South East",250,9,"B.1.1.7 (S dropout)",247,18688,0.988
2021-03-03,"South East",235,9,"B.1.1.7 (S dropout)",231,18689,0.982978723404255
2021-03-04,"South East",175,9,"B.1.1.7 (S dropout)",174,18690,0.994285714285714
2021-03-05,"South East",173,10,"B.1.1.7 (S dropout)",172,18691,0.994219653179191
2021-03-06,"South East",191,10,"B.1.1.7 (S dropout)",189,18692,0.989528795811518
2021-03-07,"South East",160,10,"B.1.1.7 (S dropout)",157,18693,0.98125
2021-03-08,"South East",233,10,"B.1.1.7 (S dropout)",225,18694,0.965665236051502
2021-03-09,"South East",219,10,"B.1.1.7 (S dropout)",213,18695,0.972602739726027
2021-03-10,"South East",207,10,"B.1.1.7 (S dropout)",203,18696,0.980676328502415
2021-03-11,"South East",203,10,"B.1.1.7 (S dropout)",199,18697,0.980295566502463
2021-03-12,"South East",152,11,"B.1.1.7 (S dropout)",146,18698,0.960526315789474
2021-03-13,"South East",134,11,"B.1.1.7 (S dropout)",133,18699,0.992537313432836
2021-03-14,"South East",105,11,"B.1.1.7 (S dropout)",104,18700,0.990476190476191
2021-03-15,"South East",202,11,"B.1.1.7 (S dropout)",196,18701,0.97029702970297
2021-03-16,"South East",157,11,"B.1.1.7 (S dropout)",156,18702,0.993630573248408
2021-03-17,"South East",151,11,"B.1.1.7 (S dropout)",150,18703,0.993377483443709
2021-03-18,"South East",153,11,"B.1.1.7 (S dropout)",150,18704,0.980392156862745
2021-03-19,"South East",143,12,"B.1.1.7 (S dropout)",141,18705,0.986013986013986
2021-03-20,"South East",128,12,"B.1.1.7 (S dropout)",126,18706,0.984375
2021-03-21,"South East",117,12,"B.1.1.7 (S dropout)",115,18707,0.982905982905983
2021-03-22,"South East",156,12,"B.1.1.7 (S dropout)",153,18708,0.980769230769231
2021-03-23,"South East",109,12,"B.1.1.7 (S dropout)",109,18709,1
2021-03-24,"South East",141,12,"B.1.1.7 (S dropout)",140,18710,0.99290780141844
2021-03-25,"South East",105,12,"B.1.1.7 (S dropout)",105,18711,1
2021-03-26,"South East",74,13,"B.1.1.7 (S dropout)",73,18712,0.986486486486487
2021-03-27,"South East",63,13,"B.1.1.7 (S dropout)",63,18713,1
2021-03-28,"South East",45,13,"B.1.1.7 (S dropout)",44,18714,0.977777777777778
2021-03-29,"South East",76,13,"B.1.1.7 (S dropout)",75,18715,0.986842105263158
2021-03-30,"South East",73,13,"B.1.1.7 (S dropout)",73,18716,1
2021-03-31,"South East",68,13,"B.1.1.7 (S dropout)",64,18717,0.941176470588235
2021-04-01,"South East",52,13,"B.1.1.7 (S dropout)",49,18718,0.942307692307692
2021-04-02,"South East",51,14,"B.1.1.7 (S dropout)",50,18719,0.980392156862745
2021-04-03,"South East",71,14,"B.1.1.7 (S dropout)",66,18720,0.929577464788732
2021-04-04,"South East",57,14,"B.1.1.7 (S dropout)",57,18721,1
2021-04-05,"South East",52,14,"B.1.1.7 (S dropout)",48,18722,0.923076923076923
2021-04-06,"South East",109,14,"B.1.1.7 (S dropout)",98,18723,0.899082568807339
2021-04-07,"South East",71,14,"B.1.1.7 (S dropout)",70,18724,0.985915492957746
2021-04-08,"South East",47,14,"B.1.1.7 (S dropout)",46,18725,0.978723404255319
2021-04-09,"South East",45,15,"B.1.1.7 (S dropout)",38,18726,0.844444444444444
2021-04-10,"South East",60,15,"B.1.1.7 (S dropout)",56,18727,0.933333333333333
2021-04-11,"South East",29,15,"B.1.1.7 (S dropout)",26,18728,0.896551724137931
2021-04-12,"South East",91,15,"B.1.1.7 (S dropout)",90,18729,0.989010989010989
2021-04-13,"South East",45,15,"B.1.1.7 (S dropout)",39,18730,0.866666666666667
2021-04-14,"South East",61,15,"B.1.1.7 (S dropout)",56,18731,0.918032786885246
2021-04-15,"South East",70,15,"B.1.1.7 (S dropout)",57,18732,0.814285714285714
2021-04-16,"South East",47,16,"B.1.1.7 (S dropout)",39,18733,0.829787234042553
2021-04-17,"South East",38,16,"B.1.1.7 (S dropout)",32,18734,0.842105263157895
2021-04-18,"South East",36,16,"B.1.1.7 (S dropout)",35,18735,0.972222222222222
2021-04-19,"South East",63,16,"B.1.1.7 (S dropout)",56,18736,0.888888888888889
2021-04-20,"South East",40,16,"B.1.1.7 (S dropout)",32,18737,0.8
2021-04-21,"South East",41,16,"B.1.1.7 (S dropout)",37,18738,0.902439024390244
2021-04-22,"South East",24,16,"B.1.1.7 (S dropout)",22,18739,0.916666666666667
2021-04-23,"South East",27,17,"B.1.1.7 (S dropout)",17,18740,0.62962962962963
2021-04-24,"South East",16,17,"B.1.1.7 (S dropout)",9,18741,0.5625
2021-04-25,"South East",17,17,"B.1.1.7 (S dropout)",15,18742,0.882352941176471
2021-04-26,"South East",28,17,"B.1.1.7 (S dropout)",24,18743,0.857142857142857
2021-04-27,"South East",27,17,"B.1.1.7 (S dropout)",20,18744,0.740740740740741
2021-04-28,"South East",22,17,"B.1.1.7 (S dropout)",17,18745,0.772727272727273
2021-04-29,"South East",26,17,"B.1.1.7 (S dropout)",23,18746,0.884615384615385
2021-04-30,"South East",25,18,"B.1.1.7 (S dropout)",23,18747,0.92
2021-05-01,"South East",23,18,"B.1.1.7 (S dropout)",19,18748,0.826086956521739
2021-05-02,"South East",28,18,"B.1.1.7 (S dropout)",22,18749,0.785714285714286
2021-05-03,"South East",27,18,"B.1.1.7 (S dropout)",20,18750,0.740740740740741
2021-05-04,"South East",26,18,"B.1.1.7 (S dropout)",18,18751,0.692307692307692
2021-05-05,"South East",29,18,"B.1.1.7 (S dropout)",20,18752,0.689655172413793
2021-05-06,"South East",45,18,"B.1.1.7 (S dropout)",35,18753,0.777777777777778
2021-05-07,"South East",35,19,"B.1.1.7 (S dropout)",24,18754,0.685714285714286
2021-05-08,"South East",30,19,"B.1.1.7 (S dropout)",16,18755,0.533333333333333
2021-05-09,"South East",23,19,"B.1.1.7 (S dropout)",20,18756,0.869565217391304
2021-05-10,"South East",47,19,"B.1.1.7 (S dropout)",32,18757,0.680851063829787
2021-05-11,"South East",21,19,"B.1.1.7 (S dropout)",17,18758,0.80952380952381
2021-01-01,"South West",512,1,"B.1.1.7 (S dropout)",387,18628,0.755859375
2021-01-02,"South West",923,1,"B.1.1.7 (S dropout)",636,18629,0.689057421451788
2021-01-03,"South West",723,1,"B.1.1.7 (S dropout)",535,18630,0.739972337482711
2021-01-04,"South West",1110,1,"B.1.1.7 (S dropout)",834,18631,0.751351351351351
2021-01-05,"South West",1041,1,"B.1.1.7 (S dropout)",789,18632,0.757925072046109
2021-01-06,"South West",463,1,"B.1.1.7 (S dropout)",372,18633,0.803455723542117
2021-01-07,"South West",679,1,"B.1.1.7 (S dropout)",509,18634,0.749631811487482
2021-01-08,"South West",537,2,"B.1.1.7 (S dropout)",423,18635,0.787709497206704
2021-01-09,"South West",465,2,"B.1.1.7 (S dropout)",381,18636,0.819354838709677
2021-01-10,"South West",295,2,"B.1.1.7 (S dropout)",250,18637,0.847457627118644
2021-01-11,"South West",816,2,"B.1.1.7 (S dropout)",676,18638,0.82843137254902
2021-01-12,"South West",640,2,"B.1.1.7 (S dropout)",549,18639,0.8578125
2021-01-13,"South West",592,2,"B.1.1.7 (S dropout)",513,18640,0.866554054054054
2021-01-14,"South West",617,2,"B.1.1.7 (S dropout)",541,18641,0.876823338735819
2021-01-15,"South West",608,3,"B.1.1.7 (S dropout)",534,18642,0.878289473684211
2021-01-16,"South West",270,3,"B.1.1.7 (S dropout)",245,18643,0.907407407407407
2021-01-17,"South West",240,3,"B.1.1.7 (S dropout)",211,18644,0.879166666666667
2021-01-18,"South West",609,3,"B.1.1.7 (S dropout)",536,18645,0.880131362889984
2021-01-19,"South West",510,3,"B.1.1.7 (S dropout)",453,18646,0.888235294117647
2021-01-20,"South West",441,3,"B.1.1.7 (S dropout)",406,18647,0.920634920634921
2021-01-21,"South West",428,3,"B.1.1.7 (S dropout)",387,18648,0.904205607476635
2021-01-22,"South West",344,4,"B.1.1.7 (S dropout)",322,18649,0.936046511627907
2021-01-23,"South West",214,4,"B.1.1.7 (S dropout)",195,18650,0.911214953271028
2021-01-24,"South West",147,4,"B.1.1.7 (S dropout)",126,18651,0.857142857142857
2021-01-25,"South West",425,4,"B.1.1.7 (S dropout)",385,18652,0.905882352941176
2021-01-26,"South West",330,4,"B.1.1.7 (S dropout)",307,18653,0.93030303030303
2021-01-27,"South West",314,4,"B.1.1.7 (S dropout)",296,18654,0.942675159235669
2021-01-28,"South West",267,4,"B.1.1.7 (S dropout)",251,18655,0.940074906367041
2021-01-29,"South West",299,5,"B.1.1.7 (S dropout)",287,18656,0.959866220735786
2021-01-30,"South West",210,5,"B.1.1.7 (S dropout)",199,18657,0.947619047619048
2021-01-31,"South West",134,5,"B.1.1.7 (S dropout)",128,18658,0.955223880597015
2021-02-01,"South West",306,5,"B.1.1.7 (S dropout)",288,18659,0.941176470588235
2021-02-02,"South West",248,5,"B.1.1.7 (S dropout)",225,18660,0.907258064516129
2021-02-03,"South West",192,5,"B.1.1.7 (S dropout)",183,18661,0.953125
2021-02-04,"South West",215,5,"B.1.1.7 (S dropout)",208,18662,0.967441860465116
2021-02-05,"South West",206,6,"B.1.1.7 (S dropout)",197,18663,0.956310679611651
2021-02-06,"South West",161,6,"B.1.1.7 (S dropout)",154,18664,0.956521739130435
2021-02-07,"South West",187,6,"B.1.1.7 (S dropout)",185,18665,0.989304812834225
2021-02-08,"South West",286,6,"B.1.1.7 (S dropout)",274,18666,0.958041958041958
2021-02-09,"South West",250,6,"B.1.1.7 (S dropout)",240,18667,0.96
2021-02-10,"South West",221,6,"B.1.1.7 (S dropout)",213,18668,0.963800904977376
2021-02-11,"South West",211,6,"B.1.1.7 (S dropout)",206,18669,0.976303317535545
2021-02-12,"South West",202,7,"B.1.1.7 (S dropout)",198,18670,0.98019801980198
2021-02-13,"South West",148,7,"B.1.1.7 (S dropout)",147,18671,0.993243243243243
2021-02-14,"South West",126,7,"B.1.1.7 (S dropout)",122,18672,0.968253968253968
2021-02-15,"South West",187,7,"B.1.1.7 (S dropout)",186,18673,0.994652406417112
2021-02-16,"South West",193,7,"B.1.1.7 (S dropout)",185,18674,0.958549222797927
2021-02-17,"South West",193,7,"B.1.1.7 (S dropout)",186,18675,0.963730569948187
2021-02-18,"South West",203,7,"B.1.1.7 (S dropout)",198,18676,0.975369458128079
2021-02-19,"South West",166,8,"B.1.1.7 (S dropout)",163,18677,0.981927710843373
2021-02-20,"South West",84,8,"B.1.1.7 (S dropout)",83,18678,0.988095238095238
2021-02-21,"South West",51,8,"B.1.1.7 (S dropout)",51,18679,1
2021-02-22,"South West",130,8,"B.1.1.7 (S dropout)",128,18680,0.984615384615385
2021-02-23,"South West",84,8,"B.1.1.7 (S dropout)",84,18681,1
2021-02-24,"South West",95,8,"B.1.1.7 (S dropout)",95,18682,1
2021-02-25,"South West",49,8,"B.1.1.7 (S dropout)",49,18683,1
2021-02-26,"South West",65,9,"B.1.1.7 (S dropout)",65,18684,1
2021-02-27,"South West",40,9,"B.1.1.7 (S dropout)",40,18685,1
2021-02-28,"South West",32,9,"B.1.1.7 (S dropout)",31,18686,0.96875
2021-03-01,"South West",86,9,"B.1.1.7 (S dropout)",84,18687,0.976744186046512
2021-03-02,"South West",85,9,"B.1.1.7 (S dropout)",85,18688,1
2021-03-03,"South West",73,9,"B.1.1.7 (S dropout)",73,18689,1
2021-03-04,"South West",57,9,"B.1.1.7 (S dropout)",56,18690,0.982456140350877
2021-03-05,"South West",50,10,"B.1.1.7 (S dropout)",50,18691,1
2021-03-06,"South West",42,10,"B.1.1.7 (S dropout)",41,18692,0.976190476190476
2021-03-07,"South West",29,10,"B.1.1.7 (S dropout)",28,18693,0.96551724137931
2021-03-08,"South West",67,10,"B.1.1.7 (S dropout)",66,18694,0.985074626865672
2021-03-09,"South West",58,10,"B.1.1.7 (S dropout)",56,18695,0.96551724137931
2021-03-10,"South West",35,10,"B.1.1.7 (S dropout)",35,18696,1
2021-03-11,"South West",29,10,"B.1.1.7 (S dropout)",29,18697,1
2021-03-12,"South West",52,11,"B.1.1.7 (S dropout)",52,18698,1
2021-03-13,"South West",21,11,"B.1.1.7 (S dropout)",21,18699,1
