"WeekEndDate","REGION","LINEAGE2","count","total","collection_date","collection_date_num","prop","DATE_NUM"
2020-09-05,"London","other",394,553,2020-09-01,18506.5,0.7124773960217,18506.5
2020-09-12,"London","other",235,372,2020-09-08,18513.5,0.631720430107527,18513.5
2020-09-19,"London","other",58,89,2020-09-15,18520.5,0.651685393258427,18520.5
2020-09-26,"London","other",308,478,2020-09-22,18527.5,0.644351464435146,18527.5
2020-10-03,"London","other",141,244,2020-09-29,18534.5,0.577868852459016,18534.5
2020-10-10,"London","other",184,329,2020-10-06,18541.5,0.559270516717325,18541.5
2020-10-17,"London","other",337,625,2020-10-13,18548.5,0.5392,18548.5
2020-10-24,"London","other",510,1106,2020-10-20,18555.5,0.461121157323689,18555.5
2020-10-31,"London","other",133,325,2020-10-27,18562.5,0.409230769230769,18562.5
2020-11-07,"London","other",332,847,2020-11-03,18569.5,0.391971664698937,18569.5
2020-11-14,"London","other",462,1438,2020-11-10,18576.5,0.321279554937413,18576.5
2020-11-21,"London","other",288,826,2020-11-17,18583.5,0.348668280871671,18583.5
2020-11-28,"London","other",93,461,2020-11-24,18590.5,0.20173535791757,18590.5
2020-12-05,"London","other",95,420,2020-12-01,18597.5,0.226190476190476,18597.5
2020-12-12,"London","other",182,1354,2020-12-08,18604.5,0.134416543574594,18604.5
2020-12-19,"London","other",162,2387,2020-12-15,18611.5,0.067867616254713,18611.5
2020-12-26,"London","other",38,988,2020-12-22,18618.5,0.0384615384615385,18618.5
2021-01-02,"London","other",38,2001,2020-12-29,18625.5,0.0189905047476262,18625.5
2021-01-09,"London","other",31,1547,2021-01-05,18632.5,0.0200387847446671,18632.5
2021-01-16,"London","other",22,1479,2021-01-12,18639.5,0.0148749154834348,18639.5
2021-01-23,"London","other",25,1639,2021-01-19,18646.5,0.0152532031726663,18646.5
2021-01-30,"London","other",23,1500,2021-01-26,18653.5,0.0153333333333333,18653.5
2021-02-06,"London","other",0,509,2021-02-02,18660.5,0,18660.5
2021-02-13,"London","other",6,672,2021-02-09,18667.5,0.00892857142857143,18667.5
2021-02-20,"London","other",4,902,2021-02-16,18674.5,0.00443458980044346,18674.5
2021-02-27,"London","other",1,584,2021-02-23,18681.5,0.00171232876712329,18681.5
2021-03-06,"London","other",2,646,2021-03-02,18688.5,0.00309597523219814,18688.5
2021-03-13,"London","other",7,585,2021-03-09,18695.5,0.011965811965812,18695.5
2021-03-20,"London","other",4,515,2021-03-16,18702.5,0.00776699029126214,18702.5
2021-03-27,"London","other",6,647,2021-03-23,18709.5,0.00927357032457496,18709.5
2021-04-03,"London","other",7,438,2021-03-30,18716.5,0.0159817351598174,18716.5
2021-04-10,"London","other",18,351,2021-04-06,18723.5,0.0512820512820513,18723.5
2021-04-17,"London","other",19,323,2021-04-13,18730.5,0.0588235294117647,18730.5
2021-04-24,"London","other",18,360,2021-04-20,18737.5,0.05,18737.5
2021-05-01,"London","other",6,295,2021-04-27,18744.5,0.0203389830508475,18744.5
2021-05-08,"London","other",11,391,2021-05-04,18751.5,0.0281329923273657,18751.5
2021-05-15,"London","other",6,468,2021-05-11,18758.5,0.0128205128205128,18758.5
2021-05-22,"London","other",10,651,2021-05-18,18765.5,0.0153609831029186,18765.5
2021-05-29,"London","other",5,984,2021-05-25,18772.5,0.00508130081300813,18772.5
2021-06-05,"London","other",2,1964,2021-06-01,18779.5,0.0010183299389002,18779.5
2021-06-12,"London","other",3,1694,2021-06-08,18786.5,0.00177095631641086,18786.5
2020-09-05,"North West","other",43,67,2020-09-01,18506.5,0.641791044776119,18506.5
2020-09-12,"North West","other",328,527,2020-09-08,18513.5,0.622390891840607,18513.5
2020-09-19,"North West","other",273,507,2020-09-15,18520.5,0.538461538461538,18520.5
2020-09-26,"North West","other",312,763,2020-09-22,18527.5,0.408912188728702,18527.5
2020-10-03,"North West","other",137,347,2020-09-29,18534.5,0.394812680115274,18534.5
2020-10-10,"North West","other",309,990,2020-10-06,18541.5,0.312121212121212,18541.5
2020-10-17,"North West","other",393,1473,2020-10-13,18548.5,0.266802443991853,18548.5
2020-10-24,"North West","other",309,1192,2020-10-20,18555.5,0.259228187919463,18555.5
2020-10-31,"North West","other",126,606,2020-10-27,18562.5,0.207920792079208,18562.5
2020-11-07,"North West","other",331,1562,2020-11-03,18569.5,0.21190781049936,18569.5
2020-11-14,"North West","other",186,949,2020-11-10,18576.5,0.195995785036881,18576.5
2020-11-21,"North West","other",138,688,2020-11-17,18583.5,0.200581395348837,18583.5
2020-11-28,"North West","other",108,650,2020-11-24,18590.5,0.166153846153846,18590.5
2020-12-05,"North West","other",25,155,2020-12-01,18597.5,0.161290322580645,18597.5
2020-12-12,"North West","other",77,599,2020-12-08,18604.5,0.128547579298831,18604.5
2020-12-19,"North West","other",34,432,2020-12-15,18611.5,0.0787037037037037,18611.5
2020-12-26,"North West","other",43,481,2020-12-22,18618.5,0.0893970893970894,18618.5
2021-01-02,"North West","other",30,773,2020-12-29,18625.5,0.0388098318240621,18625.5
2021-01-09,"North West","other",51,1559,2021-01-05,18632.5,0.0327132777421424,18632.5
2021-01-16,"North West","other",97,3522,2021-01-12,18639.5,0.0275411697898921,18639.5
2021-01-23,"North West","other",54,3310,2021-01-19,18646.5,0.0163141993957704,18646.5
2021-01-30,"North West","other",67,4832,2021-01-26,18653.5,0.0138658940397351,18653.5
2021-02-06,"North West","other",11,1063,2021-02-02,18660.5,0.0103480714957667,18660.5
2021-02-13,"North West","other",15,1929,2021-02-09,18667.5,0.00777604976671851,18667.5
2021-02-20,"North West","other",9,2496,2021-02-16,18674.5,0.00360576923076923,18674.5
2021-02-27,"North West","other",1,1883,2021-02-23,18681.5,0.000531067445565587,18681.5
2021-03-06,"North West","other",5,1710,2021-03-02,18688.5,0.00292397660818713,18688.5
2021-03-13,"North West","other",6,1406,2021-03-09,18695.5,0.0042674253200569,18695.5
2021-03-20,"North West","other",5,2025,2021-03-16,18702.5,0.00246913580246914,18702.5
2021-03-27,"North West","other",14,2704,2021-03-23,18709.5,0.00517751479289941,18709.5
2021-04-03,"North West","other",10,1783,2021-03-30,18716.5,0.00560852495793606,18716.5
2021-04-10,"North West","other",6,891,2021-04-06,18723.5,0.00673400673400673,18723.5
2021-04-17,"North West","other",9,768,2021-04-13,18730.5,0.01171875,18730.5
2021-04-24,"North West","other",7,870,2021-04-20,18737.5,0.00804597701149425,18737.5
2021-05-01,"North West","other",1,1116,2021-04-27,18744.5,0.000896057347670251,18744.5
2021-05-08,"North West","other",12,1585,2021-05-04,18751.5,0.00757097791798107,18751.5
2021-05-15,"North West","other",5,1936,2021-05-11,18758.5,0.00258264462809917,18758.5
2021-05-22,"North West","other",0,2914,2021-05-18,18765.5,0,18765.5
2021-05-29,"North West","other",1,4487,2021-05-25,18772.5,0.000222866057499443,18772.5
2021-06-05,"North West","other",2,6423,2021-06-01,18779.5,0.000311380974622451,18779.5
2021-06-12,"North West","other",0,6282,2021-06-08,18786.5,0,18786.5
2020-09-05,"South West","other",101,135,2020-09-01,18506.5,0.748148148148148,18506.5
2020-09-12,"South West","other",32,62,2020-09-08,18513.5,0.516129032258065,18513.5
2020-09-19,"South West","other",20,39,2020-09-15,18520.5,0.512820512820513,18520.5
2020-09-26,"South West","other",87,141,2020-09-22,18527.5,0.617021276595745,18527.5
2020-10-03,"South West","other",29,71,2020-09-29,18534.5,0.408450704225352,18534.5
2020-10-10,"South West","other",85,230,2020-10-06,18541.5,0.369565217391304,18541.5
2020-10-17,"South West","other",36,108,2020-10-13,18548.5,0.333333333333333,18548.5
2020-10-24,"South West","other",59,186,2020-10-20,18555.5,0.317204301075269,18555.5
2020-10-31,"South West","other",24,87,2020-10-27,18562.5,0.275862068965517,18562.5
2020-11-07,"South West","other",38,114,2020-11-03,18569.5,0.333333333333333,18569.5
2020-11-14,"South West","other",38,219,2020-11-10,18576.5,0.17351598173516,18576.5
2020-11-21,"South West","other",26,102,2020-11-17,18583.5,0.254901960784314,18583.5
2020-11-28,"South West","other",33,112,2020-11-24,18590.5,0.294642857142857,18590.5
2020-12-05,"South West","other",7,43,2020-12-01,18597.5,0.162790697674419,18597.5
2020-12-12,"South West","other",15,97,2020-12-08,18604.5,0.154639175257732,18604.5
2020-12-19,"South West","other",15,156,2020-12-15,18611.5,0.0961538461538462,18611.5
2020-12-26,"South West","other",6,80,2020-12-22,18618.5,0.075,18618.5
2021-01-02,"South West","other",4,127,2020-12-29,18625.5,0.031496062992126,18625.5
2021-01-09,"South West","other",6,259,2021-01-05,18632.5,0.0231660231660232,18632.5
2021-01-16,"South West","other",9,468,2021-01-12,18639.5,0.0192307692307692,18639.5
2021-01-23,"South West","other",4,258,2021-01-19,18646.5,0.0155038759689922,18646.5
2021-01-30,"South West","other",1,279,2021-01-26,18653.5,0.003584229390681,18653.5
2021-02-06,"South West","other",0,92,2021-02-02,18660.5,0,18660.5
2021-02-13,"South West","other",0,197,2021-02-09,18667.5,0,18667.5
2021-02-20,"South West","other",1,272,2021-02-16,18674.5,0.00367647058823529,18674.5
2021-02-27,"South West","other",1,190,2021-02-23,18681.5,0.00526315789473684,18681.5
2021-03-06,"South West","other",1,209,2021-03-02,18688.5,0.00478468899521531,18688.5
2021-03-13,"South West","other",1,140,2021-03-09,18695.5,0.00714285714285714,18695.5
2021-03-20,"South West","other",1,103,2021-03-16,18702.5,0.00970873786407767,18702.5
2021-03-27,"South West","other",0,150,2021-03-23,18709.5,0,18709.5
2021-04-03,"South West","other",0,100,2021-03-30,18716.5,0,18716.5
2021-04-10,"South West","other",0,93,2021-04-06,18723.5,0,18723.5
2021-04-17,"South West","other",1,47,2021-04-13,18730.5,0.0212765957446809,18730.5
2021-04-24,"South West","other",0,31,2021-04-20,18737.5,0,18737.5
2021-05-01,"South West","other",1,30,2021-04-27,18744.5,0.0333333333333333,18744.5
2021-05-08,"South West","other",0,20,2021-05-04,18751.5,0,18751.5
2021-05-15,"South West","other",0,54,2021-05-11,18758.5,0,18758.5
2021-05-22,"South West","other",2,133,2021-05-18,18765.5,0.0150375939849624,18765.5
2021-05-29,"South West","other",1,166,2021-05-25,18772.5,0.00602409638554217,18772.5
2021-06-05,"South West","other",0,425,2021-06-01,18779.5,0,18779.5
2021-06-12,"South West","other",0,1039,2021-06-08,18786.5,0,18786.5
2020-09-05,"South East","other",177,233,2020-09-01,18506.5,0.759656652360515,18506.5
2020-09-12,"South East","other",89,140,2020-09-08,18513.5,0.635714285714286,18513.5
2020-09-19,"South East","other",30,48,2020-09-15,18520.5,0.625,18520.5
2020-09-26,"South East","other",100,178,2020-09-22,18527.5,0.561797752808989,18527.5
2020-10-03,"South East","other",24,57,2020-09-29,18534.5,0.421052631578947,18534.5
2020-10-10,"South East","other",99,261,2020-10-06,18541.5,0.379310344827586,18541.5
2020-10-17,"South East","other",119,300,2020-10-13,18548.5,0.396666666666667,18548.5
2020-10-24,"South East","other",155,512,2020-10-20,18555.5,0.302734375,18555.5
2020-10-31,"South East","other",99,295,2020-10-27,18562.5,0.335593220338983,18562.5
2020-11-07,"South East","other",116,470,2020-11-03,18569.5,0.246808510638298,18569.5
2020-11-14,"South East","other",220,918,2020-11-10,18576.5,0.239651416122004,18576.5
2020-11-21,"South East","other",83,462,2020-11-17,18583.5,0.17965367965368,18583.5
2020-11-28,"South East","other",40,385,2020-11-24,18590.5,0.103896103896104,18590.5
2020-12-05,"South East","other",25,233,2020-12-01,18597.5,0.107296137339056,18597.5
2020-12-12,"South East","other",46,811,2020-12-08,18604.5,0.0567200986436498,18604.5
2020-12-19,"South East","other",85,1412,2020-12-15,18611.5,0.0601983002832861,18611.5
2020-12-26,"South East","other",23,445,2020-12-22,18618.5,0.051685393258427,18618.5
2021-01-02,"South East","other",21,863,2020-12-29,18625.5,0.0243337195828505,18625.5
2021-01-09,"South East","other",25,951,2021-01-05,18632.5,0.0262881177707676,18632.5
2021-01-16,"South East","other",23,852,2021-01-12,18639.5,0.0269953051643192,18639.5
2021-01-23,"South East","other",9,851,2021-01-19,18646.5,0.0105757931844888,18646.5
2021-01-30,"South East","other",10,1069,2021-01-26,18653.5,0.00935453695042095,18653.5
2021-02-06,"South East","other",4,273,2021-02-02,18660.5,0.0146520146520147,18660.5
2021-02-13,"South East","other",4,597,2021-02-09,18667.5,0.0067001675041876,18667.5
2021-02-20,"South East","other",7,828,2021-02-16,18674.5,0.00845410628019324,18674.5
2021-02-27,"South East","other",1,526,2021-02-23,18681.5,0.00190114068441065,18681.5
2021-03-06,"South East","other",5,704,2021-03-02,18688.5,0.00710227272727273,18688.5
2021-03-13,"South East","other",5,699,2021-03-09,18695.5,0.00715307582260372,18695.5
2021-03-20,"South East","other",1,484,2021-03-16,18702.5,0.00206611570247934,18702.5
2021-03-27,"South East","other",0,554,2021-03-23,18709.5,0,18709.5
2021-04-03,"South East","other",1,327,2021-03-30,18716.5,0.00305810397553517,18716.5
2021-04-10,"South East","other",2,387,2021-04-06,18723.5,0.00516795865633075,18723.5
2021-04-17,"South East","other",8,317,2021-04-13,18730.5,0.0252365930599369,18730.5
2021-04-24,"South East","other",13,261,2021-04-20,18737.5,0.0498084291187739,18737.5
2021-05-01,"South East","other",7,218,2021-04-27,18744.5,0.0321100917431193,18744.5
2021-05-08,"South East","other",3,236,2021-05-04,18751.5,0.0127118644067797,18751.5
2021-05-15,"South East","other",4,238,2021-05-11,18758.5,0.0168067226890756,18758.5
2021-05-22,"South East","other",11,286,2021-05-18,18765.5,0.0384615384615385,18765.5
2021-05-29,"South East","other",1,652,2021-05-25,18772.5,0.00153374233128834,18772.5
2021-06-05,"South East","other",1,1058,2021-06-01,18779.5,0.000945179584120983,18779.5
2021-06-12,"South East","other",1,880,2021-06-08,18786.5,0.00113636363636364,18786.5
2020-09-05,"East of England","other",201,251,2020-09-01,18506.5,0.800796812749004,18506.5
2020-09-12,"East of England","other",78,106,2020-09-08,18513.5,0.735849056603774,18513.5
2020-09-19,"East of England","other",20,34,2020-09-15,18520.5,0.588235294117647,18520.5
2020-09-26,"East of England","other",73,122,2020-09-22,18527.5,0.598360655737705,18527.5
2020-10-03,"East of England","other",68,116,2020-09-29,18534.5,0.586206896551724,18534.5
2020-10-10,"East of England","other",91,188,2020-10-06,18541.5,0.484042553191489,18541.5
2020-10-17,"East of England","other",137,276,2020-10-13,18548.5,0.496376811594203,18548.5
2020-10-24,"East of England","other",143,366,2020-10-20,18555.5,0.390710382513661,18555.5
2020-10-31,"East of England","other",122,268,2020-10-27,18562.5,0.455223880597015,18562.5
2020-11-07,"East of England","other",227,694,2020-11-03,18569.5,0.327089337175793,18569.5
2020-11-14,"East of England","other",234,799,2020-11-10,18576.5,0.292866082603254,18576.5
2020-11-21,"East of England","other",116,432,2020-11-17,18583.5,0.268518518518519,18583.5
2020-11-28,"East of England","other",81,351,2020-11-24,18590.5,0.230769230769231,18590.5
2020-12-05,"East of England","other",25,146,2020-12-01,18597.5,0.171232876712329,18597.5
2020-12-12,"East of England","other",77,664,2020-12-08,18604.5,0.115963855421687,18604.5
2020-12-19,"East of England","other",93,1286,2020-12-15,18611.5,0.0723172628304821,18611.5
2020-12-26,"East of England","other",28,524,2020-12-22,18618.5,0.0534351145038168,18618.5
2021-01-02,"East of England","other",13,584,2020-12-29,18625.5,0.0222602739726027,18625.5
2021-01-09,"East of England","other",20,705,2021-01-05,18632.5,0.0283687943262411,18632.5
2021-01-16,"East of England","other",20,737,2021-01-12,18639.5,0.0271370420624152,18639.5
2021-01-23,"East of England","other",15,723,2021-01-19,18646.5,0.020746887966805,18646.5
2021-01-30,"East of England","other",6,706,2021-01-26,18653.5,0.0084985835694051,18653.5
2021-02-06,"East of England","other",5,326,2021-02-02,18660.5,0.0153374233128834,18660.5
2021-02-13,"East of England","other",9,604,2021-02-09,18667.5,0.0149006622516556,18667.5
2021-02-20,"East of England","other",13,865,2021-02-16,18674.5,0.015028901734104,18674.5
2021-02-27,"East of England","other",2,437,2021-02-23,18681.5,0.0045766590389016,18681.5
2021-03-06,"East of England","other",6,619,2021-03-02,18688.5,0.00969305331179321,18688.5
2021-03-13,"East of England","other",2,805,2021-03-09,18695.5,0.00248447204968944,18695.5
2021-03-20,"East of England","other",1,784,2021-03-16,18702.5,0.00127551020408163,18702.5
2021-03-27,"East of England","other",4,968,2021-03-23,18709.5,0.00413223140495868,18709.5
2021-04-03,"East of England","other",0,463,2021-03-30,18716.5,0,18716.5
2021-04-10,"East of England","other",5,367,2021-04-06,18723.5,0.0136239782016349,18723.5
2021-04-17,"East of England","other",4,340,2021-04-13,18730.5,0.0117647058823529,18730.5
2021-04-24,"East of England","other",5,413,2021-04-20,18737.5,0.0121065375302663,18737.5
2021-05-01,"East of England","other",2,442,2021-04-27,18744.5,0.00452488687782805,18744.5
2021-05-08,"East of England","other",10,507,2021-05-04,18751.5,0.019723865877712,18751.5
2021-05-15,"East of England","other",1,533,2021-05-11,18758.5,0.00187617260787992,18758.5
2021-05-22,"East of England","other",1,755,2021-05-18,18765.5,0.00132450331125828,18765.5
2021-05-29,"East of England","other",1,712,2021-05-25,18772.5,0.00140449438202247,18772.5
2021-06-05,"East of England","other",6,1012,2021-06-01,18779.5,0.00592885375494071,18779.5
2021-06-12,"East of England","other",2,983,2021-06-08,18786.5,0.00203458799593082,18786.5
2020-09-05,"East Midlands","other",67,82,2020-09-01,18506.5,0.817073170731707,18506.5
2020-09-12,"East Midlands","other",142,168,2020-09-08,18513.5,0.845238095238095,18513.5
2020-09-19,"East Midlands","other",29,47,2020-09-15,18520.5,0.617021276595745,18520.5
2020-09-26,"East Midlands","other",92,155,2020-09-22,18527.5,0.593548387096774,18527.5
2020-10-03,"East Midlands","other",43,113,2020-09-29,18534.5,0.380530973451327,18534.5
2020-10-10,"East Midlands","other",71,212,2020-10-06,18541.5,0.334905660377358,18541.5
2020-10-17,"East Midlands","other",57,158,2020-10-13,18548.5,0.360759493670886,18548.5
2020-10-24,"East Midlands","other",83,225,2020-10-20,18555.5,0.368888888888889,18555.5
2020-10-31,"East Midlands","other",40,173,2020-10-27,18562.5,0.23121387283237,18562.5
2020-11-07,"East Midlands","other",64,220,2020-11-03,18569.5,0.290909090909091,18569.5
2020-11-14,"East Midlands","other",104,498,2020-11-10,18576.5,0.208835341365462,18576.5
2020-11-21,"East Midlands","other",172,734,2020-11-17,18583.5,0.23433242506812,18583.5
2020-11-28,"East Midlands","other",21,101,2020-11-24,18590.5,0.207920792079208,18590.5
2020-12-05,"East Midlands","other",35,119,2020-12-01,18597.5,0.294117647058824,18597.5
2020-12-12,"East Midlands","other",55,380,2020-12-08,18604.5,0.144736842105263,18604.5
2020-12-19,"East Midlands","other",41,280,2020-12-15,18611.5,0.146428571428571,18611.5
2020-12-26,"East Midlands","other",6,80,2020-12-22,18618.5,0.075,18618.5
2021-01-02,"East Midlands","other",2,85,2020-12-29,18625.5,0.0235294117647059,18625.5
2021-01-09,"East Midlands","other",13,283,2021-01-05,18632.5,0.0459363957597173,18632.5
2021-01-16,"East Midlands","other",3,300,2021-01-12,18639.5,0.01,18639.5
2021-01-23,"East Midlands","other",7,401,2021-01-19,18646.5,0.0174563591022444,18646.5
2021-01-30,"East Midlands","other",7,548,2021-01-26,18653.5,0.0127737226277372,18653.5
2021-02-06,"East Midlands","other",2,219,2021-02-02,18660.5,0.0091324200913242,18660.5
2021-02-13,"East Midlands","other",2,516,2021-02-09,18667.5,0.00387596899224806,18667.5
2021-02-20,"East Midlands","other",6,632,2021-02-16,18674.5,0.00949367088607595,18674.5
2021-02-27,"East Midlands","other",0,486,2021-02-23,18681.5,0,18681.5
2021-03-06,"East Midlands","other",5,662,2021-03-02,18688.5,0.00755287009063444,18688.5
2021-03-13,"East Midlands","other",1,976,2021-03-09,18695.5,0.00102459016393443,18695.5
2021-03-20,"East Midlands","other",1,1337,2021-03-16,18702.5,0.00074794315632012,18702.5
2021-03-27,"East Midlands","other",0,1836,2021-03-23,18709.5,0,18709.5
2021-04-03,"East Midlands","other",2,1135,2021-03-30,18716.5,0.00176211453744493,18716.5
2021-04-10,"East Midlands","other",4,711,2021-04-06,18723.5,0.00562587904360056,18723.5
2021-04-17,"East Midlands","other",5,588,2021-04-13,18730.5,0.00850340136054422,18730.5
2021-04-24,"East Midlands","other",8,622,2021-04-20,18737.5,0.0128617363344051,18737.5
2021-05-01,"East Midlands","other",1,579,2021-04-27,18744.5,0.00172711571675302,18744.5
2021-05-08,"East Midlands","other",3,826,2021-05-04,18751.5,0.0036319612590799,18751.5
2021-05-15,"East Midlands","other",2,667,2021-05-11,18758.5,0.00299850074962519,18758.5
2021-05-22,"East Midlands","other",3,636,2021-05-18,18765.5,0.00471698113207547,18765.5
2021-05-29,"East Midlands","other",2,716,2021-05-25,18772.5,0.00279329608938547,18772.5
2021-06-05,"East Midlands","other",0,1067,2021-06-01,18779.5,0,18779.5
2021-06-12,"East Midlands","other",2,1083,2021-06-08,18786.5,0.00184672206832872,18786.5
2020-09-05,"West Midlands","other",58,64,2020-09-01,18506.5,0.90625,18506.5
2020-09-12,"West Midlands","other",140,174,2020-09-08,18513.5,0.804597701149425,18513.5
2020-09-19,"West Midlands","other",102,132,2020-09-15,18520.5,0.772727272727273,18520.5
2020-09-26,"West Midlands","other",271,377,2020-09-22,18527.5,0.718832891246684,18527.5
2020-10-03,"West Midlands","other",42,73,2020-09-29,18534.5,0.575342465753425,18534.5
2020-10-10,"West Midlands","other",141,270,2020-10-06,18541.5,0.522222222222222,18541.5
2020-10-17,"West Midlands","other",155,386,2020-10-13,18548.5,0.401554404145078,18548.5
2020-10-24,"West Midlands","other",182,523,2020-10-20,18555.5,0.347992351816444,18555.5
2020-10-31,"West Midlands","other",118,463,2020-10-27,18562.5,0.254859611231102,18562.5
2020-11-07,"West Midlands","other",174,636,2020-11-03,18569.5,0.273584905660377,18569.5
2020-11-14,"West Midlands","other",244,943,2020-11-10,18576.5,0.258748674443266,18576.5
2020-11-21,"West Midlands","other",191,782,2020-11-17,18583.5,0.244245524296675,18583.5
2020-11-28,"West Midlands","other",42,205,2020-11-24,18590.5,0.204878048780488,18590.5
2020-12-05,"West Midlands","other",28,133,2020-12-01,18597.5,0.210526315789474,18597.5
2020-12-12,"West Midlands","other",89,512,2020-12-08,18604.5,0.173828125,18604.5
2020-12-19,"West Midlands","other",35,404,2020-12-15,18611.5,0.0866336633663366,18611.5
2020-12-26,"West Midlands","other",25,273,2020-12-22,18618.5,0.0915750915750916,18618.5
2021-01-02,"West Midlands","other",23,505,2020-12-29,18625.5,0.0455445544554455,18625.5
2021-01-09,"West Midlands","other",31,884,2021-01-05,18632.5,0.0350678733031674,18632.5
2021-01-16,"West Midlands","other",19,932,2021-01-12,18639.5,0.0203862660944206,18639.5
2021-01-23,"West Midlands","other",8,1041,2021-01-19,18646.5,0.00768491834774256,18646.5
2021-01-30,"West Midlands","other",10,1283,2021-01-26,18653.5,0.00779423226812159,18653.5
2021-02-06,"West Midlands","other",2,338,2021-02-02,18660.5,0.00591715976331361,18660.5
2021-02-13,"West Midlands","other",2,400,2021-02-09,18667.5,0.005,18667.5
2021-02-20,"West Midlands","other",4,608,2021-02-16,18674.5,0.00657894736842105,18674.5
2021-02-27,"West Midlands","other",1,430,2021-02-23,18681.5,0.00232558139534884,18681.5
2021-03-06,"West Midlands","other",3,607,2021-03-02,18688.5,0.00494233937397035,18688.5
2021-03-13,"West Midlands","other",3,843,2021-03-09,18695.5,0.00355871886120996,18695.5
2021-03-20,"West Midlands","other",3,1006,2021-03-16,18702.5,0.00298210735586481,18702.5
2021-03-27,"West Midlands","other",16,1214,2021-03-23,18709.5,0.0131795716639209,18709.5
2021-04-03,"West Midlands","other",3,885,2021-03-30,18716.5,0.00338983050847458,18716.5
2021-04-10,"West Midlands","other",3,538,2021-04-06,18723.5,0.00557620817843866,18723.5
2021-04-17,"West Midlands","other",4,527,2021-04-13,18730.5,0.00759013282732448,18730.5
2021-04-24,"West Midlands","other",4,532,2021-04-20,18737.5,0.0075187969924812,18737.5
2021-05-01,"West Midlands","other",6,500,2021-04-27,18744.5,0.012,18744.5
2021-05-08,"West Midlands","other",3,531,2021-05-04,18751.5,0.00564971751412429,18751.5
2021-05-15,"West Midlands","other",2,437,2021-05-11,18758.5,0.0045766590389016,18758.5
2021-05-22,"West Midlands","other",1,530,2021-05-18,18765.5,0.00188679245283019,18765.5
2021-05-29,"West Midlands","other",1,853,2021-05-25,18772.5,0.00117233294255569,18772.5
2021-06-05,"West Midlands","other",0,1320,2021-06-01,18779.5,0,18779.5
2021-06-12,"West Midlands","other",2,1196,2021-06-08,18786.5,0.00167224080267559,18786.5
2020-09-05,"North East","other",57,73,2020-09-01,18506.5,0.780821917808219,18506.5
2020-09-12,"North East","other",177,219,2020-09-08,18513.5,0.808219178082192,18513.5
2020-09-19,"North East","other",204,249,2020-09-15,18520.5,0.819277108433735,18520.5
2020-09-26,"North East","other",244,327,2020-09-22,18527.5,0.746177370030581,18527.5
2020-10-03,"North East","other",526,698,2020-09-29,18534.5,0.753581661891118,18534.5
2020-10-10,"North East","other",110,148,2020-10-06,18541.5,0.743243243243243,18541.5
2020-10-17,"North East","other",47,75,2020-10-13,18548.5,0.626666666666667,18548.5
2020-10-24,"North East","other",133,238,2020-10-20,18555.5,0.558823529411765,18555.5
2020-10-31,"North East","other",184,397,2020-10-27,18562.5,0.463476070528967,18562.5
2020-11-07,"North East","other",175,405,2020-11-03,18569.5,0.432098765432099,18569.5
2020-11-14,"North East","other",158,403,2020-11-10,18576.5,0.392059553349876,18576.5
2020-11-21,"North East","other",96,253,2020-11-17,18583.5,0.379446640316206,18583.5
2020-11-28,"North East","other",78,232,2020-11-24,18590.5,0.336206896551724,18590.5
2020-12-05,"North East","other",11,34,2020-12-01,18597.5,0.323529411764706,18597.5
2020-12-12,"North East","other",57,295,2020-12-08,18604.5,0.193220338983051,18604.5
2020-12-19,"North East","other",15,87,2020-12-15,18611.5,0.172413793103448,18611.5
2020-12-26,"North East","other",26,241,2020-12-22,18618.5,0.107883817427386,18618.5
2021-01-02,"North East","other",15,263,2020-12-29,18625.5,0.0570342205323194,18625.5
2021-01-09,"North East","other",9,322,2021-01-05,18632.5,0.0279503105590062,18632.5
2021-01-16,"North East","other",7,233,2021-01-12,18639.5,0.0300429184549356,18639.5
2021-01-23,"North East","other",9,752,2021-01-19,18646.5,0.011968085106383,18646.5
2021-01-30,"North East","other",0,462,2021-01-26,18653.5,0,18653.5
2021-02-06,"North East","other",0,174,2021-02-02,18660.5,0,18660.5
2021-02-13,"North East","other",0,206,2021-02-09,18667.5,0,18667.5
2021-02-20,"North East","other",0,1148,2021-02-16,18674.5,0,18674.5
2021-02-27,"North East","other",1,1547,2021-02-23,18681.5,0.000646412411118293,18681.5
2021-03-06,"North East","other",0,1003,2021-03-02,18688.5,0,18688.5
2021-03-13,"North East","other",0,1416,2021-03-09,18695.5,0,18695.5
2021-03-20,"North East","other",3,1040,2021-03-16,18702.5,0.00288461538461538,18702.5
2021-03-27,"North East","other",0,843,2021-03-23,18709.5,0,18709.5
2021-04-03,"North East","other",0,842,2021-03-30,18716.5,0,18716.5
2021-04-10,"North East","other",2,445,2021-04-06,18723.5,0.00449438202247191,18723.5
2021-04-17,"North East","other",0,237,2021-04-13,18730.5,0,18730.5
2021-04-24,"North East","other",1,199,2021-04-20,18737.5,0.0050251256281407,18737.5
2021-05-01,"North East","other",1,192,2021-04-27,18744.5,0.00520833333333333,18744.5
2021-05-08,"North East","other",1,72,2021-05-04,18751.5,0.0138888888888889,18751.5
2021-05-15,"North East","other",0,31,2021-05-11,18758.5,0,18758.5
2021-05-22,"North East","other",0,7,2021-05-18,18765.5,0,18765.5
2021-05-29,"North East","other",0,134,2021-05-25,18772.5,0,18772.5
