"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date"
"P.1",18810,"West Midlands",0.001,5.26069420476431e-06,NA,0.001,0.001,2021-07-02
"B.1.617.1",18810,"West Midlands",0.001,2.95524862179178e-07,NA,0.001,0.001,2021-07-02
"B.1.617.2",18810,"West Midlands",0.99503524950883,0.000360502519304256,NA,0.994328677554658,0.995741821463003,2021-07-02
"B.1.1.7",18814,"West Midlands",0.00304017332948515,0.000239304259996519,NA,0.00257114559854496,0.00350920106042534,2021-07-06
"other",18814,"West Midlands",0.001,1.33233467394328e-05,NA,0.001,0.001,2021-07-06
"B.1.177+",18814,"West Midlands",0.001,6.8959737039284e-09,NA,0.001,0.001,2021-07-06
"B.1.525",18814,"West Midlands",0.001,4.79094061432409e-06,NA,0.001,0.001,2021-07-06
"B.1.351",18814,"West Midlands",0.001,8.26243065063362e-06,NA,0.001,0.001,2021-07-06
"P.1",18814,"West Midlands",0.001,3.71275618947905e-06,NA,0.001,0.001,2021-07-06
"B.1.617.1",18814,"West Midlands",0.001,1.38096523867105e-07,NA,0.001,0.001,2021-07-06
"B.1.617.2",18814,"West Midlands",0.996826455468436,0.000249604948794661,NA,0.996337238758435,0.997315672178436,2021-07-06
"B.1.1.7",18818,"West Midlands",0.00193614747535727,0.000164274923351158,NA,0.00161417454202593,0.00225812040868862,2021-07-10
"other",18818,"West Midlands",0.001,9.69573539789635e-06,NA,0.001,0.001,2021-07-10
"B.1.177+",18818,"West Midlands",0.001,3.74325519724306e-09,NA,0.001,0.001,2021-07-10
"B.1.525",18818,"West Midlands",0.001,3.25264048823826e-06,NA,0.001,0.001,2021-07-10
"B.1.351",18818,"West Midlands",0.001,5.6998757788397e-06,NA,0.001,0.001,2021-07-10
"P.1",18818,"West Midlands",0.001,2.62012733079711e-06,NA,0.001,0.001,2021-07-10
"B.1.617.1",18818,"West Midlands",0.001,6.43458312215166e-08,NA,0.001,0.001,2021-07-10
"B.1.617.2",18818,"West Midlands",0.997972195486644,0.000171932138622372,NA,0.99763521468716,0.998,2021-07-10
"B.1.1.7",18822,"West Midlands",0.00123253194517924,0.000112231643392137,NA,0.0010125619662049,0.00145250192415357,2021-07-14
"other",18822,"West Midlands",0.001,7.04595435364194e-06,NA,0.001,0.001,2021-07-14
"B.1.177+",18822,"West Midlands",0.001,2.02946206505277e-09,NA,0.001,0.001,2021-07-14
"B.1.525",18822,"West Midlands",0.001,2.20580373154346e-06,NA,0.001,0.001,2021-07-14
"B.1.351",18822,"West Midlands",0.001,3.92908666330446e-06,NA,0.001,0.001,2021-07-14
"P.1",18822,"West Midlands",0.001,1.84927164322813e-06,NA,0.001,0.001,2021-07-14
"B.1.617.1",18822,"West Midlands",0.001,2.99070810256352e-08,NA,0.001,0.001,2021-07-14
"B.1.617.2",18822,"West Midlands",0.998704457456036,0.000117899133356788,NA,0.998473379400849,0.998,2021-07-14
"B.1.1.7",18826,"West Midlands",0.001,7.63513526404367e-05,NA,0.001,0.001,2021-07-18
"other",18826,"West Midlands",0.001,5.1137809174902e-06,NA,0.001,0.001,2021-07-18
"B.1.177+",18826,"West Midlands",0.001,1.09916182211387e-09,NA,0.001,0.001,2021-07-18
"B.1.525",18826,"West Midlands",0.001,1.49440504721835e-06,NA,0.001,0.001,2021-07-18
"B.1.351",18826,"West Midlands",0.001,2.70658796483532e-06,NA,0.001,0.001,2021-07-18
"P.1",18826,"West Midlands",0.001,1.30549404586498e-06,NA,0.001,0.001,2021-07-18
"B.1.617.1",18826,"West Midlands",0.001,1.38697900075748e-08,NA,0.001,0.001,2021-07-18
"B.1.617.2",18826,"West Midlands",0.999172256772519,8.05301584314181e-05,NA,0.999014420562324,0.998,2021-07-18
"B.1.1.7",18830,"West Midlands",0.001,5.17454233091644e-05,NA,0.001,0.001,2021-07-22
"other",18830,"West Midlands",0.001,3.707006248139e-06,NA,0.001,0.001,2021-07-22
"B.1.177+",18830,"West Midlands",0.001,5.94758321827818e-10,NA,0.001,0.001,2021-07-22
"B.1.525",18830,"West Midlands",0.001,1.01152526690759e-06,NA,0.001,0.001,2021-07-22
"B.1.351",18830,"West Midlands",0.001,1.86327073292835e-06,NA,0.001,0.001,2021-07-22
"P.1",18830,"West Midlands",0.001,9.21861302569149e-07,NA,0.001,0.001,2021-07-22
"B.1.617.1",18830,"West Midlands",0.001,6.41957803087715e-09,NA,0.001,0.001,2021-07-22
"B.1.617.2",18830,"West Midlands",0.999471055915848,5.4816202791118e-05,NA,0.999363618132608,0.998,2021-07-22
"B.1.1.7",18834,"West Midlands",0.001,3.49500066984403e-05,NA,0.001,0.001,2021-07-26
"other",18834,"West Midlands",0.001,2.6841688081638e-06,NA,0.001,0.001,2021-07-26
"B.1.177+",18834,"West Midlands",0.001,3.21552776877672e-10,NA,0.001,0.001,2021-07-26
"B.1.525",18834,"West Midlands",0.001,6.84095931364461e-07,NA,0.001,0.001,2021-07-26
"B.1.351",18834,"West Midlands",0.001,1.28192505926084e-06,NA,0.001,0.001,2021-07-26
"P.1",18834,"West Midlands",0.001,6.5114712399362e-07,NA,0.001,0.001,2021-07-26
"B.1.617.1",18834,"West Midlands",0.001,2.96594410234656e-09,NA,0.001,0.001,2021-07-26
"B.1.617.2",18834,"West Midlands",0.999661910369609,3.71998183647869e-05,NA,0.999589000065382,0.998,2021-07-26
"B.1.1.7",18838,"West Midlands",0.001,2.35334109082547e-05,NA,0.001,0.001,2021-07-30
"other",18838,"West Midlands",0.001,1.94143451323464e-06,NA,0.001,0.001,2021-07-30
"B.1.177+",18838,"West Midlands",0.001,1.73709017753213e-10,NA,0.001,0.001,2021-07-30
"B.1.525",18838,"West Midlands",0.001,4.62282309432033e-07,NA,0.001,0.001,2021-07-30
"B.1.351",18838,"West Midlands",0.001,8.81427977842202e-07,NA,0.001,0.001,2021-07-30
"P.1",18838,"West Midlands",0.001,4.60058572578989e-07,NA,0.001,0.001,2021-07-30
"B.1.617.1",18838,"West Midlands",0.001,1.36805862826456e-09,NA,0.001,0.001,2021-07-30
"B.1.617.2",18838,"West Midlands",0.999783832163102,2.51773588020506e-05,NA,0.999734485446625,0.998,2021-07-30
"B.1.1.7",18506,"North East",0.001,4.76479413623069e-07,NA,0.001,0.001,2020-09-01
"other",18506,"North East",0.838508154120072,0.00510603537404116,NA,0.828500508683163,0.84851579955698,2020-09-01
"B.1.177+",18506,"North East",0.161487495752738,0.00510598284855132,NA,0.151479953263898,0.171495038241578,2020-09-01
"B.1.525",18506,"North East",0.001,8.04872785147131e-27,NA,0.001,0.001,2020-09-01
"B.1.351",18506,"North East",0.001,1.64653210295064e-12,NA,0.001,0.001,2020-09-01
"P.1",18506,"North East",0.001,8.82935899145301e-33,NA,0.001,0.001,2020-09-01
"B.1.617.1",18506,"North East",0.001,1.33699076296492e-127,NA,0.001,0.001,2020-09-01
"B.1.617.2",18506,"North East",0.001,1.00971942844415e-58,NA,0.001,0.001,2020-09-01
"B.1.1.7",18510,"North East",0.001,7.69990287878966e-07,NA,0.001,0.001,2020-09-05
"other",18510,"North East",0.818637335979461,0.00545655045935727,NA,0.807942693599295,0.829331978359627,2020-09-05
"B.1.177+",18510,"North East",0.181355370231455,0.0054564640125598,NA,0.170660897283899,0.192049843179011,2020-09-05
"B.1.525",18510,"North East",0.001,1.52625481189366e-26,NA,0.001,0.001,2020-09-05
"B.1.351",18510,"North East",0.001,3.29753781398672e-12,NA,0.001,0.001,2020-09-05
"P.1",18510,"North East",0.001,3.25513091876827e-32,NA,0.001,0.001,2020-09-05
"B.1.617.1",18510,"North East",0.001,5.19733001285689e-124,NA,0.001,0.001,2020-09-05
"B.1.617.2",18510,"North East",0.001,3.7429086884629e-57,NA,0.001,0.001,2020-09-05
"B.1.1.7",18514,"North East",0.001,1.23879016904131e-06,NA,0.001,0.001,2020-09-09
"other",18514,"North East",0.796961669715989,0.00580306520112534,NA,0.785587870921846,0.808335468510132,2020-09-09
"B.1.177+",18514,"North East",0.203026141225456,0.00580292389356451,NA,0.191652619389042,0.214399663061869,2020-09-09
"B.1.525",18514,"North East",0.001,2.87982952657925e-26,NA,0.001,0.001,2020-09-09
"B.1.351",18514,"North East",0.001,6.57595542909153e-12,NA,0.001,0.001,2020-09-09
"P.1",18514,"North East",0.001,1.19396977030575e-31,NA,0.001,0.001,2020-09-09
"B.1.617.1",18514,"North East",0.001,2.00762530359257e-120,NA,0.001,0.001,2020-09-09
"B.1.617.2",18514,"North East",0.001,1.37903814331223e-55,NA,0.001,0.001,2020-09-09
"B.1.1.7",18518,"North East",0.001,1.98284836605869e-06,NA,0.001,0.001,2020-09-13
"other",18518,"North East",0.773524492124285,0.00613947627929308,NA,0.761491339732933,0.785557644515638,2020-09-13
"B.1.177+",18518,"North East",0.22645521898911,0.00613924721439013,NA,0.214422515556717,0.238487922421502,2020-09-13
"B.1.525",18518,"North East",0.001,5.40216152697004e-26,NA,0.001,0.001,2020-09-13
"B.1.351",18518,"North East",0.001,1.30473504297754e-11,NA,0.001,0.001,2020-09-13
"P.1",18518,"North East",0.001,4.35133603291083e-31,NA,0.001,0.001,2020-09-13
"B.1.617.1",18518,"North East",0.001,7.64219822283347e-117,NA,0.001,0.001,2020-09-13
"B.1.617.2",18518,"North East",0.001,5.03556237397951e-54,NA,0.001,0.001,2020-09-13
"B.1.1.7",18522,"North East",0.001,3.15565008790417e-06,NA,0.001,0.001,2020-09-17
"other",18522,"North East",0.748421283754091,0.00645946844667292,NA,0.735760958239339,0.761081609268843,2020-09-17
"B.1.177+",18522,"North East",0.251545100851543,0.00645910079034872,NA,0.238885495929946,0.264204705773141,2020-09-17
"B.1.525",18522,"North East",0.001,1.00661288199501e-25,NA,0.001,0.001,2020-09-17
"B.1.351",18522,"North East",0.001,2.57360231045209e-11,NA,0.001,0.001,2020-09-17
"P.1",18522,"North East",0.001,1.57357748181587e-30,NA,0.001,0.001,2020-09-17
"B.1.617.1",18522,"North East",0.001,2.84352873214513e-113,NA,0.001,0.001,2020-09-17
"B.1.617.2",18522,"North East",0.001,1.81712548952521e-52,NA,0.001,0.001,2020-09-17
"B.1.1.7",18526,"North East",0.001,4.9905747478494e-06,NA,0.001,0.001,2020-09-21
"other",18526,"North East",0.721802389350671,0.00675681676925223,NA,0.7085592718328,0.735045506868542,2020-09-21
"B.1.177+",18526,"North East",0.278142205385093,0.00675623345546065,NA,0.264900231141245,0.29138417962894,2020-09-21
"B.1.525",18526,"North East",0.001,1.86166148551781e-25,NA,0.001,0.001,2020-09-21
"B.1.351",18526,"North East",0.001,5.04311192033489e-11,NA,0.001,0.001,2020-09-21
"P.1",18526,"North East",0.001,5.63947843345563e-30,NA,0.001,0.001,2020-09-21
"B.1.617.1",18526,"North East",0.001,1.02604232062909e-109,NA,0.001,0.001,2020-09-21
"B.1.617.2",18526,"North East",0.001,6.46199979787217e-51,NA,0.001,0.001,2020-09-21
"B.1.1.7",18530,"North East",0.001,7.83901886961939e-06,NA,0.001,0.001,2020-09-25
"other",18530,"North East",0.693872205434798,0.00702571050255988,NA,0.680102065883976,0.70764234498562,2020-09-25
"B.1.177+",18530,"North East",0.306036999610022,0.00702479724610783,NA,0.292268650008954,0.319805349211089,2020-09-25
"B.1.525",18530,"North East",0.001,3.41468938264498e-25,NA,0.001,0.001,2020-09-25
"B.1.351",18530,"North East",0.001,9.81074148792206e-11,NA,0.001,0.001,2020-09-25
"P.1",18530,"North East",0.001,2.0005306598947e-29,NA,0.001,0.001,2020-09-25
"B.1.617.1",18530,"North East",0.001,3.56285506578863e-106,NA,0.001,0.001,2020-09-25
"B.1.617.2",18530,"North East",0.001,2.25838105940319e-49,NA,0.001,0.001,2020-09-25
"B.1.1.7",18534,"North East",0.001,1.22249373270405e-05,NA,0.001,0.001,2020-09-29
"other",18534,"North East",0.664884327158002,0.00726106830901688,NA,0.650652894783044,0.67911575953296,2020-09-29
"B.1.177+",18534,"North East",0.334967808691004,0.00725965992080807,NA,0.320739136706212,0.349196480675797,2020-09-29
"B.1.525",18534,"North East",0.001,6.20734022933721e-25,NA,0.001,0.001,2020-09-29
"B.1.351",18534,"North East",0.001,1.89360090026285e-10,NA,0.001,0.001,2020-09-29
"P.1",18534,"North East",0.001,7.01618777182331e-29,NA,0.001,0.001,2020-09-29
"B.1.617.1",18534,"North East",0.001,1.1816783668685e-102,NA,0.001,0.001,2020-09-29
"B.1.617.2",18534,"North East",0.001,7.73580747038698e-48,NA,0.001,0.001,2020-09-29
"B.1.1.7",18538,"North East",0.001,1.89221699420615e-05,NA,0.001,0.001,2020-10-03
"other",18538,"North East",0.635132609671331,0.00745881258480555,NA,0.620513605637678,0.649751613704984,2020-10-03
"B.1.177+",18538,"North East",0.364628181601618,0.00745667741862777,NA,0.350013362416774,0.379243000786461,2020-10-03
"B.1.525",18538,"North East",0.001,1.11758268539561e-24,NA,0.001,0.001,2020-10-03
"B.1.351",18538,"North East",0.001,3.62433060903149e-10,NA,0.001,0.001,2020-10-03
"P.1",18538,"North East",0.001,2.43011633168769e-28,NA,0.001,0.001,2020-10-03
"B.1.617.1",18538,"North East",0.001,3.71611934750282e-99,NA,0.001,0.001,2020-10-03
"B.1.617.2",18538,"North East",0.001,2.59030571392478e-46,NA,0.001,0.001,2020-10-03
"B.1.1.7",18542,"North East",0.001,2.90632011358099e-05,NA,0.001,0.001,2020-10-07
"other",18542,"North East",0.604938612743557,0.00761607350141859,NA,0.590011382977167,0.619865842509947,2020-10-07
"B.1.177+",18542,"North East",0.3946770989705,0.00761289846143881,NA,0.37975609216812,0.409598105772881,2020-10-07
"B.1.525",18542,"North East",0.001,1.99165379275739e-24,NA,0.001,0.001,2020-10-07
"B.1.351",18542,"North East",0.001,6.87578768240236e-10,NA,0.001,0.001,2020-10-07
"P.1",18542,"North East",0.001,8.30364978158301e-28,NA,0.001,0.001,2020-10-07
"B.1.617.1",18542,"North East",0.001,1.10016828605436e-95,NA,0.001,0.001,2020-10-07
"B.1.617.2",18542,"North East",0.001,8.45710495029193e-45,NA,0.001,0.001,2020-10-07
"B.1.1.7",18546,"North East",0.001,4.42910363324539e-05,NA,0.001,0.001,2020-10-11
"other",18546,"North East",0.574636372742441,0.00773130003519551,NA,0.559483303119785,0.589789442365098,2020-10-11
"B.1.177+",18546,"North East",0.424750732667938,0.00772668141516051,NA,0.409606715374208,0.439894749961667,2020-10-11
"B.1.525",18546,"North East",0.001,3.5113241097338e-24,NA,0.001,0.001,2020-10-11
"B.1.351",18546,"North East",0.001,1.29243169077084e-09,NA,0.001,0.001,2020-10-11
"P.1",18546,"North East",0.001,2.79638920154033e-27,NA,0.001,0.001,2020-10-11
"B.1.617.1",18546,"North East",0.001,3.04478543184058e-92,NA,0.001,0.001,2020-10-11
"B.1.617.2",18546,"North East",0.001,2.68555793486504e-43,NA,0.001,0.001,2020-10-11
"B.1.1.7",18550,"North East",0.001,6.69697966193501e-05,NA,0.001,0.00110147909632378,2020-10-15
"other",18550,"North East",0.544555775332755,0.00780426439017966,NA,0.529259698202174,0.559851852463335,2020-10-15
"B.1.177+",18550,"North East",0.454474001442358,0.0077977146703545,NA,0.439190761526744,0.469757241357972,2020-10-15
"B.1.525",18550,"North East",0.001,6.12113770434475e-24,NA,0.001,0.001,2020-10-15
"B.1.351",18550,"North East",0.001,2.40629254213125e-09,NA,0.001,0.001,2020-10-15
"P.1",18550,"North East",0.001,9.27264516438585e-27,NA,0.001,0.001,2020-10-15
"B.1.617.1",18550,"North East",0.001,7.82312190599785e-89,NA,0.001,0.001,2020-10-15
"B.1.617.2",18550,"North East",0.001,8.27430059171382e-42,NA,0.001,0.001,2020-10-15
"B.1.1.7",18554,"North East",0.00152420269424107,0.000100474357523813,NA,0.0013272765721246,0.00172112881635755,2020-10-19
"other",18554,"North East",0.515005905557917,0.0078359562300676,NA,0.499647713562552,0.530364097553282,2020-10-19
"B.1.177+",18554,"North East",0.483469886916547,0.00782694514838386,NA,0.468129356316744,0.49881041751635,2020-10-19
"B.1.525",18554,"North East",0.001,1.05460737357409e-23,NA,0.001,0.001,2020-10-19
"B.1.351",18554,"North East",0.001,4.43644629287606e-09,NA,0.001,0.001,2020-10-19
"P.1",18554,"North East",0.001,3.02476482672834e-26,NA,0.001,0.001,2020-10-19
"B.1.617.1",18554,"North East",0.001,1.85337972961335e-85,NA,0.001,0.001,2020-10-19
"B.1.617.2",18554,"North East",0.001,2.46759146286401e-40,NA,0.001,0.001,2020-10-19
"B.1.1.7",18558,"North East",0.00237598206371676,0.000149584245807572,NA,0.00208280232927934,0.00266916179815419,2020-10-23
"other",18558,"North East",0.486259603713023,0.00782837269081288,NA,0.470916275181472,0.501602932244573,2020-10-23
"B.1.177+",18558,"North East",0.511364405039537,0.00781643481069413,NA,0.496044474323071,0.526684335756002,2020-10-23
"B.1.525",18558,"North East",0.001,1.79491180586606e-23,NA,0.001,0.001,2020-10-23
"B.1.351",18558,"North East",0.001,8.09796721024553e-09,NA,0.001,0.001,2020-10-23
"P.1",18558,"North East",0.001,9.69773846842998e-26,NA,0.001,0.001,2020-10-23
"B.1.617.1",18558,"North East",0.001,4.0213262775842e-82,NA,0.001,0.001,2020-10-23
"B.1.617.2",18558,"North East",0.001,7.10612398771771e-39,NA,0.001,0.001,2020-10-23
"B.1.1.7",18562,"North East",0.00367464182589504,0.000221010085800315,NA,0.00324147001750632,0.00410781363428377,2020-10-27
"other",18562,"North East",0.458540093570044,0.00778421850139718,NA,0.443283305659515,0.473796881480573,2020-10-27
"B.1.177+",18562,"North East",0.537785247313651,0.00776918352266472,NA,0.522557927419946,0.553012567207355,2020-10-27
"B.1.525",18562,"North East",0.001,3.01631407023709e-23,NA,0.001,0.001,2020-10-27
"B.1.351",18562,"North East",0.001,1.463141698631e-08,NA,0.001,0.001,2020-10-27
"P.1",18562,"North East",0.001,3.0531011480983e-25,NA,0.001,0.001,2020-10-27
"B.1.617.1",18562,"North East",0.001,7.93714970536376e-79,NA,0.001,0.001,2020-10-27
"B.1.617.2",18562,"North East",0.001,1.97143415349606e-37,NA,0.001,0.001,2020-10-27
"B.1.1.7",18566,"North East",0.0056375286014469,0.000324077373586635,NA,0.00500234862101277,0.00627270858188104,2020-10-31
"other",18566,"North East",0.432010066789117,0.00770653781526818,NA,0.416905530225696,0.447114603352539,2020-10-31
"B.1.177+",18566,"North East",0.562352372376788,0.00768898213120436,NA,0.547282244321856,0.577422500431721,2020-10-31
"B.1.525",18566,"North East",0.001,5.00213301614654e-23,NA,0.001,0.001,2020-10-31
"B.1.351",18566,"North East",0.001,2.61623247058089e-08,NA,0.001,0.001,2020-10-31
"P.1",18566,"North East",0.001,9.4293336702217e-25,NA,0.001,0.001,2020-10-31
"B.1.617.1",18566,"North East",0.001,1.41551062149955e-75,NA,0.001,0.001,2020-10-31
"B.1.617.2",18566,"North East",0.001,5.25629793722334e-36,NA,0.001,0.001,2020-10-31
"B.1.1.7",18570,"North East",0.00857757063085608,0.000471572061717644,NA,0.0076533063737742,0.00950183488793796,2020-11-04
"other",18570,"North East",0.406763131310386,0.00759830688795477,NA,0.391870723466512,0.42165553915426,2020-11-04
"B.1.177+",18570,"North East",0.584659238583918,0.00758039969164045,NA,0.569801928199885,0.599516548967952,2020-11-04
"B.1.525",18570,"North East",0.001,8.18091950597356e-23,NA,0.001,0.001,2020-11-04
"B.1.351",18570,"North East",0.001,4.62842595112288e-08,NA,0.001,0.001,2020-11-04
"P.1",18570,"North East",0.001,2.85379928939828e-24,NA,0.001,0.001,2020-11-04
"B.1.617.1",18570,"North East",0.001,2.26543263902823e-72,NA,0.001,0.001,2020-11-04
"B.1.617.2",18570,"North East",0.001,1.34354426244587e-34,NA,0.001,0.001,2020-11-04
"B.1.1.7",18574,"North East",0.0129386455357836,0.000680695743297633,NA,0.0116045063944905,0.0142727846770767,2020-11-08
"other",18574,"North East",0.382817206824542,0.00746202749753513,NA,0.368191901677725,0.397442511971358,2020-11-08
"B.1.177+",18574,"North East",0.604244039070414,0.00744907454242641,NA,0.589644121249104,0.618843956891724,2020-11-08
"B.1.525",18574,"North East",0.001,1.31849385623637e-22,NA,0.001,0.001,2020-11-08
"B.1.351",18574,"North East",0.001,8.09843431758716e-08,NA,0.001,0.001,2020-11-08
"P.1",18574,"North East",0.001,8.4534407113791e-24,NA,0.001,0.001,2020-11-08
"B.1.617.1",18574,"North East",0.001,3.23120248626969e-69,NA,0.001,0.001,2020-11-08
"B.1.617.2",18574,"North East",0.001,3.28374919086498e-33,NA,0.001,0.001,2020-11-08
"B.1.1.7",18578,"North East",0.0193387990352185,0.000973951462563708,NA,0.0174298892459035,0.0212477088245335,2020-11-12
"other",18578,"North East",0.360109434448483,0.00729937958460845,NA,0.345802913353163,0.374415955543802,2020-11-12
"B.1.177+",18578,"North East",0.620551570574765,0.00730257779016758,NA,0.606238781111735,0.634864360037796,2020-11-12
"B.1.525",18578,"North East",0.001,2.09198300926666e-22,NA,0.001,0.001,2020-11-12
"B.1.351",18578,"North East",0.001,1.40072583827829e-07,NA,0.001,0.001,2020-11-12
"P.1",18578,"North East",0.001,2.44724464301841e-23,NA,0.001,0.001,2020-11-12
"B.1.617.1",18578,"North East",0.001,4.07810710796988e-66,NA,0.001,0.001,2020-11-12
"B.1.617.2",18578,"North East",0.001,7.65286284501093e-32,NA,0.001,0.001,2020-11-12
"B.1.1.7",18582,"North East",0.0286181157378329,0.00137953580597655,NA,0.0259142752427355,0.0313219562329304,2020-11-16
"other",18582,"North East",0.33849264010085,0.00711102237675492,NA,0.324555292349152,0.352429987852548,2020-11-16
"B.1.177+",18582,"North East",0.632888894868765,0.00715222122532491,NA,0.618870798857665,0.646906990879864,2020-11-16
"B.1.525",18582,"North East",0.001,3.26366690230274e-22,NA,0.001,0.001,2020-11-16
"B.1.351",18582,"North East",0.001,2.39310130190981e-07,NA,0.001,0.001,2020-11-16
"P.1",18582,"North East",0.001,6.91171106270657e-23,NA,0.001,0.001,2020-11-16
"B.1.617.1",18582,"North East",0.001,4.52093537041856e-63,NA,0.001,0.001,2020-11-16
"B.1.617.2",18582,"North East",0.001,1.69546719184231e-30,NA,0.001,0.001,2020-11-16
"B.1.1.7",18586,"North East",0.0418820957119891,0.00193040204178639,NA,0.0380985772344052,0.0456656141895731,2020-11-20
"other",18586,"North East",0.317734554716901,0.00689667379213704,NA,0.304217322471191,0.331251786962611,2020-11-20
"B.1.177+",18586,"North East",0.640382735324394,0.00701612833418047,NA,0.626631376478489,0.654134094170299,2020-11-20
"B.1.525",18586,"North East",0.001,4.99862105770077e-22,NA,0.001,0.001,2020-11-20
"B.1.351",18586,"North East",0.001,4.03420159503869e-07,NA,0.001,0.001,2020-11-20
"P.1",18586,"North East",0.001,1.90024927784514e-22,NA,0.001,0.001,2020-11-20
"B.1.617.1",18586,"North East",0.001,4.36834016115822e-60,NA,0.001,0.001,2020-11-20
"B.1.617.2",18586,"North East",0.001,3.55869084267675e-29,NA,0.001,0.001,2020-11-20
"B.1.1.7",18590,"North East",0.0605212910599014,0.00266060129620385,NA,0.0553066083421212,0.0657359737776815,2020-11-24
"other",18590,"North East",0.297523005755375,0.00665562274043793,NA,0.284478224889431,0.310567786621319,2020-11-24
"B.1.177+",18590,"North East",0.641954639418637,0.00692318376173004,NA,0.628385448587293,0.65552383024998,2020-11-24
"B.1.525",18590,"North East",0.001,7.50193812649395e-22,NA,0.001,0.001,2020-11-24
"B.1.351",18590,"North East",0.001,6.7003551717827e-07,NA,0.001,0.001,2020-11-24
"P.1",18590,"North East",0.001,5.07202493890319e-22,NA,0.001,0.001,2020-11-24
"B.1.617.1",18590,"North East",0.001,3.6490237077173e-57,NA,0.001,0.001,2020-11-24
"B.1.617.2",18590,"North East",0.001,7.0495271610703e-28,NA,0.001,0.001,2020-11-24
"B.1.1.7",18594,"North East",0.0861738301247711,0.00359704258456691,NA,0.0791237562081631,0.0932239040413792,2020-11-28
"other",18594,"North East",0.277483005470267,0.00638776342580072,NA,0.264963219213936,0.290002791726599,2020-11-28
"B.1.177+",18594,"North East",0.636341354162482,0.00691520199008598,NA,0.622787807316094,0.649894901008871,2020-11-28
"B.1.525",18594,"North East",0.001,1.10084370639559e-21,NA,0.001,0.001,2020-11-28
"B.1.351",18594,"North East",0.001,1.09427315138176e-06,NA,0.001,0.001,2020-11-28
"P.1",18594,"North East",0.001,1.30997047017657e-21,NA,0.001,0.001,2020-11-28
"B.1.617.1",18594,"North East",0.001,2.61240028619587e-54,NA,0.001,0.001,2020-11-28
"B.1.617.2",18594,"North East",0.001,1.31222515696615e-26,NA,0.001,0.001,2020-11-28
"B.1.1.7",18598,"North East",0.120583794490945,0.00474513889897788,NA,0.111283493147308,0.129884095834582,2020-12-02
"other",18598,"North East",0.257214049004076,0.00609495129375021,NA,0.245268163980799,0.269159934027352,2020-12-02
"B.1.177+",18598,"North East",0.622199137831847,0.00704061802400613,NA,0.608399780075892,0.635998495587803,2020-12-02
"B.1.525",18598,"North East",0.001,1.57577933723108e-21,NA,0.001,0.001,2020-12-02
"B.1.351",18598,"North East",0.001,1.7529062433084e-06,NA,0.001,0.001,2020-12-02
"P.1",18598,"North East",0.001,3.26079049560752e-21,NA,0.001,0.001,2020-12-02
"B.1.617.1",18598,"North East",0.001,1.58817788309497e-51,NA,0.001,0.001,2020-12-02
"B.1.617.2",18598,"North East",0.001,2.28405685771363e-25,NA,0.001,0.001,2020-12-02
"B.1.1.7",18602,"North East",0.165308424795227,0.00606918485342672,NA,0.153413041066995,0.177203808523459,2020-12-06
"other",18602,"North East",0.236355339942981,0.00578187922506979,NA,0.225023064898884,0.247687614987078,2020-12-06
"B.1.177+",18602,"North East",0.598331318571903,0.00733173816374669,NA,0.583961375826882,0.612701261316924,2020-12-06
"B.1.525",18602,"North East",0.001,2.19573254468235e-21,NA,0.001,0.001,2020-12-06
"B.1.351",18602,"North East",0.001,2.74605587765425e-06,NA,0.001,0.001,2020-12-06
"P.1",18602,"North East",0.001,7.78671249818802e-21,NA,0.001,0.001,2020-12-06
"B.1.617.1",18602,"North East",0.001,8.11961536982564e-49,NA,0.001,0.001,2020-12-06
"B.1.617.2",18602,"North East",0.001,3.69753532599628e-24,NA,0.001,0.001,2020-12-06
"B.1.1.7",18606,"North East",0.221263745125828,0.00747379336739037,NA,0.206615379297849,0.235912110953808,2020-12-10
"other",18606,"North East",0.214678794832212,0.00545508302737341,NA,0.203987028565884,0.22537056109854,2020-12-10
"B.1.177+",18606,"North East",0.564049665938224,0.0077691632602424,NA,0.548822385758137,0.579276946118311,2020-12-10
"B.1.525",18606,"North East",0.001,2.97508695449073e-21,NA,0.001,0.001,2020-12-10
"B.1.351",18606,"North East",0.001,4.19341015459213e-06,NA,0.001,0.001,2020-12-10
"P.1",18606,"North East",0.001,1.77469601972262e-20,NA,0.001,0.001,2020-12-10
"B.1.617.1",18606,"North East",0.001,3.45621093400557e-46,NA,0.001,0.001,2020-12-10
"B.1.617.2",18606,"North East",0.001,5.53541164544051e-23,NA,0.001,0.001,2020-12-10
"B.1.1.7",18610,"North East",0.2881902966084,0.00879971728095768,NA,0.270943167663588,0.305437425553212,2020-12-14
"other",18610,"North East",0.192191551180245,0.00511924496839154,NA,0.18215801541416,0.20222508694633,2020-12-14
"B.1.177+",18610,"North East",0.519606168722211,0.00825853741006105,NA,0.503419732833515,0.535792604610908,2020-12-14
"B.1.525",18610,"North East",0.001,3.92358155242256e-21,NA,0.001,0.001,2020-12-14
"B.1.351",18610,"North East",0.001,6.22233537242184e-06,NA,0.001,0.001,2020-12-14
"P.1",18610,"North East",0.001,3.83983957497628e-20,NA,0.001,0.001,2020-12-14
"B.1.617.1",18610,"North East",0.001,1.21275684742019e-43,NA,0.001,0.001,2020-12-14
