"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","WEEKDAY","totcases_rollingmean","totcases","totcases_smoothed","cases","cases_rollingmean","cases_smoothed"
"B.1.525",18780,"London",0.001,0.000215297078805182,NA,0.001,0.00110005854331629,2021-06-02,"Wednesday",510.142857142857,771,361.927739671357,NA,0.345919720815665,NA
"B.1.617.1",18780,"London",0.001,7.66914447960031e-05,NA,0.001,0.001,2021-06-02,"Wednesday",510.142857142857,771,361.927739671357,NA,0.0772956556517002,NA
"B.1.617.2",18780,"London",0.911772119216658,0.00464160357796748,NA,0.90267474337333,0.920869495059987,2021-06-02,"Wednesday",510.142857142857,771,361.927739671357,702.976303916044,465.134033960384,329.995622203448
"P.1",18780,"London",0.00183140962334344,0.00064286730568665,NA,0.001,0.00309140638932757,2021-06-02,"Wednesday",510.142857142857,771,361.927739671357,1.41201681959779,0.934280537851344,NA
"B.1.1.7",18781,"London",0.0624740184169621,0.00343648747357325,NA,0.0557386267354355,0.0692094100984887,2021-06-03,"Thursday",NA,758,381.782385789155,47.3553059600573,NA,23.8514798010634
"other",18781,"London",0.0130701320447496,0.00126303445188487,NA,0.010594630007822,0.0155456340816772,2021-06-03,"Thursday",NA,758,381.782385789155,9.90716008992019,NA,4.98994619462378
"B.1.177+",18781,"London",0.001,1.13445517676805e-08,NA,0.001,0.001,2021-06-03,"Thursday",NA,758,381.782385789155,NA,NA,NA
"B.1.351",18781,"London",0.00279291875589858,0.000570160964158884,NA,0.00167542380075653,0.00391041371104062,2021-06-03,"Thursday",NA,758,381.782385789155,2.11703241697112,NA,1.06628718594224
"B.1.525",18781,"London",0.001,0.000200911424739624,NA,0.001,0.0010173113871216,2021-06-03,"Thursday",NA,758,381.782385789155,NA,NA,NA
"B.1.617.1",18781,"London",0.001,6.46539373011481e-05,NA,0.001,0.001,2021-06-03,"Thursday",NA,758,381.782385789155,NA,NA,NA
"B.1.617.2",18781,"London",0.919234118115652,0.00439786415869491,NA,0.910614462755711,0.927853773475594,2021-06-03,"Thursday",NA,758,381.782385789155,696.779461531665,NA,350.947394712983
"P.1",18781,"London",0.00168135273839654,0.000604874273478649,NA,0.001,0.00286688452958953,2021-06-03,"Thursday",NA,758,381.782385789155,1.27446537570458,NA,NA
"B.1.1.7",18782,"London",0.0564911151948289,0.00320837292293923,NA,0.0502028198168945,0.0627794105727633,2021-06-04,"Friday",NA,667,402.726218861291,37.6795738349509,NA,22.750453221671
"other",18782,"London",0.0126622591902829,0.0012440364717534,NA,0.010223992510192,0.0151005258703739,2021-06-04,"Friday",NA,667,402.726218861291,8.44572687991872,NA,5.09942376594427
"B.1.177+",18782,"London",0.001,9.5379491741987e-09,NA,0.001,0.001,2021-06-04,"Friday",NA,667,402.726218861291,NA,NA,NA
"B.1.351",18782,"London",0.00255874447223123,0.000532034068429137,NA,0.00151597685956181,0.00360151208490066,2021-06-04,"Friday",NA,667,402.726218861291,1.70668256297823,NA,1.03047348633391
"B.1.525",18782,"London",0.001,0.000187336178533246,NA,0.001,0.001,2021-06-04,"Friday",NA,667,402.726218861291,NA,NA,NA
"B.1.617.1",18782,"London",0.001,5.44220643814768e-05,NA,0.001,0.001,2021-06-04,"Friday",NA,667,402.726218861291,NA,NA,NA
"B.1.617.2",18782,"London",0.926071215312538,0.00416483626065216,NA,0.917908286240153,0.934234144384923,2021-06-04,"Friday",NA,667,402.726218861291,617.689500613463,NA,372.953158939099
"P.1",18782,"London",0.00154244825023261,0.000568489920526061,NA,0.001,0.00265666802003773,2021-06-04,"Friday",NA,667,402.726218861291,1.02881298290515,NA,NA
"B.1.1.7",18783,"London",0.0510466699407082,0.002991804071991,NA,0.0451828417108056,0.0569104981706108,2021-06-05,"Saturday",NA,484,424.818989548363,24.7065882513028,NA,21.6855947440205
"other",18783,"London",0.0122588289029045,0.00122471635685811,NA,0.00985842895218545,0.0146592288536235,2021-06-05,"Saturday",NA,484,424.818989548363,5.93327318900576,NA,5.20778330757814
"B.1.177+",18783,"London",0.001,8.01233391499748e-09,NA,0.001,0.001,2021-06-05,"Saturday",NA,484,424.818989548363,NA,NA,NA
"B.1.351",18783,"London",0.00234262132835643,0.000496030369782372,NA,0.00137041966834489,0.00331482298836796,2021-06-05,"Saturday",NA,484,424.818989548363,1.13382872292451,NA,NA
"B.1.525",18783,"London",0.001,0.000174547858644302,NA,0.001,0.001,2021-06-05,"Saturday",NA,484,424.818989548363,NA,NA,NA
"B.1.617.1",18783,"London",0.001,4.57436024934778e-05,NA,0.001,0.001,2021-06-05,"Saturday",NA,484,424.818989548363,NA,NA,NA
"B.1.617.2",18783,"London",0.932329006876606,0.00394248410410244,NA,0.924601880022944,0.940056133730268,2021-06-05,"Saturday",NA,484,424.818989548363,451.247239328277,NA,396.071066627949
"P.1",18783,"London",0.00141406355582675,0.000533730130701142,NA,0.001,0.00246015538946485,2021-06-05,"Saturday",NA,484,424.818989548363,NA,NA,NA
"B.1.1.7",18784,"London",0.0460985458212851,0.00278662095766191,NA,0.0406368691057032,0.0515602225368669,2021-06-06,"Sunday",NA,213,448.123726315051,9.81899025993372,NA,20.6578521311394
"other",18784,"London",0.0118609455013619,0.00120512972256583,NA,0.00949893464843411,0.0142229563542897,2021-06-06,"Sunday",NA,213,448.123726315051,2.52638139179008,NA,5.31517109569003
"B.1.177+",18784,"London",0.001,6.72553823469555e-09,NA,0.001,0.001,2021-06-06,"Sunday",NA,213,448.123726315051,NA,NA,NA
"B.1.351",18784,"London",0.00214343249675015,0.000462091817029143,NA,0.00123774917782236,0.00304911581567794,2021-06-06,"Sunday",NA,213,448.123726315051,NA,NA,NA
"B.1.525",18784,"London",0.001,0.000162519948695894,NA,0.001,0.001,2021-06-06,"Sunday",NA,213,448.123726315051,NA,NA,NA
"B.1.617.1",18784,"London",0.001,3.83973699849018e-05,NA,0.001,0.001,2021-06-06,"Sunday",NA,213,448.123726315051,NA,NA,NA
"B.1.617.2",18784,"London",0.93805121322397,0.00373071779687331,NA,0.930739140705616,0.945363285742325,2021-06-06,"Sunday",NA,213,448.123726315051,199.804908416706,NA,420.36300514428
"P.1",18784,"London",0.00129556676638719,0.000500596750472271,NA,0.001,0.00227671836809063,2021-06-06,"Sunday",NA,213,448.123726315051,NA,NA,NA
"B.1.1.7",18785,"London",0.0416067226894724,0.00259261299914532,NA,0.0365252945852972,0.0466881507936476,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,19.6677855359537
"other",18785,"London",0.0114695428917805,0.00118532704336613,NA,0.00914634457688155,0.0137927412066795,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,5.4217322396325
"B.1.177+",18785,"London",0.001,5.64136902334372e-09,NA,0.001,0.001,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,NA
"B.1.351",18785,"London",0.00196008092035493,0.000430152155669764,NA,0.00111699818736992,0.00280316365333993,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,NA
"B.1.525",18785,"London",0.001,0.000151223664798002,NA,0.001,0.001,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,NA
"B.1.617.1",18785,"London",0.001,3.21903737240865e-05,NA,0.001,0.001,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,NA
"B.1.617.2",18785,"London",0.943279454617042,0.00352939663703908,NA,0.936361964321288,0.950196944912795,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,445.89472120508
"P.1",18785,"London",0.00118633444767142,0.000469079394278077,NA,0.001,0.00210571316634632,2021-06-07,"Monday",NA,NA,472.706915244017,NA,NA,NA
"B.1.1.7",18786,"London",0.0375334300137462,0.00240952444270509,NA,0.0328108488861753,0.0422560111413171,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,18.7156203625283
"other",18786,"London",0.0110854001103022,0.00116535423839984,NA,0.00880134777380742,0.013369452446797,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,5.52760938595706
"B.1.177+",18786,"London",0.001,4.72884335120254e-09,NA,0.001,0.001,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,NA
"B.1.351",18786,"London",0.00179149935158102,0.000400138886885998,NA,0.00100724154447052,0.00257575715869153,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,NA
"B.1.525",18786,"London",0.001,0.000140628623645349,NA,0.001,0.001,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,NA
"B.1.617.1",18786,"London",0.001,2.69549792152887e-05,NA,0.001,0.001,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,NA
"B.1.617.2",18786,"London",0.948053104496428,0.00333833313598283,NA,0.941510091781505,0.954596117211351,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,472.735957805435
"P.1",18786,"London",0.00108575777269857,0.000439157182224547,NA,0.001,0.00194649003341077,2021-06-08,"Tuesday",NA,NA,498.638689714048,NA,NA,NA
"B.1.1.7",18787,"London",0.0338432164769754,0.00223706008910735,NA,0.029458659271073,0.0382277736828777,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,17.8012959960359
"other",18787,"London",0.0107091565495258,0.00114525317756872,NA,0.00846450156831106,0.0129538115307405,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,5.6329417074081
"B.1.177+",18787,"London",0.001,3.9615024136205e-09,NA,0.001,0.001,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,NA
"B.1.351",18787,"London",0.00163665801124404,0.000371974983278544,NA,0.001,0.00236571558161987,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,NA
"B.1.525",18787,"London",0.001,0.000130703416882004,NA,0.001,0.001,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,NA
"B.1.617.1",18787,"London",0.001,2.25461783106591e-05,NA,0.001,0.001,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,NA
"B.1.617.2",18787,"London",0.952409207651081,0.00315729764390254,NA,0.946221017980559,0.958597397321603,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,500.960605392853
"P.1",18787,"London",0.001,0.000410800379154244,NA,0.001,0.00179840122738027,2021-06-09,"Wednesday",NA,NA,525.993030483575,NA,NA,NA
"B.1.1.7",18788,"London",0.0305029681942608,0.00207489116495265,NA,0.0264362562391133,0.0345696801494084,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,16.9245101874665
"other",18788,"London",0.0103413265978612,0.00112506211601485,NA,0.00813624537010163,0.0125464078256207,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,5.73786413973805
"B.1.177+",18788,"London",0.001,3.31680066952491e-09,NA,0.001,0.001,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,NA
"B.1.351",18788,"London",0.00149457019958741,0.000345580374244627,NA,0.001,0.00217189528687076,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,NA
"B.1.525",18788,"London",0.001,0.000121416098657861,NA,0.001,0.001,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,NA
"B.1.617.1",18788,"London",0.001,1.88390058035253e-05,NA,0.001,0.001,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,NA
"B.1.617.2",18788,"London",0.95638245136724,0.00298602341115485,NA,0.950529953024383,0.962234949710097,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,530.646868140672
"P.1",18788,"London",0.001,0.000383971914646432,NA,0.001,0.00166080754549804,2021-06-10,"Thursday",NA,NA,554.84797675037,NA,NA,NA
"B.1.1.7",18789,"London",0.0274818861371462,0.0019226611898223,NA,0.0237135394506216,0.0312502328236709,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,16.0847590541181
"other",18789,"London",0.00998231350186551,0.0011048160657891,NA,0.00781691380337764,0.0121477132003534,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,5.84250683082297
"B.1.177+",18789,"London",0.001,2.77556567401656e-09,NA,0.001,0.001,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,NA
"B.1.351",18789,"London",0.00136429617174663,0.000320873217167176,NA,0.001,0.0019931961209978,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,NA
"B.1.525",18789,"London",0.001,0.000112734594111759,NA,0.001,0.001,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,NA
"B.1.617.1",18789,"London",0.001,1.57261375758018e-05,NA,0.001,0.001,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,NA
"B.1.617.2",18789,"London",0.960005178974131,0.00282421190313705,NA,0.954469825359273,0.965540532588989,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,561.87744601826
"P.1",18789,"London",0.001,0.000358628772041906,NA,0.001,0.00153308356965123,2021-06-11,"Friday",NA,NA,585.285848789573,NA,NA,NA
"B.1.1.7",18790,"London",0.0247514319685894,0.00177999170019805,NA,0.021262712343421,0.0282401515937578,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,15.2813727875035
"other",18790,"London",0.00963242232815392,0.00108454711362519,NA,0.00750674904591168,0.0117580956103962,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,5.94699476902956
"B.1.177+",18790,"London",0.001,2.32152332148325e-09,NA,0.001,0.001,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,NA
"B.1.351",18790,"London",0.00124494556425181,0.0002977709724839,NA,0.001,0.00182856594596172,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,NA
"B.1.525",18790,"London",0.001,0.000104627036843987,NA,0.001,0.001,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,NA
"B.1.617.1",18790,"London",0.001,1.31156882732904e-05,NA,0.001,0.001,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,NA
"B.1.617.2",18790,"London",0.963307436526659,0.00267153819310519,NA,0.95807131788485,0.968543555168468,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,594.739733249347
"P.1",18790,"London",0.001,0.000334723241320405,NA,0.001,0.00141462178182679,2021-06-12,"Saturday",NA,NA,617.393482805204,NA,NA,NA
"B.1.1.7",18791,"London",0.0222852501549782,0.00164648771106988,NA,0.0190581935402935,0.025512306769663,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,14.5135472536042
"other",18791,"London",0.00929187195486188,0.0010642846932334,NA,0.00720591228682715,0.0113778316228966,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,6.05144756076262
"B.1.177+",18791,"London",0.001,1.94088281936078e-09,NA,0.001,0.001,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,NA
"B.1.351",18791,"London",0.00113567863025975,0.00027619130153487,NA,0.001,0.00167700363411133,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,NA
"B.1.525",18791,"London",0.001,9.70620434115664e-05,NA,0.001,0.001,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,NA
"B.1.617.1",18791,"London",0.001,1.09292152429809e-05,NA,0.001,0.001,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,NA
"B.1.617.2",18791,"London",0.966317044662366,0.002527656277616,NA,0.961362929392942,0.97127115993179,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,629.326033683203
"P.1",18791,"London",0.001,0.000312204035810654,NA,0.001,0.00130483569850294,2021-06-13,"Sunday",NA,NA,651.262478665159,NA,NA,NA
"B.1.1.7",18792,"London",0.0200590729710736,0.00152174282127689,NA,0.0170765118476385,0.0230416340945087,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,13.7803717331005
"other",18792,"London",0.00896080606437723,0.00104405581969235,NA,0.00691449425993078,0.0110071178688237,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,6.15597933032148
"B.1.177+",18792,"London",0.001,1.62197560810205e-09,NA,0.001,0.001,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,NA
"B.1.351",18792,"London",0.00103570651125411,0.000256052806115239,NA,0.001,0.0015375607893804,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,NA
"B.1.525",18792,"London",0.001,9.0008932596107e-05,NA,0.001,0.001,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,NA
"B.1.617.1",18792,"London",0.001,9.09992717266426e-06,NA,0.001,0.001,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,NA
"B.1.617.2",18792,"London",0.969059688894734,0.00239220418635761,NA,0.964371054845807,0.973748322943661,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,665.733793570093
"P.1",18792,"London",0.001,0.000291017276514822,NA,0.001,0.00120316216375057,2021-06-14,"Monday",NA,NA,686.989461226479,NA,NA,NA
"B.1.1.7",18793,"London",0.0180506138765748,0.00140534389498552,NA,0.0152961904565099,0.0208050372966397,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,13.0808530875742
"other",18793,"London",0.00863930314081908,0.00102388529253494,NA,0.00663252484315033,0.0106460814384878,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,6.26069871843699
"B.1.177+",18793,"London",0.001,1.35494254972196e-09,NA,0.001,0.001,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,NA
"B.1.351",18793,"London",0.001,0.00023727562810947,NA,0.001,0.00140934242896854,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,NA
"B.1.525",18793,"London",0.001,8.34378967400359e-05,NA,0.001,0.001,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,NA
"B.1.617.1",18793,"London",0.001,7.57109001066682e-06,NA,0.001,0.001,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,NA
"B.1.617.2",18793,"London",0.971559022728486,0.00226480878745046,NA,0.967120079073213,0.975997966383759,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,704.0658522263
"P.1",18793,"London",0.001,0.000271107350509579,NA,0.001,0.00110906292949109,2021-06-15,"Tuesday",NA,NA,724.676355996397,NA,NA,NA
"B.1.1.7",18794,"London",0.0162394537310495,0.00129687527659406,NA,0.0136976248964847,0.0187812825656142,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,12.4139366570842
"other",18794,"London",0.00832738549909026,0.0010037958731129,NA,0.00635998173995904,0.0102947892582215,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,6.36570895898896
"B.1.177+",18794,"London",0.001,1.13146396014156e-09,NA,0.001,0.001,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,NA
"B.1.351",18794,"London",0.001,0.000219781926634231,NA,0.001,0.00129150682990615,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,NA
"B.1.525",18794,"London",0.001,7.73201318880542e-05,NA,0.001,0.001,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,NA
"B.1.617.1",18794,"London",0.001,6.29461883252004e-06,NA,0.001,0.001,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,NA
"B.1.617.2",18794,"London",0.973836778989771,0.00214509021757413,NA,0.969632479419737,0.978041078559805,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,744.430711089979
"P.1",18794,"London",0.001,0.000252417651656478,NA,0.001,0.00102202563894417,2021-06-16,"Wednesday",NA,NA,764.430679915611,NA,NA,NA
"B.1.1.7",18795,"London",0.0146069234300213,0.00119592251834607,NA,0.0122629583657625,0.01695088849428,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,11.7785241996839
"other",18795,"London",0.00802502738881699,0.000983808440872102,NA,0.00609679827702117,0.00995325650061281,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,6.47110801635588
"B.1.177+",18795,"London",0.001,9.4452740777613e-10,NA,0.001,0.001,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,NA
"B.1.351",18795,"London",0.001,0.000203496248913402,NA,0.001,0.0011832647166582,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,NA
"B.1.525",18795,"London",0.001,7.16279328575262e-05,NA,0.001,0.001,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,NA
"B.1.617.1",18795,"London",0.001,5.2298419356844e-06,NA,0.001,0.001,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,NA
"B.1.617.2",18795,"London",0.975912885649808,0.00203266589174603,NA,0.971928933709383,0.979896837590233,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,786.942821702249
"P.1",18795,"London",0.001,0.000234891212906125,NA,0.001,0.001,2021-06-17,"Thursday",NA,NA,806.365848093363,NA,NA,NA
"B.1.1.7",18796,"London",0.0131359857850309,0.001102075618251,NA,0.0109759572650193,0.0152960143050426,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,11.1734891781705
"other",18796,"London",0.00773216222741757,0.00096394213231003,NA,0.00584287036490917,0.00962145408992597,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,6.57698876854452
"B.1.177+",18796,"London",0.001,7.882286025472e-10,NA,0.001,0.001,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,NA
"B.1.351",18796,"London",0.001,0.000188345809760581,NA,0.001,0.00108387793985917,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,NA
"B.1.525",18796,"London",0.001,6.6334758730941e-05,NA,0.001,0.001,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,NA
"B.1.617.1",18796,"London",0.001,4.34242221816056e-06,NA,0.001,0.001,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,NA
"B.1.617.2",18796,"London",0.977805583186687,0.00192715406925896,NA,0.97402843061828,0.981582735755094,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,831.722893194758
"P.1",18796,"London",0.001,0.000218471239976451,NA,0.001,0.001,2021-06-18,"Friday",NA,NA,850.601497369403,NA,NA,NA
"B.1.1.7",18797,"London",0.0118111188264764,0.001014931780403,NA,0.00982188909012141,0.0138003485628314,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,10.5976896867888
"other",18797,"London",0.00744868902310761,0.000944214465646668,NA,0.00559806267675841,0.00929931536945681,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,6.68343922366869
"B.1.177+",18797,"London",0.001,6.57601125901239e-10,NA,0.001,0.001,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,NA
"B.1.351",18797,"London",0.001,0.000174260693136069,NA,0.001,0.001,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,NA
"B.1.525",18797,"London",0.001,6.14152736424698e-05,NA,0.001,0.001,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,NA
"B.1.617.1",18797,"London",0.001,3.60342052850986e-06,NA,0.001,0.001,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,NA
"B.1.617.2",18797,"London",0.979531541183099,0.00182817696995351,NA,0.975948380164625,0.983114702201573,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,878.898219922261
"P.1",18797,"London",0.001,0.000203101556264711,NA,0.001,0.001,2021-06-19,"Saturday",NA,NA,897.263827625917,NA,NA,NA
"B.1.1.7",18798,"London",0.0106182021695307,0.000934097720668238,NA,0.00878740427898,0.0124490000600814,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,10.0499792932612
"other",18798,"London",0.00717447805187302,0.000924641453616876,NA,0.00536221410417118,0.00898674199957486,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,6.79054275950629
"B.1.177+",18798,"London",0.001,5.48471181816544e-10,NA,0.001,0.001,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,NA
"B.1.351",18798,"London",0.001,0.000161173987838867,NA,0.001,0.001,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,NA
"B.1.525",18798,"London",0.001,5.6845367137178e-05,NA,0.001,0.001,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,NA
"B.1.617.1",18798,"London",0.001,2.98848591760784e-06,NA,0.001,0.001,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,NA
"B.1.617.2",18798,"London",0.981105972406945,0.00173536344871864,NA,0.977704722547369,0.984507222266521,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,928.603029944049
"P.1",18798,"London",0.001,0.000188726968629985,NA,0.001,0.001,2021-06-20,"Sunday",NA,NA,946.485961823175,NA,NA,NA
"B.1.1.7",18799,"London",0.00954440763876826,0.000859191548311291,NA,0.00786042314825693,0.0112283921292796,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,9.52921605124183
"other",18799,"London",0.00690937585310732,0.000905237706280277,NA,0.00513514255135033,0.00868360915486431,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,6.89837837772717
"B.1.177+",18799,"London",0.001,4.57333966042254e-10,NA,0.001,0.001,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,NA
"B.1.351",18799,"London",0.001,0.000149021868031376,NA,0.001,0.001,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,NA
"B.1.525",18799,"London",0.001,5.26021578269382e-05,NA,0.001,0.001,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,NA
"B.1.617.1",18799,"London",0.001,2.47715838168117e-06,NA,0.001,0.001,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,NA
"B.1.617.2",18799,"London",0.982542743077945,0.00164835124631351,NA,0.979312034001299,0.985773452154591,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,980.978855129645
"P.1",18799,"London",0.001,0.000175293563248963,NA,0.001,0.001,2021-06-21,"Monday",NA,NA,998.408325786011,NA,NA,NA
"B.1.1.7",18800,"London",0.00857809498460493,0.000789844258986316,NA,0.00703002868359602,0.0101261612856138,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,9.03426991661382
"other",18800,"London",0.00665320960745207,0.000886016525339627,NA,0.00491664912807908,0.00838977008682506,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,7.00702096600747
"B.1.177+",18800,"London",0.001,3.81248645931473e-10,NA,0.001,0.001,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,NA
"B.1.351",18800,"London",0.001,0.000137743628005855,NA,0.001,0.001,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,NA
"B.1.525",18800,"London",0.001,4.86639835583723e-05,NA,0.001,0.001,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,NA
"B.1.617.1",18800,"London",0.001,2.05227061114419e-06,NA,0.001,0.001,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,NA
"B.1.617.2",18800,"London",0.983854478397485,0.00156678884176878,NA,0.980783628696239,0.986925328098731,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,1036.17492374055
"P.1",18800,"London",0.001,0.000162748940176563,NA,0.001,0.001,2021-06-22,"Tuesday",NA,NA,1053.17904882466,NA,NA,NA
"B.1.1.7",18801,"London",0.00770871323285075,0.000725700877087008,NA,0.00628636565021109,0.00913106081549042,2021-06-23,"Wednesday",NA,NA,1110.95438633286,NA,NA,8.56402877901772
"other",18801,"London",0.00640579095791918,0.00086698999113091,NA,0.0047065218003459,0.00810506011549247,2021-06-23,"Wednesday",NA,NA,1110.95438633286,NA,NA,7.1165415626317
"B.1.177+",18801,"London",0.001,3.17749310085984e-10,NA,0.001,0.001,2021-06-23,"Wednesday",NA,NA,1110.95438633286,NA,NA,NA
"B.1.351",18801,"London",0.001,0.000127281679404546,NA,0.001,0.001,2021-06-23,"Wednesday",NA,NA,1110.95438633286,NA,NA,NA
"B.1.525",18801,"London",0.001,4.50103808481267e-05,NA,0.001,0.001,2021-06-23,"Wednesday",NA,NA,1110.95438633286,NA,NA,NA
