"LINEAGE2","DATE_NUM","REGION","prob","SE","df","asymp.LCL","asymp.UCL","collection_date","WEEKDAY","totcases_rollingmean","totcases","totcases_smoothed","cases","cases_rollingmean","cases_smoothed"
"B.1.1.7",18628,"London",0.904776429780684,0.00388284249472549,NA,0.89716619833338,0.912386661227988,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,6095.47880743247,11881.7825834313,13061.2436852925
"other",18628,"London",0.0436031686743015,0.00257244384467842,NA,0.0385612713864801,0.048645065962123,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,293.754547358769,572.60926907912,629.450097019009
"B.1.177+",18628,"London",0.0487675454540916,0.00304051579805374,NA,0.0428082439954812,0.054726846912702,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,328.546953724215,640.429340487546,704.002418878072
"B.1.351",18628,"London",0.00181934520523844,0.000404973959914726,NA,0.00102561082912901,0.00261307958134787,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,12.2569286476914,23.892161048107,26.2638484946473
"B.1.525",18628,"London",0.00103251295817524,0.000285780307061246,NA,0.001,0.00159263206750608,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,6.95603979922662,13.5592551704596,14.9052328410213
"B.1.617.1",18628,"London",0.001,4.06011934959042e-28,NA,0.001,0.001,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,NA,6.96141030817873e-25,NA
"B.1.617.2",18628,"London",0.001,7.14797575562178e-22,NA,0.001,0.001,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,NA,2.64843639251808e-18,NA
"P.1",18628,"London",0.001,2.17642205778046e-06,NA,0.001,0.001,2021-01-01,"Friday",13132.2857142857,6737,14435.8796884867,NA,0.0131050691729069,NA
"B.1.1.7",18629,"London",0.910158721110915,0.00365886232941518,NA,0.90298748272087,0.917329959500959,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,12399.092257694,12182.9945727674,12588.359018833
"other",18629,"London",0.0412672522672682,0.00242146903167782,NA,0.0365212601755006,0.0460132443590358,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,562.183777636995,552.385752884395,570.765268970945
"B.1.177+",18629,"London",0.0456381128505863,0.00284732345910899,NA,0.0400574614183966,0.0512187642827759,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,621.728011363537,610.892219426726,631.218419578474
"B.1.351",18629,"London",0.00188364716037227,0.000411074040734399,NA,0.00107795684555349,0.00268933747519104,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,25.6609252657514,25.2136936113887,26.0526281510869
"B.1.525",18629,"London",0.00105112638858359,0.00028604974206633,NA,0.001,0.00161177358082057,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,14.3194947916742,14.0699273548419,14.5380756638897
"B.1.617.1",18629,"London",0.001,1.05129142606141e-27,NA,0.001,0.001,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,NA,1.86675453170838e-24,NA
"B.1.617.2",18629,"London",0.001,1.32119932399805e-21,NA,0.001,0.001,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,NA,5.06449232449318e-18,NA
"P.1",18629,"London",0.001,2.44466730276628e-06,NA,0.001,0.001,2021-01-02,"Saturday",13385.5714285714,13623,13830.9491815538,NA,0.0152625267083749,NA
"B.1.1.7",18630,"London",0.915240209515649,0.00344819265030095,NA,0.908481876109303,0.921998542921995,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,11998.7991467502,12249.8364613602,12127.2298522181
"other",18630,"London",0.0390457332493821,0.00227997940092733,NA,0.0345770557380713,0.0435144107606929,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,511.889562899399,522.599249733516,517.368639337031
"B.1.177+",18630,"London",0.0426935736201988,0.00266644013354773,NA,0.0374674469915131,0.0479197002488845,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,559.712750160806,571.422987496632,565.703708296147
"B.1.351",18630,"London",0.00194949199557883,0.000417012177537199,NA,0.0011321631464913,0.00276682084466636,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,25.5578400620384,26.0925578665401,25.8314017234396
"B.1.525",18630,"London",0.00106968938601504,0.000286214254859958,NA,0.001,0.00163065901740253,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,14.0236278506572,14.3170283679642,14.1737315732091
"B.1.617.1",18630,"London",0.001,2.71849965685243e-27,NA,0.001,0.001,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,NA,4.90531364762981e-24,NA
"B.1.617.2",18630,"London",0.001,2.43977853190004e-21,NA,0.001,0.001,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,NA,9.49366148564971e-18,NA
"P.1",18630,"London",0.001,2.7440088068834e-06,NA,0.001,0.001,2021-01-03,"Sunday",13384.2857142857,13110,13250.3245881602,NA,0.0174294608961995,NA
"B.1.1.7",18631,"London",0.920033307578602,0.00325030138661749,NA,0.913662833921931,0.926403781235273,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,15842.0535231959,13175.1398311849,11677.1322412756
"other",18631,"London",0.0369352906993808,0.0021475097782574,NA,0.0327262488775487,0.0411443325212129,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,635.988770552637,528.923915755332,468.785499735594
"B.1.177+",18631,"London",0.0399247892886473,0.00249715165632562,NA,0.0350304619783145,0.0448191165989801,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,687.464946761218,571.734389696083,506.728441664345
"B.1.351",18631,"London",0.00201691635643414,0.000422788747176208,NA,0.00118826563889996,0.00284556707396831,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,34.7292827414394,28.8828184859529,25.598854758485
"B.1.525",18631,"London",0.00108820947204316,0.000286285760824844,NA,0.001,0.0016493192525465,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,18.7378788991111,15.58347055665,13.8116368250842
"B.1.617.1",18631,"London",0.001,7.01898139952774e-27,NA,0.001,0.001,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,NA,1.37749830323031e-23,NA
"B.1.617.2",18631,"London",0.001,4.50083103407833e-21,NA,0.001,0.001,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,NA,1.90276173266371e-17,NA
"P.1",18631,"London",0.001,3.07777633594085e-06,NA,0.001,0.001,2021-01-04,"Monday",14320.2857142857,17219,12692.0755423607,NA,0.0212886068118988,NA
"B.1.1.7",18632,"London",0.924550386532337,0.00306463610782196,NA,0.918543810135285,0.930556962929389,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,13440.1889690206,12536.6390841252,11237.4238940275
"other",18632,"London",0.0349323998282348,0.00202359339009516,NA,0.030966229664295,0.0388985699921746,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,507.81229630305,473.673360985199,424.584955264414
"B.1.177+",18632,"London",0.0373228644917358,0.00233876331342393,NA,0.0327389726290613,0.0419067563544102,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,542.562481116363,506.087378832368,453.639796535106
"B.1.351",18632,"London",0.00208595818215588,0.000428405036365047,NA,0.00124629974008482,0.00292561662422695,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,30.3235740940001,28.2849969619817,25.3537250749728
"B.1.525",18632,"London",0.00110669464288087,0.000286276538693831,NA,0.001,0.00166778634833956,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,16.0880200235592,15.0064631589952,13.4512915731356
"B.1.617.1",18632,"London",0.001,1.80914749519684e-26,NA,0.001,0.001,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,NA,3.41839747918114e-23,NA
"B.1.617.2",18632,"London",0.001,8.29389125242058e-21,NA,0.001,0.001,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,NA,3.37207043366489e-17,NA
"P.1",18632,"London",0.001,3.44961607868339e-06,NA,0.001,0.001,2021-01-05,"Tuesday",13559.7142857143,14537,12154.4742803853,NA,0.0230016505472334,NA
"B.1.1.7",18633,"London",0.9288037085905,0.00289063271633075,NA,0.923138172573959,0.934469244607042,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,12570.4293920638,12093.6877170687,10807.539953481
"other",18633,"London",0.0330333798238888,0.00190776591277944,NA,0.029294227343908,0.0367725323038697,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,447.073762536512,430.118200578336,384.375696331974
"B.1.177+",18633,"London",0.0348791669009697,0.0021906035901344,NA,0.0305856627599021,0.0391726710420373,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,472.054644837724,454.151666741269,405.853235016055
"B.1.351",18633,"London",0.00215665663058675,0.00043386328916727,NA,0.00130630020960482,0.00300701305156869,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,29.1881908383611,28.0812097992614,25.094810114806
"B.1.525",18633,"London",0.00112515330040524,0.000286199199949573,NA,0.001,0.00168609342471058,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,15.2278247676845,14.650299652205,13.0922595758949
"B.1.617.1",18633,"London",0.001,4.65419922326774e-26,NA,0.001,0.001,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,NA,8.58859766833168e-23,NA
"B.1.617.2",18633,"London",0.001,1.52654636137988e-20,NA,0.001,0.001,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,NA,6.05449176877397e-17,NA
"P.1",18633,"London",0.001,3.86351461601288e-06,NA,0.001,0.001,2021-01-06,"Wednesday",13020.7142857143,13534,11635.9784672716,NA,0.025191874477143,NA
"B.1.1.7",18634,"London",0.932805367866516,0.00272772307049573,NA,0.927459128888545,0.938151606844486,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,11239.3718774236,12101.0175215129,10386.989067757
"other",18634,"London",0.0312344371416725,0.00179956904103509,NA,0.0277073466335505,0.0347615276497946,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,376.343733120012,405.19542891402,347.802197869128
"B.1.177+",18634,"London",0.0325853431095263,0.00205202712761231,NA,0.028563443844107,0.0366072423749456,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,392.620799126683,422.720346061854,362.844827342582
"B.1.351",18634,"London",0.00222905200100579,0.000439166761020627,NA,0.00136830096619825,0.00308980303581332,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,26.8578475601187,28.9168547370478,24.8209750538465
"B.1.525",18634,"London",0.00114359418825089,0.000286066659193401,NA,0.001,0.00170427453744765,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,13.779166374235,14.8355206629822,12.7341680703238
"B.1.617.1",18634,"London",0.001,1.19482064254374e-25,NA,0.001,0.001,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,NA,2.23477689746684e-22,NA
"B.1.617.2",18634,"London",0.001,2.80614450986479e-20,NA,0.001,0.001,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,NA,1.12672473169032e-16,NA
"P.1",18634,"London",0.001,4.32382374949547e-06,NA,0.001,0.001,2021-01-07,"Thursday",12972.7142857143,12049,11135.2157969607,NA,0.0286138254629756,NA
"B.1.1.7",18635,"London",0.936567239449207,0.00257534156604958,NA,0.931519662731861,0.941614816166554,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,9847.06795556897,12655.1641300775,9975.34967326386
"other",18635,"London",0.0295317043412932,0.00169855358174009,NA,0.0262026004952711,0.0328608081873153,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,310.496339444357,399.040826689366,314.54130023285
"B.1.177+",18635,"London",0.0304333308060899,0.001922416949203,NA,0.0266654628223827,0.0342011987897972,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,319.976040095229,411.22386108926,324.144496759674
"B.1.351",18635,"London",0.00230318565533566,0.000444319779377149,NA,0.00143233489013766,0.00317403642053365,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,24.2156939801991,31.1213026279398,24.5311615724784
"B.1.525",18635,"London",0.00116202633308519,0.000285892104867,NA,0.001,0.00172236456208886,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,12.2175448660577,15.7016318201708,12.3767077405807
"B.1.617.1",18635,"London",0.001,3.06028919482222e-25,NA,0.001,0.001,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,NA,6.06688509099291e-22,NA
"B.1.617.2",18635,"London",0.001,5.15134223931583e-20,NA,0.001,0.001,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,NA,2.18963010175222e-16,NA
"P.1",18635,"London",0.001,4.83528605309959e-06,NA,0.001,0.001,2021-01-08,"Friday",13512.2857142857,10514,10650.9701098774,NA,0.03396198144634,NA
"B.1.1.7",18636,"London",0.94010093614499,0.00243293072086997,NA,0.935332479555203,0.944869392734776,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,8206.14107160961,12045.6475949595,9572.26642405006
"other",18636,"London",0.0279212746254282,0.00160428208638204,NA,0.0247769395150766,0.0310656097357798,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,243.724806205363,357.759280529129,284.299131441825
"B.1.177+",18636,"London",0.0284153675709338,0.00180118602288899,NA,0.0248851078366145,0.0319456273052532,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,248.037743526681,364.090164024599,289.330069217526
"B.1.351",18636,"London",0.00237909993821167,0.000449327810893177,NA,0.00149843361160882,0.00325976626481453,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,20.7671633606497,30.4837473797259,24.2243971709979
"B.1.525",18636,"London",0.00118045899108367,0.000285688969663433,NA,0.001,0.00174039908240435,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,10.3042265331693,15.1253896897538,12.0196327126894
"B.1.617.1",18636,"London",0.001,7.81878160556278e-25,NA,0.001,0.001,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,NA,1.49610130183318e-21,NA
"B.1.617.2",18636,"London",0.001,9.44284167109324e-20,NA,0.001,0.001,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,NA,3.86924898960981e-16,NA
"P.1",18636,"London",0.001,5.40306097617622e-06,NA,0.001,0.001,2021-01-09,"Saturday",12813.1428571429,8729,10182.1688033866,NA,0.0366805601619507,NA
"B.1.1.7",18637,"London",0.943417772354741,0.00229994582088354,NA,0.938909961379416,0.947925583330066,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,7038.83999953872,11326.8085488585,9177.4467075718
"other",18637,"London",0.0263992322769574,0.00151633104148928,NA,0.0234272780469983,0.0293711865069165,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,196.964672018379,316.952954036047,256.808335015641
"B.1.177+",18637,"London",0.0265239966282833,0.00168777822914968,NA,0.0232160120852591,0.0298319811713075,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,197.895538843622,318.450892661545,258.022026572924
"B.1.351",18637,"London",0.00245683809628165,0.000454197534939006,NA,0.00156662728593433,0.00334704890662898,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,18.3304690363574,29.4971491608284,23.8998048992433
"B.1.525",18637,"London",0.00119890159954446,0.00028547089993547,NA,0.001,0.00175841428205222,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,8.94500483420123,14.3941838757879,11.6627605074464
"B.1.617.1",18637,"London",0.001,1.9922646373856e-24,NA,0.001,0.001,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,NA,3.63687731361641e-21,NA
"B.1.617.2",18637,"London",0.001,1.72829618542521e-19,NA,0.001,0.001,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,NA,6.747464802712e-16,NA
"P.1",18637,"London",0.001,6.03275128547612e-06,NA,0.001,0.001,2021-01-10,"Sunday",12006.1428571429,7461,9727.87133812964,NA,0.0391285501470655,NA
"B.1.1.7",18638,"London",0.946528734528719,0.002175858694564,NA,0.942264129851925,0.950793339205512,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,10919.1554815233,10595.7130910958,8790.65719402165
"other",18638,"London",0.0249616792230417,0.00143429264097767,NA,0.0221505173034346,0.0277728411426487,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,287.957931517009,279.428169131078,231.825571725667
"B.1.177+",18638,"London",0.0247520698827118,0.00158166880473139,NA,0.0216520559899678,0.0278520837754558,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,285.539878166963,277.081742287042,229.878875562848
"B.1.351",18638,"London",0.00253644419701646,0.000458936923012541,NA,0.00163694435673625,0.00343594403729668,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,29.2604202567819,28.3936810397443,23.5566133539929
"B.1.525",18638,"London",0.00121736373351464,0.000285251723401259,NA,0.001,0.00177644683790909,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,14.0435080298249,13.6275174511725,11.3059718858824
"B.1.617.1",18638,"London",0.001,5.06174638839909e-24,NA,0.001,0.001,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,NA,8.77423242766488e-21,NA
"B.1.617.2",18638,"London",0.001,3.15811295513386e-19,NA,0.001,0.001,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,NA,1.16922816530792e-15,NA
"P.1",18638,"London",0.001,6.73042958938615e-06,NA,0.001,0.001,2021-01-11,"Monday",11194.2857142857,11536,9287.25866774511,NA,0.0415132809061624,NA
"B.1.1.7",18639,"London",0.949444457632371,0.00206016069009687,NA,0.945406616877415,0.953482298387326,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,9324.49401840751,9988.69823398261,8411.72037317374
"other",18639,"London",0.0236047579758731,0.00135777616792356,NA,0.0209435655876761,0.02626595036407,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,231.822328081049,248.335542339314,209.129267092282
"B.1.177+",18639,"London",0.0230927485563057,0.00148236433246321,NA,0.020187367852711,0.0259981292599003,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,226.793883571478,242.948910668654,204.593056436451
"B.1.351",18639,"London",0.0026179630472304,0.000463555323432093,NA,0.00170941130846168,0.00352651478599911,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,25.7110150868497,27.5424672357479,23.194166782035
"B.1.525",18639,"London",0.00123585506724939,0.000285045414462053,NA,0.001,0.00179453381355331,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,12.1373326154563,13.0019015103592,10.9492105240104
"B.1.617.1",18639,"London",0.001,1.28207327640314e-23,NA,0.001,0.001,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,NA,2.12776435117312e-20,NA
"B.1.617.2",18639,"London",0.001,5.76091780405164e-19,NA,0.001,0.001,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,NA,2.03924743378125e-15,NA
"P.1",18639,"London",0.001,7.50266463853472e-06,NA,0.001,0.001,2021-01-12,"Tuesday",10520.5714285714,9821,8859.62344142811,NA,0.0443728347408564,NA
"B.1.1.7",18640,"London",0.952175207057328,0.00195236493321238,NA,0.948348642103553,0.956001772011103,2021-01-13,"Wednesday",9916,9302,8444.36084861633,8857.13377604727,9441.76935318047,8040.51103949805
"other",18640,"London",0.0223246712132564,0.00128640901589085,NA,0.0198033558727228,0.0248459865537901,2021-01-13,"Wednesday",9916,9302,8444.36084861633,207.664091625711,221.371439750651,188.517579551455
"B.1.177+",18640,"London",0.0215395017286645,0.00138940234550845,NA,0.0188163231714325,0.0242626802858965,2021-01-13,"Wednesday",9916,9302,8444.36084861633,200.360445080037,213.585699141437,181.887325096238
"B.1.351",18640,"London",0.0027014401114379,0.000468063550446535,NA,0.00178405241008674,0.00361882781278905,2021-01-13,"Wednesday",9916,9302,8444.36084861633,25.1287959165953,26.7874801450182,22.8119351119079
"B.1.525",18640,"London",0.00125438534028442,0.000284866056486041,NA,0.001,0.00181271255141501,2021-01-13,"Wednesday",9916,9302,8444.36084861633,11.6682924353257,12.4384850342603,10.592482456576
"B.1.617.1",18640,"London",0.001,3.23666496415957e-23,NA,0.001,0.001,2021-01-13,"Wednesday",9916,9302,8444.36084861633,NA,5.15931183072967e-20,NA
"B.1.617.2",18640,"London",0.001,1.0489876784539e-18,NA,0.001,0.001,2021-01-13,"Wednesday",9916,9302,8444.36084861633,NA,3.56138388841879e-15,NA
"P.1",18640,"London",0.001,8.35654704353122e-06,NA,0.001,0.001,2021-01-13,"Wednesday",9916,9302,8444.36084861633,NA,0.0475427481684518,NA
"B.1.1.7",18641,"London",0.954730865422968,0.00185200794524888,NA,0.951100996551198,0.958360734294738,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,8506.65201091865,9038.98266345377,7676.95269313867
"other",18641,"London",0.0211176982685014,0.00121983738172688,NA,0.0187268609333211,0.0235085356036817,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,188.158691572347,199.933316764056,169.806566925474
"B.1.177+",18641,"London",0.0200861030644406,0.00130235061151001,NA,0.0175335427706373,0.022638663358244,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,178.967178304166,190.166615484239,161.511551160446
"B.1.351",18641,"London",0.00278692143010882,0.000472473976633708,NA,0.00186088945227434,0.00371295340794331,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,24.8314699422696,26.3853777053717,22.4095237236949
"B.1.525",18641,"London",0.00127296432787194,0.00028472780047823,NA,0.001,0.00183102056220658,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,11.342112161339,12.051880700151,10.2358552331882
"B.1.617.1",18641,"London",0.001,8.14269239136374e-23,NA,0.001,0.001,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,NA,1.26322290001172e-19,NA
"B.1.617.2",18641,"London",0.001,1.90644199714291e-18,NA,0.001,0.001,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,NA,6.29010970945809e-15,NA
"P.1",18641,"London",0.001,9.29971399305917e-06,NA,0.001,0.001,2021-01-14,"Thursday",9467.57142857143,8910,8040.95999319933,NA,0.0515744638424385,NA
"B.1.1.7",18642,"London",0.957120923732685,0.0017586507005187,NA,0.953674031698282,0.960567815767088,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,7829.24915613336,8742.47924893488,7321.01383127653
"other",18642,"London",0.019980208799589,0.001157726662799,NA,0.0177111062365612,0.0222493113626167,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,163.438107980638,182.502081490988,152.828531219569
"B.1.177+",18642,"London",0.018726625993945,0.00122080615818029,NA,0.0163338898918069,0.0211193620960831,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,153.18380063047,171.051677060978,143.239881727948
"B.1.351",18642,"London",0.00287445353782913,0.000476800627158393,NA,0.00193994148079257,0.00380896559486569,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,23.5130299394423,26.255669250751,21.9866827545045
"B.1.525",18642,"London",0.00129160181551034,0.000284644819650542,NA,0.001,0.0018494954104113,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,10.5653028508746,11.7976754974165,9.87945673465814
"B.1.617.1",18642,"London",0.001,2.04096838767887e-22,NA,0.001,0.001,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,NA,3.1147673317621e-19,NA
"B.1.617.2",18642,"London",0.001,3.45788690034637e-18,NA,0.001,0.001,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,NA,1.12065494056313e-14,NA
"P.1",18642,"London",0.001,1.0340372494184e-05,NA,0.001,0.001,2021-01-15,"Friday",9134.14285714286,8180,7648.99570132187,NA,0.0565049078463461,NA
"B.1.1.7",18643,"London",0.959354476373617,0.0016718791998131,NA,0.956077653355482,0.962631299391752,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,5914.42034684335,8411.48299820439,6972.70411142444
"other",18643,"London",0.0189086739033141,0.00109976159205442,NA,0.016753180791307,0.0210641670153212,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,116.571974613931,165.788551545129,137.430523872258
"B.1.177+",18643,"London",0.017455437592043,0.00114439409721529,NA,0.0152124663773808,0.0196984088067052,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,107.612772754945,153.046783173091,126.868226981985
"B.1.351",18643,"London",0.002964083381326,0.000481059274128428,NA,0.0020212245296053,0.0039069422330467,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,18.2735740458748,25.9886596469833,21.5433157279893
"B.1.525",18643,"London",0.00131030757728494,0.000284631259529334,NA,0.001,0.00186817459483671,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,8.07804621396164,11.4885896508376,9.52347360268861
"B.1.617.1",18643,"London",0.001,5.09582752104616e-22,NA,0.001,0.001,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,NA,7.6140001632286e-19,NA
"B.1.617.2",18643,"London",0.001,6.25880036038015e-18,NA,0.001,0.001,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,NA,1.98285222360692e-14,NA
"P.1",18643,"London",0.001,1.14873205920793e-05,NA,0.001,0.001,2021-01-16,"Saturday",8767.85714285714,6165,7268.12068233781,NA,0.0615606367102587,NA
"B.1.1.7",18644,"London",0.961440219477429,0.00159130463319921,NA,0.958321319707926,0.964559119246931,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,5174.47126122752,8144.22275059052,6632.07037532277
"other",18644,"London",0.0178996749320842,0.00104564614411888,NA,0.015850246149038,0.0199491037151304,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,96.3360504844772,151.625589253266,123.47299545
"B.1.177+",18644,"London",0.0162671913797755,0.00107276629819305,NA,0.0141646080714888,0.0183697746880622,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,87.5500240059518,137.797054293596,112.212029259764
"B.1.351",18644,"London",0.00305585823727639,0.000485267528923268,NA,0.00210475135772004,0.00400696511683274,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,16.4466290330215,25.8857385767915,21.0794872900598
"B.1.525",18644,"London",0.00132909135773153,0.000284701183389467,NA,0.001,0.00188709542353082,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,7.15316968731108,11.2585430211498,9.16814924228964
"B.1.617.1",18644,"London",0.001,1.2671126495722e-21,NA,0.001,0.001,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,NA,1.8662431869193e-18,NA
"B.1.617.2",18644,"London",0.001,1.13037714617432e-17,NA,0.001,0.001,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,NA,3.52440831727275e-14,NA
"P.1",18644,"London",0.001,1.2749965959153e-05,NA,0.001,0.001,2021-01-17,"Sunday",8470.85714285714,5382,6898.05797694577,NA,0.0674671218239847,NA
"B.1.1.7",18645,"London",0.963386452191449,0.00151656320042022,NA,0.960414042938347,0.966358861444552,2021-01-18,"Monday",8007.42857142857,8292,6538.59364013482,7988.4004615715,7714.24820260502,6299.19252929106
"other",18645,"London",0.0169499102601613,0.000995103244966227,NA,0.0149995437391285,0.018900276781194,2021-01-18,"Monday",8007.42857142857,8292,6538.59364013482,140.548655877257,135.725195700366,110.828575427946
"B.1.177+",18645,"London",0.0151568192523434,0.00100559995855461,NA,0.0131858795507214,0.0171277589539654,2021-01-18,"Monday",8007.42857142857,8292,6538.59364013482,125.680345240431,121.367147533193,99.1042819680454
"B.1.351",18645,"London",0.00314982562978494,0.000489444929977629,NA,0.00219053119461305,0.00410912006495682,2021-01-18,"Monday",8007.42857142857,8292,6538.59364013482,26.1183541221767,25.2220037429579,20.5954298304454
"B.1.525",18645,"London",0.00134796285693423,0.000284868512982868,NA,0.001,0.00190629488271013,2021-01-18,"Monday",8007.42857142857,8292,6538.59364013482,11.1773080096986,10.7937162938396,8.81378136348809
