"DATE_NUM","LINEAGE","prob","collection_date","totcases","cases","smoothed_totcases","smoothed_cases"
18439,"Delta",0,2020-06-26,113,NA,415.272706035446,NA
18440,"Delta",0,2020-06-27,41,NA,420.761955424233,NA
18441,"Delta",0,2020-06-28,24,NA,427.833468554904,NA
18442,"Delta",0,2020-06-29,127,NA,436.547402738684,NA
18443,"Delta",0,2020-06-30,100,NA,446.981524774805,NA
18444,"Delta",0,2020-07-01,135,NA,459.232267689417,NA
18445,"Delta",0,2020-07-02,93,NA,473.416103794396,NA
18446,"Delta",0,2020-07-03,94,NA,489.671258920521,NA
18447,"Delta",0,2020-07-04,64,NA,508.159800338528,NA
18448,"Delta",0,2020-07-05,24,NA,529.070139254135,NA
18449,"Delta",0,2020-07-06,112,NA,552.61999807726,NA
18450,"Delta",0,2020-07-07,99,NA,579.059903173178,NA
18451,"Delta",0,2020-07-08,137,NA,608.677275787056,NA
18452,"Delta",0,2020-07-09,124,NA,641.801207616669,NA
18453,"Delta",0,2020-07-10,127,NA,678.8074128054,NA
18454,"Delta",0,2020-07-11,62,NA,720.022627127806,NA
18455,"Delta",0,2020-07-12,43,NA,765.581246150092,NA
18456,"Delta",0,2020-07-13,224,NA,815.563810317764,NA
18457,"Delta",0,2020-07-14,207,NA,870.005642051419,NA
18458,"Delta",0,2020-07-15,260,NA,928.879973293131,NA
18459,"Delta",0,2020-07-16,226,NA,992.079515717062,NA
18460,"Delta",0,2020-07-17,274,NA,1059.39681415701,NA
18461,"Delta",0,2020-07-18,130,NA,1130.50395121739,NA
18462,"Delta",0,2020-07-19,64,NA,1204.93242984775,NA
18463,"Delta",0,2020-07-20,443,NA,1282.05434036456,NA
18464,"Delta",0,2020-07-21,145,NA,1361.06620140314,NA
18465,"Delta",0,2020-07-22,553,NA,1440.97712514,NA
18466,"Delta",0,2020-07-23,439,NA,1520.60316254646,NA
18467,"Delta",0,2020-07-24,496,NA,1598.56979437602,NA
18468,"Delta",0,2020-07-25,229,NA,1673.324503824,NA
18469,"Delta",0,2020-07-26,184,NA,1743.16115321011,NA
18470,"Delta",0,2020-07-27,595,NA,1806.40759919618,NA
18471,"Delta",0,2020-07-28,685,NA,1862.24155628998,NA
18472,"Delta",0,2020-07-29,703,NA,1910.26967024106,NA
18473,"Delta",0,2020-07-30,635,NA,1950.24064831482,NA
18474,"Delta",0,2020-07-31,684,NA,1982.04284290243,NA
18475,"Delta",0,2020-08-01,309,NA,2005.69842838908,NA
18476,"Delta",0,2020-08-02,148,NA,2021.35431644884,NA
18477,"Delta",0,2020-08-03,794,NA,2029.27042821558,NA
18478,"Delta",0,2020-08-04,813,NA,2029.80598247452,NA
18479,"Delta",0,2020-08-05,767,NA,2023.40446369359,NA
18480,"Delta",0,2020-08-06,769,NA,2010.57790706067,NA
18481,"Delta",0,2020-08-07,771,NA,1991.89108559243,NA
18482,"Delta",0,2020-08-08,304,NA,1967.94611330278,NA
18483,"Delta",0,2020-08-09,122,NA,1939.36789490968,NA
18484,"Delta",0,2020-08-10,873,NA,1906.79076279438,NA
18485,"Delta",0,2020-08-11,718,NA,1870.84655139221,NA
18486,"Delta",0,2020-08-12,609,NA,1832.16427270738,NA
18487,"Delta",0,2020-08-13,669,NA,1791.54617402568,NA
18488,"Delta",0,2020-08-14,587,NA,1749.92312301204,NA
18489,"Delta",0,2020-08-15,163,NA,1708.1616136531,NA
18490,"Delta",0,2020-08-16,132,NA,1667.05384045151,NA
18491,"Delta",0,2020-08-17,707,NA,1627.3187586841,NA
18492,"Delta",0,2020-08-18,725,NA,1589.60648944249,NA
18493,"Delta",0,2020-08-19,612,NA,1554.50552989776,NA
18494,"Delta",0,2020-08-20,581,NA,1522.55229892181,NA
18495,"Delta",0,2020-08-21,510,NA,1494.2426461489,NA
18496,"Delta",0,2020-08-22,203,NA,1470.04507217106,NA
18497,"Delta",0,2020-08-23,115,NA,1450.41554469229,NA
18498,"Delta",0,2020-08-24,607,NA,1435.81394881917,NA
18499,"Delta",0,2020-08-25,527,NA,1426.72238112121,NA
18500,"Delta",0,2020-08-26,526,NA,1423.66569212095,NA
18501,"Delta",0,2020-08-27,535,NA,1427.23491013628,NA
18502,"Delta",0,2020-08-28,614,NA,1438.11316658756,NA
18503,"Delta",0,2020-08-29,195,NA,1456.76485998066,NA
18504,"Delta",0,2020-08-30,117,NA,1482.97392427409,NA
18505,"Delta",0,2020-08-31,634,NA,1516.49132455537,NA
18506,"Delta",0,2020-09-01,565,NA,1557.12471299624,NA
18507,"Delta",5.07462690968848e-15,2020-09-02,574,NA,1604.71758072285,NA
18508,"Delta",6.05827493773587e-15,2020-09-03,677,NA,1659.12941845966,NA
18509,"Delta",7.23050873067001e-15,2020-09-04,728,NA,1720.21627286192,NA
18510,"Delta",8.62706650647369e-15,2020-09-05,322,NA,1787.81125862456,NA
18511,"Delta",1.02903761754131e-14,2020-09-06,155,NA,1861.70474991818,NA
18512,"Delta",1.22707912629542e-14,2020-09-07,918,NA,1941.62413865142,NA
18513,"Delta",1.46280520040716e-14,2020-09-08,871,NA,2027.21321879833,NA
18514,"Delta",1.74330120245915e-14,2020-09-09,1024,NA,2118.01144002315,NA
18515,"Delta",2.0769678163929e-14,2020-09-10,1143,NA,2213.43347148628,NA
18516,"Delta",2.47376193715535e-14,2020-09-11,1284,NA,2312.74972598148,NA
18517,"Delta",2.94548104379191e-14,2020-09-12,617,NA,2415.06870948099,NA
18518,"Delta",3.50609878457201e-14,2020-09-13,301,NA,2519.3222714512,NA
18519,"Delta",4.17216085366101e-14,2020-09-14,1724,NA,2624.46541238617,NA
18520,"Delta",4.9632518216788e-14,2020-09-15,1628,NA,2730.73392137777,NA
18521,"Delta",5.90254543625964e-14,2020-09-16,1943,NA,2839.03241206758,NA
18522,"Delta",7.01745307889436e-14,2020-09-17,1750,NA,2950.42812157952,NA
18523,"Delta",8.34038760383255e-14,2020-09-18,1709,NA,3066.15946640484,NA
18524,"Delta",9.90966275520832e-14,2020-09-19,894,NA,3187.65078490072,NA
18525,"Delta",1.1770551831461e-13,2020-09-20,461,NA,3316.5330153081,NA
18526,"Delta",1.39765333247826e-13,2020-09-21,2202,NA,3454.67175905377,NA
18527,"Delta",1.65907560044531e-13,2020-09-22,2074,NA,3604.20446518601,NA
18528,"Delta",1.96877614488431e-13,2020-09-23,2096,NA,3767.58887124168,NA
18529,"Delta",2.33555084918932e-13,2020-09-24,1795,NA,3947.66538449685,NA
18530,"Delta",2.76977515872604e-13,2020-09-25,1623,NA,4147.73683293777,NA
18531,"Delta",3.28368338823317e-13,2020-09-26,1078,NA,4371.67002161559,NA
18532,"Delta",3.89169660381028e-13,2020-09-27,559,NA,4624.02488522752,NA
18533,"Delta",4.61080737648009e-13,2020-09-28,2791,NA,4910.21885331236,NA
18534,"Delta",5.46103109393629e-13,2020-09-29,3008,NA,5236.73650958593,NA
18535,"Delta",6.46593513446271e-13,2020-09-30,3274,NA,5611.27430632563,NA
18536,"Delta",7.65325908854596e-13,2020-10-01,3423,NA,6039.95702081745,NA
18537,"Delta",9.05564140151101e-13,2020-10-02,3752,NA,6526.36190387344,NA
18538,"Delta",1.07114703531815e-12,2020-10-03,1728,NA,7073.85217562531,NA
18539,"Delta",1.26658802442177e-12,2020-10-04,1067,NA,7685.4782193156,NA
18540,"Delta",1.49719170881063e-12,2020-10-05,5313,NA,8363.70040752341,NA
18541,"Delta",1.76919020873936e-12,2020-10-06,5758,NA,9110.060506137,NA
18542,"Delta",2.08990257885572e-12,2020-10-07,6904,NA,9924.80182454406,NA
18543,"Delta",2.46792111608381e-12,2020-10-08,6679,NA,10806.4433457498,NA
18544,"Delta",2.91332900442201e-12,2020-10-09,7952,NA,11751.3196521242,NA
18545,"Delta",3.43795445913985e-12,2020-10-10,4370,NA,12753.1065105283,NA
18546,"Delta",4.05566736382044e-12,2020-10-11,2439,NA,13802.3611980343,NA
18547,"Delta",4.78272535494032e-12,2020-10-12,9872,NA,14886.1164181972,NA
18548,"Delta",5.63817741995775e-12,2020-10-13,12778,NA,15987.5759802117,NA
18549,"Delta",6.64433435893268e-12,2020-10-14,12533,NA,17085.9678942393,NA
18550,"Delta",7.8273169424749e-12,2020-10-15,12027,NA,18156.6144315822,NA
18551,"Delta",9.21769431008517e-12,2020-10-16,13738,NA,19171.2854277147,NA
18552,"Delta",1.08512271267129e-11,2020-10-17,8124,NA,20103.3196484959,NA
18553,"Delta",1.27697322904649e-11,2020-10-18,4339,NA,20937.0955922495,NA
18554,"Delta",1.50220886052366e-11,2020-10-19,15824,NA,21660.5811273141,NA
18555,"Delta",1.76654058491445e-11,2020-10-20,19600,NA,22263.9224238711,NA
18556,"Delta",2.07663831407163e-11,2020-10-21,17628,NA,22739.6649561088,NA
18557,"Delta",2.44028864953532e-11,2020-10-22,17715,NA,23082.8880876931,NA
18558,"Delta",2.86657800493013e-11,2020-10-23,18863,NA,23291.251822637,NA
18559,"Delta",3.36610506918699e-11,2020-10-24,11552,NA,23364.9584998877,NA
18560,"Delta",3.95122718851008e-11,2020-10-25,4880,NA,23306.6359536259,NA
18561,"Delta",4.63634593723435e-11,2020-10-26,19845,NA,23121.1517640354,NA
18562,"Delta",5.43823794065612e-11,2020-10-27,22190,NA,22815.3705583158,NA
18563,"Delta",6.37643792048836e-11,2020-10-28,17982,NA,22397.8678263949,NA
18564,"Delta",7.47368197152857e-11,2020-10-29,15074,NA,21878.6143889815,NA
18565,"Delta",8.75642026413694e-11,2020-10-30,15388,NA,21268.6455501409,NA
18566,"Delta",1.02554097211805e-10,2020-10-31,6308,NA,20579.7281786875,NA
18567,"Delta",1.20063987625755e-10,2020-11-01,2661,NA,19824.0376193599,NA
18568,"Delta",1.40509179706417e-10,2020-11-02,13842,NA,19014.3457124115,NA
18569,"Delta",1.64371925333043e-10,2020-11-03,12082,NA,18166.6801163387,NA
18570,"Delta",1.9221194601181e-10,2020-11-04,9213,NA,17297.4013499323,NA
18571,"Delta",2.24678562839626e-10,2020-11-05,7644,NA,16421.1532624155,NA
18572,"Delta",2.62524669501925e-10,2020-11-06,6638,NA,15550.7139905968,NA
18573,"Delta",3.06622818260838e-10,2020-11-07,3043,NA,14696.9524555561,NA
18574,"Delta",3.57983726613953e-10,2020-11-08,1449,NA,13868.864631039,NA
18575,"Delta",4.17777554967969e-10,2020-11-09,8613,NA,13073.6719220721,NA
18576,"Delta",4.87358353861121e-10,2020-11-10,7662,NA,12316.9647162786,NA
18577,"Delta",5.68292133627742e-10,2020-11-11,2001,NA,11602.8757810313,NA
18578,"Delta",6.62389070630737e-10,2020-11-12,6467,NA,10934.2703412964,NA
18579,"Delta",7.71740433065199e-10,2020-11-13,5696,NA,10312.9420999795,NA
18580,"Delta",8.98760886691604e-10,2020-11-14,2360,NA,9739.80692971627,NA
18581,"Delta",1.04623692760034e-09,2020-11-15,1053,NA,9215.08831010615,NA
18582,"Delta",1.21738228621194e-09,2020-11-16,5830,NA,8738.49070372967,NA
18583,"Delta",1.4159012552332e-09,2020-11-17,4823,NA,8309.35890493094,NA
18584,"Delta",1.64606101532834e-09,2020-11-18,3681,NA,7926.75052922046,NA
18585,"Delta",1.91277416701903e-09,2020-11-19,3007,NA,7587.599094627,NA
18586,"Delta",2.22169282703673e-09,2020-11-20,3075,NA,7286.94974618026,NA
18587,"Delta",2.57931581332887e-09,2020-11-21,1258,NA,7020.41444072784,NA
18588,"Delta",2.99311062650287e-09,2020-11-22,585,NA,6784.20043838208,NA
18589,"Delta",3.47165213807691e-09,2020-11-23,3944,NA,6575.01728693045,NA
18590,"Delta",4.02478011887888e-09,2020-11-24,2865,NA,6389.99916437683,NA
18591,"Delta",4.66377798570462e-09,2020-11-25,2669,NA,6226.6397962949,NA
18592,"Delta",5.40157541226344e-09,2020-11-26,2412,NA,6082.73770158488,NA
18593,"Delta",6.25297774283497e-09,2020-11-27,2724,NA,5956.34994837891,NA
18594,"Delta",7.23492546511574e-09,2020-11-28,1001,NA,5845.75294457,NA
18595,"Delta",8.3667873435748e-09,2020-11-29,556,NA,5749.40906285703,NA
18596,"Delta",9.6706911870991e-09,2020-11-30,3286,NA,5665.93812241427,NA
18597,"Delta",1.11718966255131e-08,2020-12-01,2682,NA,5594.09292933376,NA
18598,"Delta",1.28992146990418e-08,2020-12-02,2598,NA,5532.7382244908,NA
18599,"Delta",1.48854795229715e-08,2020-12-03,2361,NA,5480.83250723364,NA
18600,"Delta",1.71680777762626e-08,2020-12-04,2549,NA,5437.41222448038,NA
18601,"Delta",1.97895422767924e-08,2020-12-05,1094,NA,5401.48195672236,NA
18602,"Delta",2.27982164457851e-08,2020-12-06,595,NA,5371.81817842037,NA
18603,"Delta",2.62489970278247e-08,2020-12-07,3347,NA,5347.19407369434,NA
18604,"Delta",3.02041630178201e-08,2020-12-08,2710,NA,5326.42013814149,NA
18605,"Delta",3.47342993489991e-08,2020-12-09,2749,NA,5308.33455665921,NA
18606,"Delta",3.99193245121864e-08,2020-12-10,2668,NA,5291.79619513085,NA
18607,"Delta",4.58496319012512e-08,2020-12-11,2885,NA,5275.68009247595,NA
18608,"Delta",5.26273553068652e-08,2020-12-12,1581,NA,5258.87537409032,NA
18609,"Delta",6.0367769604162e-08,2020-12-13,735,NA,5240.2855273376,NA
18610,"Delta",6.92008382921703e-08,2020-12-14,3805,NA,5218.83098514833,NA
18611,"Delta",7.92729201364362e-08,2020-12-15,3200,NA,5193.45395543358,NA
18612,"Delta",9.07486477328017e-08,2020-12-16,2753,NA,5163.12541244334,NA
18613,"Delta",1.03812991341639e-07,2020-12-17,2733,NA,5126.85413208041,NA
18614,"Delta",1.18673521829877e-07,2020-12-18,2729,NA,5083.69760752184,NA
18615,"Delta",1.35562886994936e-07,2020-12-19,1429,NA,5032.77462575047,NA
18616,"Delta",1.54741515923742e-07,2020-12-20,635,NA,4973.27922176408,NA
18617,"Delta",1.7650056635532e-07,2020-12-21,3308,NA,4904.68121794952,NA
18618,"Delta",2.01165130263761e-07,2020-12-22,2589,NA,4828.10722470281,NA
18619,"Delta",2.2909771305736e-07,2020-12-23,2354,NA,4745.4586162966,0.0010871737164019
18620,"Delta",2.6070200190186e-07,2020-12-24,1719,NA,4658.56523781011,0.00121449728348751
18621,"Delta",2.96426938724291e-07,2020-12-25,492,NA,4569.1606179503,0.0013544222945186
18622,"Delta",3.3677111344864e-07,2020-12-26,1097,NA,4478.87007842026,0.00150835406330139
18623,"Delta",3.82287492966699e-07,2020-12-27,530,NA,4389.20480329703,0.00167793810036982
18624,"Delta",4.33588501275817e-07,2020-12-28,2639,0.00114424005486688,4301.56126405654,0.00186510750162839
18625,"Delta",4.91351466139699e-07,2020-12-29,2268,0.00111438512520484,4217.22536383479,0.00207213986556175
18626,"Delta",5.56324447577174e-07,2020-12-30,1980,0.0011015224062028,4137.38067939987,0.00230172602088361
18627,"Delta",6.29332463486896e-07,2020-12-31,1624,0.00102203592070272,4063.12023316992,0.00255705346578427
18628,"Delta",7.11284127807653e-07,2021-01-01,469,NA,3995.46131306751,0.00284190821525445
18629,"Delta",8.03178716835033e-07,2021-01-02,1053,NA,3935.36296885083,0.00316079977960171
18630,"Delta",9.06113679703143e-07,2021-01-03,730,NA,3883.74594522767,0.0035191153294624
18631,"Delta",1.02129260963894e-06,2021-01-04,2911,0.00297298278665897,3841.51496193082,0.00392331084043738
18632,"Delta",1.15003369345066e-06,2021-01-05,2625,0.00301883844530798,3809.58341864415,0.00438114928945171
18633,"Delta",1.29377865785435e-06,2021-01-06,2302,0.00297827847038071,3788.87326497238,0.00490196336753619
18634,"Delta",1.45410223272206e-06,2021-01-07,1810,0.00263192504122693,3779.35557403447,0.00549556937845409
18635,"Delta",1.63272215317449e-06,2021-01-08,1934,0.00315768464423947,3779.80403678553,0.00617136978551812
18636,"Delta",1.83150972467233e-06,2021-01-09,1302,0.00238462566152338,3788.99318715287,0.0069395778689877
18637,"Delta",2.05250097790419e-06,2021-01-10,808,0.00165842079014659,3805.75237007467,0.00781131046123947
18638,"Delta",2.29790844333149e-06,2021-01-11,2849,0.00654674115505143,3828.93985131727,0.00879855321335039
18639,"Delta",2.57013357873738e-06,2021-01-12,2269,0.00583163309015512,3857.42090964466,0.00991408700720144
18640,"Delta",2.87177988702699e-06,2021-01-13,2044,0.00586991808908316,3890.04959584811,0.011171366188894
18641,"Delta",3.20566676582399e-06,2021-01-14,2023,0.00648506386726193,3925.65402204604,0.0125843386325963
18642,"Delta",3.57484413507634e-06,2021-01-15,2070,0.00739992735960803,3963.02518983109,0.0141671973570275
18643,"Delta",3.98260789387983e-06,2021-01-16,1141,0.00454415560691689,4000.90947963172,0.0159340536762799
18644,"Delta",4.43251626303044e-06,2021-01-17,697,0.00308946383533222,4038.00500617707,0.0178985228600782
18645,"Delta",4.92840707534674e-06,2021-01-18,2936,0.014469803173218,4072.96209460231,0.0200732152046571
18646,"Delta",5.47441608155158e-06,2021-01-19,2344,0.0128320312951569,4104.38814575718,0.0224691284700627
18647,"Delta",6.0749963453806e-06,2021-01-20,2415,0.0146711161740942,4130.85713437209,0.0250949419945998
18648,"Delta",6.73493880758477e-06,2021-01-21,2270,0.0152883110932174,4150.92391669206,0.0279562185738611
18649,"Delta",7.45939410454089e-06,2021-01-22,2524,0.0188275107198612,4163.14350632293,0.0310545281274229
18650,"Delta",8.25389573326899e-06,2021-01-23,1357,0.011200536510046,4166.58278510582,0.034390539872297
18651,"Delta",9.1243846607418e-06,2021-01-24,795,0.00725388580528973,4161.98092460574,0.0379755149067725
18652,"Delta",1.00772354814425e-05,2021-01-25,3286,0.0331137957920202,4150.46000236364,0.0418251628001269
18653,"Delta",1.11192842332039e-05,2021-01-26,2700,0.0300220674296506,4133.16838277422,0.0459578740317584
18654,"Delta",1.22578579874066e-05,2021-01-27,2512,0.0307917392643653,4111.26359717515,0.0503952853229672
18655,"Delta",1.35008063357293e-05,2021-01-28,2546,0.0343730529307669,4085.89824280158,0.0551629208835609
18656,"Delta",1.48565349017715e-05,2021-01-29,2939,0.0436633560763065,4058.209006554,0.060290923744553
18657,"Delta",1.63340410121486e-05,2021-01-30,1549,0.0253014295278182,4029.30882504706,0.0658148955989309
18658,"Delta",1.79429516680846e-05,2021-01-31,843,0.0151259082561953,4000.28212124107,0.0717768687601315
18659,"Delta",1.96935639652152e-05,2021-02-01,3299,0.064969067521245,3972.18301034997,0.0782264401958683
18660,"Delta",2.15968881163075e-05,2021-02-02,2615,0.0564758624241441,3946.03634303569,0.085222105403425
18661,"Delta",2.36646932390156e-05,2021-02-03,2356,0.0557540172711208,3922.84145096836,0.0928328395624612
18662,"Delta",2.5909556078723e-05,2021-02-04,2361,0.061172461901865,3903.57847728134,0.101139985464817
18663,"Delta",2.83449128450059e-05,2021-02-05,2411,0.0683395848693093,3889.21721100794,0.110239522881317
18664,"Delta",3.0985114349511e-05,2021-02-06,1256,0.0389173036229858,3880.72839936622,0.120244813213757
18665,"Delta",3.38454846430148e-05,2021-02-07,594,0.0201042178779508,3879.0975845257,0.13128993772582
18666,"Delta",3.69423833604014e-05,2021-02-08,2541,0.09387059611878,3885.24389300197,0.143530169343937
18667,"Delta",4.0293271994214e-05,2021-02-09,2108,0.0849382173638031,3899.17219429843,0.157110405777143
18668,"Delta",4.39167843304794e-05,2021-02-10,2111,0.092708331721642,3920.38402851556,0.172170659872974
18669,"Delta",4.7832801294815e-05,2021-02-11,2052,0.0981529082569604,3948.40504202074,0.188863273806424
18670,"Delta",5.20625304723793e-05,2021-02-12,1999,0.104072998414286,3982.78164258206,0.207353690631761
18671,"Delta",5.66285905823302e-05,2021-02-13,1123,0.0635939072239569,4023.07223080519,0.227820910241409
18672,"Delta",6.1555101205907e-05,2021-02-14,593,0.0365021750151028,4068.83913391966,0.25045780467898
18673,"Delta",6.6867778087579e-05,2021-02-15,2727,0.182348430844828,4119.64115796963,0.27547125075157
18674,"Delta",7.25940343505301e-05,2021-02-16,2382,0.172918989822963,4175.02670441636,0.303082031994781
18675,"Delta",7.87630879916017e-05,2021-02-17,2525,0.198876797178794,4234.52742430892,0.333524456123694
18676,"Delta",8.54060760465199e-05,2021-02-18,2556,0.218297930374905,4297.6524080284,0.367045628381583
18677,"Delta",9.25561758440614e-05,2021-02-19,2811,0.260175410297657,4363.88293145782,0.403904315966908
18678,"Delta",0.000100248733797666,2021-02-20,1555,0.155886781055371,4432.66780039781,0.444369334335566
18679,"Delta",0.000108521402215394,2021-02-21,805,0.0873597287833925,4503.41935409326,0.488717383070147
18680,"Delta",0.000117414284643549,2021-02-22,3338,0.391928882140167,4575.51020566529,0.537230257677449
18681,"Delta",0.000126970090296466,2021-02-23,2918,0.370498723485088,4648.27081172522,0.590191364687179
18682,"Delta",0.000137234298164622,2021-02-24,2750,0.377394319952709,4720.99518953158,0.64788246147392
18683,"Delta",0.000148255331435581,2021-02-25,2644,0.391987096315676,4793.28213468682,0.710629631542243
18684,"Delta",0.000160084742907408,2021-02-26,2800,0.448237280140744,4865.20885444304,0.778845708654361
18685,"Delta",0.000172777412122253,2021-02-27,1487,0.256920011825791,4936.89849716401,0.85298454625024
18686,"Delta",0.000186391754998944,2021-02-28,711,0.132524537804249,5008.48380858482,0.933540086965917
18687,"Delta",0.000200989946797379,2021-03-01,3211,0.645378719166384,5080.10710453987,1.02105045666646
18688,"Delta",0.000216638159304955,2021-03-02,2757,0.59727140520376,5151.92028044292,1.11610252644102
18689,"Delta",0.000233406813195915,2021-03-03,2752,0.642335549915159,5224.08486309067,1.21933699975901
18690,"Delta",0.000251370846578054,2021-03-04,2682,0.674176610522341,5296.77211040682,1.33145408952399
18691,"Delta",0.000270610000809048,2021-03-05,2731,0.739035912209511,5370.16316482535,1.45321985837811
18692,"Delta",0.000291209124734972,2021-03-06,1510,0.439725778349807,5444.44926613823,1.58547330545607
18693,"Delta",0.00031325849857815,2021-03-07,786,0.246221179882426,5519.83202981144,1.72913429406231
18694,"Delta",0.000336854178779274,2021-03-08,3685,1.24130764880163,5596.52379701214,1.88521242766119
18695,"Delta",0.000362098365180054,2021-03-09,3381,1.22425457267376,5674.74806289819,2.05481699638411
18696,"Delta",0.00038909979201784,2021-03-10,3387,1.31788099556442,5754.7399901062,2.23916813326707
18697,"Delta",0.000417974144292089,2021-03-11,3493,1.45998368601227,5836.74701484831,2.43960933898063
18698,"Delta",0.00044884450115475,2021-03-12,3752,1.68406456833262,5921.02955265949,2.65762155588598
18699,"Delta",0.000481841808072421,2021-03-13,2174,1.04752409074944,6007.74273808848,2.89478162335451
18700,"Delta",0.000517105379606999,2021-03-14,1383,0.715156739996479,6096.59466807312,3.15258190014396
18701,"Delta",0.000554783434763933,2021-03-15,5256,2.91594173311923,6187.16579488358,3.43253709113943
18702,"Delta",0.000595033666962952,2021-03-16,4599,2.73655983436262,6279.00983765074,3.73622224859377
18703,"Delta",0.000638023850794321,2021-03-17,4835,3.08484531859054,6371.65264349556,4.06526635552685
18704,"Delta",0.000683932487835288,2021-03-18,5036,3.44428400873851,6464.59139071023,4.42134407268703
18705,"Delta",0.000732949493914717,2021-03-19,5182,3.79814427746606,6557.29417211377,4.80616544490071
18706,"Delta",0.000785276930330006,2021-03-20,2845,2.23411286678887,6649.19999800625,5.22146336358463
18707,"Delta",0.000841129781637597,2021-03-21,1576,1.32562053586085,6739.71925855773,5.66897858824937
18708,"Delta",0.000900736782757342,2021-03-22,6285,5.6611306796299,6828.23468486534,6.1504421419577
18709,"Delta",0.000964341298249816,2021-03-23,6037,5.82172841753414,6914.10284617212,6.66755491491037
18710,"Delta",0.00103220225674495,2021-03-24,5566,5.74523776104237,6996.65621774704,7.22196433762706
18711,"Delta",0.00110459514361839,2021-03-25,5623,6.2111384925662,7075.20584957058,7.81523802153608
18712,"Delta",0.00118181305512824,2021-03-26,5740,6.78360693643609,7149.04466016452,8.44883431107725
18713,"Delta",0.00126416781733793,2021-03-27,3056,3.86329684978472,7217.45137258601,9.12406974842472
18714,"Delta",0.00135199117326017,2021-03-28,1691,2.28621707398295,7279.69510073726,9.84208352022209
18715,"Delta",0.00144563604175942,2021-03-29,6154,8.89644420098746,7335.07103442214,10.6038430562262
18716,"Delta",0.00154547785184739,2021-03-30,5197,8.03184839605088,7383.22430078571,11.4106096320857
18717,"Delta",0.00165191595609164,2021-03-31,4724,7.80365097657691,7424.03745760391,12.2638859348379
18718,"Delta",0.00176537512693338,2021-04-01,4690,8.27960934531757,7457.41917199973,13.1651423173645
18719,"Delta",0.00188630713977272,2021-04-02,4894,9.23158714204769,7483.30107801263,14.1158042525241
18720,"Delta",0.00201519244672368,2021-04-03,2701,5.44303479860065,7501.63795854163,15.1172441521087
18721,"Delta",0.00215254194496994,2021-04-04,1513,3.25679596273951,7512.40780706978,16.1707729124373
18722,"Delta",0.00229889884365468,2021-04-05,1562,3.5908799937886,7515.61176993895,17.2776312072701
18723,"Delta",0.00245484063321552,2021-04-06,5260,12.9124617307136,7511.27397079753,18.4389805507278
18724,"Delta",0.00262098116102651,2021-04-07,4741,12.4260716844267,7499.44121967039,19.6558941549817
18725,"Delta",0.00279797281711911,2021-04-08,4466,12.4957466012539,7480.18260989504,20.9293476095734
18726,"Delta",0.00298650883363157,2021-04-09,4497,13.4303302248412,7453.58900692115,22.2602094114292
18727,"Delta",0.00318732570146845,2021-04-10,2362,7.52846330686848,7419.77243367891,23.6492313769119
18728,"Delta",0.00340120570742661,2021-04-11,1305,4.43857344819173,7378.86535787708,25.097038969544
18729,"Delta",0.00362897959477983,2021-04-12,4729,17.1614445037138,7331.01988719093,26.604121579541
18730,"Delta",0.00387152934996784,2021-04-13,4281,16.5740171472123,7276.40687883828,28.1708227937303
18731,"Delta",0.00412979111763572,2021-04-14,3900,16.1061853587793,7215.2160103247,29.797334991262
18732,"Delta",0.00440475824578566,2021-04-15,3807,16.768914641706,7147.71860379222,31.4839724586094
18733,"Delta",0.00469749476462292,2021-04-16,4021,18.8886264485488,7074.30035100488,33.2314888622155
18734,"Delta",0.00500917515994805,2021-04-17,2322,11.6313047213994,6995.36246774679,35.0409959082701
18735,"Delta",0.00534106788659281,2021-04-18,1312,7.00748106720977,6911.30997420565,36.9137757575184
18736,"Delta",0.00569453287549295,2021-04-19,5433,30.9383971125532,6822.54930306664,38.8512313009845
18737,"Delta",0.00607102861328827,2021-04-20,4457,27.0585745294258,6729.48604729791,40.8549023458698
18738,"Delta",0.00647211979765876,2021-04-21,4068,26.3285833368759,6632.52285752907,42.9264824946381
18739,"Delta",0.00689948561554628,2021-04-22,3801,26.2249448246914,6532.05749659936,45.0678367377085
18740,"Delta",0.00735492869487062,2021-04-23,3636,26.7425207345496,6428.48105663332,47.2810197878646
18741,"Delta",0.00784038478394099,2021-04-24,1889,14.8104868568645,6322.17634190828,49.5682951924894
18742,"Delta",0.00835793321649786,2021-04-25,1138,9.51132800037456,6213.51641882952,51.93215526819
18743,"Delta",0.00890980822413041,2021-04-26,4270,38.0448811170369,6102.86333253586,54.3753419109719
18744,"Delta",0.00949841116170009,2021-04-27,3760,35.7140259679923,5990.56698803352,56.9008683440497
18745,"Delta",0.0101263237152669,2021-04-28,3448,34.9155641702403,5876.96419230308,59.5120418742931
18746,"Delta",0.0107963221658327,2021-04-29,3347,36.1352902890422,5762.3778525461,62.2124877373471
18747,"Delta",0.0115113927858642,2021-04-30,3487,40.1402266443086,5647.11632463647,65.0061741203564
18748,"Delta",0.0122747484489371,2021-05-01,1335,16.386789179331,5531.5610966861,67.8985209917486
18749,"Delta",0.0130898465358148,2021-05-02,1136,14.8700656646856,5416.4380818195,70.9003432617604
18750,"Delta",0.0139604082226517,2021-05-03,4331,60.4625280123044,5302.51467009851,74.0252694011743
18751,"Delta",0.014890439238571,2021-05-04,3651,54.3649936600227,5190.49692736949,77.2887791149849
