"DATE_NUM","LINEAGE","prob","collection_date","totcases","cases","smoothed_totcases","smoothed_cases"
18531,"Omicron (BA.3)",4.84670211527476e-68,2020-09-26,1078,NA,4371.67002161559,NA
18532,"Omicron (BA.3)",3.61315631109389e-68,2020-09-27,559,NA,4624.02488522752,NA
18533,"Omicron (BA.3)",2.70068748364496e-68,2020-09-28,2791,NA,4910.21885331236,NA
18534,"Omicron (BA.3)",2.02401596383824e-68,2020-09-29,3008,NA,5236.73650958593,NA
18535,"Omicron (BA.3)",1.52093415660889e-68,2020-09-30,3274,NA,5611.27430632563,NA
18536,"Omicron (BA.3)",1.14595779792803e-68,2020-10-01,3423,NA,6039.95702081745,NA
18537,"Omicron (BA.3)",8.6575182491496e-69,2020-10-02,3752,NA,6526.36190387344,NA
18538,"Omicron (BA.3)",6.55827513300668e-69,2020-10-03,1728,NA,7073.85217562531,NA
18539,"Omicron (BA.3)",4.98152269973737e-69,2020-10-04,1067,NA,7685.4782193156,NA
18540,"Omicron (BA.3)",3.79416046339249e-69,2020-10-05,5313,NA,8363.70040752341,NA
18541,"Omicron (BA.3)",2.89771188848468e-69,2020-10-06,5758,NA,9110.060506137,NA
18542,"Omicron (BA.3)",2.21914388113858e-69,2020-10-07,6904,NA,9924.80182454406,NA
18543,"Omicron (BA.3)",1.70416360442052e-69,2020-10-08,6679,NA,10806.4433457498,NA
18544,"Omicron (BA.3)",1.31231316406522e-69,2020-10-09,7952,NA,11751.3196521242,NA
18545,"Omicron (BA.3)",1.01337190703839e-69,2020-10-10,4370,NA,12753.1065105283,NA
18546,"Omicron (BA.3)",7.84711837545557e-70,2020-10-11,2439,NA,13802.3611980343,NA
18547,"Omicron (BA.3)",6.0934927668004e-70,2020-10-12,9872,NA,14886.1164181972,NA
18548,"Omicron (BA.3)",4.74506233870988e-70,2020-10-13,12778,NA,15987.5759802117,NA
18549,"Omicron (BA.3)",3.7054574916608e-70,2020-10-14,12533,NA,17085.9678942393,NA
18550,"Omicron (BA.3)",2.90182215617106e-70,2020-10-15,12027,NA,18156.6144315822,NA
18551,"Omicron (BA.3)",2.27894337435062e-70,2020-10-16,13738,NA,19171.2854277147,NA
18552,"Omicron (BA.3)",1.79487740303612e-70,2020-10-17,8124,NA,20103.3196484959,NA
18553,"Omicron (BA.3)",1.41768346689056e-70,2020-10-18,4339,NA,20937.0955922495,NA
18554,"Omicron (BA.3)",1.12297913970091e-70,2020-10-19,15824,NA,21660.5811273141,NA
18555,"Omicron (BA.3)",8.9210652964373e-71,2020-10-20,19600,NA,22263.9224238711,NA
18556,"Omicron (BA.3)",7.10753539013494e-71,2020-10-21,17628,NA,22739.6649561088,NA
18557,"Omicron (BA.3)",5.67914919341947e-71,2020-10-22,17715,NA,23082.8880876931,NA
18558,"Omicron (BA.3)",4.55107603531478e-71,2020-10-23,18863,NA,23291.251822637,NA
18559,"Omicron (BA.3)",3.65776738316856e-71,2020-10-24,11552,NA,23364.9584998877,NA
18560,"Omicron (BA.3)",2.9484505115323e-71,2020-10-25,4880,NA,23306.6359536259,NA
18561,"Omicron (BA.3)",2.38370187385771e-71,2020-10-26,19845,NA,23121.1517640354,NA
18562,"Omicron (BA.3)",1.9328355770867e-71,2020-10-27,22190,NA,22815.3705583158,NA
18563,"Omicron (BA.3)",1.57190855750175e-71,2020-10-28,17982,NA,22397.8678263949,NA
18564,"Omicron (BA.3)",1.28219337439432e-71,2020-10-29,15074,NA,21878.6143889815,NA
18565,"Omicron (BA.3)",1.04900635724817e-71,2020-10-30,15388,NA,21268.6455501409,NA
18566,"Omicron (BA.3)",8.60806387277943e-72,2020-10-31,6308,NA,20579.7281786875,NA
18567,"Omicron (BA.3)",7.08500244239077e-72,2020-11-01,2661,NA,19824.0376193599,NA
18568,"Omicron (BA.3)",5.84905962646938e-72,2020-11-02,13842,NA,19014.3457124115,NA
18569,"Omicron (BA.3)",4.84337320013868e-72,2020-11-03,12082,NA,18166.6801163387,NA
18570,"Omicron (BA.3)",4.02281389640416e-72,2020-11-04,9213,NA,17297.4013499323,NA
18571,"Omicron (BA.3)",3.3514775027932e-72,2020-11-05,7644,NA,16421.1532624155,NA
18572,"Omicron (BA.3)",2.80072989847674e-72,2020-11-06,6638,NA,15550.7139905968,NA
18573,"Omicron (BA.3)",2.34767969811666e-72,2020-11-07,3043,NA,14696.9524555561,NA
18574,"Omicron (BA.3)",1.9739822974754e-72,2020-11-08,1449,NA,13868.864631039,NA
18575,"Omicron (BA.3)",1.66490131850418e-72,2020-11-09,8613,NA,13073.6719220721,NA
18576,"Omicron (BA.3)",1.40857040996948e-72,2020-11-10,7662,NA,12316.9647162786,NA
18577,"Omicron (BA.3)",1.19541133911478e-72,2020-11-11,2001,NA,11602.8757810313,NA
18578,"Omicron (BA.3)",1.01767426437819e-72,2020-11-12,6467,NA,10934.2703412964,NA
18579,"Omicron (BA.3)",8.69073729428963e-73,2020-11-13,5696,NA,10312.9420999795,NA
18580,"Omicron (BA.3)",7.44499810204776e-73,2020-11-14,2360,NA,9739.80692971627,NA
18581,"Omicron (BA.3)",6.39788392846103e-73,2020-11-15,1053,NA,9215.08831010615,NA
18582,"Omicron (BA.3)",5.51538075758299e-73,2020-11-16,5830,NA,8738.49070372967,NA
18583,"Omicron (BA.3)",4.76963912765299e-73,2020-11-17,4823,NA,8309.35890493094,NA
18584,"Omicron (BA.3)",4.13780328995522e-73,2020-11-18,3681,NA,7926.75052922046,NA
18585,"Omicron (BA.3)",3.60107186277406e-73,2020-11-19,3007,NA,7587.599094627,NA
18586,"Omicron (BA.3)",3.14394257254832e-73,2020-11-20,3075,NA,7286.94974618026,NA
18587,"Omicron (BA.3)",2.75360369143552e-73,2020-11-21,1258,NA,7020.41444072784,NA
18588,"Omicron (BA.3)",2.41944262056102e-73,2020-11-22,585,NA,6784.20043838208,NA
18589,"Omicron (BA.3)",2.13264821667995e-73,2020-11-23,3944,NA,6575.01728693045,NA
18590,"Omicron (BA.3)",1.88588829141827e-73,2020-11-24,2865,NA,6389.99916437683,NA
18591,"Omicron (BA.3)",1.67304751635323e-73,2020-11-25,2669,NA,6226.6397962949,NA
18592,"Omicron (BA.3)",1.48901396831017e-73,2020-11-26,2412,NA,6082.73770158488,NA
18593,"Omicron (BA.3)",1.32950492157711e-73,2020-11-27,2724,NA,5956.34994837891,NA
18594,"Omicron (BA.3)",1.19092437269041e-73,2020-11-28,1001,NA,5845.75294457,NA
18595,"Omicron (BA.3)",1.07024627455203e-73,2020-11-29,556,NA,5749.40906285703,NA
18596,"Omicron (BA.3)",9.64918642267138e-74,2020-11-30,3286,NA,5665.93812241427,NA
18597,"Omicron (BA.3)",8.72784637655308e-74,2020-12-01,2682,NA,5594.09292933376,NA
18598,"Omicron (BA.3)",7.92017493356489e-74,2020-12-02,2598,NA,5532.7382244908,NA
18599,"Omicron (BA.3)",7.21066740448800e-74,2020-12-03,2361,NA,5480.83250723364,NA
18600,"Omicron (BA.3)",6.58613686668741e-74,2020-12-04,2549,NA,5437.41222448038,NA
18601,"Omicron (BA.3)",6.0353448023213e-74,2020-12-05,1094,NA,5401.48195672236,NA
18602,"Omicron (BA.3)",5.54869406267245e-74,2020-12-06,595,NA,5371.81817842037,NA
18603,"Omicron (BA.3)",5.1179731431654e-74,2020-12-07,3347,NA,5347.19407369434,NA
18604,"Omicron (BA.3)",4.73614278383192e-74,2020-12-08,2710,NA,5326.42013814149,NA
18605,"Omicron (BA.3)",4.39715755223354e-74,2020-12-09,2749,NA,5308.33455665921,NA
18606,"Omicron (BA.3)",4.09581639682276e-74,2020-12-10,2668,NA,5291.79619513085,NA
18607,"Omicron (BA.3)",3.82763723940857e-74,2020-12-11,2885,NA,5275.68009247595,NA
18608,"Omicron (BA.3)",3.58875155453369e-74,2020-12-12,1581,NA,5258.87537409032,NA
18609,"Omicron (BA.3)",3.37581560007484e-74,2020-12-13,735,NA,5240.2855273376,NA
18610,"Omicron (BA.3)",3.18593554845453e-74,2020-12-14,3805,NA,5218.83098514833,NA
18611,"Omicron (BA.3)",3.01660424651261e-74,2020-12-15,3200,NA,5193.45395543358,NA
18612,"Omicron (BA.3)",2.86564772444694e-74,2020-12-16,2753,NA,5163.12541244334,NA
18613,"Omicron (BA.3)",2.73117989649574e-74,2020-12-17,2733,NA,5126.85413208041,NA
18614,"Omicron (BA.3)",2.61156416126075e-74,2020-12-18,2729,NA,5083.69760752184,NA
18615,"Omicron (BA.3)",2.50538082833286e-74,2020-12-19,1429,NA,5032.77462575047,NA
18616,"Omicron (BA.3)",2.41139947872808e-74,2020-12-20,635,NA,4973.27922176408,NA
18617,"Omicron (BA.3)",2.32855551653322e-74,2020-12-21,3308,NA,4904.68121794952,NA
18618,"Omicron (BA.3)",2.25593029372147e-74,2020-12-22,2589,NA,4828.10722470281,NA
18619,"Omicron (BA.3)",2.19273429397095e-74,2020-12-23,2354,NA,4745.4586162966,NA
18620,"Omicron (BA.3)",2.13829294824542e-74,2020-12-24,1719,NA,4658.56523781011,NA
18621,"Omicron (BA.3)",2.09203472798437e-74,2020-12-25,492,NA,4569.1606179503,NA
18622,"Omicron (BA.3)",2.05348122355892e-74,2020-12-26,1097,NA,4478.87007842026,NA
18623,"Omicron (BA.3)",2.02223896827187e-74,2020-12-27,530,NA,4389.20480329703,NA
18624,"Omicron (BA.3)",1.99799281341174e-74,2020-12-28,2639,NA,4301.56126405654,NA
18625,"Omicron (BA.3)",1.98050069916832e-74,2020-12-29,2268,NA,4217.22536383479,NA
18626,"Omicron (BA.3)",1.96958970087756e-74,2020-12-30,1980,NA,4137.38067939987,NA
18627,"Omicron (BA.3)",1.96515326116347e-74,2020-12-31,1624,NA,4063.12023316992,NA
18628,"Omicron (BA.3)",1.9671495470706e-74,2021-01-01,469,NA,3995.46131306751,NA
18629,"Omicron (BA.3)",1.97560089811186e-74,2021-01-02,1053,NA,3935.36296885083,NA
18630,"Omicron (BA.3)",1.99059435711052e-74,2021-01-03,730,NA,3883.74594522767,NA
18631,"Omicron (BA.3)",2.01228330160702e-74,2021-01-04,2911,NA,3841.51496193082,NA
18632,"Omicron (BA.3)",2.04089022021869e-74,2021-01-05,2625,NA,3809.58341864415,NA
18633,"Omicron (BA.3)",2.07671070654148e-74,2021-01-06,2302,NA,3788.87326497238,NA
18634,"Omicron (BA.3)",2.1201187738608e-74,2021-01-07,1810,NA,3779.35557403447,NA
18635,"Omicron (BA.3)",2.17157362812008e-74,2021-01-08,1934,NA,3779.80403678553,NA
18636,"Omicron (BA.3)",2.2316280754398e-74,2021-01-09,1302,NA,3788.99318715287,NA
18637,"Omicron (BA.3)",2.30093878533546e-74,2021-01-10,808,NA,3805.75237007467,NA
18638,"Omicron (BA.3)",2.38027868328216e-74,2021-01-11,2849,NA,3828.93985131727,NA
18639,"Omicron (BA.3)",2.47055180833791e-74,2021-01-12,2269,NA,3857.42090964466,NA
18640,"Omicron (BA.3)",2.57281104553992e-74,2021-01-13,2044,NA,3890.04959584811,NA
18641,"Omicron (BA.3)",2.68827923160656e-74,2021-01-14,2023,NA,3925.65402204604,NA
18642,"Omicron (BA.3)",2.8183742396588e-74,2021-01-15,2070,NA,3963.02518983109,NA
18643,"Omicron (BA.3)",2.9647387786339e-74,2021-01-16,1141,NA,4000.90947963172,NA
18644,"Omicron (BA.3)",3.12927580121409e-74,2021-01-17,697,NA,4038.00500617707,NA
18645,"Omicron (BA.3)",3.31419060727911e-74,2021-01-18,2936,NA,4072.96209460231,NA
18646,"Omicron (BA.3)",3.52204096656197e-74,2021-01-19,2344,NA,4104.38814575718,NA
18647,"Omicron (BA.3)",3.75579687502551e-74,2021-01-20,2415,NA,4130.85713437209,NA
18648,"Omicron (BA.3)",4.01891191784074e-74,2021-01-21,2270,NA,4150.92391669206,NA
18649,"Omicron (BA.3)",4.31540865461588e-74,2021-01-22,2524,NA,4163.14350632293,NA
18650,"Omicron (BA.3)",4.6499809910041e-74,2021-01-23,1357,NA,4166.58278510582,NA
18651,"Omicron (BA.3)",5.02811718199411e-74,2021-01-24,795,NA,4161.98092460574,NA
18652,"Omicron (BA.3)",5.45624796034172e-74,2021-01-25,3286,NA,4150.46000236364,NA
18653,"Omicron (BA.3)",5.94192534236623e-74,2021-01-26,2700,NA,4133.16838277422,NA
18654,"Omicron (BA.3)",6.49403898842002e-74,2021-01-27,2512,NA,4111.26359717515,NA
18655,"Omicron (BA.3)",7.12307865797131e-74,2021-01-28,2546,NA,4085.89824280158,NA
18656,"Omicron (BA.3)",7.84145339090511e-74,2021-01-29,2939,NA,4058.209006554,NA
18657,"Omicron (BA.3)",8.66388068489408e-74,2021-01-30,1549,NA,4029.30882504706,NA
18658,"Omicron (BA.3)",9.6078622751745e-74,2021-01-31,843,NA,4000.28212124107,NA
18659,"Omicron (BA.3)",1.06942673539122e-73,2021-02-01,3299,NA,3972.18301034997,NA
18660,"Omicron (BA.3)",1.1948049445732e-73,2021-02-02,2615,NA,3946.03634303569,NA
18661,"Omicron (BA.3)",1.33991300144252e-73,2021-02-03,2356,NA,3922.84145096836,NA
18662,"Omicron (BA.3)",1.50834906441378e-73,2021-02-04,2361,NA,3903.57847728134,NA
18663,"Omicron (BA.3)",1.70445268796046e-73,2021-02-05,2411,NA,3889.21721100794,NA
18664,"Omicron (BA.3)",1.93347312622789e-73,2021-02-06,1256,NA,3880.72839936622,NA
18665,"Omicron (BA.3)",2.20177917328435e-73,2021-02-07,594,NA,3879.0975845257,NA
18666,"Omicron (BA.3)",2.51712156643764e-73,2021-02-08,2541,NA,3885.24389300197,NA
18667,"Omicron (BA.3)",2.88896210353297e-73,2021-02-09,2108,NA,3899.17219429843,NA
18668,"Omicron (BA.3)",3.32888768889156e-73,2021-02-10,2111,NA,3920.38402851556,NA
18669,"Omicron (BA.3)",3.85113282364551e-73,2021-02-11,2052,NA,3948.40504202074,NA
18670,"Omicron (BA.3)",4.47324099220181e-73,2021-02-12,1999,NA,3982.78164258206,NA
18671,"Omicron (BA.3)",5.21690449917746e-73,2021-02-13,1123,NA,4023.07223080519,NA
18672,"Omicron (BA.3)",6.10903429387385e-73,2021-02-14,593,NA,4068.83913391966,NA
18673,"Omicron (BA.3)",7.18312714233025e-73,2021-02-15,2727,NA,4119.64115796963,NA
18674,"Omicron (BA.3)",8.48101846636941e-73,2021-02-16,2382,NA,4175.02670441636,NA
18675,"Omicron (BA.3)",1.00551370199431e-72,2021-02-17,2525,NA,4234.52742430892,NA
18676,"Omicron (BA.3)",1.19714146996109e-72,2021-02-18,2556,NA,4297.6524080284,NA
18677,"Omicron (BA.3)",1.43130544368517e-72,2021-02-19,2811,NA,4363.88293145782,NA
18678,"Omicron (BA.3)",1.71854257363177e-72,2021-02-20,1555,NA,4432.66780039781,NA
18679,"Omicron (BA.3)",2.07224470966563e-72,2021-02-21,805,NA,4503.41935409326,NA
18680,"Omicron (BA.3)",2.50949356594881e-72,2021-02-22,3338,NA,4575.51020566529,NA
18681,"Omicron (BA.3)",3.05215685456241e-72,2021-02-23,2918,NA,4648.27081172522,NA
18682,"Omicron (BA.3)",3.72833234774929e-72,2021-02-24,2750,NA,4720.99518953158,NA
18683,"Omicron (BA.3)",4.57425707174357e-72,2021-02-25,2644,NA,4793.28213468682,NA
18684,"Omicron (BA.3)",5.6368405116473e-72,2021-02-26,2800,NA,4865.20885444304,NA
18685,"Omicron (BA.3)",6.97703795987534e-72,2021-02-27,1487,NA,4936.89849716401,NA
18686,"Omicron (BA.3)",8.67435906749863e-72,2021-02-28,711,NA,5008.48380858482,NA
18687,"Omicron (BA.3)",1.08329158474884e-71,2021-03-01,3211,NA,5080.10710453987,NA
18688,"Omicron (BA.3)",1.35895659733028e-71,2021-03-02,2757,NA,5151.92028044292,NA
18689,"Omicron (BA.3)",1.71249184399757e-71,2021-03-03,2752,NA,5224.08486309067,NA
18690,"Omicron (BA.3)",2.1678264029274e-71,2021-03-04,2682,NA,5296.77211040682,NA
18691,"Omicron (BA.3)",2.75679075800952e-71,2021-03-05,2731,NA,5370.16316482535,NA
18692,"Omicron (BA.3)",3.52189630452946e-71,2021-03-06,1510,NA,5444.44926613823,NA
18693,"Omicron (BA.3)",4.52014980095852e-71,2021-03-07,786,NA,5519.83202981144,NA
18694,"Omicron (BA.3)",5.82830861672565e-71,2021-03-08,3685,NA,5596.52379701214,NA
18695,"Omicron (BA.3)",7.55014955863663e-71,2021-03-09,3381,NA,5674.74806289819,NA
18696,"Omicron (BA.3)",9.82656276782678e-71,2021-03-10,3387,NA,5754.7399901062,NA
18697,"Omicron (BA.3)",1.28496248347677e-70,2021-03-11,3493,NA,5836.74701484831,NA
18698,"Omicron (BA.3)",1.68822990447746e-70,2021-03-12,3752,NA,5921.02955265949,NA
18699,"Omicron (BA.3)",2.22861249472579e-70,2021-03-13,2174,NA,6007.74273808848,NA
18700,"Omicron (BA.3)",2.95602967707836e-70,2021-03-14,1383,NA,6096.59466807312,NA
18701,"Omicron (BA.3)",3.93970426358494e-70,2021-03-15,5256,NA,6187.16579488358,NA
18702,"Omicron (BA.3)",5.27604304149654e-70,2021-03-16,4599,NA,6279.00983765074,NA
18703,"Omicron (BA.3)",7.09989797766547e-70,2021-03-17,4835,NA,6371.65264349556,NA
18704,"Omicron (BA.3)",9.60072610636016e-70,2021-03-18,5036,NA,6464.59139071023,NA
18705,"Omicron (BA.3)",1.30458774910056e-69,2021-03-19,5182,NA,6557.29417211377,NA
18706,"Omicron (BA.3)",1.78142988481855e-69,2021-03-20,2845,NA,6649.19999800625,NA
18707,"Omicron (BA.3)",2.4445521122103e-69,2021-03-21,1576,NA,6739.71925855773,NA
18708,"Omicron (BA.3)",3.3711170277318e-69,2021-03-22,6285,NA,6828.23468486534,NA
18709,"Omicron (BA.3)",4.67198117745781e-69,2021-03-23,6037,NA,6914.10284617212,NA
18710,"Omicron (BA.3)",6.50713407515891e-69,2021-03-24,5566,NA,6996.65621774704,NA
18711,"Omicron (BA.3)",9.1085334481911e-69,2021-03-25,5623,NA,7075.20584957058,NA
18712,"Omicron (BA.3)",1.28140298740568e-68,2021-03-26,5740,NA,7149.04466016452,NA
18713,"Omicron (BA.3)",1.81179911559139e-68,2021-03-27,3056,NA,7217.45137258601,NA
18714,"Omicron (BA.3)",2.57471863640392e-68,2021-03-28,1691,NA,7279.69510073726,NA
18715,"Omicron (BA.3)",3.67750470207615e-68,2021-03-29,6154,NA,7335.07103442214,NA
18716,"Omicron (BA.3)",5.27944956763319e-68,2021-03-30,5197,NA,7383.22430078571,NA
18717,"Omicron (BA.3)",7.61805562686282e-68,2021-03-31,4724,NA,7424.03745760391,NA
18718,"Omicron (BA.3)",1.1049121937217e-67,2021-04-01,4690,NA,7457.41917199973,NA
18719,"Omicron (BA.3)",1.61082174231002e-67,2021-04-02,4894,NA,7483.30107801263,NA
18720,"Omicron (BA.3)",2.36053884347646e-67,2021-04-03,2701,NA,7501.63795854163,NA
18721,"Omicron (BA.3)",3.47717490155486e-67,2021-04-04,1513,NA,7512.40780706978,NA
18722,"Omicron (BA.3)",5.14874403020517e-67,2021-04-05,1562,NA,7515.61176993895,NA
18723,"Omicron (BA.3)",7.66377959634276e-67,2021-04-06,5260,NA,7511.27397079753,NA
18724,"Omicron (BA.3)",1.14672452914904e-66,2021-04-07,4741,NA,7499.44121967039,NA
18725,"Omicron (BA.3)",1.7248722286873e-66,2021-04-08,4466,NA,7480.18260989504,NA
18726,"Omicron (BA.3)",2.60821695512408e-66,2021-04-09,4497,NA,7453.58900692115,NA
18727,"Omicron (BA.3)",3.96484816620992e-66,2021-04-10,2362,NA,7419.77243367891,NA
18728,"Omicron (BA.3)",6.05916047675612e-66,2021-04-11,1305,NA,7378.86535787708,NA
18729,"Omicron (BA.3)",9.30911199558557e-66,2021-04-12,4729,NA,7331.01988719093,NA
18730,"Omicron (BA.3)",1.437873537283e-65,2021-04-13,4281,NA,7276.40687883828,NA
18731,"Omicron (BA.3)",2.2328336010624e-65,2021-04-14,3900,NA,7215.2160103247,NA
18732,"Omicron (BA.3)",3.48595454777315e-65,2021-04-15,3807,NA,7147.71860379222,NA
18733,"Omicron (BA.3)",5.47166293226392e-65,2021-04-16,4021,NA,7074.30035100488,NA
18734,"Omicron (BA.3)",8.63448806449448e-65,2021-04-17,2322,NA,6995.36246774679,NA
18735,"Omicron (BA.3)",1.36979948289893e-64,2021-04-18,1312,NA,6911.30997420565,NA
18736,"Omicron (BA.3)",2.18455978537541e-64,2021-04-19,5433,NA,6822.54930306664,NA
18737,"Omicron (BA.3)",3.50219779620294e-64,2021-04-20,4457,NA,6729.48604729791,NA
18738,"Omicron (BA.3)",5.6437836081021e-64,2021-04-21,4068,NA,6632.52285752907,NA
18739,"Omicron (BA.3)",9.14189051689043e-64,2021-04-22,3801,NA,6532.05749659936,NA
18740,"Omicron (BA.3)",1.48840311351812e-63,2021-04-23,3636,NA,6428.48105663332,NA
18741,"Omicron (BA.3)",2.43560474226699e-63,2021-04-24,1889,NA,6322.17634190828,NA
18742,"Omicron (BA.3)",4.00569073347658e-63,2021-04-25,1138,NA,6213.51641882952,NA
18743,"Omicron (BA.3)",6.62086816580564e-63,2021-04-26,4270,NA,6102.86333253586,NA
18744,"Omicron (BA.3)",1.09976987277286e-62,2021-04-27,3760,NA,5990.56698803352,NA
18745,"Omicron (BA.3)",1.83577883470545e-62,2021-04-28,3448,NA,5876.96419230308,NA
18746,"Omicron (BA.3)",3.07930523238295e-62,2021-04-29,3347,NA,5762.3778525461,NA
18747,"Omicron (BA.3)",5.19016313857793e-62,2021-04-30,3487,NA,5647.11632463647,NA
18748,"Omicron (BA.3)",8.7899635091027e-62,2021-05-01,1335,NA,5531.5610966861,NA
18749,"Omicron (BA.3)",1.49572822998125e-61,2021-05-02,1136,NA,5416.4380818195,NA
18750,"Omicron (BA.3)",2.55716923652247e-61,2021-05-03,4331,NA,5302.51467009851,NA
18751,"Omicron (BA.3)",4.39226827116179e-61,2021-05-04,3651,NA,5190.49692736949,NA
18752,"Omicron (BA.3)",7.57917826740736e-61,2021-05-05,3615,NA,5081.03163261751,NA
18753,"Omicron (BA.3)",1.31383355062672e-60,2021-05-06,3515,NA,4974.70917886153,NA
18754,"Omicron (BA.3)",2.28783353501453e-60,2021-05-07,3294,NA,4872.06720592656,NA
18755,"Omicron (BA.3)",4.00179662776788e-60,2021-05-08,1714,NA,4773.59484601509,NA
18756,"Omicron (BA.3)",7.03092660349263e-60,2021-05-09,855,NA,4679.73747688141,NA
18757,"Omicron (BA.3)",1.24072993691955e-59,2021-05-10,3362,NA,4590.90189285391,NA
18758,"Omicron (BA.3)",2.19901919848588e-59,2021-05-11,2990,NA,4507.46182051017,NA
18759,"Omicron (BA.3)",3.91424012440296e-59,2021-05-12,2808,NA,4429.76372314512,NA
18760,"Omicron (BA.3)",6.99700028640884e-59,2021-05-13,943,NA,4358.1328560576,NA
18761,"Omicron (BA.3)",1.25603358752789e-58,2021-05-14,2557,NA,4292.87955299279,NA
18762,"Omicron (BA.3)",2.26409225440718e-58,2021-05-15,1254,NA,4234.30574281236,NA
18763,"Omicron (BA.3)",4.0979687902293e-58,2021-05-16,735,NA,4182.71171472377,NA
18764,"Omicron (BA.3)",7.44736334126658e-58,2021-05-17,3576,NA,4138.27425652749,NA
18765,"Omicron (BA.3)",1.35885471302117e-57,2021-05-18,3264,NA,4099.50326110332,NA
18766,"Omicron (BA.3)",2.48918272979427e-57,2021-05-19,3118,NA,4063.80496549145,NA
18767,"Omicron (BA.3)",4.57751644086115e-57,2021-05-20,2409,NA,4028.65897018721,NA
18768,"Omicron (BA.3)",8.45021787442409e-57,2021-05-21,2425,NA,3991.63257047485,NA
18769,"Omicron (BA.3)",1.5658334317742e-56,2021-05-22,1434,NA,3950.38467721274,NA
18770,"Omicron (BA.3)",2.91230557513588e-56,2021-05-23,773,NA,3902.68385244277,NA
18771,"Omicron (BA.3)",5.43644897328915e-56,2021-05-24,899,NA,3846.43929653086,NA
18772,"Omicron (BA.3)",1.01848138177499e-55,2021-05-25,2789,NA,3779.74322421724,NA
18773,"Omicron (BA.3)",1.91479268669585e-55,2021-05-26,2534,NA,3700.92248638812,NA
18774,"Omicron (BA.3)",3.61236646034525e-55,2021-05-27,2215,NA,3608.59658462349,NA
18775,"Omicron (BA.3)",6.83805575817467e-55,2021-05-28,2023,NA,3501.73845779253,NA
18776,"Omicron (BA.3)",1.29871107877895e-54,2021-05-29,1116,NA,3379.73368530779,NA
18777,"Omicron (BA.3)",2.4745633665805e-54,2021-05-30,603,NA,3242.43315826635,NA
18778,"Omicron (BA.3)",4.72994941241585e-54,2021-05-31,2026,NA,3090.19393528021,NA
18779,"Omicron (BA.3)",9.06881773303344e-54,2021-06-01,1682,NA,2923.9030394173,NA
18780,"Omicron (BA.3)",1.74399017865977e-53,2021-06-02,1498,NA,2744.99928235263,NA
18781,"Omicron (BA.3)",3.36355065159161e-53,2021-06-03,1466,NA,2557.03253033874,NA
18782,"Omicron (BA.3)",6.50537407447828e-53,2021-06-04,1348,NA,2366.1325375023,NA
18783,"Omicron (BA.3)",1.26160982843451e-52,2021-06-05,647,NA,2177.67829400868,NA
18784,"Omicron (BA.3)",2.45308578146061e-52,2021-06-06,399,NA,1995.9205982154,NA
18785,"Omicron (BA.3)",4.78178354642686e-52,2021-06-07,1237,NA,1824.02474005488,NA
18786,"Omicron (BA.3)",9.34349629201172e-52,2021-06-08,1041,NA,1664.17563296641,NA
18787,"Omicron (BA.3)",1.82987847203306e-51,2021-06-09,841,NA,1517.71982112153,NA
18788,"Omicron (BA.3)",3.5915142139069e-51,2021-06-10,764,NA,1385.32320672199,NA
18789,"Omicron (BA.3)",7.06354707407565e-51,2021-06-11,779,NA,1267.12865627366,NA
18790,"Omicron (BA.3)",1.39188606113872e-50,2021-06-12,390,NA,1162.90291363532,NA
18791,"Omicron (BA.3)",2.74766736232046e-50,2021-06-13,209,NA,1072.16688817245,NA
18792,"Omicron (BA.3)",5.43308855470305e-50,2021-06-14,765,NA,994.307126675504,NA
18793,"Omicron (BA.3)",1.07595166387408e-49,2021-06-15,535,NA,928.669080809529,NA
18794,"Omicron (BA.3)",2.13374317568779e-49,2021-06-16,419,NA,874.634766389401,NA
18795,"Omicron (BA.3)",4.23676241682104e-49,2021-06-17,450,NA,831.688785708167,NA
18796,"Omicron (BA.3)",8.42184515783768e-49,2021-06-18,424,NA,799.477705282894,NA
18797,"Omicron (BA.3)",1.67571409008354e-48,2021-06-19,274,NA,777.645472216941,NA
18798,"Omicron (BA.3)",3.33695701388429e-48,2021-06-20,139,NA,765.07787707663,NA
18799,"Omicron (BA.3)",6.64964378136801e-48,2021-06-21,482,NA,760.706842707905,NA
18800,"Omicron (BA.3)",1.32581612713613e-47,2021-06-22,365,NA,763.757741901673,NA
18801,"Omicron (BA.3)",2.64452037961103e-47,2021-06-23,396,NA,773.67665737639,NA
18802,"Omicron (BA.3)",5.27633998157613e-47,2021-06-24,339,NA,790.07418123171,NA
18803,"Omicron (BA.3)",1.05289931274084e-46,2021-06-25,398,NA,812.680229718829,NA
18804,"Omicron (BA.3)",2.10115475741453e-46,2021-06-26,259,NA,841.305853229687,NA
18805,"Omicron (BA.3)",4.19274689594002e-46,2021-06-27,177,NA,875.809110851396,NA
18806,"Omicron (BA.3)",8.36497605039787e-46,2021-06-28,598,NA,916.062871460132,NA
18807,"Omicron (BA.3)",1.66846215028093e-45,2021-06-29,557,NA,961.923023872735,NA
18808,"Omicron (BA.3)",3.3267345303299e-45,2021-06-30,628,NA,1013.19611528407,NA
18809,"Omicron (BA.3)",6.63039133153771e-45,2021-07-01,676,NA,1069.60595341321,NA
18810,"Omicron (BA.3)",1.3208490212895e-44,2021-07-02,724,NA,1130.7592475752,NA
